,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
10,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20212022/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,victorhedman,82,2052.4333333333,20,65,34,31,85,53.13,219,9.13,14.11,462,331,161,29,9,34,36,18,18,0,0,12,56,52,93,95,55,0,0,-
11,8477498,Darnell Nurse,EDM,D,https://assets.nhle.com/mugs/nhl/20212022/EDM/8477498.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,darnellnurse,71,1778.45,9,26,12,14,35,34.31,203,4.43,10.62,410,286,117,20,7,15,54,27,27,0,0,9,67,33,196,61,120,0,0,-
12,8477932,Aaron Ekblad,FLA,D,https://assets.nhle.com/mugs/nhl/20212022/FLA/8477932.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,aaronekblad,61,1519.7,15,42,13,29,57,45.60,180,8.33,10.78,317,233,101,26,8,25,26,13,13,0,0,9,73,43,62,54,66,0,0,-
13,8478500,Ivan Provorov,PHI,D,https://assets.nhle.com/mugs/nhl/20212022/PHI/8478500.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,ivanprovorov,79,1966.3666666667,9,22,8,14,31,39.24,170,5.29,7.69,322,221,93,17,2,18,34,17,17,0,0,11,84,17,74,144,160,0,0,-
14,8480036,Miro Heiskanen,DAL,D,https://assets.nhle.com/mugs/nhl/20212022/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,miroheiskanen,70,1742.1,5,31,18,13,36,45.00,156,3.21,10.18,312,218,114,27,1,24,24,12,12,0,0,10,84,45,52,111,79,0,0,-
15,8474565,Alex Pietrangelo,VGK,D,https://assets.nhle.com/mugs/nhl/20212022/VGK/8474565.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,alexpietrangelo,80,1971.5833333333,13,31,17,14,44,42.31,227,5.73,12.58,456,311,121,11,5,26,42,16,15,0,1,8,56,93,66,197,153,0,0,-
16,8479325,Charlie McAvoy,BOS,D,https://assets.nhle.com/mugs/nhl/20212022/BOS/8479325.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,charliemcavoy,78,1923.4833333333,10,46,16,30,56,44.09,166,6.02,9.87,295,227,95,18,0,19,66,30,28,2,0,26,65,29,155,187,121,0,0,-
17,8475764,Cam Fowler,ANA,D,https://assets.nhle.com/mugs/nhl/20212022/ANA/8475764.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,camfowler,76,1854.1,9,33,16,17,42,44.21,124,7.26,7.2,300,170,100,14,4,13,14,7,7,0,0,5,46,31,37,86,104,0,0,-
18,8480839,Rasmus Dahlin,BUF,D,https://assets.nhle.com/mugs/nhl/20212022/BUF/8480839.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,rasmusdahlin,80,1922.3,13,40,21,19,53,55.21,171,7.60,8.4,322,224,77,14,4,13,68,33,33,0,0,21,51,27,121,128,87,0,0,-
19,8479323,Adam Fox,NYR,D,https://assets.nhle.com/mugs/nhl/20212022/NYR/8479323.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,adamfox,78,1864.7666666667,11,63,33,30,74,58.27,158,6.96,8.36,275,197,88,13,4,18,26,13,13,0,0,18,58,78,30,107,118,0,0,-
20,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20212022/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,johncarlson,78,1857.25,17,54,25,29,71,55.47,195,8.72,12.91,388,278,114,22,4,30,20,9,9,0,0,10,55,42,73,97,104,0,0,-
21,8476853,Morgan Rielly,TOR,D,https://assets.nhle.com/mugs/nhl/20212022/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,morganrielly,82,1946.7333333333,10,58,32,26,68,43.31,221,4.52,9.92,384,290,114,16,6,20,40,20,20,0,0,9,76,40,92,133,80,0,0,-
22,8477504,Josh Morrissey,WPG,D,https://assets.nhle.com/mugs/nhl/20212022/WPG/8477504.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,joshmorrissey,79,1869.0833333333,12,25,14,11,37,34.91,173,6.94,12.25,351,251,115,22,7,20,66,28,27,0,1,20,63,26,150,85,96,0,0,-
23,8470600,Ryan Suter,DAL,D,https://assets.nhle.com/mugs/nhl/20212022/DAL/8470600.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,ryansuter,82,1939.4833333333,7,25,6,19,32,35.16,118,5.93,6.6,265,183,79,13,5,17,40,20,20,0,0,5,46,19,46,64,83,0,0,-
24,8476923,Damon Severson,NJD,D,https://assets.nhle.com/mugs/nhl/20212022/NJD/8476923.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,damonseverson,80,1888.35,11,35,18,17,46,51.11,158,6.96,10.31,312,224,89,17,12,17,57,27,26,1,0,7,63,38,91,97,51,0,0,-
25,8476892,Colton Parayko,STL,D,https://assets.nhle.com/mugs/nhl/20212022/STL/8476892.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,coltonparayko,80,1883.6,6,29,10,19,35,32.41,135,4.44,6.86,244,183,74,18,4,12,18,9,9,0,0,17,53,51,72,119,154,0,0,-
26,8476958,Jaccob Slavin,CAR,D,https://assets.nhle.com/mugs/nhl/20212022/CAR/8476958.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,jaccobslavin,79,1858.8666666667,4,38,14,24,42,39.25,165,2.42,8.41,341,237,96,16,7,14,10,5,5,0,0,7,43,74,50,117,113,0,0,-
27,8475218,Mattias Ekholm,NSH,D,https://assets.nhle.com/mugs/nhl/20212022/NSH/8475218.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,mattiasekholm,76,1784.35,6,25,12,13,31,36.05,145,4.14,10.34,311,213,90,21,3,20,44,22,22,0,0,13,60,29,79,103,86,0,0,-
28,8474578,Erik Karlsson,SJS,D,https://assets.nhle.com/mugs/nhl/20212022/SJS/8474578.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,erikkarlsson,50,1173.5166666667,10,25,13,12,35,53.85,117,8.55,7.08,248,170,86,14,11,9,14,7,7,0,0,12,63,52,18,68,10,0,0,-
29,8476463,Jonas Brodin,MIN,D,https://assets.nhle.com/mugs/nhl/20212022/MIN/8476463.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,jonasbrodin,73,1710.95,5,25,9,16,30,32.97,126,3.97,4.93,232,157,64,10,3,12,18,9,9,0,0,5,28,24,42,112,117,0,0,-
30,8477346,MacKenzie Weegar,FLA,D,https://assets.nhle.com/mugs/nhl/20212022/FLA/8477346.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,mackenzieweegar,80,1869.8166666667,8,36,17,19,44,36.67,203,3.94,10.95,391,271,129,27,9,18,81,27,23,1,3,9,85,74,179,141,145,0,0,-
31,8475753,Justin Faulk,STL,D,https://assets.nhle.com/mugs/nhl/20212022/STL/8475753.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,justinfaulk,76,1762.3,16,31,8,23,47,38.84,167,9.58,9.62,318,219,104,21,11,13,43,16,14,1,1,8,40,37,149,75,89,0,0,-
32,8477447,Shea Theodore,VGK,D,https://assets.nhle.com/mugs/nhl/20212022/VGK/8477447.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,sheatheodore,78,1804.7,14,38,22,16,52,49.52,205,6.83,11.64,417,273,130,34,6,31,24,12,12,0,0,9,58,60,37,118,91,0,0,-
33,8476856,Mathew Dumba,MIN,D,https://assets.nhle.com/mugs/nhl/20212022/MIN/8476856.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,mattdumba,57,1316.2333333333,7,20,12,8,27,39.13,116,6.03,8.11,251,154,59,15,3,21,47,22,21,1,0,11,26,15,114,62,75,0,0,-
34,8481542,Moritz Seider,DET,D,https://assets.nhle.com/mugs/nhl/20212022/DET/8481542.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,moritzseider,82,1889.3666666667,7,43,20,23,50,44.64,187,3.74,9.81,355,246,84,7,2,24,34,17,17,0,0,19,48,41,151,116,146,0,0,-
35,8479983,Mario Ferraro,SJS,D,https://assets.nhle.com/mugs/nhl/20212022/SJS/8479983.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,marioferraro,63,1449.2,2,12,3,9,14,25.93,49,4.08,2.52,108,77,33,4,3,2,16,8,8,0,0,9,35,31,140,149,38,0,0,-
36,8479345,Jakob Chychrun,ARI,D,https://assets.nhle.com/mugs/nhl/20212022/ARI/8479345.png,https://assets.nhle.com/logos/nhl/svg/ARI_20202021-20232024_light.svg,jakobchychrun,47,1079.2666666667,7,14,7,7,21,53.85,141,4.96,7.25,293,223,72,7,5,13,47,18,16,1,1,8,37,19,51,83,61,0,0,-
37,8477948,Travis Sanheim,PHI,D,https://assets.nhle.com/mugs/nhl/20212022/PHI/8477948.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,travissanheim,80,1837.6166666667,7,24,11,13,31,34.44,123,5.69,6.92,249,174,70,22,8,14,34,17,17,0,0,15,55,23,64,154,135,0,0,-
38,8475279,Ben Chiarot,FLA,D,https://assets.nhle.com/mugs/nhl/20212022/FLA/8475279.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,benchiarot,74,1690.8166666667,9,17,11,6,26,39.39,143,6.29,5.62,268,177,82,16,8,20,48,24,24,0,0,6,69,20,157,106,124,0,0,-
39,8475176,Ryan Ellis,PHI,D,https://assets.nhle.com/mugs/nhl/20212022/PHI/8475176.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,ryanellis,4,91.216666666667,1,4,1,3,5,83.33,6,16.67,0.21,13,8,4,0,0,0,0,0,0,0,0,0,5,2,1,4,6,0,0,-
40,8478397,Rasmus Andersson,CGY,D,https://assets.nhle.com/mugs/nhl/20212022/CGY/8478397.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,rasmusandersson,82,1858.65,4,46,21,25,50,36.76,152,2.63,8.29,289,214,73,13,3,18,28,14,14,0,0,17,44,24,63,109,111,0,0,-
41,8476854,Hampus Lindholm,BOS,D,https://assets.nhle.com/mugs/nhl/20212022/BOS/8476854.png,https://assets.nhle.com/logos/nhl/svg/BOS_20082009-20222023_light.svg,hampuslindholm,71,1597.2,5,22,11,11,27,35.53,142,3.52,7.38,275,201,75,16,5,10,46,22,22,0,0,14,47,35,70,108,88,0,0,-
42,8479410,Mikhail Sergachev,TBL,D,https://assets.nhle.com/mugs/nhl/20212022/TBL/8479410.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,mikhailsergachev,78,1750.3833333333,7,31,16,15,38,46.34,149,4.70,7.01,283,206,88,11,8,11,59,25,22,3,0,14,39,23,138,124,58,0,0,-
43,8474151,Ryan McDonagh,TBL,D,https://assets.nhle.com/mugs/nhl/20212022/TBL/8474151.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,ryanmcdonagh,71,1589.2,4,22,9,13,26,41.27,85,4.71,5.12,180,131,53,13,3,6,16,8,8,0,0,7,24,26,96,88,70,0,1,0.00
44,8476885,Jacob Trouba,NYR,D,https://assets.nhle.com/mugs/nhl/20212022/NYR/8476885.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,jaketrouba,81,1816.4166666667,11,28,14,14,39,44.32,204,5.39,11.45,388,277,119,31,9,29,88,35,29,6,0,26,63,24,207,107,158,0,0,-
45,8477934,Leon Draisaitl,EDM,C,https://assets.nhle.com/mugs/nhl/20212022/EDM/8477934.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,leondraisaitl,80,1787.9333333333,55,55,33,22,110,75.86,278,19.78,35.89,482,387,289,123,18,26,40,19,19,0,0,28,88,74,53,140,22,887,774,53.40
46,8475171,Oliver Ekman-Larsson,VAN,D,https://assets.nhle.com/mugs/nhl/20212022/VAN/8475171.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,oliverekmanlarsson,79,1762.7333333333,5,24,14,10,29,36.71,168,2.98,6.93,352,234,83,9,5,24,48,24,24,0,0,22,42,26,105,118,78,0,0,-
47,8478882,Vladislav Gavrikov,CBJ,D,https://assets.nhle.com/mugs/nhl/20212022/CBJ/8478882.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,vladislavgavrikov,80,1783.3,5,28,13,15,33,37.50,108,4.63,6.48,204,145,67,21,5,10,68,32,32,0,0,11,34,22,124,86,134,0,0,-
48,8476457,Adam Larsson,SEA,D,https://assets.nhle.com/mugs/nhl/20212022/SEA/8476457.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,adamlarsson,82,1826.7833333333,8,17,10,7,25,37.31,119,6.72,4.4,260,174,68,9,2,11,55,25,24,1,0,8,35,23,183,88,128,0,0,-
49,8475906,John Klingberg,DAL,D,https://assets.nhle.com/mugs/nhl/20212022/DAL/8475906.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,johnklingberg,74,1642.95,6,41,24,17,47,47.00,139,4.32,9.25,362,210,107,10,3,22,34,17,17,0,0,13,86,16,57,170,75,0,0,-
50,8476906,Shayne Gostisbehere,ARI,D,https://assets.nhle.com/mugs/nhl/20212022/ARI/8476906.png,https://assets.nhle.com/logos/nhl/svg/ARI_20202021-20232024_light.svg,shaynegostisbehere,82,1819.5166666667,14,37,16,21,51,57.95,151,9.27,8.22,314,216,88,12,7,16,26,13,13,0,0,21,78,44,60,76,104,0,0,-
51,8473507,Jeff Petry,MTL,D,https://assets.nhle.com/mugs/nhl/20212022/MTL/8473507.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,jeffpetry,68,1504.2333333333,6,21,9,12,27,38.57,124,4.84,5.07,266,160,60,8,6,18,36,18,18,0,0,11,107,12,140,101,111,0,0,-
52,8482671,Owen Power,BUF,D,https://assets.nhle.com/mugs/nhl/20212022/BUF/8482671.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,owenpower,8,176.68333333333,2,1,1,0,3,25.00,10,20.00,0.53,17,11,9,2,0,0,2,1,1,0,0,2,4,6,1,7,8,0,0,-
53,8478402,Connor McDavid,EDM,C,https://assets.nhle.com/mugs/nhl/20212022/EDM/8478402.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,connormcdavid,80,1765.3,44,79,49,30,123,81.46,315,13.97,40.84,481,393,338,156,9,39,45,16,14,1,1,50,68,73,75,124,24,562,484,53.73
54,8476902,Esa Lindell,DAL,D,https://assets.nhle.com/mugs/nhl/20212022/DAL/8476902.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,esalindell,76,1675.4333333333,4,21,13,8,25,38.46,136,2.94,4.59,211,159,61,10,4,12,12,6,6,0,0,10,55,20,111,110,143,0,1,0.00
55,8479425,Filip Hronek,DET,D,https://assets.nhle.com/mugs/nhl/20212022/DET/8479425.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,filiphronek,78,1718.0166666667,5,33,18,15,38,49.35,133,3.76,6.93,280,191,71,13,5,16,36,14,13,0,1,18,46,16,70,97,73,0,0,-
56,8474574,Tyler Myers,VAN,D,https://assets.nhle.com/mugs/nhl/20212022/VAN/8474574.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,tylermyers,82,1802.6166666667,1,17,8,9,18,23.38,128,0.78,6.45,257,173,96,15,3,9,66,25,22,2,1,13,56,32,145,128,145,0,0,-
57,8480035,Henri Jokiharju,BUF,D,https://assets.nhle.com/mugs/nhl/20212022/BUF/8480035.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,henrijokiharju,60,1314.65,3,16,6,10,19,32.76,83,3.61,3.27,146,102,25,3,4,9,20,10,10,0,0,4,36,12,73,79,59,0,0,-
58,8474141,Patrick Kane,CHI,R,https://assets.nhle.com/mugs/nhl/20212022/CHI/8474141.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,patkane,78,1702.2166666667,26,66,46,20,92,79.31,287,9.06,22.04,514,371,220,56,4,16,18,9,9,0,0,15,49,42,11,64,25,4,4,50.00
59,8475208,Brian Dumoulin,PIT,D,https://assets.nhle.com/mugs/nhl/20212022/PIT/8475208.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,briandumoulin,76,1658.1666666667,3,15,4,11,18,21.95,91,3.30,4.3,185,135,42,10,1,9,24,12,12,0,0,7,46,34,88,177,133,0,0,-
60,8478398,Kyle Connor,WPG,L,https://assets.nhle.com/mugs/nhl/20212022/WPG/8478398.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,kyleconnor,79,1720.3166666667,47,46,27,19,93,80.17,317,14.83,33.04,499,395,311,99,16,26,4,2,2,0,0,6,47,66,32,63,22,1,6,14.29
61,8476473,Connor Murphy,CHI,D,https://assets.nhle.com/mugs/nhl/20212022/CHI/8476473.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,connormurphy,57,1240.2166666667,4,6,2,4,10,23.26,71,5.63,2.82,150,98,31,2,1,7,47,22,21,1,0,13,47,19,130,136,142,0,0,-
62,8477488,Brett Pesce,CAR,D,https://assets.nhle.com/mugs/nhl/20212022/CAR/8477488.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,brettpesce,70,1519.05,7,21,10,11,28,39.44,148,4.73,5.71,304,209,60,13,7,20,39,14,12,1,1,10,29,45,39,61,88,0,0,-
63,8479398,Samuel Girard,COL,D,https://assets.nhle.com/mugs/nhl/20212022/COL/8479398.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,samuelgirard,67,1449.9833333333,5,23,12,11,28,36.36,79,6.33,3.32,188,116,41,5,1,7,20,10,10,0,0,11,28,21,65,85,84,0,0,-
64,8479369,Andrew Peeke,CBJ,D,https://assets.nhle.com/mugs/nhl/20212022/CBJ/8479369.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,andrewpeeke,82,1759.8166666667,2,13,4,9,15,23.08,72,2.78,3.26,167,109,36,7,2,7,60,27,25,2,0,16,31,15,191,113,162,0,0,-
65,8480865,Noah Dobson,NYI,D,https://assets.nhle.com/mugs/nhl/20212022/NYI/8480865.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,noahdobson,80,1716.7333333333,13,38,21,17,51,54.26,190,6.84,8.54,401,269,101,14,6,23,18,9,9,0,0,20,82,27,78,134,146,0,0,-
66,8477499,Rasmus Ristolainen,PHI,D,https://assets.nhle.com/mugs/nhl/20212022/PHI/8477499.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,rasmusristolainen,66,1415.1,2,14,7,7,16,25.40,97,2.06,5.81,200,140,65,24,8,17,38,19,19,0,0,13,33,12,230,199,119,0,0,-
67,8474031,Kevin Shattenkirk,ANA,D,https://assets.nhle.com/mugs/nhl/20212022/ANA/8474031.png,https://assets.nhle.com/logos/nhl/svg/ANA_20132014-20232024_light.svg,kevinshattenkirk,82,1755.4,8,27,13,14,35,39.33,163,4.91,8.12,295,214,95,17,4,9,36,18,18,0,0,5,58,38,73,100,129,0,1,0.00
68,8475181,Nick Leddy,STL,D,https://assets.nhle.com/mugs/nhl/20212022/STL/8475181.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,nickleddy,75,1605.9,3,21,6,15,24,35.82,71,4.23,3.16,138,104,36,6,1,7,22,11,11,0,0,5,33,30,37,52,63,0,0,-
69,8471873,Anton Stralman,ARI,D,https://assets.nhle.com/mugs/nhl/20212022/ARI/8471873.png,https://assets.nhle.com/logos/nhl/svg/ARI_20202021-20232024_light.svg,antonstralman,74,1577.6333333333,8,15,7,8,23,34.33,95,8.42,4.07,181,121,56,13,5,17,12,6,6,0,0,4,28,31,98,75,88,0,0,-
70,8474673,TJ Brodie,TOR,D,https://assets.nhle.com/mugs/nhl/20212022/TOR/8474673.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,tjbrodie,82,1747.5333333333,4,24,11,13,28,31.82,68,5.88,3.1,158,97,41,11,2,6,34,17,17,0,0,9,62,30,53,148,102,0,0,-
71,8478396,Noah Hanifin,CGY,D,https://assets.nhle.com/mugs/nhl/20212022/CGY/8478396.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,noahhanifin,81,1725.9,10,38,12,26,48,43.24,189,5.29,9.34,397,281,107,22,6,27,19,8,7,1,0,9,62,38,63,87,74,0,0,-
72,8476917,Adam Pelech,NYI,D,https://assets.nhle.com/mugs/nhl/20212022/NYI/8476917.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,adampelech,78,1660.05,3,25,10,15,28,38.36,104,2.88,5.6,225,137,70,14,2,17,40,16,15,0,1,4,48,49,99,120,121,0,0,-
73,8478055,Gustav Forsling,FLA,D,https://assets.nhle.com/mugs/nhl/20212022/FLA/8478055.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,gustavforsling,71,1506.4833333333,10,27,13,14,37,39.36,145,6.90,7.13,296,192,88,15,11,9,18,9,9,0,0,10,53,51,45,122,80,0,0,-
74,8476462,Dougie Hamilton,NJD,D,https://assets.nhle.com/mugs/nhl/20212022/NJD/8476462.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,dougiehamilton,62,1315.1166666667,9,21,10,11,30,37.50,197,4.57,11.43,402,285,143,33,19,23,34,17,17,0,0,5,54,20,87,51,58,0,0,-
75,8474716,Jared Spurgeon,MIN,D,https://assets.nhle.com/mugs/nhl/20212022/MIN/8474716.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,jaredspurgeon,65,1375.2166666667,10,30,16,14,40,38.83,116,8.62,6.18,234,157,71,12,6,14,10,5,5,0,0,3,14,13,44,82,72,0,0,-
76,8476869,Brady Skjei,CAR,D,https://assets.nhle.com/mugs/nhl/20212022/CAR/8476869.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,bradyskjei,82,1733.6666666667,9,30,16,14,39,46.99,184,4.89,8.38,330,253,85,18,5,26,48,23,23,0,0,7,62,51,95,114,69,0,0,-
77,8480145,Neal Pionk,WPG,D,https://assets.nhle.com/mugs/nhl/20212022/WPG/8480145.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,nealpionk,77,1627.75,3,31,16,15,34,37.78,140,2.14,8.05,278,203,74,13,7,13,46,23,23,0,0,20,68,27,185,122,79,0,0,-
78,8477506,Ryan Pulock,NYI,D,https://assets.nhle.com/mugs/nhl/20212022/NYI/8477506.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,ryanpulock,56,1183.5833333333,5,16,7,9,21,33.87,122,4.10,5.97,226,159,53,9,3,13,2,1,1,0,0,5,33,15,86,81,118,0,0,-
79,8476460,Mark Scheifele,WPG,C,https://assets.nhle.com/mugs/nhl/20212022/WPG/8476460.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,markscheifele,67,1415.9666666667,29,41,23,18,70,68.63,159,18.24,19.24,264,215,182,78,6,19,23,10,9,1,0,21,60,49,36,116,45,430,418,50.71
80,8476468,J.T. Miller,VAN,C,https://assets.nhle.com/mugs/nhl/20212022/VAN/8476468.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,jtmiller,80,1684.2333333333,32,67,36,31,99,76.74,206,15.53,24.99,350,293,234,102,9,30,47,22,21,1,0,21,62,56,172,85,53,667,566,54.10
81,8477492,Nathan MacKinnon,COL,C,https://assets.nhle.com/mugs/nhl/20212022/COL/8477492.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,nathanmackinnon,65,1368.9666666667,32,56,38,18,88,70.97,299,10.70,26.46,501,385,283,84,11,38,42,18,16,2,0,39,56,37,68,82,37,383,461,45.38
