,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
0,8478469,Thomas Chabot,OTT,D,https://assets.nhle.com/mugs/nhl/20192020/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,thomaschabot,71,1846.2666666667,6,33,17,16,39,45.35,186,3.23,8.98,418,264,111,20,6,23,42,21,21,0,0,11,87,42,79,132,85,0,0,-
1,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20192020/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,drewdoughty,67,1730.1833333333,7,28,12,16,35,47.95,141,4.96,8.7,301,202,74,16,5,23,36,18,18,0,0,9,82,15,106,97,87,0,0,-
2,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20192020/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,romanjosi,69,1778.75,16,49,28,21,65,58.04,260,6.15,14.25,525,355,171,18,6,31,41,19,18,1,0,16,68,34,52,107,108,0,0,-
3,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20192020/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,krisletang,61,1569.25,15,29,14,15,44,44.90,177,8.47,10.56,340,235,84,10,6,28,38,19,19,0,0,10,80,31,101,123,91,0,0,-
4,8476472,Oscar Klefbom,EDM,D,https://assets.nhle.com/mugs/nhl/20192020/EDM/8476472.png,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,oscarklefbom,62,1575.5,5,29,9,20,34,33.66,159,3.14,6.33,314,221,63,10,2,11,24,11,11,0,0,7,58,36,45,132,180,0,0,-
5,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20192020/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,brentburns,70,1777.3333333333,12,33,17,16,45,50.56,225,5.33,12.23,517,324,125,26,4,43,34,17,17,0,0,8,76,49,72,39,115,0,0,-
6,8477495,Seth Jones,CBJ,D,https://assets.nhle.com/mugs/nhl/20192020/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,sethjones,56,1415.6833333333,6,24,13,11,30,44.12,126,4.76,5.91,244,169,57,10,7,11,20,10,10,0,0,4,37,29,62,92,123,0,0,-
7,8478500,Ivan Provorov,PHI,D,https://assets.nhle.com/mugs/nhl/20192020/PHI/8478500.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,ivanprovorov,69,1714.15,13,23,13,10,36,34.62,150,8.67,7.58,275,191,65,16,6,22,24,12,12,0,0,14,67,16,84,117,111,0,0,-
8,8470600,Ryan Suter,MIN,D,https://assets.nhle.com/mugs/nhl/20192020/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,ryansuter,69,1700.15,8,40,18,22,48,47.06,111,7.21,6.0,253,158,65,7,2,20,12,6,6,0,0,5,27,19,48,28,93,0,0,-
9,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20192020/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,johncarlson,69,1699.6833333333,15,60,38,22,75,60.98,189,7.94,11.37,369,272,95,16,4,27,26,13,13,0,0,8,80,42,55,58,108,0,1,0.00
10,8474578,Erik Karlsson,SJS,D,https://assets.nhle.com/mugs/nhl/20192020/SJS/8474578.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,erikkarlsson,56,1373.2833333333,6,34,20,14,40,57.97,121,4.96,5.15,245,164,49,6,3,20,16,8,8,0,0,10,68,52,26,57,74,0,0,-
11,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20192020/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,duncankeith,61,1487.5166666667,3,24,10,14,27,36.49,111,2.70,4.87,256,154,54,4,6,12,18,9,9,0,0,1,74,42,26,64,117,0,0,-
12,8476853,Morgan Rielly,TOR,D,https://assets.nhle.com/mugs/nhl/20192020/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,morganrielly,47,1137.4333333333,3,24,12,12,27,37.50,123,2.44,5.9,261,190,65,12,3,6,24,12,12,0,0,3,42,17,38,81,67,0,1,0.00
13,8474565,Alex Pietrangelo,STL,D,https://assets.nhle.com/mugs/nhl/20192020/STL/8474565.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,alexpietrangelo,70,1691.4833333333,16,36,18,18,52,44.83,225,7.11,13.96,418,302,119,24,9,18,20,10,10,0,0,10,45,43,47,112,89,0,0,-
