,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
149,Rene Bourque,COL,R,65,906.36666666667,12,6,3,3,18,60.00,112,10.71,10.29,194,157,96,54,2,9,56,21,18,2,1,9,12,24,75,42,26,0,5,0.00
150,Cody McLeod,"COL, NSH",L,59,422.76666666667,5,1,0,1,6,60.00,30,16.67,2.44,47,38,23,12,2,1,145,36,15,19,2,26,2,4,150,37,14,0,1,0.00
151,Mike Blunden,OTT,R,2,16.233333333333,0,0,0,0,0,-,1,0.00,0.02,1,1,0,0,0,0,4,2,2,0,0,2,0,0,6,5,0,0,0,-
152,Mason Raymond,ANA,L,4,35.633333333333,0,0,0,0,0,-,3,0.00,0.12,5,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0.00
153,Paul Stastny,STL,C,66,1263.2166666667,18,22,16,6,40,57.97,112,16.07,13.65,172,145,129,69,2,9,36,18,18,0,0,7,9,24,51,37,35,786,624,55.74
154,Sidney Crosby,PIT,C,75,1490.8333333333,44,45,28,17,89,73.55,255,17.25,28.94,411,325,272,114,7,30,24,12,12,0,0,19,70,39,80,91,27,842,906,48.17
155,Bobby Ryan,OTT,R,62,963.35,13,12,8,4,25,49.02,111,11.71,11.07,228,160,119,47,4,14,24,10,10,0,0,21,27,27,109,68,36,6,3,66.67
156,Jack Johnson,CBJ,D,82,1789.4333333333,5,18,6,12,23,29.49,116,4.31,4.63,224,152,56,14,5,15,32,15,15,0,0,14,27,20,94,101,134,1,0,100.00
157,Benoit Pouliot,EDM,L,67,941.61666666667,8,6,5,1,14,51.85,77,10.39,7.67,146,113,81,36,3,8,34,17,17,0,0,14,48,39,39,60,39,7,21,25.00
158,Jack Skille,VAN,R,55,483.95,5,4,4,0,9,69.23,73,6.85,5.78,121,101,68,28,9,8,12,6,6,0,0,6,9,14,74,54,24,2,0,100.00
159,Devin Setoguchi,L.A,R,45,559.88333333333,4,8,4,4,12,57.14,60,6.67,6.57,110,85,68,36,1,6,14,7,7,0,0,11,19,15,53,54,10,2,2,50.00
160,Anze Kopitar,L.A,C,76,1578.2333333333,12,40,22,18,52,71.23,150,8.00,18.35,290,222,187,77,11,25,28,13,13,0,0,26,37,29,78,76,59,892,801,52.69
161,Marc Staal,NYR,D,72,1380.7,3,7,4,3,10,17.54,70,4.29,3.89,146,104,39,14,4,9,34,17,17,0,0,11,47,22,89,91,97,0,1,0.00
162,Martin Hanzal,"ARI, MIN",C,71,1258.1,20,19,12,7,39,65.00,169,11.83,18.3,272,227,160,101,9,23,51,24,23,1,0,27,30,31,145,70,58,767,593,56.40
163,Jakub Kindl,FLA,D,39,572.93333333333,0,4,3,1,4,22.22,41,0.00,1.12,77,58,6,0,1,4,28,14,14,0,0,1,13,9,49,34,37,0,0,-
164,T.J. Oshie,WSH,R,68,1213.0666666667,33,23,16,7,56,56.00,143,23.08,19.19,250,218,182,92,6,15,36,18,18,0,0,23,33,49,95,95,50,87,93,48.33
165,Andrew Cogliano,ANA,"C, L",82,1241.3166666667,16,19,10,9,35,72.92,179,8.94,16.56,293,230,149,68,15,18,26,13,13,0,0,17,26,19,76,54,27,8,10,44.44
166,Matt Niskanen,WSH,D,78,1728.6666666667,5,34,17,17,39,45.88,154,3.25,6.55,340,216,65,6,6,10,32,16,16,0,0,6,67,36,147,135,93,0,0,-
167,James Neal,NSH,"L, R",70,1238.5333333333,23,18,14,4,41,62.12,202,11.39,19.62,338,260,194,84,12,16,35,16,15,1,0,17,30,40,84,53,18,3,3,50.00
168,Marc-Edouard Vlasic,S.J,D,75,1592.5833333333,6,22,14,8,28,40.58,144,4.17,6.45,317,214,76,7,5,13,35,12,10,1,1,12,62,23,18,104,146,0,0,-
169,Taylor Chorney,WSH,D,18,256.75,1,4,1,3,5,38.46,19,5.26,1.11,34,28,7,2,0,3,11,4,3,1,0,1,7,3,27,26,29,0,0,-
170,Justin Abdelkader,DET,L,64,1066.15,7,14,9,5,21,56.76,104,6.73,11.13,160,140,98,53,9,7,50,22,20,2,0,35,18,15,144,74,27,5,12,29.41
171,Adam McQuaid,BOS,D,77,1405.0,2,8,4,4,10,19.61,64,3.13,2.13,136,94,22,1,4,7,71,23,17,5,1,17,24,10,157,121,144,0,0,-
172,Kris Letang,PIT,D,41,1046.2333333333,5,29,9,20,34,53.13,122,4.10,6.66,227,163,60,15,2,12,32,16,16,0,0,14,43,30,70,94,70,0,0,-
173,Kris Russell,EDM,D,68,1442.75,1,12,2,10,13,28.89,68,1.47,3.55,165,104,40,5,3,8,23,10,9,1,0,13,60,36,67,107,213,0,0,-
174,Keith Yandle,FLA,D,82,1807.2666666667,5,36,19,17,41,48.24,178,2.81,7.97,393,266,72,5,4,17,39,18,17,1,0,20,76,24,28,38,76,0,0,-
175,Cody Franson,BUF,D,68,1256.8,3,16,6,10,19,41.30,93,3.23,3.52,200,133,30,3,6,11,34,17,17,0,0,5,30,14,87,47,68,0,0,-
176,Vladimir Sobotka,STL,L,1,16.683333333333,1,0,0,0,1,100.00,2,50.00,0.64,4,3,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,6,6,50.00
177,Cody Bass,NSH,C,9,60.9,0,0,0,0,0,-,1,0.00,0.01,3,1,1,0,0,0,19,5,2,3,0,4,1,2,14,10,4,0,2,0.00
178,Chris Butler,STL,D,1,21.466666666667,0,0,0,0,0,0.00,1,0.00,0.02,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,-
179,Chris VandeVelde,PHI,C,81,936.45,6,9,3,6,15,83.33,69,8.70,6.04,121,88,65,27,3,10,16,8,8,0,0,13,12,14,114,131,60,22,20,52.38
180,Jared Boll,ANA,R,51,296.55,0,3,3,0,3,50.00,13,0.00,1.01,26,19,14,4,2,1,87,21,6,15,0,23,5,2,68,43,14,0,1,0.00
181,Tom Pyatt,OTT,"C, L",82,1281.45,9,14,9,5,23,58.97,95,9.47,10.58,164,134,104,62,12,11,16,8,8,0,0,15,20,35,46,125,89,21,28,42.86
182,Niklas Hjalmarsson,CHI,D,73,1569.1333333333,5,13,7,6,18,28.13,61,8.20,3.23,135,78,35,9,1,4,20,10,10,0,0,9,70,23,23,148,181,0,0,-
183,Darren Helm,DET,C,50,768.46666666667,8,9,3,6,17,53.13,98,8.16,9.12,166,129,85,35,10,5,20,8,8,0,0,17,20,17,71,62,18,216,204,51.43
184,Cal O'Reilly,BUF,C,11,87.25,0,1,1,0,1,50.00,3,0.00,0.2,5,3,2,2,1,1,0,0,0,0,0,1,2,3,2,2,3,32,34,48.48
185,Mark Fayne,EDM,D,4,31.666666666667,0,2,2,0,2,100.00,4,0.00,0.11,7,7,1,0,0,1,0,0,0,0,0,0,2,0,1,6,2,0,0,-
186,Ryan Reaves,STL,R,80,710.8,7,6,5,1,13,50.00,58,12.07,6.6,105,83,70,40,5,8,104,27,17,6,4,24,4,11,239,76,26,0,5,0.00
187,Anton Stralman,T.B,D,73,1671.7333333333,5,17,8,9,22,30.99,130,3.85,8.41,257,183,59,15,3,23,20,10,10,0,0,10,27,26,106,78,96,0,0,-
188,Patric Hornqvist,PIT,R,70,1116.5833333333,21,23,15,8,44,49.44,223,9.42,24.72,326,273,224,135,13,27,28,14,14,0,0,17,11,30,227,143,62,3,8,27.27
189,Andrew Desjardins,CHI,"C, L",46,432.46666666667,0,1,0,1,1,10.00,46,0.00,4.01,84,59,45,21,5,5,22,8,6,2,0,11,10,9,73,57,17,39,30,56.52
190,Dan Girardi,NYR,D,63,1203.4666666667,4,11,2,9,15,30.00,56,7.14,1.76,125,81,20,4,3,7,16,8,8,0,0,8,46,10,107,91,166,0,0,-
191,David Desharnais,"EDM, MTL",C,49,610.46666666667,6,8,3,5,14,53.85,46,13.04,4.8,72,55,43,23,4,5,12,6,6,0,0,5,12,21,5,32,15,170,162,51.20
192,Bracken Kearns,NYI,C,2,22.383333333333,0,0,0,0,0,-,3,0.00,0.18,5,5,2,1,0,0,2,1,1,0,0,0,0,0,5,5,2,10,7,58.82
193,Andy Greene,N.J,D,66,1448.3,4,9,6,3,13,26.53,83,4.82,4.99,190,137,35,12,3,11,8,4,4,0,0,6,36,26,50,77,125,0,0,-
194,Stephen Gionta,NYI,R,26,291.38333333333,1,5,5,0,6,40.00,17,5.88,1.49,28,20,17,8,1,1,2,1,1,0,0,5,6,5,56,25,7,56,64,46.67
195,Bryan Little,WPG,C,59,1035.8666666667,21,26,16,10,47,73.44,119,17.65,13.95,189,158,139,67,9,12,18,9,9,0,0,8,19,31,35,37,23,610,487,55.61
196,Alex Biega,VAN,D,36,474.06666666667,0,3,1,2,3,25.00,37,0.00,1.42,79,59,14,2,1,1,18,9,9,0,0,2,7,5,97,61,24,0,0,-
197,Brad Marchand,BOS,L,80,1554.9166666667,39,46,23,23,85,73.28,226,17.26,26.17,408,320,241,107,20,18,81,35,33,1,1,31,84,69,51,129,35,13,23,36.11
198,Nick Foligno,CBJ,L,79,1455.6,26,25,14,11,51,61.45,185,14.05,22.1,280,241,184,120,9,19,53,22,19,3,0,37,35,44,157,79,50,41,48,46.07
199,Derek Dorsett,VAN,R,14,139.05,1,3,2,1,4,80.00,24,4.17,1.62,33,26,19,7,0,4,33,8,4,3,1,7,1,2,35,14,6,1,0,100.00
200,Erik Johnson,COL,D,46,1015.75,2,15,7,8,17,42.50,96,2.08,4.27,204,130,45,6,3,12,9,3,2,1,0,7,23,18,87,54,98,0,0,-
201,Kyle Okposo,BUF,R,65,1233.05,19,26,13,13,45,60.00,156,12.18,18.75,284,213,164,75,12,17,24,12,12,0,0,10,36,26,53,68,25,54,45,54.55
202,Trevor Lewis,L.A,C,82,1170.4,12,12,8,4,24,64.86,145,8.28,14.22,248,209,126,61,6,17,30,15,15,0,0,14,12,18,174,158,30,44,66,40.00
203,Leo Komarov,TOR,C,82,1400.0333333333,14,18,11,7,32,38.55,114,12.28,12.41,178,152,121,70,11,9,31,13,12,1,0,18,25,46,232,62,50,91,111,45.05
204,Jamie McGinn,ARI,L,72,948.43333333333,9,8,4,4,17,60.71,116,7.76,11.35,173,150,102,56,7,17,23,10,9,1,0,11,27,5,116,69,18,1,2,33.33
205,Ryan White,"ARI, MIN",C,65,692.76666666667,9,7,4,3,16,76.19,60,15.00,4.83,103,81,49,20,6,5,84,21,12,6,3,13,10,11,187,69,33,39,52,42.86
206,Eric Gryba,EDM,D,40,645.58333333333,2,4,3,1,6,33.33,45,4.44,1.93,101,64,20,5,1,2,65,21,15,5,1,12,21,6,145,51,47,0,0,-
207,Milan Lucic,EDM,L,82,1407.25,23,27,19,8,50,58.14,175,13.14,21.4,310,249,193,114,4,20,50,16,10,6,0,13,49,26,202,87,20,4,3,57.14
208,Chris Stewart,MIN,R,79,820.73333333333,13,8,4,4,21,80.77,82,15.85,6.96,133,109,74,30,4,5,94,24,12,10,2,19,15,15,85,47,19,2,9,18.18
209,Matt Beleskey,BOS,L,49,650.01666666667,3,5,1,4,8,44.44,79,3.80,5.9,149,113,70,14,5,4,47,19,16,3,0,11,12,7,98,50,18,29,41,41.43
210,Cal Clutterbuck,NYI,R,66,923.81666666667,5,15,10,5,20,57.14,115,4.35,11.71,199,151,128,51,14,9,26,13,13,0,0,14,16,30,222,94,25,3,5,37.50
211,Jeff Petry,MTL,D,80,1769.2,8,20,11,9,28,33.73,172,4.65,7.61,361,251,64,17,6,17,22,11,11,0,0,7,102,19,171,156,145,0,0,-
212,Claude Giroux,PHI,C,82,1566.9833333333,14,44,23,21,58,59.79,199,7.04,15.96,366,280,156,43,10,22,38,18,18,0,0,24,35,38,68,56,28,977,771,55.89
213,Jordan Staal,CAR,C,75,1399.6166666667,16,29,11,18,45,63.38,164,9.76,20.89,273,230,181,111,8,25,38,16,14,2,0,22,42,55,139,120,29,689,477,59.09
214,Patrik Berglund,STL,C,82,1311.1333333333,23,11,7,4,34,64.15,153,15.03,17.89,275,225,182,86,12,16,32,16,16,0,0,13,23,43,155,86,42,584,585,49.96
215,Viktor Stalberg,"CAR, OTT",L,75,914.63333333333,11,5,5,0,16,69.57,101,10.89,9.65,181,142,91,44,7,12,41,19,18,1,0,16,27,37,141,112,28,0,3,0.00
216,Tom Sestito,PIT,L,13,71.916666666667,0,2,1,1,2,66.67,3,0.00,0.13,6,3,2,1,0,0,38,9,4,4,1,5,2,0,19,8,2,0,0,-
217,Derick Brassard,OTT,C,81,1407.6833333333,14,25,12,13,39,50.65,195,7.18,16.97,337,265,164,64,14,21,24,12,12,0,0,13,37,37,92,70,24,612,613,49.96
218,Michael Grabner,NYR,R,76,1071.2,27,13,9,4,40,71.43,162,16.67,20.33,264,221,167,88,18,11,10,5,5,0,0,13,22,48,41,26,34,7,6,53.85
219,Phil Kessel,PIT,"C, R",82,1470.9833333333,23,47,25,22,70,67.31,229,10.04,18.85,407,295,206,62,9,28,20,10,10,0,0,10,51,15,12,42,15,5,10,33.33
220,Korbinian Holzer,ANA,D,32,432.41666666667,2,5,2,3,7,46.67,14,14.29,0.86,36,23,11,3,0,1,23,10,9,1,0,3,11,3,71,48,34,0,0,-
221,Nicklas Backstrom,WSH,C,82,1497.3166666667,23,63,32,31,86,83.50,162,14.20,16.62,269,219,147,60,4,10,38,19,19,0,0,11,54,61,45,71,33,685,648,51.39
222,Michael Frolik,CGY,R,82,1400.7333333333,17,27,11,16,44,61.97,202,8.42,15.61,352,271,178,66,10,18,58,24,23,0,1,7,38,45,60,90,48,13,16,44.83
223,Brian Strait,WPG,D,5,79.65,0,2,2,0,2,50.00,3,0.00,0.16,10,7,3,0,0,1,0,0,0,0,0,0,0,0,5,2,8,0,0,-
224,Jamie McBain,ARI,D,3,50.0,0,0,0,0,0,0.00,3,0.00,0.12,8,5,1,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,0,-
225,Artem Anisimov,CHI,C,64,1142.15,22,23,12,11,45,65.22,105,20.95,14.25,191,140,141,77,9,8,30,15,15,0,0,9,16,35,18,73,27,416,506,45.12
226,Shawn Matthias,WPG,L,45,610.2,8,4,3,1,12,54.55,51,15.69,5.1,86,73,56,27,2,3,13,5,4,1,0,5,8,10,47,34,19,5,11,31.25
227,Nikolay Kulemin,NYI,L,72,994.85,12,11,7,4,23,51.11,74,16.22,10.76,146,115,96,47,6,10,18,9,9,0,0,8,17,30,78,41,45,14,13,51.85
228,Andrew MacDonald,PHI,D,73,1467.9,2,16,12,4,18,43.90,65,3.08,3.41,159,95,31,8,3,7,26,12,12,0,0,10,50,8,39,126,151,0,0,-
229,Erik Condra,T.B,R,13,125.31666666667,0,0,0,0,0,0.00,8,0.00,0.7,15,11,8,3,0,2,4,2,2,0,0,3,2,3,5,21,7,1,0,100.00
230,Jonathan Toews,CHI,C,72,1451.1,21,37,21,16,58,69.05,199,10.55,22.8,311,248,195,98,7,22,35,16,15,1,0,15,37,37,43,124,32,852,700,54.90
231,Mathieu Perreault,WPG,C,65,1058.75,13,32,18,14,45,60.00,134,9.70,15.97,218,184,142,75,5,13,30,15,15,0,0,21,20,33,97,39,26,97,92,51.32
232,David Schlemko,S.J,D,62,1038.2833333333,2,16,8,8,18,43.90,118,1.69,5.21,254,164,47,14,2,14,14,7,7,0,0,7,42,28,35,119,112,0,0,-
233,Mark Letestu,EDM,C,78,1110.5,16,19,12,7,35,55.56,121,13.22,13.08,223,166,137,53,4,16,17,7,6,1,0,7,24,24,71,31,34,452,444,50.45
234,Ben Lovejoy,N.J,D,82,1703.4833333333,1,6,4,2,7,17.95,84,1.19,3.21,150,113,26,6,4,2,37,17,16,1,0,6,40,18,82,120,150,0,0,-
235,Trevor Smith,NSH,C,1,7.3333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0.00
236,Teddy Purcell,L.A,"L, R",12,154.7,0,2,1,1,2,50.00,10,0.00,0.58,20,13,9,2,1,1,0,0,0,0,0,0,3,2,7,15,2,3,0,100.00
237,Alex Killorn,T.B,"C, L",81,1458.2333333333,19,17,11,6,36,50.70,177,10.73,16.41,297,243,168,74,11,15,66,30,28,2,0,26,43,33,99,112,25,4,8,33.33
238,Luke Gazdic,N.J,L,11,78.45,0,0,0,0,0,-,3,0.00,0.67,5,4,5,4,0,0,12,3,1,2,0,4,0,1,16,4,6,0,0,-
239,Karl Alzner,WSH,D,82,1622.85,3,10,5,5,13,20.00,81,3.70,3.47,162,121,37,6,1,3,28,14,14,0,0,9,52,17,105,106,162,0,0,-
240,Justin Falk,BUF,D,52,712.3,0,8,2,6,8,42.11,33,0.00,1.31,86,58,14,1,1,6,29,13,12,1,0,3,22,7,101,59,40,0,0,-
241,Jamie Benn,DAL,L,77,1491.7833333333,26,43,26,17,69,78.41,201,12.94,21.66,359,278,218,101,22,29,66,26,22,4,0,23,55,55,89,56,47,212,200,51.46
242,Steven Kampfer,"FLA, NYR",D,11,145.83333333333,1,1,1,0,2,50.00,10,10.00,0.2,23,15,3,0,0,0,6,3,3,0,0,4,3,2,24,21,10,0,0,-
243,Paul Carey,WSH,C,6,62.883333333333,0,0,0,0,0,-,8,0.00,0.68,16,10,5,2,0,0,0,0,0,0,0,0,4,5,5,2,1,0,0,-
244,Nick Bonino,PIT,C,80,1332.1833333333,18,19,12,7,37,69.81,142,12.68,14.03,226,180,149,71,6,14,16,8,8,0,0,7,24,41,60,86,99,582,631,47.98
245,Ian Cole,PIT,D,81,1605.4166666667,5,21,11,10,26,32.50,89,5.62,4.7,220,157,46,6,0,14,72,31,29,2,0,17,50,32,164,215,194,0,0,-
246,Christopher DiDomenico,OTT,C,3,33.05,0,0,0,0,0,0.00,5,0.00,0.57,7,6,6,5,1,1,6,3,3,0,0,2,0,0,2,5,2,2,1,66.67
247,Justin Braun,S.J,D,81,1626.4833333333,4,9,4,5,13,25.49,95,4.21,3.11,237,153,41,5,2,15,28,14,14,0,0,5,59,40,136,129,161,0,0,-
248,Kevin Shattenkirk,"STL, WSH",D,80,1595.25,13,43,21,22,56,58.95,161,8.07,7.89,319,217,79,13,3,14,47,21,20,1,0,4,40,36,88,115,95,0,0,-
249,Patrick Maroon,EDM,L,81,1355.75,27,15,9,6,42,54.55,178,15.17,25.24,300,243,207,125,8,17,95,34,25,9,0,28,49,33,189,109,23,6,9,40.00
250,James van Riemsdyk,TOR,L,82,1302.9833333333,29,33,17,16,62,70.45,238,12.18,24.35,391,317,249,105,13,23,37,17,16,1,0,19,23,37,62,115,29,1,4,20.00
251,Paul Byron,MTL,L,81,1220.4666666667,22,21,15,6,43,71.67,96,22.92,12.0,158,124,113,78,10,16,29,13,12,1,0,22,22,40,119,91,34,10,5,66.67
252,Sam Gagner,CBJ,C,81,1110.9,18,32,21,11,50,65.79,179,10.06,18.35,306,241,171,69,7,17,22,11,11,0,0,12,27,17,22,62,16,202,223,47.53
253,Chris Terry,MTL,L,14,138.43333333333,2,2,1,1,4,80.00,15,13.33,1.35,24,20,14,9,0,2,4,2,2,0,0,2,8,5,10,19,1,1,1,50.00
254,Logan Couture,S.J,C,73,1285.2333333333,25,27,21,6,52,70.27,174,14.37,18.77,330,243,182,74,10,26,12,5,5,0,0,10,76,39,57,82,65,297,456,39.44
255,P.K. Subban,NSH,D,66,1610.6666666667,10,30,13,17,40,51.95,142,7.04,6.27,294,196,59,5,2,17,44,18,16,2,0,22,58,30,78,71,104,0,0,-
256,Riley Nash,BOS,C,81,1118.2333333333,7,10,8,2,17,68.00,125,5.60,12.58,213,171,140,64,7,12,14,7,7,0,0,15,18,48,67,120,36,276,285,49.20
257,Thomas Hickey,NYI,D,76,1331.4166666667,4,16,5,11,20,32.79,87,4.60,4.33,199,130,60,11,5,11,35,16,15,1,0,22,43,16,89,140,103,0,0,-
258,Kyle Turris,OTT,C,78,1520.8166666667,27,28,21,7,55,68.75,185,14.59,16.75,350,248,187,54,4,28,47,18,16,1,1,14,57,25,21,82,61,650,575,53.06
259,Paul Postma,WPG,D,65,705.53333333333,1,13,7,6,14,51.85,50,2.00,2.16,119,68,28,4,3,3,15,6,5,1,0,0,29,10,36,70,42,0,0,-
260,Brendan Smith,"DET, NYR",D,51,980.31666666667,3,6,6,0,9,23.68,62,4.84,3.27,143,94,29,8,1,11,63,27,24,3,0,19,37,11,59,81,65,0,0,-
261,Brandon Sutter,VAN,C,81,1523.0333333333,17,17,7,10,34,62.96,160,10.63,16.24,272,227,168,77,7,17,12,6,6,0,0,23,21,32,78,90,53,788,664,54.27
262,Colton Sceviour,FLA,C,80,1170.6833333333,9,15,9,6,24,66.67,172,5.23,14.22,264,220,138,62,9,19,25,10,9,1,0,13,23,40,108,93,64,31,27,53.45
263,Dwight King,"L.A, MTL",L,80,1152.5333333333,9,7,4,3,16,48.48,110,8.18,9.75,176,149,100,57,8,8,12,6,6,0,0,3,18,15,120,105,28,4,12,25.00
264,David Perron,STL,L,82,1418.4333333333,18,28,16,12,46,63.01,151,11.92,15.48,260,215,159,60,7,11,54,27,27,0,0,26,21,48,87,109,28,32,34,48.48
265,Carl Gunnarsson,STL,D,56,761.35,0,6,3,3,6,37.50,32,0.00,1.26,72,48,17,0,0,4,4,2,2,0,0,7,8,2,42,72,68,0,0,-
266,Corey Tropp,ANA,R,1,9.4666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
267,Yannick Weber,NSH,D,73,870.15,1,7,5,2,8,22.86,72,1.39,2.54,152,96,22,4,3,12,25,11,10,1,0,4,27,9,72,96,53,0,0,-
268,Patrick Kane,CHI,R,82,1754.3833333333,34,55,36,19,89,75.42,292,11.64,25.18,491,382,245,83,12,19,32,16,16,0,0,21,42,49,28,130,15,7,44,13.73
269,Robert Bortuzzo,STL,D,38,535.3,1,3,2,1,4,16.67,45,2.22,2.03,87,65,23,5,2,4,15,6,5,1,0,3,13,4,77,72,50,0,0,-
270,Mikael Backlund,CGY,C,81,1426.0833333333,22,31,21,10,53,66.25,197,11.17,19.79,338,272,188,84,14,12,36,14,13,0,1,9,49,57,55,38,41,711,768,48.07
271,Ryan McDonagh,NYR,D,77,1875.5,6,36,22,14,42,41.18,153,3.92,9.19,320,220,97,17,3,21,37,17,16,1,0,17,60,45,80,86,160,0,0,-
272,Max Pacioretty,MTL,L,81,1553.3,35,32,18,14,67,72.83,268,13.06,25.37,500,385,237,94,21,40,38,19,19,0,0,16,47,44,63,143,35,27,23,54.00
273,Jakub Voracek,PHI,R,82,1564.1333333333,20,41,26,15,61,62.24,253,7.91,20.92,480,346,200,72,7,34,34,14,12,2,0,28,56,24,30,107,22,3,11,21.43
274,Jake Muzzin,L.A,D,82,1828.1333333333,9,19,9,10,28,37.33,184,4.89,8.42,388,259,88,7,10,20,46,22,22,0,0,15,70,15,162,167,122,0,0,-
275,Alec Martinez,L.A,D,82,1774.5833333333,9,30,13,17,39,48.75,144,6.25,9.21,333,224,102,21,4,32,24,12,12,0,0,5,51,5,137,147,167,0,1,0.00
276,Carl Hagelin,PIT,L,61,944.88333333333,6,16,8,8,22,56.41,128,4.69,11.78,200,171,100,45,5,10,16,8,8,0,0,14,21,19,66,76,24,3,3,50.00
277,Lars Eller,WSH,C,81,1125.9666666667,12,13,6,7,25,56.82,115,10.43,12.75,225,169,131,63,13,10,36,18,18,0,0,26,32,31,71,131,30,416,467,47.11
278,Wayne Simmonds,PHI,R,82,1553.85,31,23,13,10,54,56.25,224,13.84,33.69,397,318,249,157,16,25,120,39,30,6,3,28,39,38,162,89,60,8,9,47.06
279,Nick Holden,NYR,D,80,1649.0166666667,11,23,9,14,34,40.96,84,13.10,5.69,225,145,72,18,1,8,35,16,15,1,0,11,61,23,164,141,88,0,1,0.00
280,Jason Demers,FLA,D,81,1588.4833333333,9,19,9,10,28,43.75,98,9.18,6.17,199,153,45,13,2,12,51,20,18,1,1,11,31,19,106,96,90,0,1,0.00
281,Micheal Haley,S.J,C,58,532.31666666667,2,10,7,3,12,54.55,38,5.26,4.89,86,64,49,23,2,8,128,32,14,16,2,30,19,18,129,48,23,66,83,44.30
282,Zack Smith,OTT,C,74,1212.0166666667,16,16,8,8,32,68.09,137,11.68,16.08,245,193,132,63,9,18,61,29,28,1,0,24,35,31,140,119,38,317,292,52.05
283,Jay Beagle,WSH,C,81,1104.1833333333,13,17,13,4,30,68.18,100,13.00,10.31,158,136,106,63,5,9,22,11,11,0,0,12,26,11,55,59,44,624,483,56.37
284,Jason Garrison,T.B,D,70,1299.4833333333,1,8,6,2,9,23.68,96,1.04,3.54,193,151,30,6,5,3,14,7,7,0,0,3,33,8,93,94,91,0,0,-
285,Drew Doughty,L.A,D,82,2225.8333333333,12,32,16,16,44,44.44,181,6.63,10.36,365,245,97,14,1,24,46,23,23,0,0,15,86,24,129,130,109,1,0,100.00
286,Steven Stamkos,T.B,C,17,303.9,9,11,9,2,20,76.92,58,15.52,5.6,100,76,53,18,0,6,14,7,7,0,0,4,6,15,21,16,3,106,92,53.54
287,Alex Pietrangelo,STL,D,80,2022.55,14,34,17,17,48,44.86,181,7.73,9.41,335,240,82,14,7,12,24,12,12,0,0,7,27,53,38,130,158,0,1,0.00
288,Zach Bogosian,BUF,D,56,1124.8833333333,2,9,4,5,11,32.35,73,2.74,2.88,135,105,24,5,1,10,46,16,13,2,1,9,31,11,59,23,97,0,0,-
289,Luke Schenn,ARI,D,78,1407.8166666667,1,7,2,5,8,20.51,94,1.06,2.74,213,135,31,3,5,14,85,27,20,5,2,16,31,11,286,108,134,0,0,-
290,Colin Wilson,NSH,"C, L",70,1047.0166666667,12,23,17,6,35,55.56,113,10.62,13.1,184,148,120,71,8,11,18,9,9,0,0,7,25,23,50,88,23,16,23,41.03
291,Mikkel Boedker,S.J,L,81,1162.3,10,16,10,6,26,54.17,122,8.20,13.75,224,175,153,73,7,13,10,5,5,0,0,15,37,31,71,73,35,5,13,27.78
292,Josh Bailey,NYI,R,82,1506.4666666667,13,43,30,13,56,60.87,173,7.51,17.71,304,229,174,78,9,17,12,5,5,0,0,11,61,54,37,71,53,8,7,53.33
293,Tyler Myers,WPG,D,11,244.28333333333,2,3,0,3,5,45.45,16,12.50,0.98,40,23,12,1,0,2,13,5,4,1,0,3,10,6,12,8,21,0,0,-
294,Joe Colborne,COL,C,62,663.33333333333,4,4,4,0,8,50.00,48,8.33,5.75,76,64,49,29,1,5,34,17,17,0,0,15,18,10,86,54,14,45,72,38.46
295,Erik Karlsson,OTT,D,77,2066.4833333333,17,54,25,29,71,63.39,218,7.80,13.3,506,337,124,23,10,38,28,14,14,0,0,22,106,59,67,84,201,0,0,-
296,Luca Sbisa,VAN,D,82,1555.7666666667,2,11,4,7,13,28.26,75,2.67,3.92,197,105,53,7,4,9,40,17,15,2,0,11,50,19,130,161,122,0,0,-
297,Jake Gardiner,TOR,D,82,1765.75,9,34,14,20,43,39.45,127,7.09,5.91,326,190,72,13,3,7,34,17,17,0,0,7,79,44,69,154,83,0,0,-
298,Michael Del Zotto,PHI,D,51,994.7,6,12,7,5,18,47.37,92,6.52,5.05,188,132,46,14,3,12,28,13,13,0,0,12,30,9,173,77,85,0,1,0.00
299,Jordan Eberle,EDM,"C, R",82,1374.95,20,31,14,17,51,69.86,208,9.62,22.39,379,297,230,102,15,24,16,8,8,0,0,21,44,38,26,107,37,10,10,50.00
300,Tyler Ennis,BUF,L,51,654.63333333333,5,8,5,3,13,56.52,89,5.62,6.81,145,112,71,30,2,8,12,6,6,0,0,2,17,19,45,45,23,3,13,18.75
