,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
350,Marek Zidlicky,MIN,D,78,1885.2333333333,6,37,15,22,43,47.25,116,5.17,7.03,250,166,62,12,2,18,67,32,31,1,0,18,52,32,80,72,128,0,0,-
351,Andrew Alberts,"CAR, VAN",D,76,1169.1166666667,3,9,5,4,12,23.08,50,6.00,1.96,133,79,30,2,5,10,85,31,25,5,1,15,40,20,222,104,89,0,1,0.00
352,Jussi Jokinen,CAR,L,81,1362.0166666667,30,35,22,13,65,75.58,160,18.75,20.54,286,224,168,83,13,15,36,17,17,0,0,23,20,41,56,77,25,136,129,51.32
353,Brooks Laich,WSH,C,78,1426.4666666667,25,34,19,15,59,59.00,222,11.26,30.24,353,297,241,142,15,23,34,17,17,0,0,25,38,44,93,147,39,152,185,45.10
354,Derek Boogaard,MIN,L,57,350.6,0,4,1,3,4,50.00,26,0.00,3.03,44,36,28,17,0,0,105,31,20,9,2,20,9,6,83,28,8,0,0,-
355,David Moss,CGY,R,64,877.71666666667,8,9,8,1,17,58.62,133,6.02,11.96,239,185,108,57,13,12,20,10,10,0,0,8,21,21,79,66,31,15,28,34.88
356,Johnny Oduya,"ATL, N.J",D,67,1424.8166666667,3,10,5,5,13,20.97,68,4.41,3.09,152,104,42,3,3,5,30,15,15,0,0,9,37,25,62,104,124,0,0,-
357,Brandon Bochenski,T.B,R,28,343.63333333333,4,9,5,4,13,76.47,43,9.30,5.06,72,61,47,25,4,6,2,1,1,0,0,5,9,12,18,30,10,2,3,40.00
358,Marek Svatos,COL,R,54,616.2,7,4,4,0,11,55.00,84,8.33,9.38,144,114,96,42,7,11,35,15,14,1,0,14,23,20,22,53,10,0,0,-
359,Aaron Voros,NYR,L,41,251.83333333333,3,4,4,0,7,77.78,22,13.64,1.7,37,28,19,12,1,0,89,25,12,13,0,19,0,2,56,45,11,3,3,50.00
360,Milan Jurcina,"CBJ, WSH",D,44,777.4,1,6,4,2,7,23.33,49,2.04,1.98,103,73,20,2,1,3,22,10,10,0,0,0,16,6,88,41,59,0,0,-
361,Andrew Murray,CBJ,C,46,476.51666666667,5,2,2,0,7,100.00,73,6.85,6.6,101,91,61,31,4,7,6,3,3,0,0,7,3,3,75,58,11,49,69,41.53
362,PA Parenteau,NYR,R,22,301.25,3,5,3,2,8,50.00,38,7.89,3.43,58,45,31,12,2,2,4,2,2,0,0,2,9,9,15,28,4,4,8,33.33
363,Brandon Segal,"DAL, L.A",R,44,384.78333333333,6,6,2,4,12,66.67,55,10.91,4.06,97,78,41,19,2,5,38,13,9,4,0,7,10,6,94,55,6,0,3,0.00
364,Vernon Fiddler,PHX,C,76,1090.3166666667,8,22,13,9,30,68.18,119,6.72,11.35,199,165,106,50,8,8,41,15,13,1,1,30,7,16,95,113,47,588,533,52.45
365,Zbynek Michalek,PHX,D,72,1630.7,3,14,5,9,17,24.64,104,2.88,3.98,197,142,33,3,1,10,30,15,15,0,0,9,23,16,80,185,156,0,0,-
366,Marc-Andre Bergeron,MTL,D,60,903.96666666667,13,21,6,15,34,59.65,123,10.57,7.64,272,188,70,12,2,17,16,8,8,0,0,8,42,18,57,72,47,0,0,-
367,Dennis Wideman,BOS,D,76,1790.2833333333,6,24,6,18,30,44.12,146,4.11,7.24,340,221,61,3,5,9,34,16,16,0,0,13,50,11,100,111,110,0,0,-
368,Keith Aucoin,WSH,C,9,79.183333333333,1,4,1,3,5,83.33,4,25.00,0.35,8,5,5,2,0,0,0,0,0,0,0,0,0,5,2,10,0,31,25,55.36
369,Maxime Fortunus,DAL,D,8,121.15,0,0,0,0,0,0.00,5,0.00,0.11,13,9,1,0,0,0,4,2,2,0,0,0,3,1,4,15,5,0,0,-
370,Chad LaRose,CAR,R,56,879.38333333333,11,17,9,8,28,71.79,138,7.97,12.47,219,182,126,56,9,18,22,11,11,0,0,10,16,27,120,78,14,2,10,16.67
371,Zenon Konopka,T.B,C,74,602.26666666667,2,3,2,1,5,33.33,41,4.88,4.94,66,58,50,33,1,2,265,59,20,33,6,55,7,7,109,84,23,288,174,62.34
372,Sheldon Brookbank,ANA,D,66,987.4,0,9,8,1,9,22.50,60,0.00,1.99,120,83,16,1,2,4,110,31,20,8,3,22,19,10,89,109,59,0,0,-
373,Jeff Hoggan,PHX,R,4,28.45,0,0,0,0,0,-,5,0.00,0.25,9,7,4,0,0,0,2,1,1,0,0,2,1,1,2,4,0,0,2,0.00
374,Matt Ellis,BUF,L,72,651.63333333333,3,10,4,6,13,65.00,112,2.68,7.27,177,147,89,39,6,9,12,6,6,0,0,5,11,18,34,91,20,141,141,50.00
375,Tomas Fleischmann,WSH,L,69,1106.4833333333,23,28,19,9,51,63.75,121,19.01,14.68,240,184,159,67,5,13,28,14,14,0,0,11,25,32,36,64,17,160,211,43.13
376,Rick Nash,CBJ,R,76,1591.4166666667,33,34,24,10,67,68.37,254,12.99,23.16,413,320,213,91,19,18,58,25,23,2,0,39,26,41,121,59,25,11,11,50.00
377,Valtteri Filppula,DET,C,55,1002.8666666667,11,24,16,8,35,79.55,114,9.65,10.86,189,146,120,47,3,15,24,12,12,0,0,15,39,24,34,115,25,296,277,51.66
378,Keith Ballard,FLA,D,82,1837.4,8,20,10,10,28,37.84,90,8.89,5.76,189,134,55,12,3,7,88,34,29,4,1,29,61,18,156,106,201,0,0,-
379,Staffan Kronwall,CGY,D,11,108.98333333333,1,2,1,1,3,100.00,6,16.67,0.22,11,8,2,1,0,0,2,1,1,0,0,0,3,0,12,15,9,0,0,-
380,Derek Meech,DET,D,49,583.68333333333,2,4,3,1,6,66.67,57,3.51,2.95,110,79,27,9,0,1,19,8,7,1,0,4,19,5,36,47,25,0,0,-
381,Adam Burish,CHI,R,13,114.06666666667,1,3,2,1,4,66.67,9,11.11,1.1,19,16,11,7,1,0,12,3,1,2,0,5,2,2,9,12,9,7,14,33.33
382,Steven Goertzen,CAR,R,6,46.416666666667,0,0,0,0,0,-,1,0.00,0.03,3,3,0,0,0,0,5,1,0,1,0,1,1,3,11,9,0,0,0,-
383,Ryan Craig,T.B,C,3,29.35,0,0,0,0,0,-,5,0.00,0.4,7,6,7,2,0,0,5,1,0,1,0,1,1,0,3,3,1,0,1,0.00
384,Petr Prucha,PHX,R,79,1109.0166666667,13,9,4,5,22,47.83,128,10.16,14.57,207,172,138,79,8,13,23,10,9,1,0,27,21,26,73,146,16,68,83,45.03
385,Paul Ranger,T.B,D,8,162.56666666667,1,1,0,1,2,50.00,11,9.09,0.4,21,14,6,2,1,1,6,3,3,0,0,0,5,4,5,4,11,0,0,-
386,Joe Callahan,S.J,D,1,9.5666666666667,0,1,1,0,1,100.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,-
387,Tim Conboy,CAR,D,12,51.683333333333,0,0,0,0,0,-,5,0.00,0.64,9,8,4,3,0,0,24,6,2,4,0,7,0,3,10,4,2,0,0,-
388,Tom Gilbert,EDM,D,82,1838.55,5,26,14,12,31,41.89,98,5.10,6.35,207,140,63,14,4,10,16,8,8,0,0,6,76,33,55,130,165,0,0,-
389,Scottie Upshall,PHX,R,49,737.31666666667,18,14,5,9,32,80.00,119,15.13,12.23,203,160,110,60,5,11,50,24,24,0,0,23,16,7,80,79,13,7,10,41.18
390,Trevor Daley,DAL,D,77,1708.3833333333,6,16,9,7,22,29.73,107,5.61,5.63,209,154,53,15,4,7,25,11,10,1,0,2,37,23,36,78,131,0,0,-
391,Alexander Semin,WSH,R,73,1396.0,40,44,26,18,84,67.20,278,14.39,26.59,539,386,291,91,25,30,66,33,33,0,0,35,58,61,30,77,21,6,10,37.50
392,Matt Greene,L.A,D,75,1310.9833333333,2,7,3,4,9,24.32,57,3.51,1.72,152,101,23,1,2,6,83,34,29,5,0,15,34,4,238,137,126,0,0,-
393,Cam Janssen,STL,R,43,202.51666666667,0,0,0,0,0,0.00,11,0.00,1.16,29,23,13,4,0,1,190,41,15,20,6,31,1,2,73,21,2,0,1,0.00
394,Dwight Helminen,S.J,C,4,43.933333333333,1,0,0,0,1,100.00,1,100.00,0.12,6,2,3,0,0,0,0,0,0,0,0,1,0,0,9,8,1,2,7,22.22
395,Nathan Oystrick,ANA,D,3,31.733333333333,0,0,0,0,0,0.00,1,0.00,0.07,4,3,0,0,0,0,2,1,1,0,0,0,0,0,5,3,1,0,0,-
396,Joni Pitkanen,CAR,D,71,1943.65,6,40,24,16,46,44.66,161,3.73,9.34,359,242,80,20,10,16,72,36,36,0,0,14,62,57,66,190,122,0,0,-
397,Frans Nielsen,NYI,C,76,1308.4333333333,12,26,18,8,38,65.52,136,8.82,16.09,248,193,146,71,10,16,6,3,3,0,0,9,32,60,39,73,41,583,582,50.04
398,Jay Bouwmeester,CGY,D,82,2125.45,3,26,16,10,29,38.67,130,2.31,7.63,295,204,57,11,3,7,48,24,24,0,0,7,56,24,73,104,126,0,0,-
399,Pierre-Marc Bouchard,MIN,C,1,10.733333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,2,33.33
400,Boyd Gordon,WSH,C,36,370.43333333333,4,6,3,3,10,71.43,40,10.00,3.87,62,49,33,15,1,4,12,6,6,0,0,3,3,11,18,47,20,125,80,60.98
401,Matt Stajan,"CGY, TOR",C,82,1551.0833333333,19,38,21,17,57,64.04,132,14.39,19.38,219,173,153,94,4,11,32,16,16,0,0,19,46,40,77,90,42,690,644,51.72
402,Gregory Campbell,FLA,C,60,923.83333333333,2,15,6,9,17,62.96,84,2.38,7.68,140,116,91,54,5,8,53,16,9,7,0,23,5,11,158,80,72,158,183,46.33
403,Ole-Kristian Tollefsen,PHI,D,18,177.46666666667,0,2,1,1,2,22.22,12,0.00,0.68,27,19,10,2,0,1,23,10,9,1,0,12,12,1,17,34,9,0,0,-
404,Max Talbot,PIT,C,45,549.85,2,5,4,1,7,38.89,49,4.08,3.98,87,65,46,23,7,5,30,11,10,0,1,9,7,7,77,105,14,68,97,41.21
405,Sean Bergenheim,NYI,L,63,885.85,10,13,9,4,23,69.70,133,7.52,12.94,255,190,136,56,11,12,45,21,20,1,0,25,16,57,127,58,37,5,12,29.41
406,Eric Nystrom,CGY,L,82,1080.4833333333,11,8,2,6,19,61.29,91,12.09,8.64,183,136,97,43,3,6,54,17,11,6,0,23,20,35,117,79,51,127,152,45.52
407,Johnny Boychuk,BOS,D,51,900.55,5,10,3,7,15,37.50,96,5.21,3.43,202,144,28,5,3,9,43,9,4,3,2,7,20,3,92,134,58,0,0,-
408,Steve Eminger,ANA,D,63,1227.1833333333,4,12,5,7,16,32.65,45,8.89,2.39,113,78,22,3,1,2,30,15,15,0,0,7,15,10,102,75,99,0,0,-
409,Greg Mauldin,NYI,L,1,10.033333333333,0,0,0,0,0,-,2,0.00,0.09,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,8,3,72.73
410,Joffrey Lupul,ANA,L,23,367.05,10,4,4,0,14,70.00,66,15.15,6.56,107,84,61,26,3,6,18,9,9,0,0,7,10,8,31,30,10,1,4,20.00
411,James Wisniewski,ANA,D,69,1679.9333333333,3,27,9,18,30,43.48,146,2.05,7.42,288,208,52,8,4,23,54,21,17,4,0,26,49,27,129,94,102,0,0,-
412,Yan Stastny,STL,C,4,37.983333333333,1,0,0,0,1,100.00,7,14.29,0.41,8,8,4,0,0,0,0,0,0,0,0,0,0,0,9,2,2,9,6,60.00
413,Ilkka Pikkarainen,N.J,R,31,252.48333333333,1,3,3,0,4,66.67,26,3.85,1.98,43,29,14,7,2,1,10,5,5,0,0,2,7,4,50,38,1,1,5,16.67
414,Daniel Paille,"BOS, BUF",L,76,1042.6166666667,10,10,3,7,20,80.00,120,8.33,10.71,182,151,115,73,10,8,12,6,6,0,0,13,13,25,80,104,24,4,9,30.77
415,Kris Newbury,DET,C,4,34.733333333333,1,0,0,0,1,100.00,3,33.33,0.3,3,3,1,0,0,0,4,2,2,0,0,0,1,3,10,2,2,7,11,38.89
416,Alexander Steen,STL,L,68,1106.7833333333,24,23,12,11,47,69.12,189,12.70,15.03,336,249,128,38,10,19,30,14,14,0,0,22,20,24,45,132,39,30,43,41.10
417,Denis Grebeshkov,"EDM, NSH",D,51,1091.5333333333,7,14,10,4,21,47.73,47,14.89,3.25,111,72,30,5,2,7,32,16,16,0,0,9,62,15,46,53,55,1,0,100.00
418,Ian White,"CGY, TOR",D,83,1891.4833333333,13,25,13,12,38,41.76,173,7.51,8.36,382,249,77,11,5,9,51,22,21,1,0,9,69,35,54,67,137,0,0,-
419,Chris Higgins,"CGY, NYR",L,67,1175.3,8,9,5,4,17,53.13,165,4.85,17.06,277,220,185,91,14,15,32,16,16,0,0,15,14,44,130,93,45,28,42,40.00
420,Ben Eager,CHI,L,60,499.71666666667,7,9,4,5,16,69.57,68,10.29,6.71,113,89,67,25,2,6,118,34,23,8,3,25,11,12,51,49,6,0,1,0.00
421,Duncan Keith,CHI,D,82,2181.3166666667,14,55,23,32,69,53.91,213,6.57,10.58,447,302,93,15,6,25,51,24,23,1,0,13,59,45,46,91,143,0,0,-
422,Tim Brent,TOR,C,1,13.35,0,0,0,0,0,-,3,0.00,0.11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,50.00
423,Jim Slater,ATL,C,61,744.55,11,7,5,2,18,62.07,107,10.28,10.89,172,140,103,54,10,14,60,24,20,4,0,26,13,35,105,53,28,254,177,58.93
424,DJ King,STL,L,12,54.016666666667,0,0,0,0,0,-,5,0.00,0.24,6,5,3,2,0,0,33,9,4,5,0,8,1,1,18,7,2,0,0,-
425,Erik Christensen,"ANA, NYR",C,58,861.01666666667,8,18,8,10,26,68.42,86,9.30,10.34,172,127,107,48,4,7,26,13,13,0,0,9,10,22,52,66,16,329,345,48.81
426,Andre Deveaux,TOR,C,1,6.15,0,0,0,0,0,-,1,0.00,0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,100.00
427,Patrick Dwyer,CAR,R,58,725.4,7,5,3,2,12,66.67,80,8.75,7.13,142,111,80,30,8,3,6,3,3,0,0,11,15,30,108,69,29,78,146,34.82
428,Ryan Whitney,"ANA, EDM",D,81,2004.95,7,32,14,18,39,33.33,151,4.64,9.01,298,220,80,14,2,11,70,31,30,0,1,16,67,19,89,126,115,0,1,0.00
429,Aaron Rome,VAN,D,49,743.76666666667,0,4,1,3,4,13.79,49,0.00,2.14,118,70,30,5,1,5,24,9,7,2,0,4,16,6,58,78,49,0,0,-
430,Nate Guenin,PIT,D,2,27.066666666667,0,0,0,0,0,-,1,0.00,0.08,5,3,2,0,0,0,0,0,0,0,0,1,2,0,10,0,2,0,0,-
431,Jonathan Ericsson,DET,D,62,1035.7833333333,4,9,1,8,13,37.14,55,7.27,2.7,142,91,33,4,1,2,44,19,17,2,0,6,50,13,93,79,49,0,0,-
432,Josh Gorges,MTL,D,82,1723.4166666667,3,7,5,2,10,18.87,52,5.77,3.11,141,94,27,6,2,7,39,18,17,1,0,11,55,20,85,148,158,0,0,-
433,Chris Campoli,OTT,D,67,1195.9333333333,4,14,5,9,18,40.91,71,5.63,4.94,148,99,47,11,3,6,16,8,8,0,0,8,26,18,101,108,78,0,1,0.00
434,Alexandre Burrows,VAN,L,82,1464.6,35,32,20,12,67,71.28,209,16.75,22.18,325,271,208,118,16,16,119,50,47,1,2,48,23,68,97,117,54,14,20,41.18
435,Martin St Pierre,OTT,C,3,28.85,0,0,0,0,0,-,0,-,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,11,45.00
436,Charles Linglet,EDM,L,5,51.3,0,0,0,0,0,-,7,0.00,0.51,10,9,4,3,0,1,2,1,1,0,0,0,3,1,3,2,1,0,1,0.00
437,Chris Minard,EDM,L,5,48.7,0,1,1,0,1,100.00,4,0.00,0.7,8,8,5,2,0,1,0,0,0,0,0,0,2,0,3,4,1,0,0,-
438,Chris Kunitz,PIT,L,50,821.73333333333,13,19,13,6,32,72.73,131,9.92,13.78,214,175,121,55,6,9,39,14,12,1,1,14,22,13,112,72,15,6,9,40.00
439,Tom Preissing,COL,D,4,52.316666666667,0,1,1,0,1,100.00,6,0.00,0.17,11,9,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,0,0,-
440,Freddy Meyer,NYI,D,64,1073.0666666667,4,11,5,6,15,37.50,56,7.14,2.94,118,79,35,10,2,7,40,20,20,0,0,14,24,42,178,78,87,0,0,-
441,Jed Ortmeyer,S.J,R,76,875.03333333333,8,11,6,5,19,65.52,131,6.11,11.52,203,171,100,44,7,13,37,17,16,1,0,19,24,23,117,101,31,5,13,27.78
442,Eric Staal,CAR,C,70,1449.7,29,41,25,16,70,69.31,277,10.47,34.8,511,388,291,147,20,37,68,26,24,0,2,24,42,45,75,76,18,486,676,41.82
443,Nathan Horton,FLA,R,65,1357.6166666667,20,37,23,14,57,66.28,159,12.58,16.08,303,216,165,69,14,11,42,16,15,0,1,21,30,30,34,53,20,48,37,56.47
444,Thomas Vanek,BUF,L,71,1190.4,28,25,15,10,53,63.10,182,15.38,26.23,316,267,222,138,10,21,42,20,20,0,0,14,40,34,46,50,15,2,7,22.22
445,Milan Michalek,OTT,L,66,1204.8833333333,22,12,7,5,34,58.62,163,13.50,19.87,268,224,188,109,7,22,18,9,9,0,0,25,15,36,77,106,30,4,4,50.00
446,Ryan Suter,NSH,D,82,1966.0333333333,4,33,15,18,37,35.92,125,3.20,6.56,282,179,65,9,1,14,48,24,24,0,0,7,41,38,55,57,112,0,1,0.00
447,Braydon Coburn,PHI,D,81,1712.0333333333,5,14,9,5,19,27.54,122,4.10,6.12,290,190,59,5,4,21,54,27,27,0,0,14,45,22,118,109,109,0,0,-
448,Dion Phaneuf,"CGY, TOR",D,81,1963.5,12,20,13,7,32,33.68,225,5.33,12.32,545,348,90,10,9,25,83,30,24,5,1,36,58,27,194,106,100,0,0,-
449,Andrei Kostitsyn,MTL,L,59,943.33333333333,15,18,13,5,33,67.35,136,11.03,13.23,257,201,126,51,5,21,32,16,16,0,0,15,42,25,102,75,17,1,5,16.67
450,Jeff Carter,PHI,C,74,1428.4333333333,33,28,12,16,61,69.32,319,10.34,38.87,585,460,336,150,16,36,38,19,19,0,0,14,26,43,60,71,34,688,626,52.36
451,Dustin Brown,L.A,R,82,1579.15,24,32,24,8,56,67.47,248,9.68,28.26,443,359,247,124,15,29,41,19,18,1,0,76,63,39,287,164,25,17,22,43.59
452,Brent Seabrook,CHI,D,78,1811.6666666667,4,26,13,13,30,31.25,129,3.10,6.64,285,183,59,8,4,14,57,20,16,3,1,14,43,24,208,140,153,0,0,-
453,Robert Nilsson,EDM,C,60,884.85,11,16,14,2,27,71.05,104,10.58,9.48,183,132,96,32,2,14,12,6,6,0,0,11,38,32,30,63,34,1,2,33.33
454,Steve Bernier,VAN,R,59,836.43333333333,11,11,8,3,22,61.11,95,11.58,11.65,155,126,102,61,6,7,21,9,8,1,0,12,9,16,105,84,32,7,27,20.59
455,Zach Parise,N.J,L,81,1601.75,38,44,27,17,82,74.55,347,10.95,34.77,514,445,310,152,27,28,32,16,16,0,0,47,30,49,108,149,34,18,30,37.50
456,Eric Fehr,WSH,C,69,836.83333333333,21,18,10,8,39,68.42,145,14.48,15.08,252,198,155,69,6,13,24,12,12,0,0,20,9,39,40,53,21,1,1,50.00
457,Ryan Getzlaf,ANA,C,66,1430.3333333333,19,50,34,16,69,71.13,149,12.75,15.42,284,217,159,46,5,14,79,35,32,3,0,19,54,39,178,69,49,533,591,47.42
458,Brent Burns,MIN,D,47,1051.5,3,17,7,10,20,40.82,104,2.88,6.36,212,151,52,18,5,8,32,15,15,0,0,16,32,17,97,51,44,0,0,-
459,Mark Stuart,BOS,D,56,953.15,2,5,2,3,7,22.58,53,3.77,1.45,122,72,19,3,5,5,80,30,24,6,0,18,18,4,103,82,82,0,0,-
460,Marc-Antoine Pouliot,EDM,C,35,447.9,7,7,3,4,14,77.78,60,11.67,5.66,98,76,52,22,2,6,21,9,8,1,0,10,15,18,34,35,3,104,131,44.26
461,Ryan Kesler,VAN,C,82,1609.45,25,50,29,21,75,76.53,214,11.68,25.34,387,314,228,111,7,30,102,37,31,4,2,62,28,83,95,140,73,772,629,55.10
462,Mike Richards,PHI,C,82,1673.3333333333,31,31,21,10,62,68.89,237,13.08,27.05,459,334,250,107,16,30,79,28,22,5,1,50,49,42,145,86,64,696,677,50.69
463,Brian Boyle,NYR,C,71,598.08333333333,4,2,2,0,6,35.29,73,5.48,7.88,126,106,75,31,1,4,47,15,11,3,1,13,5,20,143,53,41,125,198,38.70
464,Jeff Tambellini,NYI,L,36,412.98333333333,7,7,5,2,14,77.78,55,12.73,6.6,89,70,58,33,3,6,14,7,7,0,0,4,8,7,47,34,12,0,4,0.00
465,Corey Perry,ANA,R,82,1726.95,27,49,28,21,76,61.79,270,10.00,32.46,450,376,299,164,20,19,111,43,38,3,2,40,54,38,93,128,34,6,22,21.43
466,Patrick Eaves,DET,R,65,873.5,12,10,5,5,22,64.71,120,10.00,9.03,210,168,88,29,9,4,26,10,8,2,0,11,12,20,128,135,44,4,10,28.57
467,Shawn Belle,MTL,D,2,21.266666666667,0,0,0,0,0,-,1,0.00,0.04,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,-
468,Ryan Stone,EDM,C,27,293.38333333333,0,6,5,1,6,37.50,25,0.00,3.2,56,40,34,14,2,7,48,14,9,4,1,11,17,14,54,25,10,7,14,33.33
469,Loui Eriksson,DAL,L,82,1620.3166666667,29,42,17,25,71,69.61,214,13.55,25.27,352,297,237,143,18,19,26,12,12,0,0,27,33,46,31,177,48,4,7,36.36
470,Kevin Klein,NSH,D,81,1613.8166666667,1,10,5,5,11,23.91,67,1.49,3.41,160,108,34,4,2,7,27,11,10,1,0,8,56,31,101,92,147,0,0,-
471,Kamil Kreps,FLA,C,76,965.8,5,9,5,4,14,50.00,83,6.02,7.15,147,109,83,28,9,7,18,9,9,0,0,8,12,32,80,60,50,382,355,51.83
472,Matt Smaby,T.B,D,33,444.8,0,2,1,1,2,13.33,17,0.00,0.54,37,25,4,0,1,2,27,12,11,1,0,3,16,2,69,31,41,0,0,-
473,Josh Hennessy,OTT,C,4,23.916666666667,0,0,0,0,0,0.00,2,0.00,0.22,4,2,3,2,0,0,0,0,0,0,0,0,1,0,6,2,0,8,5,61.54
474,Patrice Bergeron,BOS,C,73,1380.1833333333,19,33,23,10,52,72.22,184,10.33,17.91,326,264,168,71,10,13,28,14,14,0,0,16,19,55,51,73,45,778,564,57.97
475,Matt Carle,PHI,D,80,1870.9833333333,6,29,16,13,35,33.98,137,4.38,7.67,277,188,87,18,5,14,16,8,8,0,0,11,64,34,35,118,137,0,0,-
476,Shea Weber,NSH,D,78,1807.2,16,27,14,13,43,43.88,222,7.21,14.11,487,362,87,11,5,15,36,15,13,2,0,12,52,34,165,66,106,0,0,-
477,Colin McDonald,EDM,R,2,13.383333333333,1,0,0,0,1,100.00,3,33.33,0.09,4,4,1,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,-
478,B.J. Crombeen,STL,R,79,1033.15,7,8,5,3,15,57.69,120,5.83,9.34,199,162,91,30,7,8,168,49,29,18,2,36,16,31,82,122,31,18,33,35.29
479,Patrick O'Sullivan,EDM,C,73,1279.0166666667,11,23,17,6,34,60.71,191,5.76,15.59,355,269,157,51,11,18,32,16,16,0,0,17,45,29,32,65,52,71,124,36.41
480,Maxim Lapierre,MTL,C,76,932.53333333333,7,7,5,2,14,66.67,101,6.93,8.36,178,141,92,37,11,8,61,25,22,3,0,28,16,25,164,94,36,208,217,48.94
481,David Backes,STL,R,79,1445.75,17,31,18,13,48,71.64,163,10.43,21.06,288,241,192,99,15,16,106,40,33,6,1,42,21,40,266,134,60,504,561,47.32
482,Jean-Francois Jacques,EDM,L,49,548.61666666667,4,7,2,5,11,61.11,49,8.16,3.86,80,65,43,14,3,5,78,19,9,8,2,20,23,9,158,34,17,2,3,40.00
483,Colin Fraser,CHI,C,70,671.98333333333,7,12,6,6,19,73.08,92,7.61,6.26,133,111,72,37,7,3,42,12,6,6,0,21,6,14,62,71,27,217,228,48.76
484,Daniel Carcillo,PHI,L,76,854.88333333333,12,10,6,4,22,64.71,105,11.43,9.25,165,135,96,47,8,7,207,53,30,17,6,69,27,24,194,101,17,1,2,33.33
485,Clarke MacArthur,"ATL, BUF",L,81,1190.1166666667,16,19,12,7,35,71.43,129,12.40,13.88,212,161,130,72,15,11,49,15,12,1,2,20,33,37,62,89,32,67,86,43.79
486,Danny Irmen,MIN,C,2,9.2666666666667,0,0,0,0,0,-,0,-,0.07,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,-
487,Ryan O'Byrne,MTL,D,55,839.38333333333,1,3,2,1,4,16.67,27,3.70,1.06,74,43,17,1,1,5,74,28,22,6,0,11,22,7,119,105,111,0,0,-
488,Alexandre Picard,"CAR, OTT",D,54,992.73333333333,4,11,3,8,15,31.25,71,5.63,3.69,145,103,33,10,4,5,24,12,12,0,0,6,33,17,70,100,77,0,0,-
489,Ryan Potulny,EDM,C,64,1041.85,15,17,10,7,32,72.73,152,9.87,13.92,241,195,131,53,6,12,28,14,14,0,0,14,42,31,41,63,67,389,431,47.44
490,Alexander Sulzer,NSH,D,20,267.61666666667,0,2,2,0,2,22.22,15,0.00,0.53,37,22,8,1,1,2,4,2,2,0,0,4,11,4,11,15,18,0,0,-
491,Zack Stortini,EDM,R,77,715.28333333333,4,9,5,4,13,44.83,46,8.70,5.74,103,76,69,31,3,8,155,44,25,17,2,35,13,10,144,72,30,87,96,47.54
492,Philippe Dupuis,COL,C,4,32.933333333333,0,1,0,1,1,100.00,4,0.00,0.38,6,6,5,3,0,0,2,1,1,0,0,1,2,2,4,2,4,9,11,45.00
493,Jan Hejda,CBJ,D,62,1280.0333333333,3,10,4,6,13,33.33,63,4.76,1.72,122,87,14,0,1,4,36,18,18,0,0,12,23,12,111,127,133,1,1,50.00
494,Byron Bitz,"BOS, FLA",R,52,573.96666666667,5,6,5,1,11,61.11,58,8.62,5.23,93,80,57,26,1,8,33,9,4,5,0,14,4,3,83,77,20,7,11,38.89
495,Corey Locke,NYR,C,3,18.9,0,0,0,0,0,0.00,2,0.00,0.07,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,6,14.29
496,Guillaume Desbiens,VAN,R,1,9.4166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,1,1,0,0,0,-
497,Paul Bissonnette,PHX,L,41,240.26666666667,3,2,1,1,5,62.50,25,12.00,1.98,46,37,27,13,1,2,117,26,6,19,1,25,4,4,78,54,3,0,0,-
498,Corey Potter,NYR,D,3,36.366666666667,0,0,0,0,0,-,2,0.00,0.06,4,3,1,0,0,0,2,1,1,0,0,0,2,1,2,6,0,0,0,-
499,Alexandre Bolduc,VAN,C,15,149.5,0,0,0,0,0,0.00,14,0.00,1.02,19,19,13,6,2,1,13,5,4,1,0,4,3,7,20,13,13,47,40,54.02
500,Kyle Quincey,COL,D,79,1865.2166666667,6,23,8,15,29,33.33,139,4.32,7.33,311,205,72,14,9,17,76,35,33,2,0,21,52,47,115,116,143,0,1,0.00
501,Tyson Strachan,STL,D,8,112.26666666667,0,2,1,1,2,40.00,7,0.00,0.32,15,10,3,0,1,0,4,2,2,0,0,3,4,1,8,11,5,0,0,-
