,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
149,Matt Hendricks,WSH,L,48,562.68333333333,5,3,1,2,8,66.67,54,9.26,5.81,105,81,60,27,4,5,73,22,14,7,1,20,12,15,93,74,31,147,112,56.76
150,Travis Moen,MTL,L,45,524.46666666667,2,4,2,2,6,66.67,32,6.25,3.49,66,54,39,20,4,5,32,10,6,4,0,11,11,2,82,58,22,4,6,40.00
151,Greg Zanon,COL,D,44,850.53333333333,0,6,3,3,6,30.00,40,0.00,1.11,86,60,11,1,1,3,28,14,14,0,0,3,16,14,65,47,124,0,0,-
152,John-Michael Liles,TOR,D,32,600.56666666667,2,9,5,4,11,50.00,47,4.26,2.52,95,63,17,2,1,2,4,2,2,0,0,8,22,8,45,51,52,0,1,0.00
153,Darcy Hordichuk,EDM,L,4,8.1333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,6,2,0,0,0,-
154,Deryk Engelland,PIT,D,42,584.63333333333,0,6,2,4,6,26.09,31,0.00,0.76,57,39,8,0,0,3,54,18,12,6,0,13,16,7,70,56,57,0,0,-
155,Matthew Lombardi,"ANA, PHX",C,28,390.93333333333,4,4,2,2,8,57.14,44,9.09,3.76,77,55,41,17,2,2,8,4,4,0,0,2,8,7,24,36,14,105,131,44.49
156,Paul Gaustad,NSH,C,23,350.1,2,3,1,2,5,83.33,35,5.71,2.77,53,43,20,10,2,0,20,10,10,0,0,5,5,10,40,18,19,268,181,59.69
157,Antti Miettinen,WPG,R,22,278.28333333333,3,2,0,2,5,41.67,26,11.54,3.09,46,36,28,16,1,2,2,1,1,0,0,0,2,2,29,20,7,0,4,0.00
158,Colton Orr,TOR,R,44,281.16666666667,1,3,2,1,4,44.44,13,7.69,1.21,24,16,16,6,1,1,155,34,15,13,6,14,5,4,78,33,17,0,1,0.00
159,Ilya Kovalchuk,N.J,R,37,915.28333333333,11,20,11,9,31,62.00,123,8.94,10.29,238,181,92,26,8,9,18,9,9,0,0,10,41,10,13,35,12,7,15,31.82
160,Jason Spezza,OTT,C,5,95.883333333333,2,3,2,1,5,83.33,12,16.67,0.95,23,16,4,1,0,1,2,1,1,0,0,0,3,5,0,1,2,68,51,57.14
161,Stephen Weiss,FLA,C,17,313.83333333333,1,3,2,1,4,57.14,19,5.26,1.64,40,26,17,4,1,2,25,7,5,1,1,4,2,13,6,23,10,141,135,51.09
162,Mikko Koivu,MIN,C,48,1012.65,11,26,13,13,37,71.15,127,8.66,12.38,247,186,127,44,0,11,26,13,13,0,0,13,19,26,47,18,18,524,447,53.96
163,Mike Komisarek,TOR,D,4,61.383333333333,0,0,0,0,0,0.00,1,0.00,0.06,7,3,1,0,0,1,2,1,1,0,0,2,1,1,11,5,6,0,0,-
164,Tuomo Ruutu,CAR,L,17,259.06666666667,4,5,3,2,9,75.00,30,13.33,3.43,59,40,34,15,2,4,8,4,4,0,0,1,8,12,51,50,7,1,7,12.50
165,Dan Hamhuis,VAN,D,47,1099.3333333333,4,20,8,12,24,50.00,62,6.45,4.01,172,105,49,8,3,12,12,6,6,0,0,6,31,20,47,63,63,0,0,-
166,Ales Hemsky,EDM,R,38,596.73333333333,9,11,5,6,20,60.61,82,10.98,7.8,130,99,83,34,3,6,16,8,8,0,0,4,17,16,11,55,9,12,12,50.00
167,Chuck Kobasew,COL,R,37,416.98333333333,5,4,3,1,9,60.00,43,11.63,4.15,73,56,43,22,1,5,21,9,8,1,0,8,4,14,34,36,17,18,31,36.73
168,R.J. Umberger,CBJ,C,48,887.46666666667,8,10,5,5,18,51.43,96,8.33,8.74,169,127,90,41,6,7,16,8,8,0,0,14,11,22,51,83,45,54,54,50.00
169,Carlo Colaiacovo,DET,D,6,113.45,0,1,1,0,1,33.33,12,0.00,0.9,27,17,11,2,2,2,2,1,1,0,0,2,0,0,12,13,10,0,0,-
170,Marcel Goc,FLA,C,42,767.31666666667,9,10,7,3,19,55.88,92,9.78,7.83,149,117,81,33,9,3,8,4,4,0,0,6,11,21,73,43,20,410,376,52.16
171,Colby Armstrong,MTL,R,37,414.48333333333,2,3,2,1,5,50.00,33,6.06,2.71,54,45,28,18,1,2,10,5,5,0,0,10,8,10,36,51,21,9,12,42.86
172,Tim Gleason,CAR,D,42,820.21666666667,0,9,3,6,9,27.27,36,0.00,1.38,100,57,24,3,5,9,40,10,5,4,1,13,11,10,90,39,64,0,0,-
173,David Steckel,"ANA, TOR",C,34,315.01666666667,1,6,4,2,7,77.78,23,4.35,2.34,38,34,19,10,2,1,4,2,2,0,0,3,5,6,41,30,21,175,146,54.52
174,Derek Roy,"DAL, VAN",C,42,780.96666666667,7,21,13,8,28,71.79,85,8.24,8.74,153,109,87,34,4,11,6,3,3,0,0,8,24,31,15,28,30,295,352,45.60
175,Tim Jackman,CGY,R,42,319.18333333333,1,4,4,0,5,83.33,42,2.38,4.18,72,58,44,21,3,4,76,18,8,8,2,15,7,6,98,41,17,11,13,45.83
176,Fedor Tyutin,CBJ,D,48,1156.5833333333,4,18,13,5,22,44.90,56,7.14,3.49,137,87,31,5,0,2,28,14,14,0,0,7,19,9,58,103,58,1,0,100.00
177,Mike Cammalleri,CGY,L,44,794.45,13,19,13,6,32,82.05,102,12.75,10.94,192,147,91,34,7,7,25,11,10,1,0,9,15,22,20,18,9,253,243,51.01
178,Chris Thorburn,WPG,R,42,265.6,2,2,2,0,4,80.00,13,15.38,1.51,30,18,16,5,1,2,70,16,5,10,1,11,1,3,65,36,19,20,26,43.48
179,Jason Pominville,"BUF, MIN",R,47,948.45,14,20,12,8,34,59.65,118,11.86,10.31,223,169,94,33,9,6,8,4,4,0,0,11,13,38,21,51,35,51,54,48.57
180,Jay McClement,TOR,C,48,731.95,8,9,2,7,17,73.91,48,16.67,5.29,79,60,37,16,3,3,11,4,3,1,0,6,17,30,76,75,39,203,190,51.65
181,Tomas Plekanec,MTL,C,47,902.91666666667,14,19,10,9,33,67.35,133,10.53,12.52,236,176,118,46,8,12,24,12,12,0,0,10,22,15,26,37,17,486,475,50.57
182,Jay Harrison,CAR,D,47,935.66666666667,3,7,4,3,10,28.57,54,5.56,2.39,122,77,31,7,2,5,51,21,18,3,0,7,24,12,83,50,110,0,0,-
183,Aaron Johnson,BOS,D,10,148.7,0,0,0,0,0,0.00,8,0.00,0.29,23,11,4,0,0,1,10,5,5,0,0,1,7,0,18,21,5,0,0,-
184,Patrick Sharp,CHI,L,28,527.2,6,14,9,5,20,64.52,88,6.82,7.81,166,119,74,13,5,11,14,7,7,0,0,15,14,14,26,44,12,40,22,64.52
185,Jordin Tootoo,DET,R,42,381.48333333333,3,5,4,1,8,80.00,45,6.67,3.23,79,60,32,13,2,5,78,19,9,8,2,21,8,11,68,46,7,0,0,-
186,Christian Ehrhoff,BUF,D,47,1184.0,5,17,12,5,22,36.67,102,4.90,4.8,223,155,45,4,5,11,34,17,17,0,0,5,24,22,38,75,81,0,0,-
187,Kyle Wellwood,WPG,C,39,506.08333333333,6,9,5,4,15,71.43,37,16.22,3.57,61,47,41,21,0,5,2,1,1,0,0,4,15,18,10,37,10,43,35,55.13
188,Cody McCormick,BUF,C,8,51.65,0,0,0,0,0,-,6,0.00,0.17,12,8,2,0,0,0,10,2,0,2,0,2,1,0,17,3,5,12,13,48.00
189,Kevin Bieksa,VAN,D,36,789.86666666667,6,6,1,5,12,29.27,77,7.79,3.79,162,112,52,12,5,8,48,21,19,2,0,15,23,21,60,50,50,0,0,-
190,Dennis Seidenberg,BOS,D,46,1094.5833333333,4,13,4,9,17,33.33,83,4.82,3.07,183,118,28,0,6,2,10,5,5,0,0,2,16,10,115,138,115,0,0,-
191,Ryane Clowe,"NYR, S.J",L,40,665.31666666667,3,16,9,7,19,61.29,87,3.45,9.37,165,123,86,45,6,11,93,23,14,5,4,13,26,13,99,47,19,5,10,33.33
192,Marek Zidlicky,N.J,D,48,1007.7333333333,4,15,6,9,19,47.50,101,3.96,6.25,232,146,60,5,4,14,38,19,19,0,0,4,31,10,52,43,42,0,0,-
193,Andrew Alberts,VAN,D,24,364.3,0,1,1,0,1,16.67,15,0.00,0.81,40,25,14,1,0,0,32,8,6,0,2,5,7,5,39,42,31,0,0,-
194,Jussi Jokinen,"CAR, PIT",L,43,663.55,13,9,5,4,22,78.57,74,17.57,9.38,139,108,79,41,5,11,24,12,12,0,0,6,14,26,17,36,22,250,182,57.87
195,Brooks Laich,WSH,C,9,148.83333333333,1,3,2,1,4,66.67,10,10.00,1.08,29,15,15,7,2,0,6,3,3,0,0,1,5,2,14,13,6,41,40,50.62
196,David Moss,PHX,R,45,699.76666666667,5,15,11,4,20,71.43,82,6.10,8.58,154,116,72,38,3,16,21,9,8,1,0,13,6,15,73,68,34,9,22,29.03
197,Johnny Oduya,CHI,D,48,985.0,3,9,3,6,12,30.00,52,5.77,1.98,119,77,30,3,3,1,10,5,5,0,0,2,24,19,24,114,79,0,0,-
198,Andrew Murray,STL,C,1,7.8166666666667,0,0,0,0,0,-,2,0.00,0.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,-
199,PA Parenteau,COL,R,48,919.03333333333,18,25,15,10,43,81.13,105,17.14,10.96,174,127,98,47,7,10,38,15,14,0,1,9,29,40,50,54,14,1,12,7.69
200,Brandon Segal,NYR,R,1,5.35,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,-
201,Vernon Fiddler,DAL,C,46,591.3,4,13,10,3,17,80.95,56,7.14,5.02,103,79,46,27,7,2,46,20,18,2,0,15,8,18,34,59,28,319,300,51.53
202,Zbynek Michalek,PHX,D,34,724.4,0,2,1,1,2,7.14,42,0.00,1.34,92,63,9,0,3,6,14,7,7,0,0,5,12,6,42,95,87,0,0,-
203,Marc-Andre Bergeron,"CAR, T.B",D,25,344.13333333333,1,8,3,5,9,45.00,43,2.33,2.02,96,62,19,1,0,8,9,3,2,1,0,4,11,7,16,22,19,0,0,-
204,Dennis Wideman,CGY,D,46,1150.9666666667,6,16,6,10,22,35.48,94,6.38,5.1,217,145,49,8,3,9,12,6,6,0,0,10,37,16,40,69,100,0,1,0.00
205,Keith Aucoin,NYI,C,41,512.2,6,6,4,2,12,50.00,50,12.00,5.13,92,68,53,23,2,4,4,2,2,0,0,8,18,21,33,34,21,167,177,48.55
206,Chad LaRose,CAR,R,35,449.66666666667,2,2,0,2,4,40.00,65,3.08,6.44,119,97,67,28,4,5,29,9,7,1,1,8,6,8,59,44,6,9,13,40.91
207,Zenon Konopka,MIN,C,37,312.13333333333,0,0,0,0,0,0.00,18,0.00,1.24,29,23,14,9,0,1,117,29,16,9,4,16,8,5,23,29,9,162,105,60.67
208,Sheldon Brookbank,CHI,D,26,331.5,1,0,0,0,1,11.11,25,4.00,1.65,52,38,12,5,0,4,21,9,8,1,0,4,15,8,28,40,34,0,1,0.00
209,Matt Ellis,BUF,L,6,37.183333333333,0,0,0,0,0,-,8,0.00,0.51,9,9,5,3,0,0,0,0,0,0,0,2,2,0,0,2,3,15,21,41.67
210,Tomas Fleischmann,FLA,L,48,899.23333333333,12,23,15,8,35,74.47,121,9.92,9.59,208,159,94,22,11,10,16,8,8,0,0,12,26,27,29,58,10,10,10,50.00
211,Rick Nash,NYR,R,44,878.7,21,21,12,9,42,73.68,176,11.93,15.39,279,219,147,73,2,12,26,13,13,0,0,12,32,19,46,56,25,5,7,41.67
212,Valtteri Filppula,DET,C,41,728.81666666667,9,8,6,2,17,73.91,78,11.54,8.1,140,114,80,36,4,5,6,3,3,0,0,11,19,18,16,47,12,179,144,55.42
213,Keith Ballard,VAN,D,36,556.91666666667,0,2,1,1,2,16.67,35,0.00,1.99,70,46,27,7,1,2,29,13,12,1,0,13,13,16,45,54,34,0,0,-
214,Derek Meech,WPG,D,16,235.15,0,1,1,0,1,16.67,5,0.00,0.42,23,9,7,1,0,3,2,1,1,0,0,0,7,1,24,22,12,0,0,-
215,Adam Burish,S.J,R,46,486.2,1,2,1,1,3,60.00,39,2.56,3.54,74,57,40,17,4,3,25,11,10,1,0,19,10,4,65,48,33,122,106,53.51
216,Tom Gilbert,MIN,D,43,830.78333333333,3,10,4,6,13,38.24,36,8.33,2.36,103,64,27,6,2,4,18,9,9,0,0,6,15,9,24,77,57,0,0,-
217,Scottie Upshall,FLA,R,27,364.48333333333,4,1,1,0,5,71.43,54,7.41,5.28,84,73,46,28,6,5,25,10,9,1,0,12,8,13,38,44,6,9,5,64.29
218,Trevor Daley,DAL,D,44,942.13333333333,4,9,3,6,13,30.95,58,6.90,3.58,147,94,46,7,3,8,14,7,7,0,0,7,20,10,27,40,69,0,0,-
219,Alexander Semin,CAR,R,44,921.48333333333,13,31,20,11,44,65.67,150,8.67,15.45,323,227,138,42,9,22,46,19,18,0,1,9,35,46,14,57,21,5,16,23.81
220,Matt Greene,L.A,D,5,76.433333333333,0,1,1,0,1,33.33,3,0.00,0.1,5,4,1,0,0,0,8,4,4,0,0,0,3,0,22,8,5,0,0,-
221,Cam Janssen,N.J,R,4,15.883333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,5,1,0,0,0,-
222,Joni Pitkanen,CAR,D,22,501.98333333333,1,8,5,3,9,40.91,34,2.94,1.39,73,48,15,2,1,1,12,6,6,0,0,3,12,11,16,38,34,0,0,-
223,Frans Nielsen,NYI,C,48,864.81666666667,6,23,10,13,29,85.29,93,6.45,9.17,159,125,100,35,6,8,12,6,6,0,0,5,24,29,23,68,47,268,290,48.03
224,Jay Bouwmeester,"CGY, STL",D,47,1157.8,7,15,11,4,22,42.31,79,8.86,4.56,155,118,42,11,2,6,22,11,11,0,0,5,28,11,41,66,61,0,0,-
225,Pierre-Marc Bouchard,MIN,C,43,599.53333333333,8,12,5,7,20,64.52,71,11.27,5.78,103,85,52,22,2,2,8,4,4,0,0,6,15,10,12,25,6,1,6,14.29
226,Joey Crabb,WSH,R,26,244.88333333333,2,0,0,0,2,50.00,20,10.00,1.99,32,25,20,11,1,2,8,4,4,0,0,2,4,6,24,25,17,7,27,20.59
227,Boyd Gordon,PHX,C,48,720.53333333333,4,10,8,2,14,63.64,59,6.78,5.73,101,85,65,33,4,8,8,4,4,0,0,5,7,18,22,71,44,452,337,57.29
228,Matt Stajan,CGY,C,43,737.96666666667,5,18,11,7,23,58.97,44,11.36,5.91,76,64,57,30,2,6,26,13,13,0,0,15,17,24,47,52,30,356,414,46.23
229,Gregory Campbell,BOS,C,48,658.35,4,9,6,3,13,56.52,52,7.69,5.63,105,81,62,29,6,6,41,9,3,5,1,8,8,15,71,64,28,189,212,47.13
230,Max Talbot,PHI,C,35,540.11666666667,5,5,3,2,10,55.56,41,12.20,3.85,69,54,42,17,3,4,23,10,9,1,0,10,9,9,57,45,27,92,100,47.92
231,Eric Nystrom,DAL,L,48,688.8,7,4,3,1,11,44.00,49,14.29,6.44,107,82,58,36,5,5,61,20,13,7,0,13,12,19,122,74,26,15,11,57.69
232,Johnny Boychuk,BOS,D,44,898.0,1,5,3,2,6,17.65,75,1.33,2.62,152,106,37,5,3,6,12,6,6,0,0,6,15,4,79,111,87,0,0,-
233,David Van Der Gulik,COL,L,9,84.966666666667,0,2,2,0,2,50.00,10,0.00,0.49,17,12,9,3,0,0,6,3,3,0,0,2,1,3,10,11,5,4,4,50.00
234,Steve Eminger,NYR,D,35,456.45,0,3,1,2,3,21.43,22,0.00,0.86,45,29,13,2,2,4,8,4,4,0,0,6,7,4,53,72,41,0,0,-
235,Jiri Hudler,CGY,R,42,720.68333333333,10,17,9,8,27,75.00,56,17.86,6.69,101,77,61,31,2,7,22,10,10,0,0,10,17,22,16,25,5,10,21,32.26
236,Joffrey Lupul,TOR,L,16,257.96666666667,11,7,5,2,18,66.67,42,26.19,4.26,67,55,44,16,1,2,12,6,6,0,0,6,5,9,31,34,7,3,5,37.50
237,James Wisniewski,CBJ,D,30,684.91666666667,5,9,5,4,14,43.75,62,8.06,3.62,137,86,23,2,0,11,15,6,5,1,0,5,15,11,53,49,48,0,0,-
238,Daniel Paille,BOS,L,46,583.4,10,7,6,1,17,80.95,70,14.29,8.21,103,87,65,34,10,10,8,4,4,0,0,5,11,25,45,67,15,2,8,20.00
239,Kris Newbury,NYR,C,6,47.316666666667,0,1,1,0,1,100.00,4,0.00,0.56,7,6,4,3,1,0,9,3,2,1,0,2,0,1,9,5,0,16,16,50.00
240,Alexander Steen,STL,L,40,759.68333333333,8,19,10,9,27,65.85,129,6.20,11.47,240,182,99,35,3,11,14,7,7,0,0,8,13,13,28,37,22,94,110,46.08
241,Anton Babchuk,CGY,D,7,82.95,0,1,0,1,1,25.00,5,0.00,0.27,13,8,2,1,0,0,0,0,0,0,0,0,5,0,1,2,9,0,0,-
242,Ian White,DET,D,25,489.58333333333,2,2,1,1,4,21.05,27,7.41,1.55,86,54,21,2,2,3,4,2,2,0,0,2,8,1,14,17,32,1,0,100.00
243,Chris Higgins,VAN,L,41,673.05,10,5,2,3,15,71.43,77,12.99,8.9,131,107,80,40,4,9,10,5,5,0,0,4,12,36,46,31,22,33,58,36.26
244,Ben Eager,EDM,L,14,135.23333333333,1,1,0,1,2,100.00,14,7.14,0.73,23,18,11,1,0,0,25,7,5,1,1,3,2,3,40,8,6,0,0,-
245,Duncan Keith,CHI,D,47,1133.1,3,24,10,14,27,41.54,91,3.30,4.67,184,120,43,6,3,10,31,10,8,1,1,3,29,26,19,79,66,0,0,-
246,Tim Brent,CAR,C,30,293.8,0,3,0,3,3,37.50,23,0.00,1.78,44,33,23,6,2,3,8,4,4,0,0,4,3,3,31,23,15,124,116,51.67
247,Jim Slater,WPG,C,26,271.75,1,1,0,1,2,40.00,22,4.55,1.64,38,30,21,7,3,0,19,8,7,1,0,6,3,10,41,27,12,145,122,54.31
248,Patrick Dwyer,CAR,R,46,709.85,8,8,6,2,16,61.54,93,8.60,9.41,171,132,95,48,10,13,12,6,6,0,0,10,10,16,57,68,28,17,30,36.17
249,Ryan Whitney,EDM,D,34,628.23333333333,4,9,2,7,13,44.83,30,13.33,1.35,57,34,20,3,0,3,23,10,9,1,0,6,35,9,16,34,55,0,0,-
250,Aaron Rome,DAL,D,27,414.01666666667,0,5,3,2,5,33.33,15,0.00,0.55,40,21,6,1,1,4,18,9,9,0,0,4,9,2,43,46,32,0,0,-
251,Jonathan Ericsson,DET,D,45,959.6,3,10,5,5,13,38.24,34,8.82,1.37,90,55,20,1,2,4,29,13,12,1,0,9,30,8,67,56,40,0,0,-
252,Josh Gorges,MTL,D,48,1026.6166666667,2,7,3,4,9,25.00,40,5.00,1.33,95,62,20,3,6,6,15,6,5,1,0,6,18,8,68,120,116,0,0,-
253,Alexandre Burrows,VAN,L,47,888.63333333333,13,11,7,4,24,52.17,140,9.29,16.93,215,181,146,92,6,11,52,26,26,0,0,22,15,19,52,64,15,48,60,44.44
254,Andre Benoit,OTT,D,33,541.78333333333,3,7,2,5,10,41.67,50,6.00,2.94,119,72,31,10,4,6,8,4,4,0,0,2,17,7,29,59,54,0,0,-
255,Chris Kunitz,PIT,L,48,865.06666666667,22,30,17,13,52,64.20,113,19.47,14.8,196,156,131,60,6,10,39,14,12,1,1,14,17,13,104,56,13,4,5,44.44
256,Eric Staal,CAR,C,48,1007.8,18,35,23,12,53,75.71,152,11.84,18.83,270,205,172,82,3,27,54,23,22,0,1,15,24,48,35,59,24,527,487,51.97
257,Nathan Horton,BOS,R,43,724.78333333333,13,9,4,5,22,56.41,114,11.40,11.09,182,140,112,45,5,9,22,8,6,2,0,9,13,9,41,42,10,5,5,50.00
258,Thomas Vanek,BUF,L,38,699.41666666667,20,21,14,7,41,78.85,119,16.81,16.78,200,158,125,72,7,11,20,10,10,0,0,10,30,34,13,14,4,8,4,66.67
259,Milan Michalek,OTT,L,23,418.4,4,10,4,6,14,60.87,58,6.90,6.48,116,90,53,30,5,6,17,7,6,1,0,6,6,9,6,39,13,2,2,50.00
260,Ryan Suter,MIN,D,48,1309.4166666667,4,28,9,19,32,50.79,91,4.40,4.4,193,122,43,5,4,11,22,11,11,0,0,4,19,9,33,37,74,0,0,-
261,Braydon Coburn,PHI,D,33,746.33333333333,1,4,3,1,5,21.74,38,2.63,2.12,102,67,20,6,1,5,41,19,18,1,0,4,31,12,76,39,61,0,0,-
262,Dion Phaneuf,TOR,D,48,1208.55,9,19,10,9,28,40.00,88,10.23,4.59,212,129,35,6,2,11,65,23,20,1,2,13,53,15,131,63,91,0,0,-
263,Jeff Carter,L.A,C,48,843.75,26,7,6,1,33,60.00,133,19.55,16.24,263,198,157,72,8,14,14,6,6,0,0,7,31,23,25,64,23,202,182,52.60
264,Dustin Brown,L.A,R,46,897.06666666667,18,11,9,2,29,55.77,142,12.68,17.44,252,198,146,68,12,10,22,11,11,0,0,27,27,17,156,78,8,15,26,36.59
265,Brent Seabrook,CHI,D,47,1033.95,8,12,5,7,20,39.22,65,12.31,3.86,148,91,35,6,2,8,23,10,9,1,0,5,40,15,106,73,103,0,0,-
266,Steve Bernier,N.J,R,47,646.83333333333,8,7,5,2,15,57.69,88,9.09,10.58,127,114,88,62,7,9,15,6,5,1,0,16,13,11,64,81,15,5,5,50.00
267,Zach Parise,MIN,L,48,992.0,18,20,14,6,38,69.09,182,9.89,23.0,263,229,175,103,6,32,16,8,8,0,0,16,16,24,59,85,41,3,6,33.33
268,Eric Fehr,WSH,C,41,548.21666666667,9,8,3,5,17,53.13,72,12.50,7.85,137,103,82,34,3,5,10,5,5,0,0,11,9,23,36,45,22,0,4,0.00
269,Ryan Getzlaf,ANA,C,44,888.51666666667,15,34,25,9,49,77.78,99,15.15,9.54,180,140,99,40,10,5,41,15,13,1,1,8,31,27,89,53,42,355,384,48.04
270,Brent Burns,S.J,D,30,488.45,9,11,6,5,20,74.07,81,11.11,6.38,153,111,70,27,6,9,20,9,9,0,0,1,19,5,54,28,13,4,9,30.77
271,Mark Stuart,WPG,D,42,701.55,2,2,1,1,4,17.39,40,5.00,1.57,115,66,17,2,0,6,53,18,14,3,1,9,16,5,111,92,81,0,0,-
272,Ryan Kesler,VAN,C,17,322.16666666667,4,9,5,4,13,72.22,36,11.11,4.04,86,62,43,12,0,3,12,6,6,0,0,8,12,9,30,22,13,174,129,57.43
273,Mike Richards,L.A,C,48,784.93333333333,12,20,12,8,32,68.09,82,14.63,9.45,164,126,83,37,5,10,42,13,10,2,1,13,19,21,58,46,19,216,225,48.98
274,Brian Boyle,NYR,C,38,540.21666666667,2,3,2,1,5,55.56,56,3.57,5.95,107,85,65,27,4,3,29,13,12,1,0,10,7,12,145,53,30,215,166,56.43
275,Corey Perry,ANA,R,44,839.06666666667,15,21,13,8,36,62.07,128,11.72,14.8,208,168,150,83,14,11,72,22,16,4,2,14,21,18,49,78,18,6,23,20.69
276,Patrick Eaves,DET,R,34,359.8,2,6,4,2,8,72.73,42,4.76,3.49,75,61,44,14,7,0,4,2,2,0,0,1,4,7,40,37,11,7,4,63.64
277,Loui Eriksson,DAL,L,48,965.75,12,17,10,7,29,65.91,104,11.54,13.25,189,152,127,64,5,9,8,4,4,0,0,11,21,29,6,44,18,9,25,26.47
278,Kevin Klein,NSH,D,47,959.66666666667,3,11,7,4,14,48.28,54,5.56,2.9,126,78,36,9,5,9,9,3,2,1,0,4,32,23,66,55,89,0,0,-
279,Patrice Bergeron,BOS,C,42,810.36666666667,10,22,11,11,32,72.73,125,8.00,12.78,211,172,128,50,14,7,18,9,9,0,0,12,28,23,28,43,25,549,335,62.10
280,Matt Carle,T.B,D,48,1139.9,5,17,8,9,22,40.74,66,7.58,3.04,133,87,25,4,2,4,4,2,2,0,0,7,34,22,32,72,87,0,0,-
281,Shea Weber,NSH,D,48,1244.2333333333,9,19,8,11,28,48.28,124,7.26,8.21,239,176,59,9,3,23,48,13,9,2,2,13,36,14,112,40,90,0,0,-
282,Colin McDonald,NYI,R,45,511.81666666667,7,10,5,5,17,73.91,82,8.54,8.42,128,101,73,27,7,7,32,9,6,2,1,13,13,6,120,53,9,4,4,50.00
283,B.J. Crombeen,T.B,R,44,487.63333333333,1,7,5,2,8,72.73,50,2.00,3.95,84,72,33,15,4,3,112,27,11,14,2,18,7,11,44,54,15,4,16,20.00
284,Maxim Lapierre,VAN,C,48,604.58333333333,4,6,5,1,10,71.43,54,7.41,5.22,92,76,49,28,4,5,45,17,15,1,1,5,13,14,116,43,18,274,268,50.55
285,David Backes,STL,R,48,941.33333333333,6,22,13,9,28,66.67,100,6.00,11.12,167,139,98,51,8,10,62,27,26,0,1,18,10,30,158,65,41,477,435,52.30
286,Colin Fraser,L.A,C,34,318.6,2,5,4,1,7,77.78,19,10.53,2.8,40,27,21,13,1,3,25,8,5,3,0,8,1,7,71,36,11,78,90,46.43
287,Daniel Carcillo,CHI,L,23,206.9,2,1,1,0,3,33.33,23,8.70,1.83,42,27,25,8,1,1,11,3,2,1,0,5,2,6,37,30,6,0,1,0.00
288,Clarke MacArthur,TOR,L,40,596.36666666667,8,12,6,6,20,66.67,62,12.90,7.78,123,91,73,36,3,6,26,9,8,0,1,7,29,15,44,61,15,5,1,83.33
289,Ryan O'Byrne,"COL, TOR",D,42,778.31666666667,2,4,1,3,6,22.22,26,7.69,1.23,72,48,13,2,1,1,60,22,19,2,1,5,20,10,104,55,69,0,0,-
290,Alexander Sulzer,BUF,D,17,280.91666666667,3,1,0,1,4,33.33,15,20.00,0.64,31,21,9,2,1,1,10,5,5,0,0,3,8,2,5,32,19,0,0,-
291,Jan Hejda,COL,D,46,906.16666666667,1,9,3,6,10,34.48,50,2.00,1.38,118,70,16,1,1,8,28,10,8,2,0,5,29,18,96,71,102,0,1,0.00
292,Jamie Tardif,BOS,R,2,9.85,0,0,0,0,0,-,1,0.00,0.01,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,0,0,-
293,Paul Bissonnette,PHX,L,28,151.88333333333,0,6,3,3,6,66.67,13,0.00,1.18,23,20,15,8,0,0,36,9,3,6,0,10,1,1,36,28,8,0,0,-
294,Corey Potter,EDM,D,33,575.98333333333,3,1,1,0,4,18.18,36,8.33,1.79,84,55,27,2,0,4,6,3,3,0,0,4,20,8,50,41,36,0,0,-
295,Alexandre Bolduc,PHX,C,14,106.76666666667,0,0,0,0,0,0.00,17,0.00,1.28,24,20,15,6,1,1,2,1,1,0,0,2,1,2,21,16,3,7,14,33.33
296,Kyle Quincey,DET,D,36,692.0,1,2,2,0,3,10.34,36,2.78,1.65,102,61,27,5,0,3,18,9,9,0,0,4,18,6,29,52,46,0,0,-
297,Tyson Strachan,FLA,D,38,720.45,0,4,2,2,4,20.00,42,0.00,1.84,95,61,18,7,0,7,40,10,5,4,1,9,8,11,110,94,62,0,0,-
298,Lee Stempniak,CGY,R,47,841.58333333333,9,23,14,9,32,72.73,113,7.96,10.98,191,138,114,55,9,15,12,6,6,0,0,11,24,32,47,38,17,3,20,13.04
299,John Mitchell,COL,C,47,787.23333333333,10,10,7,3,20,71.43,72,13.89,6.16,147,100,72,20,4,7,18,9,9,0,0,12,21,28,99,53,43,171,173,49.71
300,Brad Richardson,L.A,R,16,174.38333333333,1,5,2,3,6,100.00,27,3.70,2.6,52,39,31,11,3,4,10,5,5,0,0,4,3,6,22,28,3,27,29,48.21
301,Marc Methot,OTT,D,47,1044.7166666667,2,9,5,4,11,29.73,53,3.77,1.76,97,69,20,5,2,6,31,14,13,1,0,10,20,7,130,73,81,0,0,-
