,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
150,Andre Roy,T.B,R,63,343.85,4,3,3,0,7,63.64,38,10.53,3.47,70,50,34,18,3,3,106,23,8,12,3,17,5,5,91,25,3,0,0,-
151,Shane Hnidy,"ANA, BOS",D,76,1066.05,2,6,3,3,8,27.59,49,4.08,1.96,113,74,23,1,3,1,71,24,18,5,1,15,21,9,66,55,82,0,0,-
152,Eric Boulton,ATL,L,74,551.26666666667,4,5,3,2,9,75.00,64,6.25,5.19,92,84,54,25,5,4,127,32,16,13,3,25,6,16,56,59,19,1,3,25.00
153,Richard Zednik,FLA,R,54,949.53333333333,15,11,8,3,26,54.17,140,10.71,16.74,232,193,161,92,11,14,43,20,19,1,0,17,15,22,51,81,26,0,2,0.00
154,Tomas Holmstrom,DET,L,59,1035.1333333333,20,20,9,11,40,50.00,137,14.60,18.77,236,207,160,108,3,4,58,29,29,0,0,30,32,13,58,69,7,0,1,0.00
155,Dick Tarnstrom,"CBJ, EDM",D,48,929.91666666667,3,11,2,9,14,41.18,44,6.82,3.0,117,74,26,3,0,2,52,25,25,0,0,4,24,7,22,61,71,0,0,-
156,Kim Johnsson,MIN,D,80,1873.9666666667,4,23,12,11,27,35.53,87,4.60,4.6,193,135,37,6,5,11,42,21,21,0,0,15,47,28,42,55,121,0,0,-
157,Bryan Berard,NYI,D,54,952.65,5,17,5,12,22,53.66,87,5.75,5.07,206,124,40,8,2,10,46,19,18,0,1,6,37,19,37,45,59,0,0,-
158,Wade Redden,OTT,D,80,1777.0,6,32,13,19,38,33.93,136,4.41,9.92,326,214,88,16,3,20,60,27,25,2,0,13,66,23,88,142,94,0,0,-
159,Chad Kilger,TOR,L,53,616.58333333333,10,7,5,2,17,70.83,74,13.51,6.92,133,114,71,32,4,4,18,9,9,0,0,11,15,9,137,35,22,34,36,48.57
160,Daymond Langkow,CGY,C,80,1506.25,30,35,23,12,65,61.32,201,14.93,24.36,314,271,216,116,7,23,19,8,7,1,0,17,43,52,75,59,37,357,460,43.70
161,Steve Kelly,MIN,C,2,7.45,0,0,0,0,0,-,1,0.00,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.67
162,Shane Doan,PHX,R,80,1660.6666666667,28,50,33,17,78,73.58,243,11.52,26.4,393,309,223,111,13,23,59,20,17,1,2,42,30,64,158,120,17,77,110,41.18
163,Kyle McLaren,S.J,D,61,1120.0666666667,3,8,0,8,11,26.83,39,7.69,1.97,96,60,19,1,2,3,84,36,32,4,0,21,29,11,127,88,75,0,0,-
164,Radek Dvorak,FLA,R,67,1012.7,8,9,4,5,17,70.83,146,5.48,11.36,215,191,110,47,12,7,16,8,8,0,0,19,15,36,50,112,36,2,10,16.67
165,Jarome Iginla,CGY,R,82,1757.7333333333,50,48,28,20,98,72.06,338,14.79,36.05,560,455,322,124,17,35,83,29,23,5,1,48,64,47,98,103,10,245,200,55.06
166,Jay McKee,STL,D,66,1181.0333333333,2,7,3,4,9,24.32,42,4.76,1.55,80,58,19,1,2,5,42,21,21,0,0,10,11,5,73,107,164,0,0,-
167,Georges Laraque,PIT,R,71,546.91666666667,4,9,4,5,13,76.47,29,13.79,2.94,50,40,35,20,2,2,141,36,18,15,3,25,10,9,87,45,9,0,1,0.00
168,Jochen Hecht,BUF,C,75,1449.2166666667,22,27,14,13,49,73.13,229,9.61,20.93,363,309,194,84,16,14,38,19,19,0,0,24,41,36,47,68,40,380,525,41.99
169,Jan Hlavac,"NSH, T.B",L,80,1211.8833333333,12,23,12,11,35,70.00,152,7.89,15.57,267,220,176,64,3,15,40,20,20,0,0,32,35,42,68,87,21,1,7,12.50
170,Brad Larsen,ATL,L,62,559.61666666667,1,3,2,1,4,44.44,35,2.86,3.01,47,43,30,14,1,1,12,5,5,0,0,8,8,19,44,31,10,34,47,41.98
171,Peter Schaefer,BOS,L,63,942.66666666667,9,17,11,6,26,61.90,91,9.89,8.76,154,131,90,43,7,7,18,9,9,0,0,17,13,15,32,75,16,3,4,42.86
172,Brad Isbister,VAN,L,55,595.28333333333,6,5,3,2,11,73.33,71,8.45,5.24,107,90,62,33,5,10,38,13,9,4,0,19,11,8,26,30,10,8,9,47.06
173,Sami Kapanen,PHI,R,74,985.7,5,3,2,1,8,57.14,76,6.58,5.42,150,107,62,24,10,4,16,8,8,0,0,14,17,25,51,85,44,13,18,41.94
174,Marc Savard,BOS,C,74,1518.6,15,63,30,33,78,82.98,196,7.65,15.64,340,254,156,44,11,12,66,33,33,0,0,18,76,47,38,67,11,802,753,51.58
175,Michal Handzus,L.A,C,82,1249.7333333333,7,14,11,3,21,63.64,89,7.87,9.4,126,109,83,47,8,9,30,15,15,0,0,18,41,25,69,61,55,532,635,45.59
176,Brent Sopel,CHI,D,58,1177.6666666667,1,19,7,12,20,42.55,56,1.79,2.2,110,77,23,2,3,3,28,10,9,0,1,9,31,13,35,60,122,0,0,-
177,Stephane Robidas,DAL,D,82,1693.0166666667,9,17,11,6,26,31.33,153,5.88,7.33,322,211,71,5,6,21,85,37,35,1,1,16,35,33,220,203,109,0,0,-
178,Byron Ritchie,VAN,C,71,874.91666666667,3,8,7,1,11,57.89,73,4.11,5.07,105,90,54,17,6,3,80,22,15,4,3,29,21,18,89,39,34,262,253,50.87
179,P.J. Axelsson,BOS,L,75,1320.0833333333,13,16,11,5,29,59.18,100,13.00,8.51,186,146,88,28,6,11,15,6,5,1,0,19,30,40,44,38,37,17,28,37.78
180,Filip Kuba,T.B,D,75,1871.8166666667,6,25,9,16,31,30.69,113,5.31,7.78,235,172,73,13,4,10,40,18,18,0,0,8,60,23,69,79,131,0,2,0.00
181,Jeff Cowan,VAN,L,46,401.98333333333,0,1,1,0,1,20.00,35,0.00,2.21,56,45,26,11,2,4,110,29,15,12,2,25,8,13,67,47,10,0,1,0.00
182,Jody Shelley,"CBJ, S.J",L,62,363.65,1,6,2,4,7,87.50,41,2.44,3.01,58,50,30,14,1,1,135,36,20,13,3,22,6,2,93,42,5,0,2,0.00
183,Glen Metropolit,BOS,C,82,1347.05,11,22,11,11,33,76.74,141,7.80,11.71,217,180,137,55,11,7,36,18,18,0,0,21,22,37,65,72,34,613,629,49.36
184,Chris Phillips,OTT,D,81,1820.5666666667,5,13,4,9,18,25.35,80,6.25,3.0,164,100,46,4,1,7,54,27,27,0,0,17,57,25,126,133,151,0,1,0.00
185,J-P Dumont,NSH,R,80,1479.6333333333,29,43,31,12,72,75.79,192,15.10,21.78,336,275,216,99,12,14,32,16,16,0,0,27,54,47,44,69,11,3,10,23.08
186,Boyd Devereaux,TOR,C,62,866.41666666667,7,11,7,4,18,66.67,81,8.64,7.11,142,112,85,32,4,2,24,12,12,0,0,10,28,23,47,105,20,2,4,33.33
187,Ruslan Salei,"COL, FLA",D,82,1840.7,6,24,11,13,30,40.00,111,5.41,5.42,250,162,58,9,4,15,98,46,44,2,0,8,35,13,162,71,135,0,1,0.00
188,Derek Morris,PHX,D,82,1780.5333333333,8,17,12,5,25,33.78,135,5.93,5.93,281,192,35,7,2,18,83,32,29,1,2,14,22,24,81,44,115,0,1,0.00
189,Marty Reasoner,EDM,C,82,1226.8,11,14,8,6,25,67.57,113,9.73,12.38,208,167,127,52,6,9,50,25,25,0,0,13,34,45,23,58,53,478,428,52.76
190,Daniel Briere,PHI,C,79,1490.35,31,41,26,15,72,75.00,182,17.03,19.98,299,229,178,93,6,16,68,32,32,0,0,36,43,28,29,55,17,631,619,50.48
191,Dainius Zubrus,N.J,C,82,1287.0166666667,13,25,14,11,38,64.41,128,10.16,13.67,237,181,149,62,13,9,36,18,18,0,0,25,21,35,77,100,17,80,64,55.56
192,Marco Sturm,BOS,L,80,1439.8166666667,27,29,19,10,56,69.14,229,11.79,22.48,335,293,201,91,15,20,40,18,18,0,0,21,22,25,50,41,25,10,24,29.41
193,Cory Sarich,CGY,D,80,1505.5,2,5,2,3,7,14.29,57,3.51,2.4,135,97,23,2,1,2,135,53,48,3,2,16,44,27,157,135,64,0,0,-
194,Matt Cullen,CAR,C,59,995.58333333333,13,36,18,18,49,69.01,137,9.49,13.94,255,194,123,56,10,22,32,16,16,0,0,20,28,27,33,44,30,364,285,56.09
195,Steve Begin,MTL,L,44,512.2,3,5,4,1,8,47.06,67,4.48,5.29,109,89,59,25,6,3,48,18,14,4,0,20,11,8,119,56,27,24,45,34.78
196,Colin White,N.J,D,57,1121.1166666667,2,8,3,5,10,35.71,27,7.41,0.74,77,47,7,0,1,4,26,13,13,0,0,7,24,20,106,64,73,0,0,-
197,Zdeno Chara,BOS,D,77,2066.65,17,34,18,16,51,42.50,207,8.21,8.98,391,286,48,6,5,18,114,47,42,4,1,33,50,30,223,94,78,0,0,-
198,Tom Poti,WSH,D,71,1667.0166666667,2,27,9,18,29,37.66,99,2.02,4.48,182,126,49,6,3,5,46,23,23,0,0,10,58,32,42,56,119,0,0,-
199,Scott Parker,COL,R,25,92.35,0,0,0,0,0,-,5,0.00,0.33,8,6,3,3,0,0,60,13,5,6,2,6,5,1,18,6,1,0,0,-
200,Jon Sim,NYI,L,2,28.616666666667,0,1,0,1,1,50.00,8,0.00,0.57,8,8,7,3,1,1,2,1,1,0,0,1,0,1,4,1,0,0,0,-
201,Arron Asham,N.J,R,77,658.83333333333,6,4,3,1,10,66.67,68,8.82,5.83,101,80,59,29,7,1,84,26,17,8,1,26,18,21,87,35,5,0,3,0.00
202,Mark Parrish,MIN,R,66,984.6,16,14,7,7,30,53.57,95,16.84,10.64,155,136,98,44,2,8,16,8,8,0,0,15,17,13,32,60,43,4,6,40.00
203,Craig MacDonald,T.B,C,65,706.5,2,9,5,4,11,64.71,84,2.38,5.52,135,111,62,18,9,6,16,7,7,0,0,12,4,21,54,59,33,202,204,49.75
204,Toni Lydman,BUF,D,82,1776.3,4,22,7,15,26,36.62,86,4.65,4.65,177,118,43,9,2,11,74,37,37,0,0,16,83,18,159,78,146,0,1,0.00
205,Eric Belanger,MIN,C,75,1291.4333333333,13,24,18,6,37,59.68,115,11.30,12.15,230,180,115,37,11,10,30,15,15,0,0,19,35,40,51,41,46,587,608,49.12
206,Michal Rozsival,NYR,D,80,1964.3833333333,13,25,9,16,38,43.68,127,10.24,8.31,269,191,69,12,1,8,80,35,34,0,1,22,55,58,93,177,129,0,0,-
207,Matt Bradley,WSH,R,77,769.61666666667,7,11,7,4,18,75.00,111,6.31,9.61,173,139,112,51,11,7,74,22,12,10,0,27,20,21,126,69,17,14,18,43.75
208,Jesse Boulerice,PHI,R,5,19.333333333333,0,0,0,0,0,-,1,0.00,0.01,2,1,0,0,0,0,29,6,2,3,1,4,0,1,4,3,0,0,0,-
209,Brian Willsie,L.A,R,53,563.21666666667,4,8,4,4,12,63.16,62,6.45,6.07,111,86,77,30,4,6,30,15,15,0,0,4,10,12,42,34,13,14,10,58.33
210,Brett Clark,COL,D,57,1319.95,5,16,6,10,21,34.43,87,5.75,5.28,165,112,53,12,5,14,33,15,14,1,0,11,30,23,70,63,143,0,0,-
211,Craig Adams,"CAR, CHI",R,75,809.65,4,7,3,4,11,68.75,63,6.35,6.45,110,89,59,24,3,1,58,17,9,8,0,21,9,22,117,76,43,19,22,46.34
212,Joel Kwiatkowski,ATL,D,18,301.33333333333,0,5,0,5,5,50.00,24,0.00,0.97,45,33,10,4,1,2,20,10,10,0,0,2,7,6,9,16,18,0,0,-
213,Fernando Pisani,EDM,R,56,925.78333333333,13,9,4,5,22,59.46,96,13.54,10.24,165,125,93,41,4,11,28,14,14,0,0,13,22,20,41,39,14,2,5,28.57
214,Dan Hinote,STL,R,58,609.88333333333,5,5,3,2,10,76.92,42,11.90,4.84,63,53,43,26,1,5,42,15,11,4,0,14,3,9,114,39,18,14,19,42.42
215,Willie Mitchell,VAN,D,72,1668.55,2,10,5,5,12,21.82,65,3.08,2.99,141,94,35,8,3,6,81,27,22,3,2,16,41,37,49,106,109,0,0,-
216,Trevor Letowski,CAR,R,75,770.23333333333,9,9,4,5,18,94.74,67,13.43,5.65,112,84,63,28,6,9,30,13,13,0,0,13,8,13,26,52,37,269,333,44.68
217,Samuel Pahlsson,ANA,C,56,1051.3666666667,6,9,3,6,15,68.18,94,6.38,5.78,152,126,73,18,8,5,32,16,16,0,0,22,22,33,114,41,24,586,480,54.97
218,Tomas Kaberle,TOR,D,82,2037.9833333333,8,45,18,27,53,46.90,155,5.16,7.78,265,195,76,16,5,13,22,11,11,0,0,4,84,24,41,57,99,1,1,50.00
219,Sami Salo,VAN,D,63,1489.45,8,17,8,9,25,39.06,122,6.56,7.7,278,195,45,5,4,20,38,19,19,0,0,4,46,18,36,36,79,0,0,-
220,Pavel Kubina,TOR,D,72,1722.3833333333,11,29,19,10,40,42.11,136,8.09,7.46,278,193,68,14,4,25,116,50,48,0,2,12,48,34,121,118,166,0,1,0.00
221,Andrei Zyuzin,CHI,D,32,479.0,2,3,1,2,5,29.41,34,5.88,2.44,68,46,17,5,1,1,38,19,19,0,0,5,10,6,29,29,35,0,0,-
222,Marcus Nilson,CGY,L,47,461.15,3,2,0,2,5,50.00,47,6.38,3.12,74,58,27,11,2,1,4,2,2,0,0,8,6,9,6,20,17,21,20,51.22
223,Francis Bouillon,MTL,D,74,1283.7666666667,2,6,0,6,8,17.78,60,3.33,2.22,131,81,38,9,3,5,61,22,18,3,1,17,36,22,168,81,116,0,0,-
224,Matt Cooke,"VAN, WSH",L,78,1026.5,10,13,6,7,23,69.70,86,11.63,9.19,179,134,112,47,6,6,91,29,23,3,3,25,23,26,198,85,38,12,16,42.86
225,Brett McLean,FLA,C,67,1087.6333333333,14,23,13,10,37,72.55,140,10.00,12.69,215,174,112,64,9,20,34,17,17,0,0,14,22,25,22,52,30,296,328,47.44
226,Shawn Thornton,BOS,L,58,429.13333333333,4,3,1,2,7,87.50,65,6.15,4.18,102,88,48,16,2,1,74,19,7,12,0,22,6,8,67,39,10,2,5,28.57
227,Aaron Downey,DET,R,56,256.93333333333,0,3,3,0,3,50.00,15,0.00,1.42,22,19,11,7,0,1,116,35,23,10,2,21,4,3,79,48,6,0,0,-
228,Sergei Samsonov,"CAR, CHI",L,61,969.58333333333,14,22,14,8,36,64.29,109,12.84,11.85,190,145,122,40,1,16,16,8,8,0,0,9,25,29,12,45,17,0,3,0.00
229,Mike Johnson,STL,R,21,273.46666666667,2,3,2,1,5,100.00,21,9.52,1.0,32,26,7,1,1,1,8,4,4,0,0,2,1,5,13,7,3,2,6,25.00
230,Randy Robitaille,OTT,C,68,922.15,10,19,11,8,29,59.18,99,10.10,9.42,165,134,108,50,1,5,18,9,9,0,0,10,27,21,23,57,13,82,60,57.75
231,Joe Thornton,S.J,C,82,1754.65,29,67,40,27,96,81.36,178,16.29,20.22,308,231,188,93,8,27,59,24,22,1,1,45,103,55,60,63,31,785,700,52.86
232,Patrick Marleau,S.J,C,78,1422.0333333333,19,29,17,12,48,65.75,185,10.27,19.46,310,242,182,70,5,18,33,14,13,1,0,21,72,44,83,94,10,317,288,52.40
233,Olli Jokinen,FLA,C,82,1632.1333333333,34,37,25,12,71,73.96,341,9.97,28.74,563,455,261,90,20,30,67,29,26,3,0,36,43,30,78,70,25,404,534,43.07
234,Eric Brewer,STL,D,77,1896.3333333333,1,21,10,11,22,30.56,101,0.99,5.32,230,151,62,8,3,9,91,37,33,3,1,21,47,27,92,69,123,0,0,-
235,Paul Mara,NYR,D,61,1090.9,1,16,7,9,17,44.74,80,1.25,4.77,184,135,34,6,1,7,52,26,26,0,0,11,18,11,74,79,74,0,1,0.00
236,Nick Boynton,PHX,D,79,1343.9666666667,3,9,4,5,12,30.77,94,3.19,3.89,201,130,39,8,4,14,125,46,39,5,2,23,20,16,93,75,93,0,0,-
237,Jason Ward,T.B,R,79,990.93333333333,8,6,4,2,14,63.64,85,9.41,7.11,147,115,83,27,9,4,42,17,16,0,1,7,19,48,48,93,50,18,27,40.00
238,Marian Hossa,"ATL, PIT",R,72,1536.75,29,37,22,15,66,75.86,264,10.98,26.0,406,328,254,103,12,20,36,18,18,0,0,32,36,66,65,76,19,4,11,26.67
239,Daniel Cleary,DET,R,63,1095.35,20,22,12,10,42,62.69,177,11.30,15.93,276,237,141,73,7,12,33,15,14,1,0,23,25,25,82,116,14,56,54,50.91
240,Scott Hannan,COL,D,82,1859.6833333333,2,19,7,12,21,31.82,79,2.53,3.79,148,112,39,10,3,11,53,25,24,1,0,10,48,33,58,67,153,1,0,100.00
241,Brenden Morrow,DAL,L,82,1639.3666666667,32,42,26,16,74,64.35,207,15.46,27.77,365,292,243,121,7,23,105,41,35,5,1,58,70,56,260,106,29,16,25,39.02
242,Jeremy Reich,BOS,C,58,478.96666666667,2,2,2,0,4,57.14,39,5.13,3.93,68,58,34,11,4,2,78,20,9,10,1,15,1,8,51,38,13,15,16,48.39
243,Kristian Huselius,CGY,L,81,1433.8333333333,25,41,25,16,66,67.35,202,12.38,22.36,318,256,199,76,10,14,40,19,19,0,0,20,58,53,9,47,11,1,3,25.00
244,Henrik Tallinder,BUF,D,71,1493.6666666667,1,17,3,14,18,31.58,70,1.43,4.16,148,102,36,6,7,7,48,23,23,0,0,9,52,16,34,111,118,0,0,-
245,Josh Langfeld,NSH,R,2,19.583333333333,0,0,0,0,0,-,5,0.00,0.37,6,6,4,2,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,-
246,Maxim Afinogenov,BUF,R,56,899.16666666667,10,18,11,7,28,66.67,114,8.77,10.25,216,161,106,36,7,14,42,21,21,0,0,24,44,17,25,39,6,1,4,20.00
247,Joe Corvo,"CAR, OTT",D,74,1379.9333333333,13,35,17,18,48,47.52,167,7.78,9.2,343,218,85,20,8,16,26,13,13,0,0,19,33,24,31,65,41,0,0,-
248,Adam Mair,BUF,C,72,638.36666666667,5,12,6,6,17,73.91,62,8.06,6.06,100,80,62,36,9,7,66,27,23,4,0,21,16,13,112,53,16,164,196,45.56
249,Quintin Laing,WSH,L,39,450.63333333333,1,5,2,3,6,54.55,48,2.08,4.36,81,68,44,28,3,3,10,5,5,0,0,4,12,12,49,62,52,2,4,33.33
250,Jason Chimera,CBJ,L,81,1417.0666666667,14,17,10,7,31,67.39,198,7.07,14.99,306,250,148,75,11,12,96,34,28,4,2,38,22,19,73,87,15,16,19,45.71
251,Kyle Calder,L.A,L,65,844.88333333333,7,13,8,5,20,48.78,70,10.00,9.03,119,99,82,51,1,6,18,9,9,0,0,17,38,11,26,93,13,7,11,38.89
252,Mike York,PHX,L,63,755.03333333333,6,8,4,4,14,56.00,85,7.06,7.23,133,106,74,28,3,4,4,2,2,0,0,12,8,14,24,40,17,104,101,50.73
253,Brian Campbell,"BUF, S.J",D,83,2083.8666666667,8,54,28,26,62,47.69,142,5.63,8.75,302,219,56,9,2,22,20,10,10,0,0,13,62,22,61,137,96,0,0,-
254,Todd Fedoruk,"DAL, MIN",L,69,711.53333333333,6,7,2,5,13,38.24,57,10.53,5.42,89,73,55,28,0,3,139,44,32,9,3,27,19,5,76,39,16,0,4,0.00
255,Ben Guite,COL,R,79,1033.3,11,11,8,3,22,70.97,103,10.68,10.39,170,139,94,41,9,9,47,18,16,1,1,16,14,35,115,90,66,386,419,47.95
256,Ladislav Nagy,L.A,L,38,524.31666666667,9,17,8,9,26,81.25,78,11.54,8.84,135,108,92,35,0,13,18,9,9,0,0,14,13,7,28,47,11,44,39,53.01
257,Mike Mottau,N.J,D,76,1569.5666666667,4,13,6,7,17,33.33,68,5.88,3.63,127,86,29,10,2,4,48,21,19,2,0,11,24,20,41,71,84,0,0,-
258,Andrew Ference,BOS,D,59,1312.4166666667,1,14,9,5,15,37.50,71,1.41,2.74,178,105,42,3,4,9,50,21,19,2,0,17,29,10,79,73,65,1,0,100.00
259,Mark Smith,CGY,C,54,320.45,1,3,2,1,4,80.00,27,3.70,2.74,52,41,23,8,2,5,59,16,7,9,0,18,10,11,44,34,6,31,26,54.39
260,Karel Rachunek,N.J,D,47,911.25,4,9,5,4,13,30.23,68,5.88,3.23,141,100,27,5,1,13,40,19,19,0,0,5,16,13,62,60,47,0,0,-
261,Wyatt Smith,COL,C,25,290.96666666667,0,3,2,1,3,60.00,25,0.00,1.49,43,34,19,7,4,0,8,4,4,0,0,5,4,11,10,15,10,55,53,50.93
262,John Madden,N.J,C,80,1555.8833333333,20,23,15,8,43,75.44,185,10.81,17.34,304,247,159,52,11,15,26,13,13,0,0,21,36,76,49,63,50,786,677,53.73
263,Martin St. Louis,T.B,R,82,1991.2833333333,25,58,38,20,83,67.48,241,10.37,26.3,412,337,240,111,11,16,26,12,12,0,0,33,63,65,34,79,45,3,9,25.00
264,Todd White,ATL,C,74,1363.5166666667,14,23,18,5,37,55.22,111,12.61,12.01,160,136,109,61,5,13,36,18,18,0,0,15,27,78,37,34,37,543,623,46.57
265,Pascal Dupuis,"ATL, PIT",R,78,1185.2833333333,12,15,10,5,27,67.50,143,8.39,12.32,239,186,137,59,17,15,32,16,16,0,0,23,20,51,85,70,33,5,11,31.25
266,Tom Kostopoulos,MTL,R,67,755.13333333333,7,6,4,2,13,59.09,98,7.14,8.49,151,125,80,35,12,8,113,35,24,9,2,22,16,11,128,89,34,8,20,28.57
267,Eric Perrin,ATL,C,81,1443.9666666667,12,33,22,11,45,71.43,121,9.92,12.17,226,163,129,55,11,10,26,13,13,0,0,13,36,58,52,65,31,380,337,53.00
268,Dan Boyle,T.B,D,37,1013.95,4,21,11,10,25,49.02,74,5.41,6.09,159,110,51,14,2,6,57,23,21,1,1,11,23,18,49,50,68,0,0,-
269,Pete Vandermeer,PHX,L,2,15.1,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,-
270,Andy Sutton,NYI,D,58,1053.3333333333,1,7,3,4,8,24.24,57,1.75,2.27,123,87,19,2,2,5,82,35,31,4,0,17,17,30,86,64,99,0,0,-
271,Mark Mowers,ANA,R,17,153.66666666667,1,0,0,0,1,20.00,6,16.67,0.93,10,8,9,5,0,0,6,3,3,0,0,7,1,0,6,13,3,22,23,48.89
272,Vincent Lecavalier,T.B,C,81,1859.0833333333,40,52,27,25,92,74.80,318,12.58,28.32,532,415,278,108,24,25,89,36,32,3,1,36,67,52,112,60,21,815,856,48.77
273,David Legwand,NSH,C,65,1170.6,15,29,16,13,44,64.71,144,10.42,16.76,207,174,133,67,7,16,38,19,19,0,0,18,26,52,7,47,21,305,395,43.57
274,Brad Stuart,"DET, L.A",D,72,1522.4666666667,6,17,9,8,23,32.39,132,4.55,6.09,265,178,50,9,3,11,69,25,22,1,2,14,48,16,118,132,95,0,4,0.00
275,Bryan Allen,FLA,D,73,1554.0833333333,2,14,4,10,16,28.57,67,2.99,2.47,164,102,24,1,2,8,65,28,25,3,0,15,25,27,112,146,119,0,0,-
276,Manny Malhotra,CBJ,C,71,1168.8833333333,11,18,13,5,29,78.38,112,9.82,10.99,183,143,110,54,11,9,34,17,17,0,0,16,19,29,64,58,40,683,475,58.98
277,Mark Bell,TOR,C,35,341.03333333333,4,6,2,4,10,58.82,42,9.52,4.95,75,63,41,22,0,7,60,20,15,4,1,10,10,13,28,30,9,74,105,41.34
278,Mike Rupp,N.J,"L, R",64,515.78333333333,3,6,5,1,9,81.82,69,4.35,4.48,103,85,58,23,2,6,58,17,9,8,0,20,9,12,104,51,7,75,80,48.39
279,Alex Tanguay,CGY,L,78,1463.3833333333,18,40,31,9,58,64.44,121,14.88,14.68,207,165,138,53,7,14,48,24,24,0,0,18,57,36,42,57,24,7,13,35.00
280,Martin Skoula,MIN,D,80,1636.8,3,8,2,6,11,26.19,63,4.76,2.39,132,87,24,4,2,3,26,13,13,0,0,6,49,15,71,91,101,0,0,-
281,Robyn Regehr,CGY,D,82,1749.8833333333,5,15,4,11,20,28.57,93,5.38,4.31,222,150,24,2,2,14,79,35,32,3,0,16,34,22,154,115,88,0,0,-
282,Simon Gagne,PHI,L,25,453.63333333333,7,11,7,4,18,56.25,76,9.21,6.84,129,102,67,21,2,6,4,2,2,0,0,11,22,10,4,21,5,1,1,50.00
283,Christian Backman,"NYR, STL",D,63,1210.2,3,15,5,10,18,38.30,51,5.88,3.86,120,80,39,10,1,4,50,25,25,0,0,11,25,13,34,126,51,0,0,-
284,Mike Van Ryn,FLA,D,20,356.26666666667,0,2,2,0,2,18.18,16,0.00,0.55,33,24,3,0,1,1,14,7,7,0,0,1,5,4,21,29,19,0,0,-
285,Scott Gomez,NYR,C,81,1611.3666666667,16,54,35,19,70,73.68,242,6.61,23.11,370,310,209,96,9,17,34,17,17,0,0,32,62,77,48,97,24,612,553,52.53
286,Vitaly Vishnevski,N.J,D,69,1072.1166666667,2,5,2,3,7,23.33,48,4.17,1.34,102,70,18,2,3,5,50,25,25,0,0,8,15,7,140,67,82,0,0,-
287,Nik Antropov,TOR,C,72,1445.15,26,30,20,10,56,63.64,165,15.76,19.62,297,240,188,80,9,11,90,33,30,0,3,32,53,30,102,49,51,114,157,42.07
288,Dmitri Kalinin,BUF,D,46,797.65,1,7,3,4,8,32.00,60,1.67,3.51,114,85,32,8,3,5,32,16,16,0,0,1,25,9,24,63,52,0,0,-
289,Andrew Peters,BUF,L,44,138.38333333333,1,1,0,1,2,100.00,18,5.56,0.76,28,21,8,3,0,2,100,19,4,12,3,16,6,2,22,12,3,0,1,0.00
290,Jonathan Cheechoo,S.J,R,69,1143.3333333333,23,14,8,6,37,57.81,220,10.45,28.07,343,293,228,122,10,16,44,22,22,0,0,32,44,24,123,85,26,4,16,20.00
291,Blair Betts,NYR,C,75,889.45,2,5,4,1,7,50.00,85,2.35,7.43,134,108,68,36,8,5,20,10,10,0,0,11,11,32,91,82,49,388,383,50.32
292,John Erskine,WSH,D,51,801.35,2,7,4,3,9,32.14,48,4.17,1.63,108,64,16,5,3,4,96,40,36,4,0,11,35,20,102,52,60,0,0,-
293,Mike Fisher,OTT,C,79,1561.45,23,24,16,8,47,70.15,215,10.70,20.94,369,296,215,88,7,21,82,34,31,2,1,30,45,47,234,121,73,618,612,50.24
294,Mike Ribeiro,DAL,C,76,1400.3666666667,27,56,33,23,83,79.05,107,25.23,14.46,180,142,119,71,6,10,46,19,18,0,1,27,88,43,53,130,23,397,486,44.96
295,Bobby Allen,BOS,D,19,187.93333333333,0,0,0,0,0,0.00,10,0.00,0.37,18,13,5,0,1,1,2,1,1,0,0,3,5,0,15,12,6,0,0,-
296,Joe DiPenta,ANA,D,23,245.01666666667,1,4,1,3,5,41.67,5,20.00,0.27,16,9,4,1,0,1,16,5,3,2,0,7,2,6,10,20,8,0,0,-
297,Brad Richards,"DAL, T.B",C,74,1736.4333333333,20,42,25,17,62,65.96,249,8.03,18.69,485,349,190,44,14,21,15,6,5,1,0,20,46,48,13,72,22,527,547,49.07
298,Jarkko Ruutu,PIT,L,71,724.7,6,10,7,3,16,80.00,55,10.91,4.89,106,83,56,26,4,3,138,48,39,6,3,35,12,21,134,90,19,4,6,40.00
299,Erik Cole,CAR,L,73,1413.2,22,29,23,6,51,53.68,216,10.19,23.63,372,301,219,107,14,25,76,27,23,2,2,55,32,35,186,89,24,9,29,23.68
300,Francois Beauchemin,ANA,D,82,2093.4833333333,2,19,13,6,21,33.87,144,1.39,8.25,302,227,65,15,4,6,59,28,27,1,0,21,46,36,97,62,71,0,1,0.00
301,Brian Gionta,N.J,R,82,1498.0166666667,22,31,22,9,53,74.65,257,8.56,27.55,432,364,240,100,17,18,44,21,21,0,0,23,37,37,52,65,14,30,25,54.55
