,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
149,Jordin Tootoo,DET,R,11,76.833333333333,0,1,0,1,1,50.00,11,0.00,0.63,20,17,10,3,1,0,5,1,0,1,0,3,0,0,27,17,1,0,0,-
150,Christian Ehrhoff,BUF,D,79,1889.05,6,27,9,18,33,41.25,161,3.73,7.35,334,236,56,7,4,8,38,19,19,0,0,17,61,36,49,86,119,0,0,-
151,Cody McCormick,"BUF, MIN",C,43,383.13333333333,2,5,4,1,7,70.00,26,7.69,1.64,46,35,19,8,2,2,52,14,6,8,0,16,4,7,76,14,21,89,109,44.95
152,Kevin Bieksa,VAN,D,76,1730.8333333333,4,20,9,11,24,36.36,167,2.40,7.97,338,229,89,25,5,22,104,35,27,6,2,27,55,32,144,99,130,1,0,100.00
153,Dennis Seidenberg,BOS,D,34,742.48333333333,1,9,5,4,10,29.41,53,1.89,1.29,115,73,18,1,1,4,10,5,5,0,0,2,16,7,61,105,66,0,0,-
154,Ryane Clowe,N.J,L,43,693.56666666667,7,19,14,5,26,74.29,74,9.46,7.66,110,93,67,28,4,5,33,9,4,5,0,8,21,8,82,39,19,1,2,33.33
155,Marek Zidlicky,N.J,D,81,1753.6333333333,12,30,15,15,42,49.41,128,9.38,7.94,259,178,65,21,6,11,60,30,30,0,0,12,58,19,124,100,81,0,0,-
156,Andrew Alberts,VAN,D,10,73.85,0,0,0,0,0,0.00,5,0.00,0.21,13,7,6,2,2,0,0,0,0,0,0,2,4,0,6,9,7,0,0,-
157,Jussi Jokinen,PIT,L,81,1271.7666666667,21,36,22,14,57,67.86,172,12.21,14.12,297,224,159,46,5,10,18,9,9,0,0,13,47,22,34,68,31,160,139,53.51
158,Brooks Laich,WSH,C,51,879.83333333333,8,7,5,2,15,46.88,75,10.67,7.74,129,94,82,42,5,6,16,8,8,0,0,5,15,20,62,96,35,203,257,44.13
159,David Moss,PHX,R,79,1157.55,8,14,6,8,22,56.41,151,5.30,13.2,269,212,149,78,10,13,18,9,9,0,0,20,16,32,120,91,49,21,30,41.18
160,Johnny Oduya,CHI,D,77,1548.2833333333,3,13,5,8,16,28.07,83,3.61,2.64,161,110,29,3,3,3,38,19,19,0,0,8,52,15,49,145,114,1,0,100.00
161,PA Parenteau,COL,R,55,932.26666666667,14,19,11,8,33,63.46,110,12.73,13.31,182,147,106,53,3,12,30,15,15,0,0,9,21,21,35,75,16,2,12,14.29
162,Pascal Pelletier,VAN,L,3,26.833333333333,0,0,0,0,0,-,1,0.00,0.1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,3,25.00
163,Vernon Fiddler,DAL,C,76,1009.6,6,17,10,7,23,65.71,109,5.50,8.99,182,145,88,32,6,10,35,16,15,1,0,19,24,21,45,114,52,513,469,52.24
164,Zbynek Michalek,PHX,D,59,1237.7,2,8,5,3,10,27.78,78,2.56,2.02,162,104,31,1,1,12,24,12,12,0,0,8,23,27,55,152,165,0,0,-
165,Dennis Wideman,CGY,D,46,1043.9,4,17,5,12,21,42.00,102,3.92,5.78,227,159,43,6,4,5,18,9,9,0,0,10,39,13,62,74,75,0,0,-
166,Keith Aucoin,STL,C,2,26.616666666667,0,0,0,0,0,-,1,0.00,0.06,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,9,6,60.00
167,Maxime Fortunus,DAL,D,1,16.283333333333,0,1,0,1,1,100.00,0,-,0.01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-
168,Zenon Konopka,"BUF, MIN",C,59,466.16666666667,1,2,1,1,3,37.50,21,4.76,1.33,36,31,17,7,0,1,88,25,13,12,0,16,1,7,46,34,26,345,222,60.85
169,Sheldon Brookbank,CHI,D,48,618.61666666667,2,5,5,0,7,31.82,43,4.65,1.82,95,64,13,4,0,2,52,13,6,6,1,12,20,7,64,95,38,0,0,-
170,Matt Ellis,BUF,L,50,473.56666666667,4,2,2,0,6,66.67,70,5.71,4.75,102,90,51,27,4,2,4,2,2,0,0,1,3,17,37,40,24,69,97,41.57
171,Tomas Fleischmann,FLA,L,80,1369.65,8,20,14,6,28,56.00,188,4.26,16.37,360,261,177,49,10,16,22,11,11,0,0,9,26,30,59,82,11,5,13,27.78
172,Rick Nash,NYR,R,65,1106.15,26,13,10,3,39,62.90,258,10.08,23.44,415,333,215,89,13,17,36,15,13,2,0,28,49,51,11,47,29,2,0,100.00
173,Valtteri Filppula,T.B,C,75,1498.5,25,33,21,12,58,65.91,131,19.08,11.98,208,168,130,44,8,9,20,10,10,0,0,26,28,53,33,104,33,693,633,52.26
174,Keith Ballard,MIN,D,45,612.45,2,7,4,3,9,34.62,29,6.90,1.74,78,44,21,5,1,6,37,14,11,3,0,15,18,7,58,49,37,0,0,-
175,Adam Burish,S.J,R,15,144.3,0,0,0,0,0,0.00,9,0.00,0.98,18,16,10,5,1,0,6,3,3,0,0,1,1,2,23,17,9,39,36,52.00
176,Ryan Craig,CBJ,C,6,42.133333333333,0,0,0,0,0,-,4,0.00,0.35,5,4,2,2,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,-
177,Paul Ranger,TOR,D,53,923.45,6,8,6,2,14,40.00,59,10.17,4.16,118,89,24,7,5,7,36,18,18,0,0,8,53,39,115,63,72,0,0,-
178,Tom Gilbert,FLA,D,73,1557.9,3,25,13,12,28,42.42,93,3.23,5.87,215,147,50,4,3,14,18,9,9,0,0,8,32,16,59,142,95,0,0,-
179,Scottie Upshall,FLA,R,76,1210.0666666667,15,22,16,6,37,72.55,161,9.32,13.89,280,210,144,55,6,16,73,35,34,1,0,37,15,35,134,122,25,32,39,45.07
180,Trevor Daley,DAL,D,67,1416.75,9,16,9,7,25,40.32,107,8.41,7.25,232,163,69,17,3,8,38,19,19,0,0,3,21,15,42,63,98,0,0,-
181,Alexander Semin,CAR,R,65,1294.1333333333,22,20,13,7,42,62.69,210,10.48,22.02,486,332,215,58,17,20,42,21,21,0,0,24,56,49,22,69,30,1,9,10.00
182,Matt Greene,L.A,D,38,603.75,2,4,3,1,6,33.33,38,5.26,1.85,89,66,13,2,3,8,47,17,15,1,1,3,36,1,118,67,59,0,1,0.00
183,Cam Janssen,N.J,R,24,117.85,3,0,0,0,3,60.00,11,27.27,1.29,15,13,11,7,2,0,22,4,1,2,1,2,1,0,32,10,3,0,0,-
184,Frans Nielsen,NYI,C,80,1467.0,25,33,23,10,58,71.60,167,14.97,18.88,282,221,168,71,7,18,8,4,4,0,0,14,35,50,39,87,47,534,550,49.26
185,Jay Bouwmeester,STL,D,82,1971.9833333333,4,33,14,19,37,39.36,152,2.63,6.83,289,213,82,5,5,15,20,10,10,0,0,9,22,18,51,123,106,3,1,75.00
186,Pierre-Marc Bouchard,NYI,C,28,390.53333333333,4,5,2,3,9,64.29,51,7.84,4.59,82,63,45,25,1,4,12,6,6,0,0,2,15,10,7,15,6,3,2,60.00
187,Joey Crabb,FLA,R,9,129.41666666667,0,1,1,0,1,100.00,5,0.00,0.4,12,8,6,3,1,1,7,2,1,1,0,3,1,1,23,11,5,10,10,50.00
188,Boyd Gordon,EDM,C,74,1091.85,8,13,7,6,21,77.78,81,9.88,8.68,142,111,76,40,3,8,20,9,9,0,0,5,19,21,27,101,89,843,649,56.50
189,Matt Stajan,CGY,C,63,1157.5833333333,14,19,17,2,33,75.00,70,20.00,7.5,129,102,71,32,4,6,38,19,19,0,0,18,40,49,74,62,36,527,569,48.08
190,Gregory Campbell,BOS,C,82,976.1,8,13,8,5,21,72.41,84,9.52,9.22,147,114,86,47,1,9,47,15,10,5,0,16,10,26,134,65,46,358,391,47.80
191,Max Talbot,"COL, PHI",C,81,1308.8666666667,8,19,10,9,27,65.85,124,6.45,9.98,196,150,105,49,5,9,45,17,15,1,1,17,20,37,116,142,46,100,125,44.44
192,Sean Bergenheim,FLA,L,62,1023.35,16,13,10,3,29,69.05,190,8.42,20.18,310,265,197,97,6,22,40,18,18,0,0,16,16,27,111,85,18,2,2,50.00
193,Eric Nystrom,NSH,L,79,1173.8166666667,15,6,1,5,21,63.64,120,12.50,9.3,208,157,117,52,11,9,60,17,10,6,1,23,16,26,154,98,35,2,8,20.00
194,Johnny Boychuk,BOS,D,75,1589.4166666667,5,18,11,7,23,28.40,142,3.52,3.64,287,196,33,6,6,12,45,21,20,1,0,12,31,16,158,206,151,0,0,-
195,David Van Der Gulik,COL,L,2,11.35,0,0,0,0,0,-,3,0.00,0.21,5,5,3,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,50.00
196,Jiri Hudler,CGY,R,75,1413.3666666667,17,37,23,14,54,69.23,109,15.60,12.75,204,159,110,48,2,8,16,8,8,0,0,14,39,29,35,44,15,4,18,18.18
197,Joffrey Lupul,TOR,L,69,1273.25,22,22,13,9,44,63.77,192,11.46,21.88,313,256,190,85,11,16,40,14,10,4,0,24,47,25,118,144,35,24,31,43.64
198,James Wisniewski,CBJ,D,75,1696.6333333333,7,43,20,23,50,54.35,166,4.22,9.29,349,241,76,2,3,14,61,25,23,1,1,19,38,18,101,119,73,0,0,-
199,Daniel Paille,BOS,L,72,789.35,9,9,6,3,18,75.00,71,12.68,6.07,117,94,61,29,8,6,6,3,3,0,0,16,13,32,70,83,30,11,6,64.71
200,Kris Newbury,PHI,C,4,20.1,0,1,1,0,1,100.00,1,0.00,0.09,3,3,1,1,0,0,7,2,1,1,0,1,0,0,10,3,0,6,8,42.86
201,Alexander Steen,STL,L,68,1379.1333333333,33,29,16,13,62,66.67,211,15.64,20.5,443,313,202,66,11,26,46,23,23,0,0,39,12,42,43,102,28,265,276,48.98
202,Denis Grebeshkov,EDM,D,7,95.833333333333,0,1,0,1,1,20.00,3,0.00,0.05,5,3,0,0,0,0,2,1,1,0,0,0,1,1,3,5,9,0,0,-
203,Chris Higgins,VAN,L,78,1495.6333333333,17,22,16,6,39,70.91,216,7.87,19.16,347,282,198,97,15,19,30,15,15,0,0,11,23,31,98,94,45,17,21,44.74
204,Ben Eager,EDM,L,7,50.55,0,1,1,0,1,100.00,4,0.00,0.28,11,7,5,0,3,1,2,1,1,0,0,1,2,2,9,3,2,1,1,50.00
205,Duncan Keith,CHI,D,79,1947.3333333333,6,55,20,35,61,48.41,198,3.03,9.64,428,278,103,10,8,18,26,13,13,0,0,8,70,48,36,96,89,0,0,-
206,Jim Slater,WPG,C,27,287.03333333333,1,1,0,1,2,40.00,24,4.17,2.01,33,29,20,12,1,4,8,4,4,0,0,3,7,7,41,32,7,163,118,58.01
207,Patrick Dwyer,CAR,R,75,1098.8,8,14,8,6,22,81.48,134,5.97,13.99,234,190,135,77,11,21,14,7,7,0,0,20,26,44,107,103,48,9,15,37.50
208,Ryan Whitney,FLA,D,7,117.23333333333,0,0,0,0,0,0.00,8,0.00,0.28,16,10,3,0,1,1,6,3,3,0,0,0,2,0,4,17,10,0,0,-
209,Aaron Rome,DAL,D,25,327.2,0,1,1,0,1,8.33,15,0.00,0.52,36,22,11,2,0,1,11,4,3,1,0,2,12,2,20,41,38,0,0,-
210,Nate Guenin,COL,D,68,1174.9333333333,1,8,4,4,9,21.43,52,1.92,1.4,103,70,16,2,1,7,46,14,12,0,2,7,24,12,119,67,128,0,0,-
211,Jonathan Ericsson,DET,D,48,1019.8333333333,1,10,3,7,11,26.19,66,1.52,2.02,124,91,19,0,0,3,34,17,17,0,0,5,35,14,91,31,46,0,0,-
212,Josh Gorges,MTL,D,66,1401.9833333333,1,13,8,5,14,31.82,35,2.86,1.57,106,72,15,3,2,3,12,6,6,0,0,6,29,11,97,134,177,0,1,0.00
213,Alexandre Burrows,VAN,L,49,873.08333333333,5,10,6,4,15,51.72,104,4.81,11.69,201,155,121,67,10,10,71,27,23,3,1,24,13,24,84,77,33,23,32,41.82
214,Martin St Pierre,MTL,C,1,9.8833333333333,0,0,0,0,0,-,0,-,0.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,66.67
215,Andre Benoit,COL,D,79,1596.2666666667,7,21,11,10,28,36.84,113,6.19,6.14,235,151,57,16,2,14,26,13,13,0,0,10,32,20,58,69,119,0,0,-
216,Chris Kunitz,PIT,L,78,1494.2833333333,35,33,17,16,68,55.74,218,16.06,26.85,355,287,221,104,12,17,66,33,33,0,0,20,45,24,157,105,25,3,1,75.00
217,Eric Staal,CAR,C,79,1602.7,21,40,29,11,61,68.54,230,9.13,26.58,403,323,213,110,19,28,74,36,36,0,0,24,61,77,67,88,28,754,676,52.73
218,Nathan Horton,CBJ,R,35,556.48333333333,4,14,8,6,18,60.00,48,8.33,3.88,94,68,44,17,2,3,24,12,12,0,0,3,11,12,53,42,14,1,0,100.00
219,Thomas Vanek,"BUF, MTL, NYI",L,78,1509.3833333333,27,41,26,15,68,70.10,248,10.89,29.33,424,328,275,142,14,29,46,23,23,0,0,12,50,31,30,39,17,20,26,43.48
220,Milan Michalek,OTT,L,82,1442.1833333333,17,22,10,12,39,51.32,169,10.06,17.98,298,235,183,82,10,14,41,19,18,1,0,13,14,32,86,134,31,6,8,42.86
221,Ryan Suter,MIN,D,82,2411.95,8,35,12,23,43,38.74,150,5.33,7.74,342,221,89,7,5,18,34,17,17,0,0,7,41,30,72,53,132,1,0,100.00
222,Braydon Coburn,PHI,D,82,1840.3833333333,5,12,5,7,17,25.37,122,4.10,5.33,269,179,45,6,4,17,63,26,24,1,1,13,44,26,109,140,115,0,0,-
223,Dion Phaneuf,TOR,D,80,1885.15,8,23,11,12,31,31.31,145,5.52,7.87,324,217,64,10,8,16,142,52,46,2,4,23,60,32,227,103,156,0,1,0.00
224,Jeff Carter,L.A,C,72,1364.5166666667,27,23,14,9,50,67.57,256,10.55,28.19,461,355,251,113,10,34,44,18,17,0,1,12,59,32,68,76,29,336,308,52.17
225,Dustin Brown,L.A,R,79,1251.05,15,12,6,6,27,50.00,195,7.69,20.35,350,265,185,84,11,22,66,26,23,2,1,37,41,26,246,155,12,6,13,31.58
226,Brent Seabrook,CHI,D,82,1825.6666666667,7,34,16,18,41,39.42,149,4.70,8.4,317,221,69,11,3,16,22,11,11,0,0,8,68,35,171,156,142,0,0,-
227,Steve Bernier,N.J,R,78,970.88333333333,3,9,4,5,12,48.00,104,2.88,10.6,161,139,101,59,7,10,33,11,9,1,1,14,13,22,118,84,23,6,12,33.33
228,Zach Parise,MIN,L,67,1368.6,29,27,16,11,56,74.67,245,11.84,31.15,378,314,246,141,17,22,30,15,15,0,0,18,18,46,70,87,45,10,14,41.67
229,Eric Fehr,WSH,C,73,1077.0,13,18,12,6,31,75.61,138,9.42,12.87,235,178,129,49,4,8,32,16,16,0,0,16,17,50,81,75,33,196,230,46.01
230,Ryan Getzlaf,ANA,C,77,1638.9666666667,31,56,35,21,87,79.82,204,15.20,21.11,373,287,196,73,11,22,29,10,7,3,0,22,76,53,110,90,87,692,719,49.04
231,Brent Burns,S.J,D,69,1160.0833333333,22,26,11,15,48,63.16,245,8.98,25.17,454,356,247,98,12,28,34,17,17,0,0,18,37,45,145,42,24,61,70,46.56
232,Mark Stuart,WPG,D,69,1285.8166666667,2,11,4,7,13,25.49,73,2.74,2.56,152,101,31,2,5,10,101,36,28,7,1,24,32,6,229,116,160,0,0,-
233,Ryan Kesler,VAN,C,77,1679.7833333333,25,18,8,10,43,57.33,239,10.46,27.12,406,331,257,123,12,22,81,28,23,3,2,29,28,47,133,99,68,740,666,52.63
234,Mike Richards,L.A,C,82,1392.1666666667,11,30,18,12,41,73.21,157,7.01,22.09,294,236,178,97,12,23,28,14,14,0,0,22,65,28,73,59,21,489,418,53.91
235,Brian Boyle,NYR,C,82,1046.5,6,12,6,6,18,66.67,137,4.38,13.2,211,176,137,74,10,10,56,21,18,2,1,14,20,20,154,105,54,306,272,52.94
236,Corey Perry,ANA,R,81,1577.9833333333,43,39,27,12,82,72.57,280,15.36,38.72,492,401,327,185,15,30,65,31,30,1,0,45,56,31,81,131,28,9,16,36.00
237,Patrick Eaves,"DET, NSH",R,30,337.78333333333,2,3,0,3,5,55.56,53,3.77,3.96,93,75,37,13,3,4,2,1,1,0,0,3,3,8,43,27,5,7,8,46.67
238,Loui Eriksson,BOS,L,61,1008.2333333333,10,27,11,16,37,64.91,115,8.70,10.37,178,152,108,49,5,9,6,3,3,0,0,10,17,31,12,85,13,0,0,-
239,Kevin Klein,"NSH, NYR",D,77,1334.5,2,7,3,4,9,23.68,73,2.74,3.09,162,100,40,8,4,6,21,6,3,3,0,11,33,19,111,91,137,0,0,-
240,Patrice Bergeron,BOS,C,80,1439.3,30,32,19,13,62,65.96,243,12.35,24.51,430,336,257,103,14,14,43,20,19,1,0,17,28,49,52,97,57,1015,717,58.60
241,Matt Carle,T.B,D,82,1819.3166666667,2,29,11,18,31,37.80,115,1.74,5.19,218,158,59,12,2,10,28,14,14,0,0,7,43,21,46,99,161,0,1,0.00
242,Shea Weber,NSH,D,79,2125.3666666667,23,33,10,23,56,51.38,195,11.79,13.12,401,303,88,11,2,25,50,21,20,0,1,11,50,35,169,49,173,0,0,-
243,Colin McDonald,NYI,R,70,867.16666666667,8,10,6,4,18,62.07,96,8.33,9.29,162,132,92,46,7,9,34,14,12,2,0,28,13,17,217,86,15,7,8,46.67
244,B.J. Crombeen,T.B,R,55,559.18333333333,3,7,2,5,10,83.33,60,5.00,3.88,105,83,41,16,3,3,79,23,12,11,0,19,5,15,57,54,15,3,5,37.50
245,Maxim Lapierre,STL,C,71,792.86666666667,9,6,5,1,15,68.18,78,11.54,7.2,135,110,64,28,10,4,78,20,14,2,4,10,3,19,87,61,18,301,292,50.76
246,David Backes,STL,R,74,1446.55,27,30,16,14,57,67.86,166,16.27,17.57,276,233,163,77,6,17,119,42,37,1,4,29,22,32,273,88,56,621,580,51.71
247,Colin Fraser,L.A,C,33,296.61666666667,0,2,2,0,2,100.00,22,0.00,1.95,41,33,18,10,1,2,30,12,10,2,0,14,7,2,58,27,20,87,86,50.29
248,Daniel Carcillo,"L.A, NYR",L,57,529.01666666667,4,1,0,1,5,31.25,44,9.09,5.04,100,68,45,20,5,3,100,29,20,6,3,30,20,4,112,72,21,1,0,100.00
249,Clarke MacArthur,OTT,L,79,1391.4333333333,24,31,22,9,55,63.22,159,15.09,19.26,266,213,170,74,8,22,74,29,27,0,2,18,37,33,108,88,20,15,17,46.88
250,Alexander Sulzer,BUF,D,25,453.13333333333,0,2,1,1,2,16.67,21,0.00,0.93,49,35,13,2,2,2,8,4,4,0,0,1,10,1,11,36,44,0,0,-
251,Jan Hejda,COL,D,78,1740.9166666667,6,11,2,9,17,24.29,75,8.00,3.59,154,106,38,9,2,12,40,16,15,0,1,3,31,22,170,109,144,0,0,-
252,Paul Bissonnette,PHX,L,39,185.13333333333,2,6,3,3,8,80.00,25,8.00,1.95,38,33,17,10,2,3,53,14,9,3,2,10,3,6,51,26,4,1,2,33.33
253,Corey Potter,"BOS, EDM",D,19,261.66666666667,0,5,3,2,5,35.71,17,0.00,0.45,26,19,7,1,0,2,21,5,3,1,1,7,6,6,20,13,18,0,0,-
254,Kyle Quincey,DET,D,82,1706.05,4,9,4,5,13,25.00,106,3.77,5.44,213,148,59,12,4,4,88,36,33,2,1,10,39,31,88,126,109,0,0,-
255,Tyson Strachan,WSH,D,18,311.91666666667,0,2,0,2,2,33.33,7,0.00,0.39,29,16,4,1,0,1,28,7,4,2,1,4,9,4,31,28,30,0,0,-
256,Lee Stempniak,"CGY, PIT",R,73,1347.8333333333,12,22,15,7,34,59.65,178,6.74,20.53,295,232,191,82,19,23,32,13,11,2,0,13,39,40,104,70,21,10,23,30.30
257,John Mitchell,COL,C,75,1220.3666666667,11,21,13,8,32,66.67,107,10.28,10.62,206,150,113,42,7,13,36,17,17,0,0,14,27,38,112,73,51,374,374,50.00
258,Brad Richardson,VAN,R,73,1087.8,11,12,10,2,23,56.10,85,12.94,9.99,175,128,110,45,8,12,35,16,15,1,0,16,20,27,63,79,52,533,433,55.18
259,Marc Methot,OTT,D,75,1630.5833333333,6,17,8,9,23,34.85,117,5.13,3.87,210,154,44,6,4,9,28,14,14,0,0,6,43,21,181,119,110,0,0,-
260,Nate Thompson,T.B,C,81,1042.0166666667,9,7,5,2,16,51.61,105,8.57,10.3,164,136,115,57,2,17,27,11,10,1,0,8,9,28,114,70,45,496,478,50.92
261,Drew Miller,DET,L,82,1159.3333333333,7,8,6,2,15,51.72,117,5.98,11.61,180,153,114,56,4,13,21,8,7,1,0,11,9,26,122,145,63,9,14,39.13
262,Joe Pavelski,S.J,C,82,1627.7166666667,41,38,28,10,79,77.45,225,18.22,30.19,462,353,273,122,12,33,32,15,15,0,0,26,57,56,47,72,68,675,531,55.97
263,Kyle Brodziak,MIN,C,81,1313.8166666667,8,16,8,8,24,66.67,116,6.90,9.78,227,170,104,45,8,8,59,24,22,1,1,15,20,49,73,54,41,590,633,48.24
264,Jay Rosehill,PHI,L,34,168.03333333333,2,0,0,0,2,50.00,14,14.29,1.14,26,20,13,8,2,1,90,22,10,10,2,18,5,1,48,34,4,0,1,0.00
265,Toby Enstrom,WPG,D,82,1959.6666666667,10,20,7,13,30,34.09,106,9.43,6.79,225,154,56,11,2,12,56,28,28,0,0,13,39,13,37,165,142,1,0,100.00
266,Dustin Byfuglien,WPG,D,78,1800.7,20,36,17,19,56,60.22,256,7.81,20.83,489,365,156,61,9,23,80,36,35,0,1,21,72,68,213,60,80,0,2,0.00
267,Shane O'Brien,CGY,D,45,506.73333333333,0,3,1,2,3,17.65,16,0.00,0.86,57,30,7,1,2,3,58,18,14,2,2,8,9,3,56,29,38,0,0,-
268,Matt Moulson,"BUF, MIN, NYI",L,75,1347.7166666667,23,28,19,9,51,65.38,176,13.07,23.88,291,240,206,130,10,19,34,16,16,0,0,15,14,32,46,67,43,2,7,22.22
269,Tanner Glass,PIT,L,67,789.68333333333,4,9,5,4,13,86.67,56,7.14,5.68,94,72,46,15,8,9,90,25,15,8,2,24,5,10,247,93,57,9,10,47.37
270,Troy Bodie,TOR,R,47,405.75,3,7,3,4,10,66.67,50,6.00,3.19,83,70,36,9,2,3,26,7,3,4,0,12,7,6,64,73,19,2,5,28.57
271,Chris Porter,STL,L,22,228.26666666667,0,1,0,1,1,33.33,24,0.00,2.15,37,35,22,11,0,4,0,0,0,0,0,1,1,3,68,27,3,3,7,30.00
272,David Jones,CGY,R,48,742.06666666667,9,8,6,2,17,56.67,104,8.65,10.42,168,138,104,52,7,9,10,5,5,0,0,5,13,15,102,52,31,38,35,52.05
273,Clayton Stoner,MIN,D,63,839.55,1,4,2,2,5,26.32,48,2.08,1.24,99,62,19,3,4,5,84,30,22,8,0,22,19,11,99,123,65,0,0,-
274,David Clarkson,TOR,R,60,906.1,5,6,5,1,11,44.00,102,4.90,9.22,179,135,89,42,3,9,93,29,19,9,1,19,25,23,159,166,35,8,13,38.10
275,Mark Giordano,CGY,D,64,1614.9666666667,14,33,14,19,47,54.65,180,7.78,9.78,403,254,108,15,4,21,59,28,27,1,0,20,43,39,73,106,103,0,0,-
276,Curtis Glencross,CGY,L,38,669.43333333333,12,12,5,7,24,75.00,77,15.58,10.08,148,112,87,39,2,10,12,6,6,0,0,5,22,19,59,44,27,14,27,34.15
277,Dustin Penner,"ANA, WSH",R,67,969.4,14,21,11,10,35,54.69,119,11.76,11.87,195,161,106,55,4,7,30,11,10,0,1,9,27,22,92,80,24,15,32,31.91
278,Alex Ovechkin,WSH,L,78,1602.5333333333,51,28,17,11,79,73.83,386,13.21,34.05,767,567,315,72,21,26,48,24,24,0,0,25,48,32,204,104,22,2,1,66.67
279,Evgeni Malkin,PIT,C,60,1203.7666666667,23,49,35,14,72,71.29,191,12.04,19.36,340,252,178,73,7,15,62,31,31,0,0,36,58,37,27,100,18,303,318,48.79
280,Andrew Ladd,WPG,L,78,1538.6166666667,23,31,18,13,54,64.29,189,12.17,21.47,348,269,189,92,13,31,55,22,20,1,1,21,44,37,154,93,42,24,38,38.71
281,Blake Wheeler,WPG,R,82,1532.4666666667,28,41,27,14,69,81.18,225,12.44,24.75,408,324,207,88,18,30,63,26,24,1,1,30,32,36,150,145,68,15,25,37.50
282,Rostislav Olesz,N.J,L,10,114.2,0,2,1,1,2,66.67,9,0.00,1.04,13,11,9,6,1,2,0,0,0,0,0,0,0,3,11,8,1,1,2,33.33
283,Ladislav Smid,"CGY, EDM",D,73,1323.45,2,6,2,4,8,21.05,41,4.88,1.44,86,58,14,2,0,3,76,27,23,2,2,6,38,13,193,84,168,0,0,-
284,Drew Stafford,BUF,R,70,1304.9,16,18,13,5,34,68.00,185,8.65,17.16,307,240,157,81,14,19,39,14,12,1,1,20,30,24,78,73,25,106,91,53.81
285,Kyle Chipchura,PHX,C,80,777.45,5,15,8,7,20,68.97,46,10.87,4.58,85,61,61,31,5,2,45,15,10,5,0,23,12,30,116,101,9,176,155,53.17
286,Lauri Korpikoski,PHX,L,64,1028.9333333333,9,16,9,7,25,86.21,109,8.26,12.17,208,158,112,52,4,8,24,12,12,0,0,10,13,19,136,86,38,5,12,29.41
287,Travis Zajac,N.J,C,80,1624.8666666667,18,30,17,13,48,57.83,166,10.84,18.49,280,217,192,80,7,7,28,14,14,0,0,15,23,49,53,113,25,761,633,54.59
288,Andrej Meszaros,"BOS, PHI",D,52,924.86666666667,7,15,7,8,22,48.89,84,8.33,3.82,183,114,39,8,6,14,40,16,15,0,1,9,28,11,67,52,64,0,0,-
289,Mark Fistric,ANA,D,34,523.8,0,5,3,2,5,20.83,21,0.00,0.81,45,33,12,2,2,2,28,14,14,0,0,4,8,5,145,56,46,0,0,-
290,Mike Green,WSH,D,70,1591.0833333333,9,29,20,9,38,48.10,172,5.23,10.1,368,254,101,9,7,10,64,28,27,0,1,16,65,32,62,153,107,0,0,-
291,Dave Bolland,TOR,C,23,332.71666666667,8,4,3,1,12,75.00,34,23.53,3.67,56,46,22,12,0,1,24,12,12,0,0,1,12,10,38,18,13,152,185,45.10
292,Bryan Bickell,CHI,L,59,669.65,11,4,4,0,15,57.69,93,11.83,7.36,179,129,79,35,8,8,28,11,9,2,0,9,8,10,105,83,10,1,1,50.00
293,Blake Comeau,CBJ,L,61,735.68333333333,5,11,6,5,16,64.00,107,4.67,7.33,194,140,82,23,10,7,36,15,13,2,0,14,16,22,197,74,16,10,7,58.82
294,Carl Soderberg,BOS,C,73,1040.8833333333,16,32,23,9,48,80.00,129,12.40,13.02,243,184,148,68,6,11,36,18,18,0,0,13,14,33,52,94,36,139,189,42.38
295,David Booth,VAN,L,66,889.26666666667,9,10,6,4,19,61.29,117,7.69,11.23,228,172,126,62,7,16,18,9,9,0,0,16,16,23,121,117,17,13,10,56.52
296,Nicklas Grossmann,PHI,D,78,1490.8833333333,1,13,6,7,14,27.45,71,1.41,2.93,178,122,33,2,3,7,55,24,23,1,0,13,44,4,189,156,174,0,0,-
297,Brandon Dubinsky,CBJ,C,76,1426.95,16,34,22,12,50,67.57,189,8.47,20.38,342,266,200,97,7,17,98,34,29,2,3,27,20,33,234,84,39,586,521,52.94
298,Alex Goligoski,DAL,D,81,1969.3833333333,6,36,19,17,42,42.86,141,4.26,8.58,298,194,86,17,4,16,28,14,14,0,0,13,88,18,94,125,154,0,1,0.00
299,David Krejci,BOS,C,80,1529.6666666667,19,50,24,26,69,66.99,169,11.24,18.36,286,230,171,71,7,9,28,14,14,0,0,22,48,45,75,101,56,618,590,51.16
