,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
149,Johnny Boychuk,NYI,D,72,1561.0,9,26,13,13,35,39.33,192,4.69,9.42,388,271,86,12,9,26,14,7,7,0,0,9,48,24,171,181,149,2,0,100.00
150,David Van Der Gulik,L.A,L,1,5.25,0,0,0,0,0,-,1,0.00,0.09,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,-
151,Jiri Hudler,CGY,R,78,1404.7333333333,31,45,29,16,76,73.79,158,19.62,20.63,270,223,191,89,12,8,14,7,7,0,0,15,32,43,27,39,14,21,25,45.65
152,Joffrey Lupul,TOR,L,55,851.96666666667,10,11,7,4,21,50.00,97,10.31,10.08,170,139,106,46,3,10,26,13,13,0,0,8,22,36,78,98,20,4,2,66.67
153,James Wisniewski,"ANA, CBJ",D,69,1462.1333333333,8,26,13,13,34,45.95,147,5.44,8.14,310,201,85,13,5,16,44,22,22,0,0,21,33,12,115,103,81,0,0,-
154,Daniel Paille,BOS,L,71,817.43333333333,6,7,6,1,13,92.86,66,9.09,8.05,117,102,72,45,2,6,12,6,6,0,0,5,26,29,77,93,34,2,5,28.57
155,Alexander Steen,STL,L,74,1478.5666666667,24,40,29,11,64,66.67,223,10.76,19.76,415,305,206,68,8,23,33,15,14,1,0,27,32,39,32,108,37,218,215,50.35
156,Chris Higgins,VAN,L,77,1215.9166666667,12,24,16,8,36,67.92,171,7.02,16.48,283,233,178,79,10,18,16,8,8,0,0,16,19,28,73,53,34,3,6,33.33
157,Duncan Keith,CHI,D,80,2045.1166666667,10,35,19,16,45,42.86,171,5.85,10.25,405,242,99,14,6,15,20,10,10,0,0,3,63,43,16,126,113,0,0,-
158,Jim Slater,WPG,C,82,755.2,5,8,6,2,13,68.42,51,9.80,5.84,89,78,58,28,3,3,58,23,19,4,0,18,14,13,134,61,52,448,303,59.65
159,Patrick Dwyer,CAR,R,71,906.88333333333,5,7,4,3,12,60.00,77,6.49,6.26,138,105,75,36,10,9,10,5,5,0,0,6,14,26,145,88,38,5,14,26.32
160,Nate Guenin,COL,D,76,1280.2333333333,2,13,2,11,15,31.25,38,5.26,1.31,85,49,17,2,4,5,32,13,11,2,0,9,28,19,94,76,162,0,0,-
161,Jonathan Ericsson,DET,D,82,1605.6,3,12,8,4,15,29.41,82,3.66,2.84,179,121,33,4,1,12,70,32,30,2,0,18,58,13,114,75,55,0,0,-
162,Josh Gorges,BUF,D,46,1028.7166666667,0,6,1,5,6,30.00,28,0.00,1.42,63,48,10,4,0,0,16,8,8,0,0,5,20,7,75,79,148,0,0,-
163,Alexandre Burrows,VAN,L,70,1083.4166666667,18,15,9,6,33,63.46,145,12.41,15.63,236,199,136,82,10,14,68,27,24,2,1,26,24,33,73,82,33,6,8,42.86
164,Andre Benoit,BUF,D,59,1069.3833333333,1,8,3,5,9,31.03,45,2.22,1.84,106,69,22,5,3,6,20,10,10,0,0,4,20,10,38,66,98,0,0,-
165,Chris Kunitz,PIT,L,74,1324.3166666667,17,23,16,7,40,47.62,170,10.00,17.51,304,234,174,67,8,17,56,20,18,0,2,13,24,31,211,111,29,7,6,53.85
166,Eric Staal,CAR,C,77,1451.3,23,31,18,13,54,78.26,244,9.43,29.09,450,348,259,122,11,40,41,18,17,1,0,23,47,38,65,133,27,343,326,51.27
167,Thomas Vanek,MIN,L,80,1296.65,21,31,23,8,52,77.61,171,12.28,19.92,291,230,181,86,7,21,37,17,16,1,0,6,52,28,32,42,13,10,10,50.00
168,Milan Michalek,OTT,L,66,1080.4666666667,13,21,12,9,34,66.67,130,10.00,15.59,235,185,156,73,5,17,33,15,14,1,0,17,12,23,64,87,40,11,12,47.83
169,Ryan Suter,MIN,D,77,2237.2333333333,2,36,12,24,38,38.00,150,1.33,6.7,360,229,77,6,5,8,44,20,20,0,0,10,46,33,69,58,127,0,0,-
170,Braydon Coburn,"PHI, T.B",D,43,857.4,1,10,4,6,11,37.93,46,2.17,2.39,117,74,24,4,2,4,25,11,10,1,0,7,22,10,62,59,66,0,0,-
171,Dion Phaneuf,TOR,D,70,1660.2333333333,3,26,14,12,29,30.85,138,2.17,8.09,302,217,65,11,2,16,108,45,39,6,0,47,43,30,166,97,126,0,0,-
172,Jeff Carter,L.A,C,82,1473.6,28,34,18,16,62,70.45,218,12.84,25.48,420,331,230,96,13,29,28,14,14,0,0,14,44,29,76,61,33,627,566,52.56
173,Dustin Brown,L.A,R,82,1354.3833333333,11,16,12,4,27,65.85,189,5.82,17.37,340,268,182,77,10,15,26,13,13,0,0,35,46,29,242,179,24,15,20,42.86
174,Brent Seabrook,CHI,D,82,1818.7,8,23,10,13,31,37.80,181,4.42,8.88,379,261,69,7,4,18,25,11,10,1,0,9,65,27,135,180,141,0,0,-
175,Steve Bernier,N.J,R,67,866.75,16,16,10,6,32,71.11,107,14.95,14.92,160,132,115,76,6,8,28,7,4,2,1,16,14,17,123,91,47,1,1,50.00
176,Zach Parise,MIN,L,74,1418.4166666667,33,29,15,14,62,73.81,259,12.74,34.25,407,341,267,160,10,44,41,15,13,1,1,21,24,47,86,89,56,2,10,16.67
177,Eric Fehr,WSH,C,75,1113.75,19,14,9,5,33,71.74,142,13.38,15.43,245,190,157,70,12,12,20,10,10,0,0,19,21,48,84,69,47,449,414,52.03
178,Ryan Getzlaf,ANA,C,77,1547.0666666667,25,45,31,14,70,75.27,191,13.09,19.27,357,279,188,57,7,21,60,27,25,2,0,14,71,55,100,93,95,632,617,50.60
179,Brent Burns,S.J,D,82,1964.3666666667,17,43,24,19,60,53.57,245,6.94,15.24,593,385,129,28,8,39,65,30,29,1,0,14,101,46,148,93,124,0,0,-
180,Mark Stuart,WPG,D,70,1345.0333333333,2,12,7,5,14,30.43,51,3.92,2.29,153,79,42,7,4,10,69,33,32,1,0,12,48,13,166,89,142,0,1,0.00
181,Ryan Kesler,ANA,C,81,1580.5,20,27,16,11,47,62.67,205,9.76,23.29,384,294,228,94,12,20,71,27,23,3,1,24,27,47,169,122,69,937,727,56.31
182,Mike Richards,L.A,C,53,708.38333333333,5,11,8,3,16,69.57,63,7.94,7.22,126,101,65,27,5,6,39,14,12,1,1,15,32,22,62,43,10,289,304,48.74
183,Brian Boyle,T.B,C,82,1065.4333333333,15,9,7,2,24,66.67,140,10.71,12.09,224,178,126,61,16,12,54,20,17,2,1,21,14,33,136,77,68,460,445,50.83
184,Corey Perry,ANA,R,67,1212.75,33,22,15,7,55,69.62,193,17.10,24.5,349,269,220,109,15,19,65,27,25,1,1,29,46,25,64,97,27,3,9,25.00
185,Patrick Eaves,DAL,R,47,644.71666666667,14,13,6,7,27,51.92,91,15.38,12.66,182,142,112,47,3,10,8,4,4,0,0,13,10,18,69,38,27,2,3,40.00
186,Loui Eriksson,BOS,L,81,1496.6333333333,22,25,16,9,47,62.67,169,13.02,19.99,265,231,170,98,12,18,14,7,7,0,0,15,24,45,29,118,23,4,8,33.33
187,Kevin Klein,NYR,D,65,1201.8333333333,9,17,6,11,26,41.94,76,11.84,4.11,175,106,43,13,2,6,25,7,4,3,0,7,44,15,126,96,115,0,1,0.00
188,Patrice Bergeron,BOS,C,81,1468.6166666667,23,32,22,10,55,70.51,234,9.83,26.12,428,324,254,102,10,26,44,21,21,0,0,16,29,48,57,98,60,1175,776,60.23
189,Matt Carle,T.B,D,59,1208.7833333333,4,14,6,8,18,35.29,73,5.48,3.87,146,101,38,5,1,11,26,12,12,0,0,9,41,13,26,74,104,0,0,-
190,Shea Weber,NSH,D,78,2056.8,15,30,11,19,45,46.88,237,6.33,11.96,476,336,86,9,8,18,72,29,26,2,1,15,53,23,166,60,147,0,0,-
191,Colin McDonald,NYI,R,18,189.13333333333,2,6,4,2,8,88.89,29,6.90,3.22,48,39,30,16,4,3,0,0,0,0,0,3,5,2,72,28,6,2,2,50.00
192,B.J. Crombeen,ARI,R,58,469.48333333333,3,3,1,2,6,60.00,43,6.98,3.71,83,59,49,17,2,4,79,26,17,9,0,19,5,7,68,63,12,1,0,100.00
193,Maxim Lapierre,"PIT, STL",C,80,856.78333333333,2,9,6,3,11,68.75,86,2.33,6.62,132,110,68,30,6,12,32,16,16,0,0,9,8,11,153,81,36,305,277,52.41
194,David Backes,STL,R,80,1491.2833333333,26,32,18,14,58,62.37,183,14.21,19.78,305,260,175,85,13,17,104,37,32,2,3,31,29,38,227,112,87,617,513,54.60
195,Colin Fraser,STL,C,1,4.7,0,0,0,0,0,-,1,0.00,0.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
196,Daniel Carcillo,CHI,L,39,319.38333333333,4,4,3,1,8,72.73,42,9.52,3.42,72,61,31,19,3,4,54,14,7,6,1,20,5,6,36,39,7,0,1,0.00
197,Clarke MacArthur,OTT,L,62,1054.2833333333,16,20,13,7,36,62.07,140,11.43,15.28,244,187,144,71,9,17,36,17,17,0,0,23,36,31,70,81,17,8,14,36.36
198,Jan Hejda,COL,D,81,1672.95,1,12,4,8,13,23.21,84,1.19,2.81,175,118,25,4,6,7,42,21,21,0,0,4,30,22,170,118,140,0,0,-
199,Corey Potter,CGY,D,6,57.966666666667,0,0,0,0,0,0.00,2,0.00,0.1,5,4,1,0,0,1,0,0,0,0,0,0,4,1,6,11,5,0,0,-
200,Alexandre Bolduc,ARI,C,3,31.983333333333,0,0,0,0,0,-,3,0.00,0.22,3,3,1,1,0,0,2,1,1,0,0,0,0,0,17,2,1,10,9,52.63
201,Kyle Quincey,DET,D,73,1421.9333333333,3,15,11,4,18,34.62,90,3.33,3.97,217,131,44,8,4,13,77,32,30,1,1,17,24,15,104,97,82,0,0,-
202,Tyson Strachan,BUF,D,46,873.28333333333,0,5,1,4,5,35.71,38,0.00,1.05,74,54,9,1,0,4,44,12,7,4,1,9,24,13,67,66,105,0,0,-
203,Lee Stempniak,"NYR, WPG",R,71,903.2,15,13,5,8,28,70.00,115,13.04,12.17,207,148,122,58,9,17,20,10,10,0,0,15,29,17,78,101,23,12,20,37.50
204,John Mitchell,COL,C,68,1078.25,11,15,8,7,26,60.47,105,10.48,9.22,203,144,109,37,5,10,32,16,16,0,0,16,18,38,143,69,56,374,361,50.88
205,Brad Richardson,VAN,"C, R",45,651.21666666667,8,13,6,7,21,77.78,66,12.12,7.31,111,83,76,34,3,9,34,14,12,2,0,7,6,12,58,49,20,276,302,47.75
206,Marc Methot,OTT,D,45,1020.0166666667,1,10,2,8,11,23.40,49,2.04,1.31,91,67,16,2,3,9,18,9,9,0,0,5,24,12,94,65,70,0,1,0.00
207,Nate Thompson,ANA,C,80,1065.9333333333,5,13,7,6,18,62.07,87,5.75,10.13,150,123,87,45,6,3,39,14,12,1,1,15,21,26,204,94,52,557,499,52.75
208,Drew Miller,DET,L,82,1102.0666666667,5,8,5,3,13,52.00,98,5.10,8.89,150,121,83,39,7,7,25,11,10,1,0,10,11,24,119,116,99,6,13,31.58
209,Joe Pavelski,S.J,C,82,1650.25,37,33,22,11,70,67.31,261,14.18,33.34,440,359,291,148,9,26,29,12,11,1,0,29,64,57,97,77,86,642,505,55.97
210,Dylan Reese,ARI,D,1,19.966666666667,0,0,0,0,0,0.00,3,0.00,0.07,6,4,0,0,0,1,0,0,0,0,0,0,1,2,2,4,2,0,0,-
211,Kyle Brodziak,MIN,C,73,952.23333333333,9,11,6,5,20,62.50,86,10.47,6.5,142,116,67,25,5,8,47,16,11,5,0,9,10,28,56,52,63,338,349,49.20
212,Toby Enstrom,WPG,D,60,1414.1666666667,4,19,11,8,23,32.86,58,6.90,3.58,132,89,39,6,1,9,36,18,18,0,0,11,37,12,27,118,93,0,0,-
213,Dustin Byfuglien,WPG,D,69,1565.4666666667,18,27,8,19,45,52.33,209,8.61,18.49,423,306,155,59,8,22,120,45,40,2,3,27,56,47,203,80,59,0,3,0.00
214,Shane O'Brien,FLA,D,9,121.31666666667,0,1,1,0,1,33.33,4,0.00,0.11,5,4,0,0,0,0,5,1,0,1,0,1,3,0,36,14,12,0,0,-
215,Matt Moulson,BUF,L,77,1361.9333333333,13,28,17,11,41,69.49,156,8.33,18.46,253,207,166,92,8,17,4,2,2,0,0,8,21,26,34,32,49,13,9,59.09
216,Tanner Glass,NYR,L,66,676.03333333333,1,5,3,2,6,37.50,53,1.89,3.82,90,70,38,20,5,3,98,26,14,10,2,18,15,8,213,117,32,7,14,33.33
217,Troy Bodie,TOR,R,5,23.083333333333,0,0,0,0,0,-,1,0.00,0.08,2,1,0,0,0,0,5,1,0,1,0,1,0,0,4,5,0,0,0,-
218,Chris Porter,STL,L,24,229.3,1,1,1,0,2,66.67,24,4.17,2.77,44,38,23,13,1,2,6,3,3,0,0,2,1,1,63,24,1,4,5,44.44
219,David Jones,CGY,R,67,960.73333333333,14,16,10,6,30,73.17,114,12.28,12.93,206,161,118,65,7,10,18,8,8,0,0,13,26,24,125,72,45,15,16,48.39
220,Clayton Stoner,ANA,D,69,1214.2333333333,1,7,7,0,8,20.51,68,1.47,2.15,157,100,34,3,3,7,68,22,14,8,0,13,40,10,128,169,84,0,0,-
221,David Clarkson,"CBJ, TOR",R,61,841.78333333333,10,5,1,4,15,48.39,95,10.53,11.27,169,143,111,60,4,10,106,36,28,6,2,18,12,11,133,153,19,25,48,34.25
222,Mark Giordano,CGY,D,61,1535.55,11,37,17,20,48,60.76,157,7.01,9.12,361,230,90,11,6,14,37,17,16,1,0,20,51,35,59,106,128,0,0,-
223,Curtis Glencross,"CGY, WSH",L,71,1111.0166666667,13,22,12,10,35,64.81,108,12.04,12.61,194,153,120,58,5,10,45,17,15,1,1,10,52,34,124,76,50,8,10,44.44
224,Alex Ovechkin,WSH,L,81,1646.4,53,28,21,7,81,69.23,395,13.42,37.84,825,597,375,109,23,33,58,29,29,0,0,32,58,45,259,108,32,2,3,40.00
225,Evgeni Malkin,PIT,C,69,1309.4833333333,28,42,21,21,70,75.27,212,13.21,23.28,387,306,231,101,10,23,60,26,25,0,1,27,53,45,24,121,18,322,433,42.65
226,Andrew Ladd,WPG,L,81,1625.8666666667,24,38,24,14,62,70.45,224,10.71,25.36,382,306,236,106,17,25,68,31,29,2,0,9,50,26,212,88,38,7,13,35.00
227,Blake Wheeler,WPG,R,79,1553.2666666667,26,35,24,11,61,64.21,244,10.66,25.56,416,345,230,113,16,23,73,28,24,3,1,20,35,35,128,122,54,22,26,45.83
228,Ladislav Smid,CGY,D,31,432.96666666667,0,1,0,1,1,12.50,21,0.00,0.98,42,32,12,2,0,2,13,5,4,1,0,4,10,4,51,28,54,0,0,-
229,Drew Stafford,"BUF, WPG",R,76,1253.9,18,25,13,12,43,79.63,147,12.24,14.86,232,190,116,66,8,18,47,18,16,1,1,19,17,21,81,73,15,86,88,49.43
230,Kyle Chipchura,ARI,C,70,937.98333333333,4,10,4,6,14,87.50,81,4.94,6.89,128,100,79,35,4,6,82,24,15,8,1,21,22,41,130,138,29,473,443,51.64
231,Lauri Korpikoski,ARI,L,69,1052.1333333333,6,15,8,7,21,75.00,82,7.32,9.65,163,121,103,49,6,15,12,5,5,0,0,9,15,26,141,119,48,11,22,33.33
232,Travis Zajac,N.J,C,74,1410.8666666667,11,14,9,5,25,49.02,112,9.82,13.25,202,148,121,46,5,12,29,13,12,1,0,12,32,51,70,68,35,641,559,53.42
233,Andrej Meszaros,BUF,D,60,1074.3833333333,7,7,3,4,14,34.15,67,10.45,3.5,139,92,32,6,5,5,34,17,17,0,0,3,18,8,67,50,94,0,0,-
234,Jeff Schultz,L.A,D,9,150.71666666667,0,1,1,0,1,25.00,7,0.00,0.26,16,11,3,0,0,0,4,2,2,0,0,0,5,0,10,12,9,0,0,-
235,Mark Fistric,ANA,D,9,133.05,0,0,0,0,0,0.00,1,0.00,0.13,10,7,2,0,0,0,4,2,2,0,0,0,2,4,28,15,21,0,0,-
236,Mike Green,WSH,D,72,1375.7333333333,10,35,21,14,45,54.22,159,6.29,8.35,308,226,77,15,4,9,34,17,17,0,0,15,61,30,82,144,93,0,0,-
237,Dave Bolland,FLA,C,53,866.63333333333,6,17,11,6,23,57.50,76,7.89,7.9,128,106,62,28,4,6,48,23,23,0,0,7,10,26,88,40,21,414,517,44.47
238,Bryan Bickell,CHI,L,80,966.01666666667,14,14,6,8,28,70.00,113,12.39,10.22,195,148,98,43,8,6,38,16,14,2,0,20,20,26,205,129,13,0,2,0.00
239,Blake Comeau,PIT,L,61,932.33333333333,16,15,10,5,31,75.61,147,10.88,13.65,269,192,126,56,6,22,65,27,25,1,1,14,19,16,188,85,11,7,2,77.78
240,Carl Soderberg,BOS,C,82,1378.4166666667,13,31,19,12,44,62.86,163,7.98,16.06,312,223,166,78,10,18,26,13,13,0,0,11,27,33,76,108,36,369,397,48.17
241,David Booth,TOR,L,59,704.53333333333,7,6,5,1,13,86.67,107,6.54,9.11,181,145,94,44,6,10,25,11,10,1,0,14,12,27,87,129,8,6,7,46.15
242,Nicklas Grossmann,PHI,D,68,1200.6166666667,5,9,1,8,14,35.90,43,11.63,1.79,104,63,21,3,3,5,32,16,16,0,0,8,23,10,132,133,89,0,0,-
243,Brandon Dubinsky,CBJ,C,47,848.88333333333,13,23,11,12,36,76.60,100,13.00,9.1,170,129,109,47,7,11,43,17,14,3,0,18,19,19,152,37,11,436,423,50.76
244,Alex Goligoski,DAL,D,81,1928.7166666667,4,32,17,15,36,37.50,122,3.28,7.21,282,187,90,21,3,8,24,12,12,0,0,15,83,30,100,122,157,0,0,-
245,David Krejci,BOS,C,47,853.85,7,24,12,12,31,65.96,70,10.00,7.54,141,102,82,37,1,4,22,10,10,0,0,8,21,20,35,67,29,316,278,53.20
246,Brandon Prust,MTL,L,82,1063.2333333333,4,14,11,3,18,62.07,78,5.13,7.52,130,106,70,41,6,8,134,35,17,16,2,31,27,15,122,102,34,16,15,51.61
247,Andrej Sekera,"CAR, L.A",D,73,1605.1166666667,3,20,7,13,23,37.10,100,3.00,5.35,269,154,65,8,2,14,14,7,7,0,0,8,56,43,59,168,118,0,0,-
248,Alexei Emelin,MTL,D,68,1347.5666666667,3,11,3,8,14,31.82,43,6.98,1.57,120,70,23,0,2,8,59,24,22,1,1,14,56,16,204,140,116,0,0,-
249,Peter Regin,CHI,C,4,33.333333333333,0,1,0,1,1,100.00,3,0.00,0.28,5,5,3,3,0,0,0,0,0,0,0,2,0,3,3,7,0,1,1,50.00
250,Alexander Edler,VAN,D,74,1774.45,8,23,8,15,31,33.70,175,4.57,8.24,364,239,82,15,7,24,54,27,27,0,0,10,72,24,94,164,126,0,1,0.00
251,Johan Franzen,DET,R,33,530.01666666667,7,15,6,9,22,78.57,74,9.46,7.57,126,108,67,32,2,7,30,15,15,0,0,14,17,4,45,41,13,5,10,33.33
252,Tyler Kennedy,"NYI, S.J",C,38,424.3,6,8,6,2,14,77.78,79,7.59,4.78,141,102,50,19,3,9,10,5,5,0,0,3,6,20,49,49,8,13,15,46.43
253,Patrick Bordeleau,COL,L,1,6.7666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-
254,Torrey Mitchell,"BUF, MTL",C,65,922.88333333333,6,8,5,3,14,56.00,55,10.91,4.76,95,71,50,28,4,5,34,17,17,0,0,10,23,25,58,49,61,399,415,49.02
255,Ryan Callahan,T.B,R,77,1365.6166666667,24,30,21,9,54,65.85,191,12.57,19.37,305,242,197,112,7,18,41,19,18,1,0,22,25,43,184,99,46,15,16,48.39
256,Kris Versteeg,CHI,R,61,966.96666666667,14,20,13,7,34,66.67,134,10.45,12.22,228,175,123,52,8,9,35,16,15,1,0,19,24,31,31,91,22,15,33,31.25
257,Nikita Nikitin,EDM,D,42,824.83333333333,4,6,3,3,10,32.26,80,5.00,3.36,149,103,17,5,2,9,12,6,6,0,0,5,35,17,21,51,49,0,0,-
258,Mikhail Grabovski,NYI,C,51,727.96666666667,9,10,3,7,19,70.37,81,11.11,10.53,168,125,128,63,13,8,8,4,4,0,0,12,31,26,11,68,19,38,45,45.78
259,Mike Brown,S.J,R,12,98.45,0,0,0,0,0,0.00,11,0.00,0.76,24,20,12,3,0,1,20,7,5,2,0,4,0,1,42,14,7,4,3,57.14
260,Adam Pardy,WPG,D,55,826.03333333333,0,9,5,4,9,28.13,29,0.00,1.29,79,41,23,6,0,3,40,16,15,0,1,15,35,10,74,103,59,0,0,-
261,Patrick Kaleta,BUF,R,42,372.43333333333,0,3,2,1,3,60.00,25,0.00,1.68,40,30,19,8,3,4,36,11,8,2,1,17,3,8,88,37,25,3,5,37.50
262,Mike Santorelli,"NSH, TOR",C,79,1136.6333333333,12,21,10,11,33,63.46,145,8.28,15.68,223,184,138,65,10,10,14,7,7,0,0,10,25,44,55,163,34,86,100,46.24
263,Roman Polak,TOR,D,56,1180.95,5,4,1,3,9,26.47,61,8.20,3.94,129,93,32,13,3,4,48,20,19,0,1,11,28,23,225,93,128,1,0,100.00
264,Troy Brouwer,WSH,R,82,1436.9,21,22,10,12,43,47.25,146,14.38,19.96,270,212,182,80,8,19,53,22,19,3,0,12,41,44,206,93,39,251,190,56.92
265,Matt Hunwick,NYR,D,55,869.86666666667,2,9,5,4,11,23.91,72,2.78,4.45,140,97,39,13,2,5,16,8,8,0,0,1,27,15,55,103,43,0,0,-
266,Travis Morin,DAL,C,6,72.583333333333,0,0,0,0,0,0.00,10,0.00,0.9,21,15,8,3,0,1,0,0,0,0,0,0,1,2,3,3,0,28,32,46.67
267,Daniel Winnik,"PIT, TOR",L,79,1314.7,9,25,18,7,34,68.00,97,9.28,9.07,173,140,95,38,7,7,27,12,11,1,0,23,25,44,124,146,69,107,121,46.93
268,Grant Clitsome,WPG,D,24,392.75,0,4,3,1,4,36.36,22,0.00,0.89,56,29,12,1,0,4,8,4,4,0,0,1,23,5,46,33,20,0,0,-
269,Adam Cracknell,CBJ,R,17,169.1,0,1,1,0,1,100.00,17,0.00,1.22,29,26,9,6,0,3,2,1,1,0,0,1,3,5,43,21,6,20,38,34.48
270,Jannik Hansen,VAN,R,81,1131.75,16,17,13,4,33,71.74,145,11.03,14.51,251,198,123,53,15,8,27,12,11,1,0,18,15,42,80,50,30,1,5,16.67
271,Rene Bourque,"ANA, CBJ, MTL",R,51,644.35,6,8,7,1,14,51.85,85,7.06,8.35,166,126,87,50,5,9,22,11,11,0,0,6,13,6,71,51,11,4,6,40.00
272,Tim Sestito,N.J,L,15,148.31666666667,0,2,2,0,2,50.00,10,0.00,1.01,16,13,12,5,1,3,33,8,4,3,1,4,2,3,22,15,3,48,58,45.28
273,Cody McLeod,COL,L,82,917.06666666667,7,5,1,4,12,42.86,94,7.45,8.77,134,114,73,54,5,5,191,51,28,19,4,39,6,11,268,80,43,1,8,11.11
274,Mike Blunden,T.B,R,2,19.566666666667,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,7,3,0,0,0,-
275,Mason Raymond,CGY,L,57,844.38333333333,12,11,7,4,23,69.70,123,9.76,8.5,212,147,85,29,4,16,8,4,4,0,0,9,28,24,7,47,13,0,3,0.00
276,Paul Stastny,STL,C,74,1304.4333333333,16,30,17,13,46,62.16,143,11.19,18.6,232,197,167,87,6,16,40,20,20,0,0,10,9,28,22,44,30,671,487,57.94
277,Sidney Crosby,PIT,C,77,1538.5333333333,28,56,31,25,84,80.00,237,11.81,26.29,380,315,239,107,8,25,47,18,16,1,1,29,53,37,66,117,29,797,800,49.91
278,Bobby Ryan,OTT,R,78,1362.8666666667,18,36,18,18,54,70.13,221,8.14,19.19,368,283,187,80,9,20,24,12,12,0,0,20,41,59,110,106,33,4,7,36.36
279,Jack Johnson,CBJ,D,79,1909.1,8,32,11,21,40,40.00,141,5.67,7.88,273,197,86,11,1,10,44,22,22,0,0,14,30,18,157,129,131,0,0,-
280,Benoit Pouliot,EDM,L,58,964.08333333333,19,15,11,4,34,64.15,105,18.10,12.44,174,156,121,57,9,9,28,13,13,0,0,12,36,40,71,39,31,13,21,38.24
281,Jack Skille,CBJ,R,45,563.55,6,2,2,0,8,72.73,95,6.32,6.92,146,125,68,34,6,6,16,5,3,2,0,11,2,17,96,53,15,3,5,37.50
282,Devin Setoguchi,CGY,R,12,145.78333333333,0,0,0,0,0,0.00,12,0.00,1.82,26,18,12,7,0,2,4,2,2,0,0,0,1,0,12,10,5,1,1,50.00
283,Anze Kopitar,L.A,C,79,1530.3166666667,16,48,30,18,64,76.19,134,11.94,14.71,254,191,139,57,6,18,10,5,5,0,0,21,48,29,105,111,46,752,678,52.59
284,Marc Staal,NYR,D,80,1690.9833333333,5,15,3,12,20,29.85,97,5.15,5.1,198,134,58,12,1,11,42,21,21,0,0,8,43,43,99,130,123,1,1,50.00
285,Martin Hanzal,ARI,C,37,656.23333333333,8,16,10,6,24,68.57,85,9.41,10.62,144,117,88,49,5,14,31,14,13,1,0,12,12,17,105,47,18,346,266,56.54
286,Jakub Kindl,DET,D,35,556.88333333333,5,8,3,5,13,41.94,54,9.26,2.72,118,74,19,4,0,6,22,11,11,0,0,4,22,2,31,27,25,0,0,-
287,T.J. Oshie,STL,R,72,1356.0333333333,19,36,23,13,55,62.50,162,11.73,18.85,289,231,167,73,7,19,51,23,22,1,0,28,31,48,99,99,39,3,10,23.08
288,Andrew Cogliano,ANA,L,82,1195.7666666667,15,14,12,2,29,64.44,134,11.19,14.14,245,193,137,57,16,15,14,7,7,0,0,19,33,30,139,74,30,16,33,32.65
289,Matt Niskanen,WSH,D,82,1833.0166666667,4,27,17,10,31,42.47,117,3.42,5.95,285,192,52,5,4,12,47,22,21,1,0,6,76,34,143,211,106,0,0,-
290,Steve Downie,PIT,R,72,895.23333333333,14,14,8,6,28,75.68,104,13.46,9.77,158,122,77,40,3,5,238,67,49,8,10,38,24,16,108,97,34,4,4,50.00
291,James Neal,NSH,"L, R",67,1211.8666666667,23,14,9,5,37,48.68,222,10.36,21.21,429,313,222,76,8,25,57,22,20,1,1,23,31,37,71,57,30,7,10,41.18
292,Marc-Edouard Vlasic,S.J,D,70,1547.8166666667,9,14,5,9,23,34.33,98,9.18,5.11,237,145,63,14,4,8,23,10,9,1,0,13,31,11,51,116,112,0,0,-
293,Taylor Chorney,PIT,D,7,85.2,0,0,0,0,0,0.00,4,0.00,0.24,13,9,4,0,0,3,0,0,0,0,0,0,4,0,5,6,3,0,0,-
294,Justin Abdelkader,DET,L,71,1271.6,23,21,15,6,44,55.00,154,14.94,18.35,237,201,159,97,12,11,72,33,31,2,0,37,29,16,153,125,28,7,8,46.67
295,Adam McQuaid,BOS,D,63,1161.4666666667,1,6,2,4,7,22.58,60,1.67,1.64,135,86,17,0,1,5,85,31,25,5,1,18,22,7,141,132,91,0,1,0.00
296,Marc-Andre Cliche,COL,C,74,784.85,2,5,4,1,7,41.18,68,2.94,3.38,101,78,33,11,5,3,17,7,6,1,0,8,16,31,27,36,28,377,358,51.29
297,Kris Letang,PIT,D,69,1759.2833333333,11,43,20,23,54,51.43,197,5.58,12.08,382,256,105,32,5,24,79,30,27,1,2,20,60,39,131,147,117,0,1,0.00
298,Kris Russell,CGY,D,79,1891.9833333333,4,30,11,19,34,30.91,111,3.60,4.81,249,152,54,5,2,14,17,7,6,1,0,11,66,51,61,108,283,0,0,-
299,Rich Clune,NSH,L,1,5.5,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-
