Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
5,8476462,Dougie Hamilton,D,NJD,31,82,29,29,58
5,8482078,Lucas Raymond,L,DET,22,82,27,31,58
5,8477949,Alex Tuch,R,BUF,28,82,26,32,58
5,8477416,Oliver Bjorkstrand,R,SEA,29,82,24,34,58
5,8475168,Matt Duchene,C,DAL,33,82,19,39,58
5,8475798,Mikael Granlund,C,SJS,32,82,15,43,58
5,8475167,Victor Hedman,D,TBL,34,82,10,48,58
5,8482159,Tyson Foerster,R,PHI,22,82,24,33,57
5,8477402,Pavel Buchnevich,L,STL,29,82,18,39,57
5,8481068,Yegor Sharangovich,C,CGY,26,82,27,29,56
5,8483808,Andrei Kuzmenko,L,CGY,28,82,27,29,56
5,8470794,Joe Pavelski,C,DAL,40,82,24,32,56
5,8480797,Joel Farabee,L,PHI,24,82,22,34,56
5,8475765,Vladimir Tarasenko,R,FLA,33,82,13,43,56
5,8475810,Bryan Rust,R,PIT,32,82,35,20,55
5,8482097,Jack Quinn,R,BUF,23,82,24,31,55
5,8477409,Carter Verhaeghe,C,FLA,29,82,23,32,55
5,8481528,Dylan Cozens,C,BUF,23,82,23,32,55
5,8478047,Michael Bunting,L,PIT,29,82,21,34,55
5,8477951,Nick Schmaltz,C,ARI,28,82,20,35,55
5,8476479,Phillip Danault,C,LAK,31,82,20,35,55
5,8478873,Troy Terry,R,ANA,27,82,27,27,54
5,8475726,Tyler Toffoli,C,WPG,32,82,26,28,54
5,8475784,Jeff Skinner,C,BUF,32,82,23,31,54
5,8476880,Tom Wilson,R,WSH,30,82,21,33,54
5,8477476,Artturi Lehkonen,L,COL,29,82,20,34,54
5,8480039,Martin Necas,C,CAR,25,82,16,38,54
5,8479400,Pierre-Luc Dubois,L,LAK,26,82,21,32,53
5,8475745,Charlie Coyle,C,BOS,32,82,21,32,53
5,8478401,Pavel Zacha,C,BOS,27,82,19,34,53
5,8482124,Quinton Byfield,R,LAK,22,82,19,34,53
5,8478472,Mathieu Joseph,R,OTT,27,82,18,35,53
5,8474590,John Carlson,D,WSH,34,82,14,39,53
5,8476432,Boone Jenner,C,CBJ,31,82,31,21,52
5,8478233,Andrew Mangiapane,L,CGY,28,82,27,25,52
5,8478366,Frank Vatrano,R,ANA,30,82,26,26,52
5,8479345,Jakob Chychrun,D,OTT,26,82,26,26,52
5,8480015,Owen Tippett,R,PHI,25,82,25,27,52
5,8478438,Tommy Novak,C,NSH,27,82,22,30,52
5,8481533,Trevor Zegras,C,ANA,23,82,16,36,52
5,8474578,Erik Karlsson,D,PIT,34,82,12,40,52
5,8481542,Moritz Seider,D,DET,23,82,12,40,52
5,8478449,Roope Hintz,C,DAL,28,82,26,25,51
5,8476448,William Karlsson,C,VGK,31,82,24,27,51
5,8476881,Tomas Hertl,C,VGK,31,82,24,27,51
5,8477955,Jared McCann,L,SEA,28,82,20,31,51
5,8476872,Scott Laughton,C,PHI,30,82,12,39,51
5,8478469,Thomas Chabot,D,OTT,27,82,11,40,51
5,8476906,Shayne Gostisbehere,D,DET,31,82,7,44,51
5,8475314,Anders Lee,L,NYI,34,82,29,21,50
5,8474157,Max Pacioretty,L,WSH,36,82,24,26,50
5,8482699,Dylan Guenther,R,ARI,21,82,23,27,50
5,8479420,Tage Thompson,C,BUF,27,82,22,28,50
5,8475287,Erik Haula,L,NJD,33,82,19,31,50
5,8477479,Tyler Bertuzzi,L,TOR,29,82,19,31,50
5,8481711,Matias Maccelli,L,ARI,24,82,14,36,50
5,8476875,Mike Matheson,D,MTL,30,82,11,39,50
5,8477346,MacKenzie Weegar,D,CGY,30,82,11,39,50
5,8478460,Zach Werenski,D,CBJ,27,82,10,40,50
5,8478397,Rasmus Andersson,D,CGY,28,82,9,41,50
5,8480014,Gabriel Vilardi,C,WPG,25,82,35,14,49
5,8478498,Jake DeBrusk,L,BOS,28,82,19,30,49
5,8475744,Evgeny Kuznetsov,C,CAR,32,82,17,32,49
5,8481699,Aku Raty,R,ARI,23,82,2,47,49
5,8481560,Arthur Kaliyev,R,LAK,23,82,25,23,48
5,8476399,Blake Coleman,C,CGY,33,82,23,25,48
5,8479339,Patrik Laine,L,CBJ,26,82,21,27,48
5,8479675,Trevor Moore,L,LAK,29,82,20,28,48
5,8478891,Mason Appleton,C,WPG,28,82,16,32,48
5,8477504,Josh Morrissey,D,WPG,29,82,12,36,48
5,8480434,Sean Durzi,D,ARI,26,82,12,36,48
5,8471724,Kris Letang,D,PIT,37,82,10,38,48
5,8474563,Drew Doughty,D,LAK,35,82,9,39,48
5,8483397,Marc McLaughlin,C,BOS,25,82,39,8,47
5,8477407,Anthony Duclair,L,TBL,29,82,23,24,47
5,8474586,Jordan Eberle,R,SEA,34,82,18,29,47
5,8473986,Alex Killorn,L,ANA,35,82,17,30,47
5,8481618,Alex Newhook,C,MTL,23,82,16,31,47
5,8478463,Anthony Beauvillier,L,NSH,27,82,16,31,47
5,8477495,Seth Jones,D,CHI,30,82,13,34,47
5,8480078,Filip Chytil,C,NYR,25,82,12,35,47
5,8479325,Charlie McAvoy,D,BOS,27,82,7,40,47
5,8477497,Sean Monahan,C,WPG,30,82,24,22,46
5,8476438,Brandon Saad,L,STL,32,82,21,25,46
5,8482113,Anton Lundell,C,FLA,23,82,20,26,46
5,8471698,T.J. Oshie,R,WSH,38,82,20,26,46
5,8476882,Teuvo Teravainen,L,CAR,30,82,19,27,46
5,8480188,Fabian Zetterlund,L,SJS,25,82,15,31,46
5,8476905,Chandler Stephenson,C,VGK,30,82,13,33,46
5,8474053,Logan Couture,C,SJS,35,82,20,25,45
5,8478975,Mason Marchment,L,DAL,29,82,18,27,45
5,8474102,David Perron,L,DET,36,82,17,28,45
5,8481596,Shane Pinto,C,OTT,24,82,16,29,45
5,8473994,Jamie Benn,L,DAL,35,82,16,29,45
5,8477456,J.T. Compher,L,DET,29,82,15,30,45
5,8479999,Casey Mittelstadt,C,COL,26,82,14,31,45
5,8480031,Maxime Comtois,L,CAR,25,82,9,36,45
5,8476792,Torey Krug,D,STL,33,82,9,36,45
5,8475197,Tyson Barrie,D,NSH,33,82,6,39,45
5,8475151,Kyle Palmieri,C,NYI,33,82,23,21,44
5,8480817,K'Andre Miller,D,NYR,24,82,17,27,44
5,8475714,Calle Jarnkrok,C,TOR,33,82,16,28,44
5,8483445,Cutter Gauthier,L,ANA,20,82,12,32,44
5,8477444,Andre Burakovsky,L,SEA,29,82,10,34,44
5,8483524,Shane Wright,C,SEA,20,82,34,9,43
5,8475760,Nick Bjugstad,C,ARI,32,82,26,17,43
5,8482133,Thomas Bordeleau,C,SJS,22,82,19,24,43
5,8476826,Yanni Gourde,C,SEA,33,82,19,24,43
5,8477998,Warren Foegele,L,EDM,28,82,18,25,43
5,8480798,Philipp Kurashev,C,CHI,25,82,15,28,43
5,8473563,Nicklas Backstrom,C,WSH,37,82,15,28,43
5,8474565,Alex Pietrangelo,D,VGK,34,82,14,29,43
5,8477503,Max Domi,C,TOR,29,82,12,31,43
5,8477986,Brandon Montour,D,FLA,30,82,10,33,43
5,8475764,Cam Fowler,D,ANA,33,82,8,35,43
5,8482055,Drew O'Connor,L,PIT,26,82,26,16,42
5,8478856,Conor Garland,R,VAN,28,82,19,23,42
5,8480849,Barrett Hayton,C,ARI,24,82,19,23,42
5,8484144,Connor Bedard,C,CHI,19,82,16,26,42
5,8478542,Evan Rodrigues,C,FLA,31,82,16,26,42
5,8474150,Mikael Backlund,C,CGY,35,82,14,28,42
5,8476458,Ryan Strome,C,ANA,31,82,14,28,42
5,8480220,Noah Cates,L,PHI,25,82,12,30,42
5,8477021,Alex Kerfoot,C,ARI,30,82,9,33,42
5,8478396,Noah Hanifin,D,VGK,27,82,7,35,42
5,8483457,Lane Hutson,D,MTL,20,82,5,37,42
5,8477944,Jakub Vrana,L,STL,28,82,26,15,41
5,8482101,Danil Gushchin,L,SJS,22,82,23,18,41
5,8475191,Reilly Smith,R,PIT,33,82,18,23,41
5,8477947,Sonny Milano,L,WSH,28,82,16,25,41
5,8475763,Kevin Hayes,R,STL,32,82,13,28,41
5,8470613,Brent Burns,D,CAR,39,82,12,29,41
5,8475753,Justin Faulk,D,STL,32,82,12,29,41
5,8482105,Jake Sanderson,D,OTT,22,82,9,32,41
5,8477494,Jonathan Drouin,L,COL,29,82,8,33,41
5,8478055,Gustav Forsling,D,FLA,28,82,8,33,41
5,8478038,Devon Toews,D,COL,30,82,8,33,41
5,8481581,Thomas Harley,D,DAL,23,82,7,34,41
5,8482733,Logan Mailloux,D,MTL,31,82,7,34,41
5,8482109,Alexis Lafrenière,L,NYR,23,82,22,18,40
5,8482667,William Eklund,L,SJS,22,82,20,20,40
5,8477496,Elias Lindholm,C,VAN,30,82,16,24,40
5,8478458,Jack Roslovic,C,NYR,27,82,16,24,40
5,8476854,Hampus Lindholm,D,BOS,30,82,11,29,40
5,8479987,Morgan Geekie,C,BOS,26,82,9,31,40
5,8481604,Pavel Dorofeyev,L,VGK,24,82,24,15,39
5,8478466,Daniel Sprong,R,DET,27,82,20,19,39
5,8474641,Adam Henrique,C,EDM,34,82,18,21,39
5,8476483,Rickard Rakell,R,PIT,31,82,15,24,39
5,8477450,Jason Dickinson,C,CHI,29,82,15,24,39
5,8482079,Marco Rossi,C,MIN,23,82,13,26,39
5,8477932,Aaron Ekblad,D,FLA,28,82,10,29,39
5,8481546,Cam York,D,PHI,23,82,10,29,39
5,8482671,Owen Power,D,BUF,22,82,9,30,39
5,8478046,Danton Heinen,L,BOS,29,82,16,22,38
5,8482705,Cole Sillinger,C,CBJ,21,82,14,24,38
5,8471218,Blake Wheeler,R,NYR,38,82,12,26,38
5,8475218,Mattias Ekholm,D,EDM,34,82,11,27,38
5,8477948,Travis Sanheim,D,PHI,28,82,10,28,38
5,8478413,Jordan Greenway,L,BUF,27,82,16,21,37
5,8475768,Jaden Schwartz,C,SEA,32,82,15,22,37
5,8481656,Aliaksei Protas,C,WSH,23,82,13,24,37
5,8480873,Rasmus Sandin,D,WSH,24,82,8,29,37
5,8475906,John Klingberg,D,TOR,32,82,8,29,37
5,8476869,Brady Skjei,D,CAR,30,82,7,30,37
5,8479425,Filip Hronek,D,VAN,27,82,6,31,37
5,8481016,Ruslan Iskhakov,C,NYI,24,82,5,32,37
5,8482089,Jake Neighbours,L,STL,22,82,20,16,36
5,8477426,Nicholas Paul,L,TBL,29,82,19,17,36
5,8482110,Dawson Mercer,C,NJD,23,82,17,19,36
5,8479365,Trent Frederic,C,BOS,26,82,15,21,36
5,8477511,Anthony Mantha,R,VGK,30,82,14,22,36
5,8484145,Zach Benson,L,BUF,19,82,14,22,36
5,8482117,Lukas Reichel,L,CHI,22,82,13,23,36
5,8479525,Ross Colton,C,COL,28,82,23,12,35
5,8478057,Dakota Joshua,C,VAN,28,82,20,15,35
5,8478474,Lawson Crouse,L,ARI,27,82,19,16,35
5,8476925,Colton Sissons,C,NSH,31,82,18,17,35
5,8476960,Andreas Athanasiou,C,CHI,30,82,14,21,35
5,8474037,James van Riemsdyk,L,BOS,35,82,13,22,35
5,8475722,Jason Zucker,L,NSH,32,82,12,23,35
5,8477498,Darnell Nurse,D,EDM,29,82,11,24,35
5,8480871,Adam Boqvist,D,CBJ,24,82,7,28,35
5,8483471,Brad Lambert,C,WPG,31,82,0,35,35
5,8477964,Ivan Barbashev,C,VGK,29,82,14,20,34
5,8476480,Vladislav Namestnikov,C,WPG,32,82,14,20,34
5,8481186,Logan O'Connor,R,COL,28,82,14,20,34
5,8482475,Yegor Chinakhov,R,CBJ,23,82,10,24,34
5,8479359,Beck Malenstyn,L,WSH,26,82,10,24,34
5,8482222,Alexander Barabanov,L,SJS,30,82,9,25,34
5,8474151,Ryan McDonagh,D,NSH,35,82,5,29,34
5,8483431,Logan Cooley,C,ARI,20,82,19,14,33
5,8480806,Isac Lundestrom,C,ANA,25,82,16,17,33
5,8484153,Leo Carlsson,C,ANA,20,82,15,18,33
5,8476958,Jaccob Slavin,D,CAR,30,82,10,23,33
5,8476292,Ondrej Palat,L,NJD,33,82,10,23,33
5,8476392,Adam Lowry,C,WPG,31,82,9,24,33
5,8476917,Adam Pelech,D,NYI,30,82,3,30,33
5,8478519,Anthony Cirelli,C,TBL,27,82,14,18,32
5,8476871,Tanner Pearson,L,MTL,32,82,13,19,32
5,8475799,Nino Niederreiter,R,WPG,32,82,13,19,32
5,8470966,Mark Giordano,D,TOR,41,82,12,20,32
5,8477429,Andrew Copp,C,DET,30,82,11,21,32
5,8479992,Michael Rasmussen,C,DET,25,82,11,21,32
5,8475149,Marcus Johansson,L,MIN,34,82,11,21,32
5,8479976,Juuso Valimaki,D,ARI,26,82,11,21,32
5,8482092,Ridly Greig,C,OTT,22,82,10,22,32
5,8476463,Jonas Brodin,D,MIN,31,82,9,23,32
5,8480802,Ryan McLeod,C,EDM,25,82,7,25,32
5,8482655,J.J. Moser,D,ARI,24,82,7,25,32
5,8480043,Timothy Liljegren,D,TOR,25,82,6,26,32
5,8474716,Jared Spurgeon,D,MIN,35,82,6,26,32
5,8478851,Alexandre Carrier,D,NSH,28,82,5,27,32
5,8482624,Daniil Miromanov,D,CGY,27,82,4,28,32
5,8481535,Nils Hoglander,L,VAN,24,82,18,13,31
5,8474870,Tyler Johnson,C,CHI,34,82,17,14,31
5,8481624,Ilya Mikheyev,R,VAN,30,82,17,14,31
5,8475848,Brendan Gallagher,R,MTL,32,82,16,15,31
5,8483505,Matthew Poitras,C,BOS,20,82,16,15,31
5,8473533,Jordan Staal,C,CAR,36,82,16,15,31
5,8482175,JJ Peterka,R,BUF,22,82,15,16,31
5,8480185,Eetu Luostarinen,C,FLA,26,82,15,16,31
5,8473449,Kyle Okposo,R,FLA,36,82,14,17,31
5,8479996,Cody Glass,C,NSH,25,82,11,20,31
5,8476885,Jacob Trouba,D,NYR,30,82,11,20,31
5,8482122,Brock Faber,D,MIN,22,82,5,26,31
5,8478911,Matt Roy,D,LAK,29,82,5,26,31
5,8477488,Brett Pesce,D,CAR,30,82,2,29,31
5,8481554,Kaapo Kakko,R,NYR,23,82,21,9,30
5,8478133,Jake Evans,C,MTL,28,82,14,16,30
5,8476469,Joel Armia,R,MTL,31,82,14,16,30
5,8482146,Luke Evangelista,R,NSH,22,82,11,19,30
5,8480009,Eeli Tolvanen,R,SEA,25,82,10,20,30
5,8479398,Samuel Girard,D,COL,26,82,8,22,30
5,8478462,Nicolas Roy,C,VGK,27,82,8,22,30
5,8476927,Teddy Blueger,C,VAN,30,82,7,23,30
5,8476525,Colin Miller,D,WPG,32,82,6,24,30
5,8483493,Frank Nazar,C,CHI,20,82,22,7,29
5,8475793,Ryan Johansen,C,PHI,32,82,17,12,29
5,8479293,Brandon Tanev,L,SEA,33,82,17,12,29
5,8478020,Michael Amadio,C,VGK,28,82,16,13,29
5,8476873,Mark Jankowski,C,NSH,30,82,16,13,29
5,8479390,Taylor Raddysh,R,CHI,26,82,13,16,29
5,8478115,Pierre Engvall,L,NYI,28,82,12,17,29
5,8480145,Neal Pionk,D,WPG,29,82,11,18,29
5,8473422,Nick Foligno,L,CHI,37,82,9,20,29
5,8476923,Damon Severson,D,CBJ,30,82,8,21,29
5,8475171,Oliver Ekman-Larsson,D,FLA,33,82,6,23,29
5,8482720,Matthew Knies,L,TOR,22,82,5,24,29
5,8480336,Sean Walker,D,COL,30,82,5,24,29
5,8477989,Christian Dvorak,C,MTL,28,82,17,11,28
5,8475343,Nic Dowd,C,WSH,34,82,15,13,28
5,8480893,Kirill Marchenko,R,CBJ,24,82,14,14,28
5,8479941,Justin Danforth,R,CBJ,31,82,11,17,28
5,8480459,Pius Suter,C,VAN,28,82,10,18,28
5,8476329,Travis Boyd,C,ARI,31,82,9,19,28
5,8478013,Jake Walman,D,DET,28,82,8,20,28
5,8483565,Nick Blankenburg,D,CBJ,26,82,7,21,28
5,8480028,Morgan Frost,C,PHI,25,82,6,22,28
5,8475181,Nick Leddy,D,STL,33,82,3,25,28
5,8478882,Vladislav Gavrikov,D,LAK,29,82,3,25,28
5,8481568,Alex Vlasic,D,CHI,23,82,2,26,28
5,8476981,Josh Anderson,R,MTL,30,82,19,8,27
5,8474884,Mike Hoffman,C,SJS,35,82,16,11,27
5,8478109,Victor Olofsson,L,BUF,29,82,15,12,27
5,8482259,Bobby McMann,C,TOR,28,82,15,12,27
5,8479316,Luke Kunin,C,SJS,27,82,12,15,27
5,8479977,Kailer Yamamoto,R,SEA,26,82,12,15,27
5,8476419,Jean-Gabriel Pageau,C,NYI,32,82,9,18,27
5,8481013,Jonatan Berggren,R,DET,24,82,8,19,27
5,8479980,Nicolas Hague,D,VGK,26,82,8,19,27
5,8482087,Kaiden Guhle,D,MTL,22,82,8,19,27
5,8477506,Ryan Pulock,D,NYI,30,82,7,20,27
5,8480073,Erik Brannstrom,D,OTT,25,82,7,20,27
5,8480113,Alex Iafallo,L,WPG,31,82,6,21,27
5,8483482,Tristan Luneau,D,ANA,20,82,6,21,27
5,8481606,Jordan Spence,D,LAK,23,82,5,22,27
5,8476429,Scott Mayfield,D,NYI,32,82,4,23,27
5,8475179,Dmitry Kulikov,D,FLA,34,82,3,24,27
5,8476931,Jake McCabe,D,TOR,31,82,2,25,27
5,8477952,Robby Fabbri,C,DET,28,82,15,11,26
5,8476921,Jordan Martinook,L,CAR,32,82,13,13,26
5,8478569,Noel Acciari,C,PIT,33,82,13,13,26
5,8478430,Oliver Kylington,D,CGY,27,82,12,14,26
5,8479393,Noah Gregor,C,TOR,26,82,12,14,26
5,8480074,Alexandre Texier,C,CBJ,25,82,11,15,26
5,8481481,Blake Lizotte,C,LAK,27,82,11,15,26
5,8480068,Ryan Poehling,C,PHI,25,82,10,16,26
5,8482730,Brandt Clarke,D,LAK,21,82,10,16,26
5,8479346,Dillon Dube,C,CGY,26,82,8,18,26
5,8480035,Henri Jokiharju,D,BUF,25,82,6,20,26
5,8481703,Valtteri Puustinen,R,PIT,25,82,5,21,26
5,8482145,Mavrik Bourque,C,DAL,22,82,20,5,25
5,8479423,Alex Nylander,L,CBJ,26,82,17,8,25
5,8480281,Alexey Toropchenko,R,STL,25,82,13,12,25
5,8474189,Lars Eller,C,PIT,35,82,11,14,25
5,8477330,Dominik Kubalik,L,OTT,29,82,11,14,25
5,8479415,Michael McLeod,C,NJD,26,82,10,15,25
5,8482111,Justin Barron,D,MTL,23,82,10,15,25
5,8482062,Cole Smith,L,NSH,29,82,8,17,25
5,8478500,Ivan Provorov,D,CBJ,27,82,7,18,25
5,8476892,Colton Parayko,D,STL,31,82,6,19,25
5,8477425,Miles Wood,L,COL,29,82,6,19,25
5,8478507,John Marino,D,NJD,27,82,4,21,25
5,8478840,Will Borgen,D,SEA,28,82,2,23,25
5,8477919,Frederick Gaudreau,C,MIN,31,82,17,7,24
5,8475231,Casey Cizikas,C,NYI,33,82,16,8,24
5,8484203,Bradly Nadeau,L,CAR,19,82,15,9,24
5,8480821,Filip Zadina,R,SJS,25,82,14,10,24
5,8470610,Zach Parise,L,COL,40,82,14,10,24
5,8482679,Matt Coronato,R,CGY,22,82,14,10,24
5,8477953,Kasperi Kapanen,R,STL,28,82,12,12,24
5,8476374,Sean Kuraly,C,CBJ,31,82,12,12,24
5,8474715,Cam Atkinson,R,PHI,35,82,12,12,24
5,8481093,Rafael Harvey-Pinard,L,MTL,25,82,11,13,24
5,8481028,Martin Pospisil,C,CGY,25,82,11,13,24
5,8481553,Bobby Brink,R,PHI,23,82,10,14,24
5,8476897,Oskar Sundqvist,C,STL,30,82,9,15,24
5,8482142,Jamie Drysdale,D,PHI,22,82,9,15,24
5,8474149,Evgenii Dadonov,R,DAL,35,82,7,17,24
5,8481477,Nico Sturm,C,SJS,29,82,6,18,24
5,8476331,Dylan DeMelo,D,WPG,31,82,6,18,24
5,8481537,Nikita Okhotiuk,D,CGY,24,82,6,18,24
5,8479369,Andrew Peeke,D,BOS,26,82,5,19,24
5,8477435,Ryan Graves,D,PIT,29,82,2,22,24
5,8473453,Trevor Lewis,C,LAK,37,82,16,7,23
5,8470621,Corey Perry,R,EDM,39,82,13,10,23
5,8480855,Jack McBain,C,ARI,24,82,11,12,23
5,8479353,Brett Howden,C,VGK,26,82,10,13,23
5,8476461,Sean Couturier,C,PHI,32,82,8,15,23
5,8478451,Ethan Bear,D,WSH,27,82,7,16,23
5,8478831,Kevin Stenlund,C,FLA,28,82,7,16,23
5,8476891,Matt Grzelcyk,D,BOS,30,82,6,17,23
5,8478416,Erik Cernak,D,TBL,27,82,4,19,23
5,8478399,Jonas Siegenthaler,D,NJD,27,82,3,20,23
5,8480058,Pierre-Olivier Joseph,D,PIT,25,82,3,20,23
5,8476467,Jamie Oleksiak,D,SEA,32,82,3,20,23
5,8479998,Mikey Anderson,D,LAK,25,82,2,21,23
5,8481580,Connor McMichael,C,WSH,23,82,13,9,22
5,8483515,Juraj Slafkovsky,L,MTL,20,82,12,10,22
5,8481601,Simon Holmstrom,R,NYI,23,82,10,12,22
5,8482666,Scott Morrow,D,CAR,22,82,10,12,22
5,8480144,David Kampf,C,TOR,29,82,9,13,22
5,8476442,Matt Nieto,L,PIT,32,82,8,14,22
5,8483763,Maksymilian Szuber,D,ARI,22,82,8,14,22
5,8476422,Mike Reilly,D,NYI,31,82,7,15,22
5,8475690,Chris Tanev,D,DAL,35,82,6,16,22
5,8476979,Erik Gustafsson,D,NYR,32,82,5,17,22
5,8478178,Darren Raddysh,D,TBL,28,82,3,19,22
5,8480246,Nick Perbix,D,TBL,26,82,2,20,22
5,8481517,Brett Leason,R,ANA,25,82,13,8,21
5,8479661,Tanner Jeannot,L,TBL,27,82,13,8,21
5,8482074,Connor Zary,C,CGY,23,82,13,8,21
5,8477369,Carson Soucy,D,VAN,30,82,8,13,21
5,8477505,Alexander Wennberg,C,NYR,30,82,8,13,21
5,8474009,Nick Bonino,C,NYR,36,82,8,13,21
5,8476457,Adam Larsson,D,SEA,32,82,6,15,21
5,8478468,Jeremy Lauzon,D,NSH,27,82,6,15,21
5,8470604,Jeff Carter,C,PIT,39,82,5,16,21
5,8480834,Ty Emberson,D,SJS,24,82,4,17,21
5,8477845,Trevor van Riemsdyk,D,WSH,33,82,3,18,21
5,8474574,Tyler Myers,D,VAN,34,82,3,18,21
5,8475208,Brian Dumoulin,D,SEA,33,82,3,18,21
5,8480448,Parker Kelly,L,OTT,25,82,16,4,20
5,8484166,Adam Fantilli,C,CBJ,20,82,11,9,20
5,8477353,Tyler Motte,C,TBL,29,82,11,9,20
5,8477507,Nikita Zadorov,D,VAN,29,82,10,10,20
5,8477406,Mattias Janmark,C,EDM,32,82,9,11,20
5,8480813,Joe Veleno,C,DET,24,82,8,12,20
5,8477839,Conor Sheary,L,TBL,32,82,7,13,20
5,8477931,Tomas Nosek,L,NJD,32,82,7,13,20
5,8480796,Martin Fehervary,D,WSH,25,82,7,13,20
5,8476879,Cody Ceci,D,EDM,31,82,6,14,20
5,8482073,Braden Schneider,D,NYR,23,82,6,14,20
5,8483466,Kevin Korchinski,D,CHI,20,82,6,14,20
5,8470600,Ryan Suter,D,DAL,39,82,5,15,20
5,8475462,Radko Gudas,D,ANA,34,82,4,16,20
5,8474166,Alec Martinez,D,VGK,37,82,4,16,20
5,8483495,Simon Nemec,D,NJD,20,82,4,16,20
5,8474673,TJ Brodie,D,TOR,34,82,2,18,20
5,8475188,Brayden McNabb,D,VGK,33,82,1,19,20
5,8482118,Sam Colangelo,R,ANA,23,82,14,5,19
5,8482702,Logan Stankoven,C,DAL,21,82,13,6,19
5,8483499,Liam Ohgren,L,MIN,20,82,11,8,19
5,8479514,Rem Pitlick,C,CHI,27,82,8,11,19
5,8478408,Travis Dermott,D,ARI,28,82,8,11,19
5,8476372,Nick Seeler,D,PHI,31,82,7,12,19
5,8482245,Artem Zub,D,OTT,29,82,6,13,19
5,8479351,Sam Steel,C,DAL,26,82,5,14,19
5,8482803,Olen Zellweger,D,ANA,21,82,5,14,19
5,8481567,Henry Thrun,D,SJS,23,82,5,14,19
5,8475200,Dmitry Orlov,D,CAR,33,82,4,15,19
5,8482516,Matthew Kessel,D,STL,24,82,4,15,19
5,8481605,Jackson LaCombe,D,ANA,23,82,3,16,19
5,8480860,Kevin Bahl,D,NJD,24,82,3,16,19
5,8475324,Nick Jensen,D,WSH,34,82,1,18,19
5,8476902,Esa Lindell,D,DAL,30,82,0,19,19
5,8482125,Alexander Holtz,R,NJD,22,82,10,8,18
5,8475842,Sam Carrick,C,EDM,32,82,10,8,18
5,8479371,Dante Fabbro,D,NSH,26,82,7,11,18
5,8479591,Michael Eyssimont,C,TBL,28,82,7,11,18
5,8479291,Kevin Rooney,C,CGY,31,82,7,11,18
5,8477392,Hudson Fasching,R,NYI,29,82,6,12,18
5,8474013,Ian Cole,D,VAN,35,82,6,12,18
5,8481522,Peyton Krebs,C,BUF,23,82,5,13,18
5,8475220,Marcus Foligno,L,MIN,33,82,4,14,18
5,8481178,Egor Zamula,D,PHI,24,82,4,14,18
5,8483490,Pavel Mintyukov,D,ANA,21,82,4,14,18
5,8479383,Boris Katchouk,L,OTT,26,82,4,14,18
5,8476473,Connor Murphy,D,CHI,31,82,2,16,18
5,8477969,Marcus Pettersson,D,PIT,28,82,1,17,18
5,8480807,Mattias Samuelsson,D,BUF,24,82,1,17,18
5,8482737,Zack Bolduc,C,STL,21,82,10,7,17
5,8476278,Colin Blackwell,C,CHI,31,82,10,7,17
5,8476878,Zemgus Girgensons,L,BUF,30,82,10,7,17
5,8475164,Jakob Silfverberg,R,ANA,34,82,7,10,17
5,8483491,Ivan Miroshnichenko,L,WSH,20,82,7,10,17
5,8481059,Scott Perunovich,D,STL,26,82,5,12,17
5,8480172,Jan Rutta,D,SJS,34,82,5,12,17
5,8478136,Jake Middleton,D,MIN,28,82,4,13,17
5,8481014,Alexander Romanov,D,NYI,24,82,4,13,17
5,8482177,Marat Khusnutdinov,C,MIN,22,82,4,13,17
5,8475279,Ben Chiarot,D,DET,33,82,3,14,17
5,8474567,Zach Bogosian,D,MIN,34,82,3,14,17
5,8475762,Derek Forbort,D,BOS,32,82,3,14,17
5,8482807,Ethan Del Mastro,D,CHI,21,82,2,15,17
5,8480879,Jacob Bernard-Docker,D,OTT,24,82,2,15,17
5,8477365,Connor Clifton,D,BUF,29,82,0,17,17
5,8482809,Jackson Blake,R,CAR,21,82,7,9,16
5,8481524,Bowen Byram,D,BUF,23,82,6,10,16
5,8475455,Brenden Dillon,D,WPG,34,82,4,12,16
5,8476312,Josh Manson,D,COL,33,82,3,13,16
5,8478859,Niko Mikkola,D,FLA,28,82,3,13,16
5,8475233,David Savard,D,MTL,34,82,3,13,16
5,8476624,Barclay Goodrow,C,NYR,31,82,3,13,16
5,8484911,Collin Graf,R,SJS,22,82,2,14,16
5,8483012,Logan Morrison,C,SEA,22,82,10,5,15
5,8481704,Juuso Parssinen,C,NSH,23,82,9,6,15
5,8478043,Sam Lafferty,C,VAN,29,82,9,6,15
5,8478508,Yakov Trenin,C,COL,27,82,8,7,15
5,8476858,Phillip Di Giuseppe,L,VAN,31,82,8,7,15
5,8482166,Shakir Mukhamadullin,D,SJS,22,82,7,8,15
5,8482155,Alex Laferriere,R,LAK,23,82,6,9,15
5,8477015,Connor Brown,R,EDM,30,82,5,10,15
5,8476967,Brett Kulak,D,EDM,30,82,4,11,15
5,8474034,Pat Maroon,L,BOS,36,82,2,13,15
5,8473504,Cal Clutterbuck,R,NYI,37,82,6,8,14
5,8480980,Connor Dewar,C,TOR,25,82,5,9,14
5,8482858,Ryker Evans,D,SEA,23,82,5,9,14
5,8482712,Oskar Olausson,R,COL,22,82,4,10,14
5,8477220,Nate Schmidt,D,WPG,33,82,3,11,14
