,PlayerID,Player,Position,Team,Age,ATOI,Gper1kChunk,A1per1kChunk,A2per1kChunk
0,8474563,Drew Doughty,D,LAK,34,26.025641144299435,3.5045127558040914,3.532641470396774,3.9495943235116524
1,8480069,Cale Makar,D,COL,25,25.469965195089813,4.952635026938358,8.254087335561417,8.729178185173756
2,8480839,Rasmus Dahlin,D,BUF,23,25.41299410612295,4.467839148533601,5.8873356142548765,4.868564464166699
3,8477495,Seth Jones,D,CHI,29,25.305095165808343,1.4493207285662937,3.821511077576118,3.676370564054544
4,8474590,John Carlson,D,WSH,33,25.22545401494978,2.15459162848253,3.61691470649959,6.850629120332418
5,8480036,Miro Heiskanen,D,DAL,24,25.13601113513003,3.0666079046584445,4.945529622522429,6.992845160698737
6,8482122,Brock Faber,D,MIN,21,25.129711419683222,1.3128175042949601,3.648876146836715,4.292734197660983
7,8480800,Quinn Hughes,D,VAN,24,24.93787707735062,3.6137035184474477,8.891603504887405,9.702417449430119
8,8474600,Roman Josi,D,NSH,33,24.918108188685608,4.216382872810676,7.615791085379887,6.268756430394077
9,8471724,Kris Letang,D,PIT,36,24.769043687679623,1.9616777469680091,5.664883775396505,4.996022691081905
10,8483464,Marco Kasper,C,DET,19,24.702356378518708,1.5057547092437744,1.2496554851531982,1.2963370084762573
11,8476875,Mike Matheson,D,MTL,29,24.698330992386104,2.68201636303935,5.374453605652085,5.610904055735218
12,8478469,Thomas Chabot,D,OTT,26,24.690071892629636,2.6260364950197683,4.177006303619594,5.269895531947112
13,8475764,Cam Fowler,D,ANA,32,24.668104521997503,1.5600544103200558,3.4039534349457607,4.702890506989827
14,8474578,Erik Karlsson,D,PIT,33,24.645542762780213,3.083624900545543,6.737658149344611,5.745049888903556
15,8482711,Stanislav Svozil,D,CBJ,20,24.505877231581,1.3277359008789062,1.33231782913208,4.388758659362793
16,8475167,Victor Hedman,D,TBL,33,24.406059015832064,3.2228573925318087,8.03843977617954,7.001453457595247
17,8478460,Zach Werenski,D,CBJ,26,24.385138339984522,2.9380363211854092,5.085541578089398,6.458387992208783
18,8478038,Devon Toews,D,COL,29,24.372240073788365,3.2928061353792293,4.018732994002082,4.629574829697059
19,8477504,Josh Morrissey,D,WPG,28,24.260231601805327,2.8631241217394177,5.6204717999381035,5.682441877021299
20,8479325,Charlie McAvoy,D,BOS,26,24.15410258999959,3.172650286921161,5.939646562525796,6.515038584601328
21,8474565,Alex Pietrangelo,D,VGK,33,23.966467217792985,1.842977781177845,4.5515029602068555,5.059405647402577
22,8478397,Rasmus Andersson,D,CGY,27,23.904603766281006,2.61969028497612,4.541602405444631,4.709764192320286
23,8480865,Noah Dobson,D,NYI,23,23.685041515028303,2.9967385218304576,9.022347593102404,6.638633323270006
24,8479323,Adam Fox,D,NYR,25,23.634405665282657,3.5980708367403578,7.944013021988707,8.54849897382768
25,8476892,Colton Parayko,D,STL,30,23.58419487066389,2.7848848483338937,2.56062679761854,2.794673111439356
26,8476853,Morgan Rielly,D,TOR,29,23.579579559845946,2.587423038777849,8.250473113481606,5.46099253486665
27,8476854,Hampus Lindholm,D,BOS,29,23.489660481476218,0.938276645712014,2.8344667836006368,4.66601945250505
28,8476463,Jonas Brodin,D,MIN,30,23.413065891256178,1.8509453681439068,2.524106835569448,3.5538715852980016
29,8478407,Vince Dunn,D,SEA,27,23.23982853296559,3.1719073319533084,6.950239598185557,5.582183921592919
30,8478396,Noah Hanifin,D,CGY,26,23.21438436240638,3.1450727797626143,4.742309463999496,3.4497922078493293
31,8476457,Adam Larsson,D,SEA,31,23.186291644743154,1.3253198872597554,1.7880005181780776,3.220329138085995
32,8477986,Brandon Montour,D,FLA,29,23.156334297379377,2.9630676324286096,3.8894941351878916,4.859006571672018
33,8480874,Adam Ginning,D,PHI,23,23.143166638642988,1.0869189500808716,1.2522315979003906,1.2941360473632812
34,8479425,Filip Hronek,D,VAN,26,23.079757494729776,1.7362257836347443,5.016921081255333,7.551463826713192
35,8479410,Mikhail Sergachev,D,TBL,25,23.056608871039163,2.0203849233103797,6.14352999845765,5.361464411586603
36,8482671,Owen Power,D,BUF,21,22.947001186629763,1.3308162807287465,3.1426540388566244,3.5993051825903595
37,8477498,Darnell Nurse,D,EDM,28,22.91068018933356,2.7914729232461344,3.730811130381629,2.7317428005535485
38,8478500,Ivan Provorov,D,CBJ,26,22.879813517542676,1.7431395765842237,3.8734982059933896,3.498423401455785
39,8478420,Mikko Rantanen,R,COL,27,22.78965906007287,11.437720226924817,9.232484730377415,6.610934485823632
40,8479345,Jakob Chychrun,D,OTT,25,22.785926706154118,3.993083591690916,3.5040934615901147,5.344423033727923
41,8475753,Justin Faulk,D,STL,31,22.778610990485138,1.979933620258158,4.782882179589219,4.02953995848167
42,8477492,Nathan MacKinnon,C,COL,28,22.715699882441967,12.262623924266599,11.768251647536507,10.000453523578063
43,8477948,Travis Sanheim,D,PHI,27,22.70488503095688,2.123495680381791,4.362784690627655,3.6824229793043046
44,8482105,Jake Sanderson,D,OTT,21,22.645904792287563,2.4304638517062394,2.391998770514595,4.706063269767333
45,8481542,Moritz Seider,D,DET,22,22.641358258342127,2.4918356257294683,4.470245394234116,4.989356137265033
46,8470613,Brent Burns,D,CAR,38,22.585127595604344,3.532065672502335,3.4415047913140784,5.67228250887344
47,8477447,Shea Theodore,D,VGK,28,22.520018979454967,3.7326471928101097,6.806759723438818,6.483909526767739
48,8479983,Mario Ferraro,D,SJS,25,22.51829987890152,0.6886674947463901,2.7522665617112825,2.590369335963387
49,8478055,Gustav Forsling,D,FLA,27,22.506447983039905,3.2115679370659147,4.299425638930826,3.4024449210806584
50,8477932,Aaron Ekblad,D,FLA,27,22.38257108246002,3.525755150516974,3.0905480188459524,4.837236731973413
51,8474716,Jared Spurgeon,D,MIN,34,22.229137100637708,2.0073401055684905,2.8761029493438794,3.93910228446956
52,8477346,MacKenzie Weegar,D,CGY,29,21.908322977479052,4.8579263417212735,3.656045292205386,4.226449087803008
53,8478402,Connor McDavid,C,EDM,26,21.866990494110755,11.313215717942771,16.625507713020404,10.365489839288
54,8480817,K'Andre Miller,D,NYR,23,21.85919769181974,2.712832961463959,2.030646775588604,4.329199488455126
55,8475181,Nick Leddy,D,STL,32,21.851453962110334,1.1755478769532606,3.868644395734417,3.4486625907845117
56,8476885,Jacob Trouba,D,NYR,29,21.689689730200307,1.69682538737568,3.4095272807365657,3.725542368989327
57,8477506,Ryan Pulock,D,NYI,29,21.685876655006115,2.015914896602259,2.0050197345330774,3.116025162856684
58,8474673,TJ Brodie,D,TOR,33,21.681811047405173,0.3656337551954316,2.7099148450502972,3.207766287962535
59,8474151,Ryan McDonagh,D,NSH,34,21.61940831075624,0.996066232615697,3.2828276112654824,3.0703824861138633
60,8476958,Jaccob Slavin,D,CAR,29,21.568999185613837,1.7704005235316327,3.0022801929463734,4.71602243874975
61,8480434,Sean Durzi,D,ARI,25,21.567468763530623,2.9718427164173296,3.433855495839252,6.009473092010982
62,8476462,Dougie Hamilton,D,NJD,30,21.481249002090124,4.976363240509845,5.788417767548257,6.256769650564446
63,8476869,Brady Skjei,D,CAR,29,21.457190684456318,3.091430630164309,3.613672899482002,5.090823044668151
64,8481568,Alex Vlasic,D,CHI,22,21.394473914327595,0.9709137651354829,2.2904794309092074,1.9759857368384974
65,8479998,Mikey Anderson,D,LAK,24,21.354680087751152,0.7338250837281195,2.6956972953901093,2.8772637780270958
66,8478483,Mitchell Marner,R,TOR,26,21.341576347533614,9.1495184244227,12.9458655824752,6.542191359132864
67,8477969,Marcus Pettersson,D,PIT,27,21.3012452883694,1.2637880829900248,2.630128134819871,5.0985607553882595
68,8476453,Nikita Kucherov,R,TBL,30,21.28706307182477,12.462495336900048,12.483288922221298,9.480800181736043
69,8477934,Leon Draisaitl,C,EDM,28,21.242661810534287,12.337885966638526,11.101033673151019,7.26956200722192
70,8475218,Mattias Ekholm,D,EDM,33,21.241480103039542,1.983899667364447,4.287175482368821,3.5386965708318585
71,8480803,Evan Bouchard,D,EDM,24,21.22151240855671,5.153888833226019,6.299364320485181,8.11640799750734
72,8482684,Luke Hughes,D,NJD,20,21.212504675354428,4.767597438229509,4.0013541739525476,4.810700304826492
73,8481546,Cam York,D,PHI,22,21.185612731860413,2.1518397822226816,1.4294167911005498,4.070238039196648
74,8475233,David Savard,D,MTL,33,21.142486934175203,1.818620632193213,2.1984104032964904,2.9425236268429593
75,8481014,Alexander Romanov,D,NYI,23,21.137043421885608,2.149547367357947,1.9488242620958744,2.065515770040121
76,8478507,John Marino,D,NJD,26,21.134072976997597,1.5822589595091545,3.0471450741607375,3.349158326580565
77,8480145,Neal Pionk,D,WPG,28,21.132069212307414,1.8777324256794161,2.932482626250837,4.632284317662879
78,8480018,Nick Suzuki,C,MTL,24,21.106043121097205,7.80471213465573,8.348439781557467,4.973853017067228
79,8478882,Vladislav Gavrikov,D,LAK,28,21.06530854206016,1.7485097919085553,2.157801249747684,3.1761646569316424
80,8477501,Valeri Nichushkin,R,COL,28,21.029549283133942,10.414446870721905,7.179123779155926,4.092308433844474
81,8480807,Mattias Samuelsson,D,BUF,23,20.995765373884833,0.8345759309238795,1.7213232113732106,2.865882315995933
82,8477488,Brett Pesce,D,CAR,29,20.99230988262264,1.7530986959778971,2.3230786363878098,2.615621834500999
83,8482116,Tim Stützle,C,OTT,21,20.91320678688092,7.408488970368669,7.025554283754424,8.943098706906358
84,8476792,Torey Krug,D,STL,32,20.885221355476883,1.4297312089499012,4.595230718169552,6.482749455005701
85,8476331,Dylan DeMelo,D,WPG,30,20.88152466585231,0.6796756837566245,3.340395479793552,3.2241976785617434
86,8479318,Auston Matthews,C,TOR,26,20.874172574030883,19.942271620407634,7.59789636556123,4.3627729992285476
87,8482087,Kaiden Guhle,D,MTL,21,20.86593587911578,1.6549546756333633,1.9806414162889951,2.731048353190367
88,8475906,John Klingberg,D,TOR,31,20.864146050933115,2.1483336890616065,5.082250531051685,4.397535746609604
89,8478864,Kirill Kaprizov,L,MIN,26,20.859762529337814,12.27633179522697,9.936648201591353,5.970360297087586
90,8482655,J.J. Moser,D,ARI,23,20.794898736273552,1.4363119244904254,2.826048389662716,4.948870359227305
91,8476923,Damon Severson,D,CBJ,29,20.780120024830367,2.7945515197560207,3.406822650017143,3.7115912979304446
92,8482245,Artem Zub,D,OTT,28,20.701037107184447,1.456892634687469,3.6350302954682103,3.5235749221793657
93,8480873,Rasmus Sandin,D,WSH,23,20.626245403629575,1.4387472369027452,4.5567029376131245,4.116545571116739
94,8476917,Adam Pelech,D,NYI,29,20.62300374462372,1.4871407731654016,2.3975954257160303,3.532414883563582
95,8476856,Matt Dumba,D,ARI,29,20.606570709806082,1.9636310059427229,0.9645067482459836,2.53695728351963
96,8479398,Samuel Girard,D,COL,25,20.526499706030403,2.0682774548114775,5.3249505395788415,3.8978708350549836
97,8477404,Jake Guentzel,L,PIT,29,20.46509175640774,10.821260370901495,9.55227918163892,4.391181036547935
98,8476389,Vincent Trocheck,C,NYR,30,20.43962268927702,7.977497334404421,9.006453207992907,4.457109579124726
99,8480994,Damien Giroux,C,MIN,23,20.426499971975993,1.06039559841156,5.735516548156738,10.513612747192383
100,8476460,Mark Scheifele,C,WPG,30,20.396221544154965,8.925816437599455,8.968733507591448,5.417652854816799
101,8478398,Kyle Connor,L,WPG,27,20.368166787658723,11.660109305455858,6.063739030732306,6.211990388498114
102,8476902,Esa Lindell,D,DAL,29,20.3215184311736,2.0662851996591804,2.8233876499390753,3.5192104195482083
