,PlayerID,Player,Position,Team,Age,ATOI,Gper1kChunk,A1per1kChunk,A2per1kChunk
103,8480023,Robert Thomas,C,STL,24,20.31405908430127,7.349523884609926,10.600391717721545,6.992450943604826
104,8481524,Bowen  Byram,D,COL,22,20.301906005496445,3.8002286515930903,2.3739964895261902,4.080514888100227
105,8476881,Tomas Hertl,C,SJS,30,20.29172297375196,7.677274939347213,6.738012368961897,3.7332416568741094
106,8481559,Jack Hughes,C,NJD,22,20.249798780494288,11.085501300870861,10.495136643948562,7.073911866948835
107,8478911,Matt Roy,D,LAK,28,20.209808429388417,1.570368523798667,2.946574475710753,2.8545885837898792
108,8476879,Cody Ceci,D,EDM,30,20.205777636459064,0.6803637057864194,2.9196672382947186,3.7910275893225434
109,8475279,Ben Chiarot,D,DET,32,20.164784087825215,1.8396792074028883,3.176580059137546,1.3988794006702299
110,8471675,Sidney Crosby,C,PIT,36,20.135484141731258,12.669566942558802,7.887509759225951,5.118977579464255
111,8477500,Bo Horvat,C,NYI,28,20.128516704595384,10.004585872073807,5.76124452716325,5.517708000975132
112,8473507,Jeff Petry,D,DET,36,20.111340980094578,1.5399191865777668,3.2739901275392684,4.789927622905049
113,8481581,Thomas Harley,D,DAL,22,20.109401302199593,4.543723542860656,3.2204670476059443,4.745121298231561
114,8476931,Jake McCabe,D,TOR,30,20.103758621536844,1.9916006794783978,2.4638557989416903,4.363758183629428
115,8474162,Jake Muzzin,D,TOR,34,20.09877182085869,1.8602617979049683,3.412935733795166,3.8132221698760986
116,8478010,Brayden Point,C,TBL,27,20.037814791748723,12.15845384642029,6.459974270553404,6.401433377900925
117,8470600,Ryan Suter,D,DAL,38,20.027466078043762,0.9523469863764525,2.2525380115423945,3.091674188978797
118,8476468,J.T. Miller,C,VAN,30,20.02656815867106,11.057056356214837,13.259894461191003,5.8627683164664
119,8477493,Aleksander Barkov,C,FLA,28,20.006235963987447,7.596430065035161,10.647866720476046,8.91994815635862
120,8478399,Jonas Siegenthaler,D,NJD,26,19.976304707120462,0.8694533132801532,1.9731804696153814,3.1448018236363158
121,8477933,Sam Reinhart,C,FLA,28,19.96229463334784,14.975341965309642,6.7041499766022135,5.402328446560972
122,8478493,Joel Eriksson Ek,C,MIN,26,19.958987684715346,11.160201889630791,4.847617640490992,5.469657713279275
123,8478550,Artemi Panarin,L,NYR,32,19.947660737646963,12.102162188038326,10.792095737768909,8.161312536567745
124,8475690,Chris Tanev,D,CGY,34,19.943205028810496,0.6873163460101096,2.2991957801946503,2.7585135089859985
125,8482142,Jamie Drysdale,D,PHI,21,19.940873284549067,2.0464614986708902,2.4058877470352225,2.4500859460515145
126,8478403,Jack Eichel,C,VGK,27,19.924238970057083,9.896586404707207,7.791526674346408,5.987818533883837
127,8477496,Elias Lindholm,C,VAN,29,19.9146401090166,6.408739326927839,5.768162350267337,5.464418229530617
128,8476454,Ryan Nugent-Hopkins,C,EDM,30,19.903657800395987,7.418754207523911,8.863611844964986,7.24208499369394
129,8476906,Shayne Gostisbehere,D,DET,30,19.89972351628441,3.4510553830768886,5.154234606672061,5.861717681139248
130,8471685,Anze Kopitar,C,LAK,36,19.876999754142584,7.284393920701364,7.568339419952512,5.578336077787721
131,8475790,Erik Gudbranson,D,CBJ,31,19.876658390452437,1.3468736587896637,1.9284888074208155,3.865742966543387
132,8477956,David Pastrnak,R,BOS,27,19.868257539295907,15.228947682878427,10.848373444439842,7.798136874801088
133,8480012,Elias Pettersson,C,VAN,25,19.842455682333892,12.1106893078436,10.051778048390057,8.17833874814132
134,8476473,Connor Murphy,D,CHI,30,19.834705065489278,1.2640766352154342,1.4629135956590704,2.1864998274665473
135,8476432,Boone Jenner,C,CBJ,30,19.825032292447432,9.952493747914291,3.313175802064043,2.8101564168425153
136,8474574,Tyler Myers,D,VAN,33,19.81020342349757,1.5933419844885406,2.8849918044291774,3.9264827794452586
137,8477946,Dylan Larkin,C,DET,27,19.789664284577643,10.974375514443391,8.666939804439185,4.315188961976203
138,8476467,Jamie Oleksiak,D,SEA,31,19.78842125305664,1.1676034529231547,1.711324419801282,2.10013501996977
139,8478439,Travis Konecny,R,PHI,26,19.771521271143,11.045673201202792,8.339845605507708,4.006982889555171
140,8479343,Clayton Keller,R,ARI,25,19.762781141327736,9.738417863989248,8.913675651976718,4.788457809754496
141,8475786,Zach Hyman,L,EDM,31,19.753959049746534,14.314127513441438,5.630715905391394,4.633234615063348
142,8476459,Mika Zibanejad,C,NYR,30,19.739889238811298,8.772343046867782,10.633555814541763,4.963448657462392
143,8478443,Brandon Carlo,D,BOS,27,19.739143662050385,1.5088885109256411,3.129849054663865,1.5275792738058038
144,8476429,Scott Mayfield,D,NYI,31,19.73014174740232,0.7406075756724289,2.269386711373725,2.1308225430260945
145,8481567,Henry Thrun,D,SJS,22,19.710387457488704,1.0708409419498361,1.3860480976892249,1.8646567582708602
146,8477402,Pavel Buchnevich,L,STL,28,19.705764552039167,8.948604186166605,7.37402001664616,5.236035026024696
147,8478136,Jake Middleton,D,MIN,27,19.66539507825141,2.5938320079702977,2.6260401947944447,2.385489510727832
148,8471214,Alex Ovechkin,L,WSH,38,19.663120502736927,9.778384015923965,7.575418878071767,4.085094024066704
149,8475324,Nick Jensen,D,WSH,33,19.632318627686086,0.46840886953400407,1.9387892280203904,2.723459340537043
150,8474166,Alec Martinez,D,VGK,36,19.626404970311242,1.9714279218018154,2.7154902408263064,3.703389846627141
151,8482448,Samuel Knazko,D,CBJ,21,19.606804539514517,1.089385747909546,1.8658947944641113,1.4008195400238037
152,8478445,Mathew Barzal,C,NYI,26,19.579866742387694,7.535675644396372,12.07541853595334,6.16094638607969
153,8481605,Jackson LaCombe,D,ANA,22,19.575292882729077,0.728248678068026,2.3602764111041816,1.1299150755351084
154,8475158,Ryan O'Reilly,C,NSH,32,19.559547495058577,8.36351023841189,4.348701966279867,7.099394451182732
155,8475188,Brayden McNabb,D,VGK,32,19.54280626933247,0.9689233708915157,2.674264977254655,3.7709805901823112
156,8475798,Mikael Granlund,C,SJS,31,19.53841472380879,3.843239814305284,7.177355944995326,5.392355233548191
157,8478013,Jake Walman,D,DET,27,19.537930129221543,4.581702980532203,1.512678524512551,3.0979176416749628
158,8477456,J.T. Compher,L,DET,28,19.532687440055025,6.365059918213378,7.168346743116604,2.149025778318593
159,8478427,Sebastian Aho,C,CAR,26,19.527125665138602,10.309881445387237,10.224667182118834,6.8617758933390745
160,8483424,Owen Beck,C,MTL,19,19.519023045185705,1.505922555923462,1.2496554851531982,1.2963370084762573
161,8473512,Claude Giroux,R,OTT,35,19.518404450713398,8.214093606201889,9.723361819979813,4.71794578919628
162,8476941,Connor Carrick,D,BOS,29,19.50276703834924,1.50602126121521,5.436619281768799,5.219930648803711
163,8477939,William Nylander,R,TOR,27,19.477990514160265,13.07066603599516,10.754178613002168,7.445594997509126
164,8475913,Mark Stone,R,VGK,31,19.373428574160005,7.7428323140855735,8.795532331221231,7.262479493083739
165,8477435,Ryan Graves,D,PIT,28,19.329939568726665,1.7021039636740332,1.3641387834653773,3.0262940016421798
166,8478416,Erik Cernak,D,TBL,26,19.31393218791383,0.9390900192647904,2.1796864182307876,2.507182853760554
167,8479324,Ryan Lindgren,D,NYR,25,19.231168425918185,1.0776251199985616,1.9645595760205459,3.0221764006916194
168,8479314,Matthew Tkachuk,L,FLA,26,19.225801401325,10.302456403952444,15.265320772242259,5.5200195612031
169,8477951,Nick Schmaltz,C,ARI,27,19.224368913453425,7.135787012415795,6.5815919659299515,4.278216206103616
170,8480796,Martin Fehervary,D,WSH,24,19.222342495669295,1.4384680047927896,1.990886390050459,3.3562895529680326
171,8480035,Henri Jokiharju,D,BUF,24,19.21340740893722,1.6252754250527541,2.5792039804576774,2.710890801674168
172,8473419,Brad Marchand,L,BOS,35,19.20291588714401,10.868791809999383,6.630144702161017,6.315138167164909
173,8480883,Ty Smith,D,PIT,23,19.16682028528052,2.9023773670196533,4.518649578094482,4.674567699432373
174,8475171,Oliver Ekman-Larsson,D,FLA,32,19.164069463557908,3.429255078310272,3.5669712676571796,4.2261845424178786
175,8478178,Darren Raddysh,D,TBL,27,19.154592103148712,1.608078943389006,1.6989233274428643,4.283693064610496
176,8475692,Mats Zuccarello,R,MIN,36,19.140004468388245,5.998063660695312,10.481375061322057,7.428568269363281
177,8479369,Andrew Peeke,D,CBJ,25,19.133156115014714,0.8126055380193199,2.677750921527482,3.6316620050280415
178,8476346,Johnny Gaudreau,L,CBJ,30,19.123547922679244,5.323191338225754,11.109891094174806,4.729116321366653
179,8475197,Tyson Barrie,D,NSH,32,19.103978400570202,2.0154616192909893,6.043279150522624,4.749854244771484
180,8474053,Logan Couture,C,SJS,34,19.06774311921322,6.849606700059844,6.003579776552396,4.112484466738818
181,8471873,Anton Stralman,D,BOS,37,19.057952666758094,1.070784568786621,1.3432579040527344,1.601345419883728
182,8478859,Niko Mikkola,D,FLA,27,19.044474544070795,1.2544234983205051,1.7002817352782398,2.494564240905566
183,8477949,Alex Tuch,R,BUF,27,19.011523685337874,8.933787725084008,7.8754044488216,4.312327344412159
184,8476988,Matt Benning,D,SJS,29,18.98539507190637,0.8879676911889053,2.4728006921149848,2.311037028708109
185,8474141,Patrick Kane,R,DET,35,18.933488104886706,7.831568862519145,9.33593470212843,5.9184461494768845
186,8480002,Nico Hischier,C,NJD,24,18.93229812137365,10.015185703017991,7.577155898843774,5.421212099823158
187,8475825,Jani Hakanpää,D,DAL,31,18.928452900896065,1.055053557005794,1.4504971702992229,2.1661962427585415
188,8474013,Ian Cole,D,VAN,34,18.91506665014958,0.9711148311943076,1.003974992061365,2.422632729984522
189,8477476,Artturi Lehkonen,L,COL,28,18.896239071740204,7.714956530168804,4.848407035611112,4.454409188953587
190,8481540,Cole Caufield,R,MTL,22,18.881463715718873,9.936388591641084,5.774990051329029,4.688667330237955
191,8479542,Brandon Hagel,L,TBL,25,18.81297038127158,8.841745056214938,10.3209438427413,3.451374458204638
192,8483565,Nick Blankenburg,D,CBJ,25,18.81189701460316,2.026368187695015,1.93380865236608,3.6858128338325318
193,8475455,Brenden Dillon,D,WPG,33,18.811458278339938,2.395902236033172,1.586662788934471,3.520603665823109
194,8476905,Chandler Stephenson,C,VGK,29,18.753157988239213,5.333580688994404,6.8892067109902415,5.03432130459196
195,8477845,Trevor van Riemsdyk,D,WSH,32,18.749595015875304,0.6509586078364674,1.7603309308018804,3.6345343294346284
196,8474150,Mikael Backlund,C,CGY,34,18.742554988404518,5.773114136902065,6.57823998631522,2.0186411194602263
197,8480801,Brady Tkachuk,L,OTT,24,18.73049799218652,12.327973858059988,8.976398213965776,2.512500657176978
198,8471215,Evgeni Malkin,C,PIT,37,18.717105021518485,8.181562695247756,7.451228766086961,6.094012638545905
199,8477960,Adrian Kempe,R,LAK,27,18.71572574242973,9.657748495885796,7.13834425655029,4.908480135701461
200,8480043,Timothy Liljegren,D,TOR,24,18.70879358889836,1.6043798907969928,2.8842539449970603,4.845205556661675
201,8474564,Steven Stamkos,C,TBL,33,18.706207812918763,11.057164667133492,7.340986721524477,6.872986223997916
202,8480913,Jordan Gross,D,NSH,28,18.681766518549654,2.57108998298645,2.2772037982940674,2.579007148742676
203,8476887,Filip Forsberg,L,NSH,29,18.656239514805453,11.877448050341203,8.141851305186592,5.653579992543564
204,8475184,Chris Kreider,L,NYR,32,18.640987647859657,12.839503169423036,5.743498725316794,4.3884054142397035
205,8477505,Alex Wennberg,C,SEA,29,18.634236985487195,4.07652254909585,4.607964880334544,2.7507922801458244
206,8475462,Radko Gudas,D,ANA,33,18.597963811955218,2.3984650995171948,1.9637077441779,2.3598025957409154
207,8475744,Evgeny Kuznetsov,C,WSH,31,18.5953442714317,4.738819723212158,6.648653044617301,3.735635031532234
208,8475200,Dmitry Orlov,D,CAR,32,18.589011622181793,1.8937423940668943,3.025879322363869,4.889616879691504
209,8475810,Bryan Rust,R,PIT,31,18.580297422477663,9.351489173611386,5.429634747172419,5.383182860274555
210,8480172,Jan Rutta,D,SJS,33,18.57779110226644,1.3745255990435123,2.056126893593971,2.5504442040997266
211,8480027,Jason Robertson,L,DAL,24,18.524440842680495,10.205470053961456,9.38348100614339,8.699579524074085
212,8480871,Adam Boqvist,D,CBJ,23,18.497514966342244,2.5699829454217493,5.104882878922349,4.01418859975493
213,8478873,Troy Terry,R,ANA,26,18.48627881530017,8.802675177582632,9.24360832339864,4.407352192752727
214,8479337,Alex DeBrincat,R,DET,26,18.475878191410395,9.861543278829453,8.153721951439243,5.314096247178427
215,8482667,William Eklund,L,SJS,21,18.47179114854857,4.159732463924167,4.260223712914212,3.3412173994062337
216,8479407,Jesper Bratt,L,NJD,25,18.43532837968549,9.303699797464903,10.044243486429487,7.1163364912245
217,8477034,Jaycob Megna,D,CHI,31,18.425503317034224,0.8096176007898842,1.2892097380103134,2.778150651932635
218,8478851,Alexandre Carrier,D,NSH,27,18.371991734459485,1.9240672756865167,2.7266425868209065,3.3360375744329205
219,8477335,Kyle Burroughs,D,SJS,28,18.369977880114398,0.7906885658760363,1.8073269820608688,2.1234744839365836
220,8478444,Brock Boeser,R,VAN,26,18.301798255214255,12.574937688029816,7.9230059253343725,4.052422911767521
221,8483620,Marcus Bjork,D,CBJ,26,18.297113708617275,1.0693957805633545,0.9218676686286926,2.668282985687256
222,8479420,Tage Thompson,C,BUF,26,18.29359980532706,10.656081829446666,6.152477076410284,5.133983799028961
223,8479976,Juuso Valimaki,D,ARI,25,18.261496698518883,1.4161623956092912,2.435816262539997,4.327409260843421
224,8479980,Nicolas Hague,D,VGK,25,18.255443761735606,1.561785589312463,2.547385963814671,2.881819052234226
225,8477950,Tony DeAngelo,D,CAR,28,18.237152687896845,2.9005389190347097,5.022578862827363,5.5372093328683665
226,8482111,Justin Barron,D,MTL,22,18.22521732389664,3.1879088284441988,1.5708758632960969,3.3265940746909486
227,8481533,Trevor Zegras,C,ANA,22,18.175619455365187,6.876331475257173,6.56163742352096,4.8636198250022735
228,8481557,Matt Boldy,L,MIN,22,18.17128102113204,10.317996730144293,8.382350593205363,4.165184953222153
229,8476880,Tom Wilson,R,WSH,29,18.153994408284838,7.05479310585908,3.2866755572105104,3.039808015188947
230,8470966,Mark Giordano,D,TOR,40,18.153700653489413,1.14920493070486,2.178149500645426,3.2234460631738013
231,8479385,Jordan Kyrou,C,STL,25,18.143142156972136,9.64407019679122,7.586473199412081,5.118824586360141
232,8480336,Sean Walker,D,PHI,29,18.11645845879882,2.145305352835156,2.79340588972511,4.017382388052135
233,8481523,Kirby Dach,C,MTL,22,18.097063471881203,5.361615622915872,5.853589220744808,4.642658173779208
234,8475166,John Tavares,C,TOR,33,18.09179428848859,9.318653249903347,7.445961997335942,6.561603847132889
235,8477499,Rasmus Ristolainen,D,PHI,29,18.0872990164044,1.170922132199277,1.9593096110509676,2.5263943927305528
236,8476479,Phillip Danault,C,LAK,30,18.080854860008866,5.475551701700994,7.098698911934678,3.7358374201000712
237,8480064,Josh Norris,C,OTT,24,18.055325981821703,8.283651728579757,2.794359167035501,4.863076359296823
238,8480208,Drake Batherson,R,OTT,25,18.044451115377935,8.90625046553632,8.91367452764423,3.176337845946843
239,8480798,Philipp Kurashev,C,CHI,24,18.0399309357126,4.772031090349579,6.992952183519085,3.516231043835236
240,8477497,Sean Monahan,C,WPG,29,18.017074112249272,7.934567688507639,6.72967114573196,3.993793521822467
241,8475208,Brian Dumoulin,D,SEA,32,18.00370548720455,1.885110725961221,2.0713603080424923,2.618053199558864
242,8477507,Nikita Zadorov,D,VAN,28,18.000595015232854,1.8929520163644478,3.292115914009547,1.5814661486395558
243,8473986,Alex Killorn,L,ANA,34,17.989634797773153,6.361854005755478,6.5244050254722525,3.7411981604373588
244,8480727,Zach Whitecloud,D,VGK,27,17.980488500229754,1.7525368059088597,1.9195178982223005,2.28822710056422
245,8478519,Anthony Cirelli,C,TBL,26,17.956954421328053,5.889186578979212,5.688133820227366,3.6012346360563177
246,8475172,Nazem Kadri,C,CGY,33,17.922007088769703,9.228899766825133,8.252333480584248,5.675699563368023
247,8475754,Brock Nelson,C,NYI,32,17.911216429118298,11.62624611627502,6.1182527257452595,4.529294210693199
248,8481521,Ronnie Attard,D,PHI,24,17.904452572121272,2.2314200401306152,2.3731069564819336,1.9371386766433716
