,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
153,8470613,Brent Burns,D,CAR,38,82.0,12.7,32.7,45.4
154,8477948,Travis Sanheim,D,PHI,27,81.0,8.7,36.6,45.3
155,8474563,Drew Doughty,D,LAK,34,82.0,15.3,29.9,45.2
156,8475760,Nick Bjugstad,C,ARI,31,82.0,18.0,27.1,45.1
157,8476905,Chandler Stephenson,C,VGK,29,78.0,14.7,30.4,45.1
158,8482079,Marco Rossi,C,MIN,22,82.0,23.4,21.6,45.0
159,8475151,Kyle Palmieri,C,NYI,32,82.0,21.3,23.7,45.0
160,8474586,Jordan Eberle,R,SEA,33,78.0,14.9,30.1,45.0
161,8482149,Cole Perfetti,C,WPG,21,82.0,20.9,23.9,44.8
162,8478038,Devon Toews,D,COL,29,82.0,13.9,30.9,44.8
163,8478233,Andrew Mangiapane,L,CGY,27,81.0,17.0,27.7,44.7
164,8482684,Luke Hughes,D,NJD,20,82.0,14.2,30.5,44.7
165,8476458,Ryan Strome,C,ANA,30,79.0,13.2,31.3,44.5
166,8477021,Alex Kerfoot,C,ARI,29,82.0,11.2,32.9,44.1
167,8478474,Lawson Crouse,L,ARI,26,81.0,28.6,15.4,44.0
168,8475287,Erik Haula,L,NJD,32,76.0,18.9,25.1,44.0
169,8477494,Jonathan Drouin,L,COL,28,80.0,13.4,30.6,44.0
170,8478519,Anthony Cirelli,C,TBL,26,81.0,16.7,27.1,43.8
171,8482122,Brock Faber,D,MIN,21,82.0,6.2,37.6,43.8
172,8481542,Moritz Seider,D,DET,22,82.0,9.1,34.6,43.7
173,8478396,Noah Hanifin,D,CGY,26,82.0,12.7,30.9,43.6
174,8477935,Sam Bennett,C,FLA,27,70.0,20.3,23.2,43.5
175,8477511,Anthony Mantha,R,WSH,29,78.0,24.8,18.3,43.1
176,8476792,Torey Krug,D,STL,32,82.0,3.7,39.4,43.1
177,8474141,Patrick Kane,R,DET,35,51.0,15.6,27.4,43.0
178,8480064,Josh Norris,C,OTT,24,75.0,21.2,21.6,42.8
179,8480434,Sean Durzi,D,ARI,25,76.0,11.0,31.7,42.7
180,8474102,David Perron,L,DET,35,76.0,17.9,24.6,42.5
181,8479525,Ross Colton,C,COL,27,80.0,16.5,25.8,42.3
182,8478438,Tommy Novak,C,NSH,26,71.0,18.0,24.2,42.2
183,8479400,Pierre-Luc Dubois,C,LAK,25,82.0,20.0,22.0,42.0
184,8480009,Eeli Tolvanen,R,SEA,24,82.0,19.8,22.2,42.0
185,8476432,Boone Jenner,C,CBJ,30,67.0,27.0,14.8,41.8
186,8476869,Brady Skjei,D,CAR,29,82.0,10.9,30.9,41.8
187,8477998,Warren Foegele,L,EDM,27,83.0,17.9,23.7,41.6
188,8477451,Ryan Hartman,R,MIN,29,77.0,22.5,18.9,41.4
189,8474150,Mikael Backlund,C,CGY,34,82.0,17.0,24.4,41.4
190,8474565,Alex Pietrangelo,D,VGK,33,77.0,6.0,35.3,41.3
191,8475799,Nino Niederreiter,R,WPG,31,82.0,20.4,20.7,41.1
192,8480893,Kirill Marchenko,R,CBJ,23,80.0,22.7,18.3,41.0
193,8477503,Max Domi,C,TOR,28,82.0,8.0,32.8,40.8
194,8482475,Yegor Chinakhov,R,CBJ,22,70.0,22.3,17.9,40.2
195,8478856,Conor Garland,R,VAN,27,82.0,15.6,24.6,40.2
196,8483515,Juraj Slafkovsky,L,MTL,19,82.0,16.5,23.6,40.1
197,8478414,Timo Meier,R,NJD,27,69.0,18.4,21.6,40.0
198,8480028,Morgan Frost,C,PHI,24,71.0,12.5,27.5,40.0
199,8478055,Gustav Forsling,D,FLA,27,81.0,12.5,27.4,39.9
200,8478498,Jake DeBrusk,L,BOS,27,81.0,19.2,20.6,39.8
201,8478472,Mathieu Joseph,R,OTT,26,72.0,14.7,25.0,39.7
202,8482665,Matty Beniers,C,SEA,21,77.0,14.3,25.3,39.6
203,8475768,Jaden Schwartz,C,SEA,31,66.0,19.5,19.8,39.3
204,8477447,Shea Theodore,D,VGK,28,47.0,8.8,30.5,39.3
205,8477426,Nicholas Paul,L,TBL,28,82.0,20.4,18.8,39.2
206,8482110,Dawson Mercer,C,NJD,22,82.0,21.4,17.4,38.8
207,8475764,Cam Fowler,D,ANA,32,82.0,5.1,33.6,38.7
208,8476872,Scott Laughton,C,PHI,29,82.0,10.6,27.8,38.4
209,8475149,Marcus Johansson,L,MIN,33,82.0,13.3,24.9,38.2
210,8476392,Adam Lowry,C,WPG,30,82.0,12.8,25.1,37.9
211,8473986,Alex Killorn,L,ANA,34,63.0,12.9,24.7,37.6
212,8476462,Dougie Hamilton,D,NJD,30,47.0,11.9,25.7,37.6
213,8479987,Morgan Geekie,C,BOS,25,77.0,14.5,22.9,37.4
214,8476979,Erik Gustafsson,D,NYR,31,81.0,7.5,29.8,37.3
215,8482089,Jake Neighbours,L,STL,21,82.0,25.4,11.8,37.2
216,8476483,Rickard Rakell,R,PIT,30,70.0,10.3,26.9,37.2
217,8478891,Mason Appleton,C,WPG,27,82.0,15.1,21.8,36.9
218,8475191,Reilly Smith,R,PIT,32,76.0,15.5,21.3,36.8
219,8483808,Andrei Kuzmenko,L,CGY,27,76.0,17.2,19.5,36.7
220,8482667,William Eklund,L,SJS,21,81.0,12.1,24.5,36.6
221,8476925,Colton Sissons,C,NSH,30,82.0,20.0,16.4,36.4
222,8477429,Andrew Copp,C,DET,29,81.0,13.9,22.4,36.3
223,8475171,Oliver Ekman-Larsson,D,FLA,32,82.0,11.5,24.6,36.1
224,8482105,Jake Sanderson,D,OTT,21,79.0,10.5,25.5,36.0
225,8476480,Vladislav Namestnikov,C,WPG,31,79.0,9.2,26.7,35.9
226,8475218,Mattias Ekholm,D,EDM,33,82.0,5.9,30.0,35.9
227,8482113,Anton Lundell,C,FLA,22,78.0,11.5,24.2,35.7
228,8477450,Jason Dickinson,C,CHI,28,82.0,21.4,14.1,35.5
229,8478469,Thomas Chabot,D,OTT,26,60.0,7.6,27.9,35.5
230,8482146,Luke Evangelista,R,NSH,21,80.0,16.2,19.2,35.4
231,8478500,Ivan Provorov,D,CBJ,26,82.0,6.3,28.9,35.2
232,8478466,Daniel Sprong,R,DET,26,55.0,15.0,20.0,35.0
233,8481624,Ilya Mikheyev,R,VAN,29,78.0,14.6,20.4,35.0
234,8477505,Alex Wennberg,C,SEA,29,82.0,12.7,22.3,35.0
235,8475763,Kevin Hayes,R,STL,31,82.0,14.8,19.9,34.7
236,8479410,Mikhail Sergachev,D,TBL,25,59.0,3.9,30.8,34.7
237,8482720,Matthew Knies,L,TOR,21,80.0,14.6,20.0,34.6
238,8476438,Brandon Saad,L,STL,31,82.0,21.9,12.6,34.5
239,8478057,Dakota Joshua,C,VAN,27,77.0,18.1,16.2,34.3
240,8473422,Nick Foligno,L,CHI,36,75.0,16.9,17.2,34.1
241,8479992,Michael Rasmussen,C,DET,24,82.0,16.7,17.4,34.1
242,8475722,Jason Zucker,L,ARI,31,72.0,12.8,21.2,34.0
243,8476292,Ondrej Palat,L,NJD,32,72.0,12.5,21.5,34.0
244,8475193,Tomas Tatar,L,SEA,33,78.0,13.1,20.8,33.9
245,8471218,Blake Wheeler,R,NYR,37,80.0,13.6,20.2,33.8
246,8476826,Yanni Gourde,C,SEA,32,80.0,11.1,22.6,33.7
247,8481577,Philip Tomasino,C,NSH,22,67.0,11.1,22.6,33.7
248,8474149,Evgenii Dadonov,R,DAL,34,75.0,17.4,16.2,33.6
249,8481186,Logan O'Connor,R,COL,27,76.0,17.4,16.2,33.6
250,8477479,Tyler Bertuzzi,L,TOR,28,81.0,12.0,21.5,33.5
251,8482092,Ridly Greig,C,OTT,21,72.0,14.4,18.9,33.3
252,8477407,Anthony Duclair,L,SJS,28,77.0,17.0,16.2,33.2
253,8480188,Fabian Zetterlund,L,SJS,24,82.0,20.3,12.8,33.1
254,8482125,Alexander Holtz,R,NJD,21,82.0,17.3,15.7,33.0
255,8477969,Marcus Pettersson,D,PIT,27,82.0,4.2,28.5,32.7
256,8475181,Nick Leddy,D,STL,32,82.0,4.8,27.8,32.6
257,8475314,Anders Lee,L,NYI,33,82.0,20.1,12.3,32.4
258,8477952,Robby Fabbri,C,DET,27,68.0,19.0,13.4,32.4
259,8480813,Joe Veleno,C,DET,23,80.0,13.6,18.7,32.3
260,8475744,Evgeny Kuznetsov,C,WSH,31,71.0,10.1,22.2,32.3
261,8480817,K'Andre Miller,D,NYR,23,80.0,11.0,21.2,32.2
262,8475793,Ryan Johansen,C,COL,31,82.0,17.8,14.3,32.1
263,8476419,Jean-Gabriel Pageau,C,NYI,31,82.0,10.1,22.0,32.1
264,8480145,Neal Pionk,D,WPG,28,82.0,5.8,26.0,31.8
265,8476880,Tom Wilson,R,WSH,29,81.0,16.4,15.3,31.7
266,8477498,Darnell Nurse,D,EDM,28,83.0,9.2,22.5,31.7
267,8482655,J.J. Moser,D,ARI,23,80.0,5.0,26.6,31.6
268,8480459,Pius Suter,C,VAN,27,68.0,17.5,14.0,31.5
269,8476958,Jaccob Slavin,D,CAR,29,82.0,5.5,26.0,31.5
270,8475753,Justin Faulk,D,STL,31,67.0,4.2,27.1,31.3
271,8476892,Colton Parayko,D,STL,30,82.0,12.6,18.4,31.0
272,8477986,Brandon Montour,D,FLA,29,66.0,6.4,24.6,31.0
273,8476921,Jordan Martinook,L,CAR,31,82.0,14.0,16.9,30.9
274,8480829,Jesperi Kotkaniemi,C,CAR,23,82.0,15.1,15.5,30.6
275,8476897,Oskar Sundqvist,C,STL,29,82.0,9.2,21.3,30.5
276,8476927,Teddy Blueger,C,VAN,29,68.0,7.6,22.9,30.5
277,8482159,Tyson Foerster,R,PHI,21,77.0,14.9,15.4,30.3
278,8478413,Jordan Greenway,L,BUF,26,70.0,14.2,16.1,30.3
279,8476885,Jacob Trouba,D,NYR,29,80.0,4.5,25.8,30.3
280,8476854,Hampus Lindholm,D,BOS,29,82.0,1.5,28.8,30.3
281,8480113,Alex Iafallo,L,WPG,30,82.0,12.1,18.0,30.1
282,8479941,Justin Danforth,R,CBJ,30,82.0,15.1,14.9,30.0
283,8478020,Michael Amadio,R,VGK,27,75.0,12.9,17.1,30.0
284,8481524,Bowen  Byram,D,COL,22,74.0,11.6,18.4,30.0
285,8477425,Miles Wood,L,COL,28,77.0,12.6,17.3,29.9
286,8473533,Jordan Staal,C,CAR,35,82.0,10.1,19.7,29.8
287,8477932,Aaron Ekblad,D,FLA,27,64.0,9.2,20.6,29.8
288,8481582,Nicholas Robertson,L,TOR,22,64.0,13.9,15.8,29.7
289,8478458,Jack Roslovic,C,CBJ,26,59.0,6.7,22.9,29.6
290,8482245,Artem Zub,D,OTT,28,72.0,4.4,25.1,29.5
291,8478046,Danton Heinen,L,BOS,28,75.0,14.4,15.0,29.4
292,8475714,Calle Jarnkrok,C,TOR,32,73.0,15.4,13.8,29.2
293,8478013,Jake Walman,D,DET,27,76.0,15.1,14.1,29.2
294,8480802,Ryan McLeod,C,EDM,24,82.0,13.3,15.9,29.2
295,8477476,Artturi Lehkonen,L,COL,28,47.0,13.0,16.2,29.2
296,8479415,Michael McLeod,C,NJD,25,72.0,13.9,15.2,29.1
297,8476902,Esa Lindell,D,DAL,29,82.0,6.1,23.0,29.1
298,8476474,Stefan Noesen,R,CAR,30,54.0,12.0,17.0,29.0
299,8479619,Michael Carcone,L,ARI,27,75.0,21.0,7.9,28.9
300,8481604,Pavel Dorofeyev,L,VGK,23,55.0,14.0,14.7,28.7
301,8471698,T.J. Oshie,R,WSH,37,65.0,16.7,11.9,28.6
302,8478507,John Marino,D,NJD,26,81.0,5.6,23.0,28.6
303,8474884,Mike Hoffman,C,SJS,34,80.0,12.3,16.2,28.5
304,8481560,Arthur Kaliyev,R,LAK,22,68.0,13.8,14.5,28.3
305,8475200,Dmitry Orlov,D,CAR,32,82.0,5.0,23.3,28.3
306,8482705,Cole Sillinger,C,CBJ,20,77.0,11.0,17.0,28.0
307,8476931,Jake McCabe,D,TOR,30,76.0,6.8,21.2,28.0
308,8481618,Alex Newhook,C,MTL,22,55.0,11.5,16.4,27.9
309,8474574,Tyler Myers,D,VAN,33,82.0,6.2,21.6,27.8
310,8474189,Lars Eller,C,PIT,34,82.0,14.9,12.8,27.7
311,8478043,Sam Lafferty,C,VAN,28,79.0,13.7,14.0,27.7
312,8481580,Connor McMichael,C,WSH,22,80.0,13.4,14.3,27.7
313,8478115,Pierre Engvall,L,NYI,27,76.0,10.7,17.0,27.7
314,8473449,Kyle Okposo,R,BUF,35,79.0,15.8,11.5,27.3
315,8481546,Cam York,D,PHI,22,82.0,8.0,19.3,27.3
316,8477508,Curtis Lazar,C,NJD,28,77.0,8.8,18.4,27.2
317,8479339,Patrik Laine,L,CBJ,25,45.0,14.1,13.0,27.1
318,8482097,Jack Quinn,R,BUF,22,43.0,11.3,15.8,27.1
319,8476923,Damon Severson,D,CBJ,29,67.0,8.5,18.6,27.1
320,8480336,Sean Walker,D,PHI,29,82.0,7.0,20.0,27.0
321,8478178,Darren Raddysh,D,TBL,27,82.0,5.2,21.8,27.0
322,8480068,Ryan Poehling,C,PHI,24,77.0,10.8,16.1,26.9
323,8474602,Justin Schultz,D,SEA,33,72.0,6.7,20.2,26.9
324,8482671,Owen Power,D,BUF,21,77.0,3.7,23.2,26.9
325,8474157,Max Pacioretty,L,WSH,35,47.0,9.4,17.4,26.8
326,8481032,Paul Cotter,C,VGK,24,81.0,9.0,17.7,26.7
327,8482062,Cole Smith,L,NSH,28,81.0,10.4,16.2,26.6
328,8482055,Drew O'Connor,L,PIT,25,82.0,9.5,17.1,26.6
329,8477495,Seth Jones,D,CHI,29,67.0,2.5,24.1,26.6
330,8478840,Will Borgen,D,SEA,27,82.0,2.8,23.7,26.5
331,8481601,Simon Holmstrom,R,NYI,22,81.0,17.5,8.8,26.3
332,8475220,Marcus Foligno,L,MIN,32,73.0,10.8,15.5,26.3
333,8476463,Jonas Brodin,D,MIN,30,64.0,7.2,19.1,26.3
334,8480873,Rasmus Sandin,D,WSH,23,74.0,3.7,22.6,26.3
335,8474151,Ryan McDonagh,D,NSH,34,75.0,3.4,22.9,26.3
336,8479398,Samuel Girard,D,COL,25,61.0,5.4,20.8,26.2
337,8480246,Nick Perbix,D,TBL,25,80.0,3.5,22.7,26.2
338,8480043,Timothy Liljegren,D,TOR,24,65.0,3.5,22.4,25.9
339,8479351,Sam Steel,C,DAL,25,77.0,10.0,15.7,25.7
340,8474870,Tyler Johnson,C,CHI,33,67.0,15.0,10.6,25.6
341,8481533,Trevor Zegras,C,ANA,22,46.0,12.1,13.4,25.5
342,8474166,Alec Martinez,D,VGK,36,65.0,6.9,18.6,25.5
343,8476331,Dylan DeMelo,D,WPG,30,82.0,2.0,23.5,25.5
344,8476312,Josh Manson,D,COL,32,77.0,8.4,17.0,25.4
345,8473507,Jeff Petry,D,DET,36,73.0,3.0,22.4,25.4
346,8480855,Jack McBain,C,ARI,23,67.0,9.3,16.0,25.3
347,8480185,Eetu Luostarinen,C,FLA,25,82.0,14.8,10.4,25.2
348,8470621,Corey Perry,R,EDM,38,55.0,11.3,13.9,25.2
349,8478851,Alexandre Carrier,D,NSH,27,77.0,6.2,19.0,25.2
350,8481535,Nils Hoglander,L,VAN,23,56.0,17.0,8.0,25.0
351,8476918,Jimmy Vesey,L,NYR,30,80.0,15.8,9.2,25.0
352,8480835,Jack Drury,C,CAR,23,55.0,8.0,17.0,25.0
353,8476879,Cody Ceci,D,EDM,30,83.0,2.4,22.6,25.0
354,8477444,Andre Burakovsky,L,SEA,28,51.0,6.0,18.9,24.9
355,8478136,Jake Middleton,D,MIN,27,82.0,9.0,15.8,24.8
356,8475790,Erik Gudbranson,D,CBJ,31,78.0,4.3,20.1,24.4
357,8475197,Tyson Barrie,D,NSH,32,61.0,3.0,21.4,24.4
358,8477953,Kasperi Kapanen,R,STL,27,75.0,6.7,17.6,24.3
