,Player,Position,Age,ATOI,Gper1kChunk
88,Damon Severson,D,29,20.796321953779263,3.266810035043298
89,Torey Krug,D,32,20.794356178750366,1.3593270099169301
90,Dylan DeMelo,D,30,20.759423629110643,0.6859613271910796
91,J.J. Moser,D,23,20.751026445311272,1.32710880133571
92,Artem Zub,D,28,20.676523692705977,1.5940894831905288
93,Matt Dumba,D,29,20.674772567263275,1.6822655871227028
94,Samuel Girard,D,25,20.673767650802287,2.1245278755895614
95,Adam Pelech,D,29,20.551648096069002,0.5586417317390442
96,Rasmus Sandin,D,23,20.547712614328503,1.3121211912126713
97,Jake Guentzel,C,29,20.446827469958365,10.853078439806321
98,Mark Scheifele,C,30,20.43707543990254,8.711592152773928
99,Bowen Byram,D,22,20.42258377562122,3.968138402598913
100,Kyle Connor,L,27,20.413136759394018,12.50769819204889
101,Vincent Trocheck,C,30,20.30365822583694,7.317869224955826
102,Esa Lindell,D,29,20.28910727739627,1.796229151314824
103,Tomas Hertl,C,30,20.246257926217687,7.655280969324619
104,Robert Thomas,C,24,20.246239570172406,7.466521027233708
105,Ben Chiarot,D,32,20.209766779859088,1.5414432401171578
106,Jeff Petry,D,36,20.200337797436074,1.4241415032956366
107,Jack Hughes,C,22,20.186013690329652,11.325970013428552
108,Cody Ceci,D,30,20.18163965331843,0.6953696564139671
109,Jake Muzzin,D,34,20.176803819363656,0.5021845698356628
110,Matt Roy,D,28,20.17466489073339,1.5768341154857404
111,Sidney Crosby,C,36,20.100961443283364,13.005185955650433
112,Bo Horvat,C,28,20.093993231802507,10.006389798633851
113,Ryan Suter,D,38,20.090618258343525,0.645763221625174
114,J.T. Miller,L,30,20.0501188831372,10.18061994094013
115,Jake McCabe,D,30,20.036113372247964,2.177409744247085
116,Brayden Point,C,27,20.034820020230995,11.851214434716459
117,Aleksander Barkov,C,28,20.0307249287175,7.412682152495065
118,Jonas Siegenthaler,D,26,19.992798268310814,0.7955846850593111
119,Shayne Gostisbehere,D,30,19.95870231618942,3.4559377985169406
120,Jamie Drysdale,D,21,19.947200919023196,2.7358983425774714
121,Tyler Myers,D,33,19.941513083469655,1.341027791297049
122,Sam Reinhart,C,28,19.922900151371824,15.252544856238544
123,Anze Kopitar,C,36,19.909824621679892,7.555242874859859
124,Ryan Nugent-Hopkins,C,30,19.908071855722234,7.504222382496297
125,Artemi Panarin,L,32,19.88984767304398,12.218543210693733
126,Jack Eichel,C,27,19.884992667900516,10.238981909387258
127,Joel Eriksson Ek,C,26,19.8831090237482,10.599988095598091
128,Elias Lindholm,C,29,19.8732703874339,6.714407846704551
129,Chris Tanev,D,34,19.862743926867555,0.6363763976564395
130,Erik Gudbranson,D,31,19.85411700899615,1.4889717198058015
131,Connor Murphy,D,30,19.8535652028941,1.2258007768973265
132,Elias Pettersson,C,25,19.84048858183638,12.179708631715881
133,Scott Mayfield,D,31,19.823578767359272,0.4561885595321655
134,Boone Jenner,C,30,19.79445140990394,10.341470145627946
135,Jamie Oleksiak,D,31,19.793043747203694,1.1542377671410238
136,Dylan Larkin,C,27,19.7856851941326,11.463461912623
137,Thomas Harley,D,22,19.78234679191625,4.976104356500135
138,Clayton Keller,C,25,19.780164312632866,9.788541029324474
139,Zach Hyman,C,31,19.756792583824488,14.471254471892724
140,David Pastrnak,R,27,19.747257395611186,15.139345460610517
141,Jake Middleton,D,27,19.742610114602297,2.506964031584573
142,Alex Ovechkin,L,38,19.705111344058427,8.960842521534317
143,Mika Zibanejad,C,30,19.68792672491964,8.720698538829492
144,Pavel Buchnevich,"L, R",28,19.675010190525054,8.773827140035095
145,Alec Martinez,D,36,19.668648176377246,2.34835523067274
146,Travis Konecny,C,26,19.668512559997396,11.091876565280833
147,Henry Thrun,D,22,19.661897475970733,1.0689454795116258
148,Brayden McNabb,D,32,19.63171283909806,0.9875754226675896
149,Brandon Carlo,D,27,19.621899323716036,1.5369854249160082
150,Nick Jensen,D,33,19.61380143610828,0.42636141180992126
151,Jackson LaCombe,D,22,19.569591930267308,0.6819030630668164
152,Sebastian Aho,R,26,19.539004889411892,10.198159420879456
153,Sebastian Aho,R,26,19.539004889411892,10.185265267284485
154,Sebastian Aho,R,26,19.539004889411892,9.392757618816468
155,Sebastian Aho,R,26,19.539004889411892,9.38525244036493
156,Sebastian Aho,R,26,19.539004889411892,8.68607612887201
157,Sebastian Aho,R,26,19.539004889411892,8.650075161846253
158,Sebastian Aho,R,26,19.539004889411892,7.860086882503602
159,Sebastian Aho,R,26,19.539004889411892,7.8258316163140265
160,Sebastian Aho,R,26,19.539004889411892,4.091172369141487
161,Sebastian Aho,R,26,19.539004889411892,4.078278215546517
162,Sebastian Aho,R,26,19.539004889411892,3.285770567078499
163,Sebastian Aho,R,26,19.539004889411892,3.278265388626961
164,Sebastian Aho,R,26,19.539004889411892,2.579089077134041
165,Sebastian Aho,R,26,19.539004889411892,2.5430881101082843
166,Sebastian Aho,R,26,19.539004889411892,1.753099830765633
167,Sebastian Aho,R,26,19.539004889411892,1.7188445645760577
168,Sebastian Aho,R,26,19.53155600125329,10.198159420879456
169,Sebastian Aho,R,26,19.53155600125329,10.185265267284485
170,Sebastian Aho,R,26,19.53155600125329,9.392757618816468
171,Sebastian Aho,R,26,19.53155600125329,9.38525244036493
172,Sebastian Aho,R,26,19.53155600125329,8.68607612887201
173,Sebastian Aho,R,26,19.53155600125329,8.650075161846253
174,Sebastian Aho,R,26,19.53155600125329,7.860086882503602
175,Sebastian Aho,R,26,19.53155600125329,7.8258316163140265
176,Sebastian Aho,R,26,19.53155600125329,4.091172369141487
177,Sebastian Aho,R,26,19.53155600125329,4.078278215546517
178,Sebastian Aho,R,26,19.53155600125329,3.285770567078499
179,Sebastian Aho,R,26,19.53155600125329,3.278265388626961
180,Sebastian Aho,R,26,19.53155600125329,2.579089077134041
181,Sebastian Aho,R,26,19.53155600125329,2.5430881101082843
182,Sebastian Aho,R,26,19.53155600125329,1.753099830765633
183,Sebastian Aho,R,26,19.53155600125329,1.7188445645760577
184,Mathew Barzal,C,26,19.522635687738237,7.100536554938386
185,Ryan O'Reilly,C,32,19.509300634707156,8.501362589815404
186,J.T. Compher,L,28,19.508383612419923,6.509372387365797
187,Mikael Granlund,C,31,19.49014348889484,3.87015150285678
188,Mark Stone,R,31,19.484472525091935,8.055387571484008
189,Sebastian Aho,R,26,19.48181713092368,10.198159420879456
190,Sebastian Aho,R,26,19.48181713092368,10.185265267284485
191,Sebastian Aho,R,26,19.48181713092368,9.392757618816468
192,Sebastian Aho,R,26,19.48181713092368,9.38525244036493
193,Sebastian Aho,R,26,19.48181713092368,8.68607612887201
194,Sebastian Aho,R,26,19.48181713092368,8.650075161846253
195,Sebastian Aho,R,26,19.48181713092368,7.860086882503602
196,Sebastian Aho,R,26,19.48181713092368,7.8258316163140265
197,Sebastian Aho,R,26,19.48181713092368,4.091172369141487
198,Sebastian Aho,R,26,19.48181713092368,4.078278215546517
199,Sebastian Aho,R,26,19.48181713092368,3.285770567078499
200,Sebastian Aho,R,26,19.48181713092368,3.278265388626961
201,Sebastian Aho,R,26,19.48181713092368,2.579089077134041
202,Sebastian Aho,R,26,19.48181713092368,2.5430881101082843
203,Sebastian Aho,R,26,19.48181713092368,1.753099830765633
204,Sebastian Aho,R,26,19.48181713092368,1.7188445645760577
205,Claude Giroux,C,35,19.47869702429559,8.510654841206051
206,Sebastian Aho,R,26,19.472481768009743,10.198159420879456
207,Sebastian Aho,R,26,19.472481768009743,10.185265267284485
208,Sebastian Aho,R,26,19.472481768009743,9.392757618816468
209,Sebastian Aho,R,26,19.472481768009743,9.38525244036493
210,Sebastian Aho,R,26,19.472481768009743,8.68607612887201
211,Sebastian Aho,R,26,19.472481768009743,8.650075161846253
212,Sebastian Aho,R,26,19.472481768009743,7.860086882503602
213,Sebastian Aho,R,26,19.472481768009743,7.8258316163140265
214,Sebastian Aho,R,26,19.472481768009743,4.091172369141487
215,Sebastian Aho,R,26,19.472481768009743,4.078278215546517
216,Sebastian Aho,R,26,19.472481768009743,3.285770567078499
217,Sebastian Aho,R,26,19.472481768009743,3.278265388626961
218,Sebastian Aho,R,26,19.472481768009743,2.579089077134041
219,Sebastian Aho,R,26,19.472481768009743,2.5430881101082843
220,Sebastian Aho,R,26,19.472481768009743,1.753099830765633
221,Sebastian Aho,R,26,19.472481768009743,1.7188445645760577
222,Jake Walman,D,27,19.44238453582847,4.865113787311815
223,William Nylander,C,27,19.422150881446253,12.574051972035805
224,Ryan Graves,D,28,19.413689757146606,1.6535990840261012
225,Erik Cernak,D,26,19.31548773765933,0.8480071803121543
226,Nick Schmaltz,C,27,19.303283043763766,7.358697087764324
227,Oliver Ekman-Larsson,D,32,19.280434421200773,3.474860583968699
228,Ryan Lindgren,D,25,19.276008318669078,1.0597404494241125
229,Andrew Peeke,D,25,19.268651983442883,0.36003801226615906
230,Martin Fehervary,D,24,19.247479397713107,1.3305155960259765
231,Damien Giroux,C,23,19.243034374298546,0.3226777911186218
232,Matthew Tkachuk,L,26,19.223316565917624,10.483467633077275
233,Brad Marchand,L,35,19.203517717771437,10.797436982614595
234,Mats Zuccarello,R,36,19.184243568541838,5.7086183233903665
235,Jani Hakanpää,0,-1,19.174105875767147,1.6786895527405001
236,Anton Stralman,D,37,19.153438728858507,0.32307693362236023
237,Tyson Barrie,D,32,19.144000880180172,1.4165379282642983
238,Henri Jokiharju,D,24,19.12734220754299,1.690018859855735
239,Darren Raddysh,D,27,19.11562718652922,1.6375639442897685
240,Johnny Gaudreau,L,30,19.1036720180172,5.08570289625704
241,Ty Smith,D,23,19.08165091771456,0.7957050800323486
242,Patrick Kane,R,35,19.080205037613762,9.603659420311882
243,Logan Couture,C,34,19.06383386572739,2.3490071296691895
244,Connor Carrick,D,29,19.0308257740411,0.3216279447078705
245,Alex Tuch,R,27,19.0203766261541,8.738891833569514
246,Niko Mikkola,D,27,18.96049191517301,1.286308902312715
247,Matthew Benning,D,29,18.940331805023874,0.32307693362236023
248,Ian Cole,D,34,18.935370543849483,0.6676392970626934
249,Nico Hischier,C,24,18.909146378126664,9.921266148526671
250,Cole Caufield,R,22,18.83232020962328,10.120992865680495
251,Nick Blankenburg,D,25,18.819031354694367,0.7167889475822449
252,Brenden Dillon,D,33,18.810310195551715,2.6546367702836315
253,Artturi Lehkonen,L,28,18.786085029859283,7.924410597120752
254,Samuel Knazko,D,21,18.742842121158137,0.32515498995780945
255,Dmitry Orlov,D,32,18.739277990712157,1.8750105277438651
256,Steven Stamkos,C,33,18.72979854524116,11.28119897138437
257,Brady Tkachuk,L,24,18.724965289533678,12.71865033045718
258,Chandler Stephenson,C,29,18.701051053853202,5.574187287574759
259,Mikael Backlund,C,34,18.700175964288807,5.794035308878547
260,Sebastian Aho,R,26,18.696238282572683,10.198159420879456
261,Sebastian Aho,R,26,18.696238282572683,10.185265267284485
262,Sebastian Aho,R,26,18.696238282572683,9.392757618816468
263,Sebastian Aho,R,26,18.696238282572683,9.38525244036493
264,Sebastian Aho,R,26,18.696238282572683,8.68607612887201
265,Sebastian Aho,R,26,18.696238282572683,8.650075161846253
266,Sebastian Aho,R,26,18.696238282572683,7.860086882503602
267,Sebastian Aho,R,26,18.696238282572683,7.8258316163140265
268,Sebastian Aho,R,26,18.696238282572683,4.091172369141487
269,Sebastian Aho,R,26,18.696238282572683,4.078278215546517
270,Sebastian Aho,R,26,18.696238282572683,3.285770567078499
271,Sebastian Aho,R,26,18.696238282572683,3.278265388626961
272,Sebastian Aho,R,26,18.696238282572683,2.579089077134041
273,Sebastian Aho,R,26,18.696238282572683,2.5430881101082843
274,Sebastian Aho,R,26,18.696238282572683,1.753099830765633
275,Sebastian Aho,R,26,18.696238282572683,1.7188445645760577
276,Brandon Hagel,L,25,18.69512921053692,9.025168764800204
277,Adrian Kempe,L,27,18.675941858677977,9.18993207664371
278,Evgeni Malkin,C,37,18.674711200863193,8.402765104534977
279,Trevor van Riemsdyk,D,32,18.672838436346833,0.404070109128952
280,Sebastian Aho,R,26,18.66566789451798,10.198159420879456
281,Sebastian Aho,R,26,18.66566789451798,10.185265267284485
282,Sebastian Aho,R,26,18.66566789451798,9.392757618816468
283,Sebastian Aho,R,26,18.66566789451798,9.38525244036493
284,Sebastian Aho,R,26,18.66566789451798,8.68607612887201
285,Sebastian Aho,R,26,18.66566789451798,8.650075161846253
286,Sebastian Aho,R,26,18.66566789451798,7.860086882503602
287,Sebastian Aho,R,26,18.66566789451798,7.8258316163140265
288,Sebastian Aho,R,26,18.66566789451798,4.091172369141487
289,Sebastian Aho,R,26,18.66566789451798,4.078278215546517
290,Sebastian Aho,R,26,18.66566789451798,3.285770567078499
291,Sebastian Aho,R,26,18.66566789451798,3.278265388626961
292,Sebastian Aho,R,26,18.66566789451798,2.579089077134041
293,Sebastian Aho,R,26,18.66566789451798,2.5430881101082843
294,Sebastian Aho,R,26,18.66566789451798,1.753099830765633
295,Sebastian Aho,R,26,18.66566789451798,1.7188445645760577
296,Alex Wennberg,C,29,18.641561090297106,4.1571669232425155
297,Filip Forsberg,L,29,18.61483726128952,12.065180735874295
298,Sebastian Aho,R,26,18.60510906264531,10.198159420879456
299,Sebastian Aho,R,26,18.60510906264531,10.185265267284485
300,Sebastian Aho,R,26,18.60510906264531,9.392757618816468
301,Sebastian Aho,R,26,18.60510906264531,9.38525244036493
302,Sebastian Aho,R,26,18.60510906264531,8.68607612887201
303,Sebastian Aho,R,26,18.60510906264531,8.650075161846253
304,Sebastian Aho,R,26,18.60510906264531,7.860086882503602
305,Sebastian Aho,R,26,18.60510906264531,7.8258316163140265
306,Sebastian Aho,R,26,18.60510906264531,4.091172369141487
307,Sebastian Aho,R,26,18.60510906264531,4.078278215546517
308,Sebastian Aho,R,26,18.60510906264531,3.285770567078499
309,Sebastian Aho,R,26,18.60510906264531,3.278265388626961
310,Sebastian Aho,R,26,18.60510906264531,2.579089077134041
311,Sebastian Aho,R,26,18.60510906264531,2.5430881101082843
312,Sebastian Aho,R,26,18.60510906264531,1.753099830765633
313,Sebastian Aho,R,26,18.60510906264531,1.7188445645760577
314,Adam Boqvist,D,23,18.585670590600724,0.989262580871582
315,Evgeny Kuznetsov,C,31,18.58467161089669,4.37009579030725
316,Sebastian Aho,R,26,18.570725680243463,10.198159420879456
317,Sebastian Aho,R,26,18.570725680243463,10.185265267284485
318,Sebastian Aho,R,26,18.570725680243463,9.392757618816468
319,Sebastian Aho,R,26,18.570725680243463,9.38525244036493
320,Sebastian Aho,R,26,18.570725680243463,8.68607612887201
321,Sebastian Aho,R,26,18.570725680243463,8.650075161846253
322,Sebastian Aho,R,26,18.570725680243463,7.860086882503602
323,Sebastian Aho,R,26,18.570725680243463,7.8258316163140265
324,Sebastian Aho,R,26,18.570725680243463,4.091172369141487
325,Sebastian Aho,R,26,18.570725680243463,4.078278215546517
326,Sebastian Aho,R,26,18.570725680243463,3.285770567078499
327,Sebastian Aho,R,26,18.570725680243463,3.278265388626961
328,Sebastian Aho,R,26,18.570725680243463,2.579089077134041
329,Sebastian Aho,R,26,18.570725680243463,2.5430881101082843
330,Sebastian Aho,R,26,18.570725680243463,1.753099830765633
331,Sebastian Aho,R,26,18.570725680243463,1.7188445645760577
332,Alex DeBrincat,R,26,18.5663926877033,9.992110811544013
333,Jordan Gross,D,28,18.557602608507462,0.7534455060958862
334,Jaycob Megna,D,31,18.555831785006628,0.31557536125183105
335,Chris Kreider,L,32,18.549357487964038,12.975934168898291
336,Radko Gudas,D,33,18.524238328773194,2.6103237846720813
337,Timothy Liljegren,D,24,18.51601952963395,1.5440987599206057
338,Bryan Rust,R,31,18.506622202695983,9.91156382490363
339,Tony DeAngelo,D,28,18.49968839252847,2.9471014687606862
340,Troy Terry,R,26,18.497097667544313,8.32011915841277
341,Jan Rutta,D,33,18.480286745403003,1.482820362293521
342,Jason Robertson,L,24,18.438628004915266,10.184637369763344
343,William Eklund,"C, L",21,18.404874506993565,4.288505914593911
344,Alexandre Carrier,D,27,18.39131026526178,1.964038329936308
345,Jesper Bratt,L,25,18.34773338290124,9.592190548158664
346,Juuso Valimaki,D,25,18.335114788091264,1.4208227725081213
347,Kyle Burroughs,D,28,18.29088497309473,0.7584794370380021
348,Brock Boeser,R,26,18.27944598646815,12.632562635082023
349,Marcus Bjork,D,26,18.271804442575323,0.3115847408771515
350,Tage Thompson,C,26,18.26641192514398,10.298157498279998
351,Nicolas Hague,D,25,18.263575373511433,1.519740501204752
352,Mark Giordano,D,40,18.26212668946236,1.0314106417545568
353,Josh Norris,C,24,18.219424641797744,8.385332656667575
354,Rasmus Ristolainen,D,29,18.20214088353868,1.0789722141779496
355,Trevor Zegras,C,22,18.18145749132894,6.175264097174566
356,Justin Barron,D,22,18.175148824435098,3.428952811948345
357,Brian Dumoulin,D,32,18.158832913485885,1.9466127917794505
358,Matt Boldy,L,22,18.153051486121047,10.309325157394799
359,Tom Wilson,R,29,18.138531746718982,7.116399993346882
360,Drake Batherson,R,25,18.137828840034736,9.180003791255345
361,Kirby Dach,C,22,18.114150307155924,1.7424769401550293
362,John Tavares,C,33,18.10973770380444,9.100951951956276
363,Nikita Zadorov,D,28,18.097037456642973,1.5072429469436548
364,Jordan Kyrou,C,25,18.078314596591593,9.813176289768634
365,Phillip Danault,L,30,18.04522302683989,5.537069996288453
366,Sean Walker,D,29,18.000108554335068,2.219291124533213
367,Zach Whitecloud,D,27,17.960810741768796,1.6718506170107557
368,Alex Killorn,L,34,17.946989485156898,5.508737989490965
369,Timo Meier,R,27,17.91550454432948,8.657798810435548
370,Brock Nelson,C,32,17.911652861097647,11.32851976457951
371,Derek Forbort,D,31,17.911630698957026,0.36439019441604614
372,Nazem Kadri,C,33,17.90726454393912,8.619286746030163
373,Erik Gustafsson,D,35,17.90020562395107,2.0314539172534767
374,Anthony Cirelli,C,26,17.891491365761134,5.9911467973793835
375,Sean Monahan,C,29,17.870007756324057,6.553609728812572
376,Philipp Kurashev,C,24,17.840070954963075,4.920684205781711
377,Justin Holl,D,31,17.80401710928857,0.32307693362236023
378,Brayden Schenn,C,32,17.796550351717304,7.007257313622259
379,Martin Necas,C,24,17.783826776025553,9.00806217397517
380,Nate Schmidt,D,32,17.777328890931052,1.0710979963034803
381,Evander Kane,L,32,17.768194708177113,10.814521564069896
382,Sebastian Aho,R,26,17.762091300833507,10.198159420879456
383,Sebastian Aho,R,26,17.762091300833507,10.185265267284485
384,Sebastian Aho,R,26,17.762091300833507,9.392757618816468
385,Sebastian Aho,R,26,17.762091300833507,9.38525244036493
386,Sebastian Aho,R,26,17.762091300833507,8.68607612887201
387,Sebastian Aho,R,26,17.762091300833507,8.650075161846253
388,Sebastian Aho,R,26,17.762091300833507,7.860086882503602
389,Sebastian Aho,R,26,17.762091300833507,7.8258316163140265
390,Sebastian Aho,R,26,17.762091300833507,4.091172369141487
391,Sebastian Aho,R,26,17.762091300833507,4.078278215546517
392,Sebastian Aho,R,26,17.762091300833507,3.285770567078499
393,Sebastian Aho,R,26,17.762091300833507,3.278265388626961
394,Sebastian Aho,R,26,17.762091300833507,2.579089077134041
395,Sebastian Aho,R,26,17.762091300833507,2.5430881101082843
396,Sebastian Aho,R,26,17.762091300833507,1.753099830765633
397,Sebastian Aho,R,26,17.762091300833507,1.7188445645760577
398,Jordan Harris,D,23,17.756133447199133,1.115961658378304
399,Josh Manson,D,32,17.739675154670085,2.7924354897429873
400,Charlie Coyle,C,31,17.70582757516303,7.739984329935853
401,Sebastian Aho,R,26,17.7003742826281,10.198159420879456
402,Sebastian Aho,R,26,17.7003742826281,10.185265267284485
403,Sebastian Aho,R,26,17.7003742826281,9.392757618816468
404,Sebastian Aho,R,26,17.7003742826281,9.38525244036493
405,Sebastian Aho,R,26,17.7003742826281,8.68607612887201
406,Sebastian Aho,R,26,17.7003742826281,8.650075161846253
407,Sebastian Aho,R,26,17.7003742826281,7.860086882503602
408,Sebastian Aho,R,26,17.7003742826281,7.8258316163140265
409,Sebastian Aho,R,26,17.7003742826281,4.091172369141487
410,Sebastian Aho,R,26,17.7003742826281,4.078278215546517
411,Sebastian Aho,R,26,17.7003742826281,3.285770567078499
412,Sebastian Aho,R,26,17.7003742826281,3.278265388626961
413,Sebastian Aho,R,26,17.7003742826281,2.579089077134041
414,Sebastian Aho,R,26,17.7003742826281,2.5430881101082843
415,Sebastian Aho,R,26,17.7003742826281,1.753099830765633
416,Sebastian Aho,R,26,17.7003742826281,1.7188445645760577
417,Troy Stecher,D,29,17.69272714819978,0.8858298010751349
418,William Karlsson,C,30,17.687901149432832,9.365530647181089
419,Seth Jarvis,C,21,17.68461363236678,7.850553290940217
420,Gustav Nyquist,R,34,17.669023057994355,5.606400842922165
421,Carter Verhaeghe,C,28,17.663991671731477,14.095436376538752
422,Jonathan Toews,C,35,17.659540966350814,1.365533471107483
423,Patrik Nemeth,D,31,17.650996746460894,0.32307693362236023
424,Alec Regula,D,23,17.64278916071081,0.34700682759284973
425,Jeremy Lauzon,D,26,17.632721728395136,2.161680806747232
426,Sebastian Aho,R,26,17.621427197433746,10.198159420879456
427,Sebastian Aho,R,26,17.621427197433746,10.185265267284485
428,Sebastian Aho,R,26,17.621427197433746,9.392757618816468
429,Sebastian Aho,R,26,17.621427197433746,9.38525244036493
430,Sebastian Aho,R,26,17.621427197433746,8.68607612887201
431,Sebastian Aho,R,26,17.621427197433746,8.650075161846253
432,Sebastian Aho,R,26,17.621427197433746,7.860086882503602
433,Sebastian Aho,R,26,17.621427197433746,7.8258316163140265
434,Sebastian Aho,R,26,17.621427197433746,4.091172369141487
435,Sebastian Aho,R,26,17.621427197433746,4.078278215546517
436,Sebastian Aho,R,26,17.621427197433746,3.285770567078499
437,Sebastian Aho,R,26,17.621427197433746,3.278265388626961
438,Sebastian Aho,R,26,17.621427197433746,2.579089077134041
439,Sebastian Aho,R,26,17.621427197433746,2.5430881101082843
440,Sebastian Aho,R,26,17.621427197433746,1.753099830765633
441,Sebastian Aho,R,26,17.621427197433746,1.7188445645760577
442,Ronnie Attard,D,24,17.619919006831694,0.5912200212478638
443,Yanni Gourde,C,32,17.610335903348698,4.512503251874993
444,Dmitry Kulikov,D,33,17.60928659490883,0.3425045311450958
445,Joel Edmundson,D,30,17.599789964046675,0.9608181328402797
446,Kevin Fiala,L,27,17.5971539530091,8.059572814029238
447,Kevin Shattenkirk,D,34,17.578564704868054,2.9567003473458944
448,Matt Grzelcyk,D,29,17.572587303049534,1.5435570681694557
449,Rickard Rakell,C,30,17.572232620116893,5.245405573904533
450,Adam Henrique,C,33,17.55959599741979,8.182557083634759
451,Sebastian Aho,R,26,17.552558215301204,10.198159420879456
452,Sebastian Aho,R,26,17.552558215301204,10.185265267284485
453,Sebastian Aho,R,26,17.552558215301204,9.392757618816468
454,Sebastian Aho,R,26,17.552558215301204,9.38525244036493
455,Sebastian Aho,R,26,17.552558215301204,8.68607612887201
456,Sebastian Aho,R,26,17.552558215301204,8.650075161846253
457,Sebastian Aho,R,26,17.552558215301204,7.860086882503602
458,Sebastian Aho,R,26,17.552558215301204,7.8258316163140265
459,Sebastian Aho,R,26,17.552558215301204,4.091172369141487
460,Sebastian Aho,R,26,17.552558215301204,4.078278215546517
461,Sebastian Aho,R,26,17.552558215301204,3.285770567078499
462,Sebastian Aho,R,26,17.552558215301204,3.278265388626961
463,Sebastian Aho,R,26,17.552558215301204,2.579089077134041
464,Sebastian Aho,R,26,17.552558215301204,2.5430881101082843
465,Sebastian Aho,R,26,17.552558215301204,1.753099830765633
466,Sebastian Aho,R,26,17.552558215301204,1.7188445645760577
467,Patrice Bergeron,C,38,17.546165386665606,3.125455141067505
468,Lucas Raymond,L,21,17.52432267956285,7.290739939092202
469,Matty Beniers,C,21,17.524154376108,5.325810125548803
470,Matthew Kessel,D,23,17.50712691569865,0.302783340215683
471,Andrei Svechnikov,R,23,17.49885761781533,10.242601938205357
472,Billy Sweezey,D,27,17.498415301464902,0.31858813762664795
473,Simon Benoit,D,25,17.48475737412507,0.899351931112956
474,Patrik Laine,R,25,17.469878177154946,10.489096936406161
475,Trevor Moore,L,28,17.464388297107902,9.788269105415289
476,Jonathan Marchessault,C,33,17.452852293833327,13.021582584965978
477,Matt Duchene,C,32,17.438688922838033,10.980363936630656
478,Pavel Zacha,C,26,17.40971839546235,6.630396221880602
479,Casey Mittelstadt,C,25,17.3865582926074,6.3138623118760675
480,Roope Hintz,L,27,17.350996331127863,12.30393737570884
481,Frank Vatrano,C,29,17.327876505792847,11.000384586361688
482,Andrew Copp,C,29,17.318391031634572,5.597308954928954
483,Barrett Hayton,C,23,17.30348250625463,3.8853481499609215
484,Dylan Strome,C,26,17.28533481209441,9.898150074167138
485,Ethan Bear,D,26,17.27979406202588,1.951891280265873
486,Jonathan Huberdeau,L,30,17.27797200807528,5.165403986406448
487,Nick Holden,D,36,17.262453294236913,0.32307693362236023
488,Dante Fabbro,D,25,17.21859360417733,1.439591616823786
489,Nikolai Knyzhov,D,26,17.207589778180356,0.34275388717651367
490,Lawson Crouse,L,26,17.202523221979753,9.51695679444725
491,David Krejci,C,37,17.17709965584613,1.190389633178711
492,Urho Vaakanainen,D,24,17.1692970271104,0.7684550781585575
493,Jeff Skinner,L,31,17.165290813944683,10.712209388530823
494,Joe Pavelski,C,39,17.160765683246417,9.876831462482278
495,Will Borgen,D,27,17.119388536641722,1.146925380024725
496,Connor Clifton,D,28,17.11571140097098,0.44524097442626953
497,Nicholas Paul,L,28,17.099654804493177,6.3673495709824435
498,Dawson Mercer,C,22,17.09064351435393,7.758981179262389
499,Viktor Arvidsson,L,30,17.08637614724992,2.82517147064209
500,Isaak Phillips,D,22,17.067437829875345,0.4813578426837921
501,Tyler Toffoli,C,31,17.065067587079508,12.212166895115084
502,Jaden Schwartz,L,31,17.06176353256517,7.666710538982015
503,Tim Berni,D,23,17.054119226683024,0.3042583167552948
504,Alexander Barabanov,L,29,17.051563408436166,3.656956923892124
505,Teuvo Teravainen,L,29,17.024968548792454,8.495070945254346
506,Jordan Eberle,R,33,17.023869101915825,6.22000076403322
507,Wyatt Kaiser,D,21,16.997769050474158,0.33582842350006104
508,Johnathan Kovacevic,D,26,16.97163262725138,3.1601523833118548
509,Kyle Palmieri,R,32,16.96509549448567,8.072374958500703
510,Calen Addison,D,23,16.964167524941754,1.086520324239479
511,Olli Maatta,D,29,16.949848305336456,1.2862544058458139
512,Tucker Poolman,D,30,16.928727742268677,0.32307693362236023
513,Owen Beck,C,19,16.915738275112535,0.5280871391296387
514,Fabian Zetterlund,L,24,16.89045938074988,6.568998178003652
515,Tyson Foerster,R,21,16.889058323305377,5.857072983419026
516,Derrick Pouliot,D,29,16.88730155415627,0.32790839672088623
517,Mike Reilly,D,30,16.881548908436898,2.3847502681379584
518,Jakub Voracek,R,34,16.865614283166465,1.0314983129501343
519,Alex Goligoski,D,38,16.85018106027445,0.32307693362236023
520,Sam Bennett,C,27,16.825093731179138,9.110185079816553
521,Carson Soucy,D,29,16.801701005505727,2.4233520608078827
522,Pierre-Luc Dubois,C,25,16.79812393395059,7.63227452942125
523,Sebastian Aho,R,26,16.78385536939482,10.198159420879456
524,Sebastian Aho,R,26,16.78385536939482,10.185265267284485
525,Sebastian Aho,R,26,16.78385536939482,9.392757618816468
526,Sebastian Aho,R,26,16.78385536939482,9.38525244036493
527,Sebastian Aho,R,26,16.78385536939482,8.68607612887201
528,Sebastian Aho,R,26,16.78385536939482,8.650075161846253
529,Sebastian Aho,R,26,16.78385536939482,7.860086882503602
530,Sebastian Aho,R,26,16.78385536939482,7.8258316163140265
531,Sebastian Aho,R,26,16.78385536939482,4.091172369141487
532,Sebastian Aho,R,26,16.78385536939482,4.078278215546517
533,Sebastian Aho,R,26,16.78385536939482,3.285770567078499
534,Sebastian Aho,R,26,16.78385536939482,3.278265388626961
