,Player,Position,Age,ATOI,Gper1kChunk
535,Sebastian Aho,R,26,16.78385536939482,2.579089077134041
536,Sebastian Aho,R,26,16.78385536939482,2.5430881101082843
537,Sebastian Aho,R,26,16.78385536939482,1.753099830765633
538,Sebastian Aho,R,26,16.78385536939482,1.7188445645760577
539,Jonathan Drouin,L,28,16.75599887991705,4.669549713814703
540,Parker Wotherspoon,D,26,16.75438636443366,0.3035813271999359
541,Tyler Seguin,C,31,16.72909292785974,10.493347781308934
542,Nikita Zaitsev,D,32,16.72199278845767,1.9712652509103843
543,Nick Perbix,D,25,16.719336009753498,1.1438145737853178
544,Justin Schultz,D,33,16.716082777534137,2.527246983937187
545,Kaedan Korczak,D,22,16.707678921167894,1.1089836236909085
546,Daniil Miromanov,D,26,16.703845873344417,0.7433928847312927
547,Sebastian Aho,R,26,16.690924724066967,10.198159420879456
548,Sebastian Aho,R,26,16.690924724066967,10.185265267284485
549,Sebastian Aho,R,26,16.690924724066967,9.392757618816468
550,Sebastian Aho,R,26,16.690924724066967,9.38525244036493
551,Sebastian Aho,R,26,16.690924724066967,8.68607612887201
552,Sebastian Aho,R,26,16.690924724066967,8.650075161846253
553,Sebastian Aho,R,26,16.690924724066967,7.860086882503602
554,Sebastian Aho,R,26,16.690924724066967,7.8258316163140265
555,Sebastian Aho,R,26,16.690924724066967,4.091172369141487
556,Sebastian Aho,R,26,16.690924724066967,4.078278215546517
557,Sebastian Aho,R,26,16.690924724066967,3.285770567078499
558,Sebastian Aho,R,26,16.690924724066967,3.278265388626961
559,Sebastian Aho,R,26,16.690924724066967,2.579089077134041
560,Sebastian Aho,R,26,16.690924724066967,2.5430881101082843
561,Sebastian Aho,R,26,16.690924724066967,1.753099830765633
562,Sebastian Aho,R,26,16.690924724066967,1.7188445645760577
563,T.J. Oshie,R,37,16.681852389898705,8.460604294775742
564,Kevin Bahl,D,23,16.66785422893449,0.47771936655044556
565,Jake DeBrusk,L,27,16.6474342861293,7.7456812089206455
566,Nick Bjugstad,C,31,16.628697626344994,5.70258833036539
567,Travis Dermott,D,27,16.623004074277755,1.5668164849553008
568,Simon Edvinsson,D,20,16.614787328664644,0.7674283385276794
569,Marc-Edouard Vlasic,D,36,16.6100320956246,3.7637454719034613
570,Joel Farabee,L,23,16.598514614016644,8.694018135359137
571,Dylan Cozens,C,22,16.598282924619166,6.5858090845246995
572,Sebastian Aho,R,26,16.59736193858897,10.198159420879456
573,Sebastian Aho,R,26,16.59736193858897,10.185265267284485
574,Sebastian Aho,R,26,16.59736193858897,9.392757618816468
575,Sebastian Aho,R,26,16.59736193858897,9.38525244036493
576,Sebastian Aho,R,26,16.59736193858897,8.68607612887201
577,Sebastian Aho,R,26,16.59736193858897,8.650075161846253
578,Sebastian Aho,R,26,16.59736193858897,7.860086882503602
579,Sebastian Aho,R,26,16.59736193858897,7.8258316163140265
580,Sebastian Aho,R,26,16.59736193858897,4.091172369141487
581,Sebastian Aho,R,26,16.59736193858897,4.078278215546517
582,Sebastian Aho,R,26,16.59736193858897,3.285770567078499
583,Sebastian Aho,R,26,16.59736193858897,3.278265388626961
584,Sebastian Aho,R,26,16.59736193858897,2.579089077134041
585,Sebastian Aho,R,26,16.59736193858897,2.5430881101082843
586,Sebastian Aho,R,26,16.59736193858897,1.753099830765633
587,Sebastian Aho,R,26,16.59736193858897,1.7188445645760577
588,Guillaume Brisebois,D,26,16.590557404673536,0.30646589398384094
589,Spencer Stastney,D,23,16.573250214129285,2.667699601470184
590,Christian Dvorak,"C, L",27,16.57078868794978,4.3736933728736975
591,Colton Sissons,C,30,16.559545969534124,6.382127645284321
592,Jake Bean,D,25,16.556108569359115,2.343851844598193
593,Josh Anderson,R,29,16.547006808181457,5.5799508793265264
594,Jean-Gabriel Pageau,C,31,16.54615428967955,4.662194794385098
595,Reilly Smith,R,32,16.537125809579223,7.241033155615016
596,Sebastian Aho,R,26,16.494246354196108,10.198159420879456
597,Sebastian Aho,R,26,16.494246354196108,10.185265267284485
598,Sebastian Aho,R,26,16.494246354196108,9.392757618816468
599,Sebastian Aho,R,26,16.494246354196108,9.38525244036493
600,Sebastian Aho,R,26,16.494246354196108,8.68607612887201
601,Sebastian Aho,R,26,16.494246354196108,8.650075161846253
602,Sebastian Aho,R,26,16.494246354196108,7.860086882503602
603,Sebastian Aho,R,26,16.494246354196108,7.8258316163140265
604,Sebastian Aho,R,26,16.494246354196108,4.091172369141487
605,Sebastian Aho,R,26,16.494246354196108,4.078278215546517
606,Sebastian Aho,R,26,16.494246354196108,3.285770567078499
607,Sebastian Aho,R,26,16.494246354196108,3.278265388626961
608,Sebastian Aho,R,26,16.494246354196108,2.579089077134041
609,Sebastian Aho,R,26,16.494246354196108,2.5430881101082843
610,Sebastian Aho,R,26,16.494246354196108,1.753099830765633
611,Sebastian Aho,R,26,16.494246354196108,1.7188445645760577
612,Zach Bogosian,D,33,16.489228860983317,0.8485640343001444
613,Alex Iafallo,C,30,16.48097842799587,4.985961240754431
614,Ryan Strome,R,30,16.468075071366037,5.670602039071889
615,Ilya Lyubushkin,D,29,16.46482974735268,0.32307693362236023
616,Travis Hamonic,D,33,16.43952469676901,1.6871506491842354
617,Nicklas Backstrom,C,36,16.428221143710584,1.5751116275787354
618,Scott Harrington,D,30,16.421094215581174,0.4200102388858795
619,Jake Livingstone,D,24,16.417966844904598,0.3075502812862396
620,Vincent Iorio,D,21,16.411894747438758,0.35158246755599976
621,Marc Staal,D,36,16.403032770382833,1.6209767385631286
622,Colin Miller,D,31,16.400088915975186,1.926582338089546
623,Mikael Pyyhtia,L,22,16.398598738277663,0.44874107837677
624,Kirill Marchenko,R,23,16.382703134560003,8.167116459798166
625,Jared McCann,C,27,16.38157572853397,12.259650455812547
626,Evan Rodrigues,L,30,16.376388662166143,5.319447954175303
627,Alexis Lafrenière,L,22,16.35959989051857,7.3424343119888285
628,Jack Johnson,D,36,16.359098001909942,1.1987738424122685
629,Nikita Okhotiuk,D,23,16.35204798745434,1.3227491388593648
630,Owen Tippett,R,24,16.35063580385181,10.614724652002547
631,Nikolaj Ehlers,L,27,16.33859780245548,9.941964731022857
632,Blake Coleman,C,32,16.32998341980667,10.077930708314657
633,Anders Lee,L,33,16.322270775188173,8.60927153694918
634,Oliver Bjorkstrand,R,28,16.31811433060499,7.766266111048519
635,Wyatt Johnston,C,20,16.29075179888754,8.024442039922327
636,Marcus Johansson,L,33,16.281962597091248,4.792228233938607
637,Taylor Raddysh,R,25,16.278266061585764,3.8854151331915094
638,Erik Haula,C,32,16.27749459446858,6.879267160072794
639,Shane Pinto,C,23,16.2725333595189,7.764100730072022
640,Yegor Sharangovich,C,25,16.270628156675766,9.62254415656136
641,Scott Laughton,C,29,16.266910940058235,4.599021722548443
642,Vladimir Tarasenko,R,32,16.260011169548815,8.690139691491678
643,Ryan Hartman,L,29,16.258160694169582,9.021239400485442
644,Marco Rossi,C,22,16.24161120259859,5.997305619774101
645,Taylor Hall,L,32,16.21577594627514,6.495704489851199
646,Tyler Bertuzzi,L,28,16.212994572217614,5.622327818886681
647,Juraj Slafkovsky,L,19,16.20638495155446,5.3647629505364085
648,Gabriel Vilardi,C,24,16.2009935912154,9.94114715512948
649,Justin Braun,D,36,16.16980505328025,0.32307693362236023
650,Dysin Mayo,D,27,16.166128511823374,0.3185577690601349
651,Andrew Mangiapane,L,27,16.159721294085603,6.814338413188091
652,Matias Maccelli,L,23,16.15888665187836,4.220002253529856
653,Victor Soderstrom,D,22,16.132153788733717,0.6011669039726257
654,Jason Dickinson,C,28,16.127247569008276,7.665281098094689
655,Caleb Jones,D,26,16.12113015012498,0.5194795727729797
656,Ben Hutton,D,30,16.11960237406126,1.3216967331602416
657,Mason Appleton,C,27,16.111549442931416,5.28525942475513
658,Adam Lowry,C,30,16.107102638694744,5.086341223413747
659,Mason McTavish,C,20,16.104194655493192,8.78847168380267
660,Erik Brannstrom,D,24,16.095591613371887,1.9751115979347382
661,Jason Demers,D,35,16.083617711900622,0.3255642056465149
662,David Perron,L,35,16.051443766755867,8.2334799473607
663,Danil Gushchin,L,21,16.040647199184306,2.677311420440674
664,Jarred Tinordi,D,31,16.015255119574427,0.4520822763442993
665,Nick Seeler,D,30,16.01014485563822,0.3793560266494751
666,Calvin de Haan,D,32,16.001537362582784,1.847125282593656
667,Ivan Barbashev,C,28,15.989705671286387,7.368705400150516
668,Jordan Staal,C,35,15.976891096392414,4.844677051935425
669,Brett Kulak,D,29,15.97294359757834,1.3205560231372133
670,Dmitri Samorukov,D,24,15.944143998297152,0.3222031891345978
671,Jack Roslovic,C,26,15.93291622278482,4.1466418696816785
672,Andrew Agozzino,L,32,15.907699954823093,1.4252232313156128
673,Kevin Hayes,C,31,15.877732782110556,6.26611146517375
674,Morgan Frost,C,24,15.865623856970283,6.063947351850558
675,Nick Foligno,L,36,15.85215967014421,6.133693438273653
676,Eetu Luostarinen,C,25,15.838149129608052,5.544504854527732
677,Brandon Saad,L,31,15.830166811782107,8.20671131339848
678,Lassi Thomson,D,23,15.81985674676058,0.3275633454322815
679,Filip Roos,D,24,15.81243513887932,0.3530457317829132
680,Anton Lundell,C,22,15.812242136246523,4.799480752045739
681,Ondrej Palat,L,32,15.790715743324453,5.956616006411008
682,Corey Schueneman,D,28,15.732101098196681,0.3633771538734436
683,Tyler Johnson,C,33,15.731708434310674,7.433092859192431
684,Nicolas Roy,C,26,15.723782465189084,7.042168643706808
685,Anthony Duclair,L,28,15.63432763235259,6.6829456367494995
686,Noah Cates,L,24,15.63095810122629,3.0836978632875924
687,Tristen Robins,C,22,15.626843603296107,0.306776225566864
688,Alexander Edler,D,37,15.618226679148293,0.32767799496650696
689,Josh Bailey,R,34,15.616794629631134,1.229681372642517
690,Kale Clague,D,25,15.589275681727042,0.32307693362236023
691,Jordan Greenway,L,26,15.573714381701988,6.066242171775552
692,Gavin Bayreuther,D,29,15.569355286570728,0.49270790815353394
693,Nino Niederreiter,R,31,15.568921336597729,8.709282070332335
694,Drew Helleson,D,22,15.565732492185111,1.2998260259628296
695,Luke Schenn,D,34,15.559935026216051,1.113929339228705
696,Dennis Cholowski,D,25,15.559374347661329,0.5840522050857544
697,Christian Wolanin,D,28,15.553960376157251,0.37732425332069397
698,Ian Mitchell,D,24,15.5269643925105,0.3319142460823059
699,Nils Lundkvist,D,23,15.511769612357826,1.729652879388906
700,Zach Parise,L,39,15.510873152163295,6.453563680099202
701,Conor Timmins,D,25,15.500897870755118,1.8010715457031305
702,Brandt Clarke,D,20,15.46359116616443,3.053280576217818
703,Jacob Bernard-Docker,D,23,15.42496797354576,2.543458413003415
704,Jamie Benn,L,34,15.401453959229489,6.4879433047166675
705,Dylan Samberg,D,24,15.394049894877629,0.7970325274855683
706,Jacob Moverare,D,25,15.38042111578184,0.3069169521331787
707,Jake Evans,C,27,15.353023989995405,2.6795322341547347
708,Braden Schneider,D,22,15.342619349641437,1.6958692201499173
709,Eeli Tolvanen,R,24,15.33140923717439,8.006124940473441
710,Tobias Bjornfot,D,22,15.32897359225782,0.3445250689983368
711,Jordie Benn,D,36,15.322044715682246,0.44218552112579346
712,Mathieu Joseph,R,26,15.320001141790112,5.652935825434304
713,Erik Johnson,D,35,15.279360478026,1.997943621180988
714,Jake Christiansen,D,24,15.279291372525194,0.550610363483429
715,Pius Suter,C,27,15.27731779501907,8.276585389134215
716,Michael Bunting,L,28,15.273877715178815,8.422853715191188
717,Anthony Beauvillier,C,26,15.258263917985708,4.815947768931418
718,Alex Newhook,C,22,15.246818070478193,7.441817188800227
719,JJ Peterka,R,21,15.234659707819505,8.843623417615497
720,Egor Zamula,D,23,15.234333674691323,2.844713149198347
721,Frederic Allard,D,26,15.223910732615844,0.4958384335041046
722,Jacob Bryson,D,26,15.180039285930798,0.32307693362236023
723,Quinton Byfield,C,21,15.17653084267683,8.731428379635476
724,Ilya Mikheyev,R,29,15.169527927240576,7.072403023790927
725,Andreas Athanasiou,C,29,15.144544811765606,2.6549344062805176
726,Andrei Kuzmenko,L,27,15.134351506382682,7.429522214913741
727,Andre Burakovsky,L,28,15.128119051454874,3.5392440650927046
728,Robert Hagg,D,28,15.121852684442404,0.43017202615737915
729,Jordan Spence,D,22,15.110289344312479,0.5891506671905518
730,Michael Rasmussen,C,24,15.102193485611268,6.523339898404426
731,Haydn Fleury,D,27,15.089522666936128,1.8406619996117048
732,Calle Jarnkrok,C,32,15.076811000254995,7.076617316506028
733,Yakov Trenin,C,26,15.060840698827446,5.435912096808286
734,Lars Eller,C,34,15.037096037725071,5.493745957486537
735,Arber Xhekaj,D,22,15.014372901659728,2.5522722496593406
736,Max Pacioretty,L,35,15.012620053395723,6.59147922393901
737,Mason Marchment,L,28,15.012241717930449,10.027182775939304
738,Calle Rosen,D,29,15.000729288066859,0.7432878017425537
739,Jordan Martinook,L,31,14.980323829664934,5.573970369907919
740,David Jiricek,D,20,14.974709979614127,0.9375482238166422
741,Nathan Beaulieu,D,31,14.97384494888615,0.32307693362236023
742,Luke Kunin,C,26,14.9612853755914,5.88383857219446
743,Jordan Oesterle,D,31,14.946363603105732,0.39189550280570984
744,Mike Hoffman,L,34,14.943110123491536,5.846549451352537
745,Brendan Smith,D,34,14.937379823924893,1.1239131248887673
746,Elliot Desnoyers,L,21,14.917254393912568,0.45333340764045715
747,Akito Hirose,D,24,14.897987593283066,0.3159619867801666
748,Jason Zucker,L,31,14.886979645411351,7.247798119184365
749,Frederick Gaudreau,C,30,14.88181622627571,3.415224403825918
750,David Gust,R,29,14.850996552595536,1.5006521940231323
751,Marcus Foligno,L,32,14.845481513344303,5.758890845821658
752,Yegor Chinakhov,R,22,14.843588421189327,9.14345830348513
753,Sean Farrell,C,22,14.830088468314718,1.1195757389068604
754,Joel Armia,R,30,14.810828095375001,6.958807615704358
755,Riley Stillman,D,25,14.810377558478724,0.48219266533851624
756,Gustav Lindstrom,D,25,14.804727067311754,0.32307693362236023
757,Nic Dowd,C,33,14.802687580577759,5.702483070658982
758,Filip Chytil,C,24,14.779709860381958,2.673144817352295
759,Justin Danforth,R,30,14.776640545127407,6.571918250075038
760,Noah Juulsen,D,26,14.76178146322484,0.32307693362236023
761,Vincent Desharnais,D,27,14.753836311351654,0.7743799512173746
762,Nick Cicek,D,23,14.747481315060533,0.3214131295681
763,Alexander Kerfoot,C,29,14.726232458174985,1.5378180742263794
764,Derek Grant,C,33,14.715664253370383,1.5716545581817627
765,Cal Foote,D,25,14.713566919884693,0.43306002020835876
766,Jack Quinn,R,22,14.705327744946592,8.713925543207528
767,Lukas Reichel,L,21,14.703521649805454,3.0413552988506893
768,Kasperi Kapanen,R,27,14.687652126155044,3.8988556803563417
769,Jacob Larsson,D,26,14.678601336684842,0.32307693362236023
770,Cole Sillinger,C,20,14.67693060288255,5.243930285950857
771,Ryan Murray,D,30,14.649921752453224,0.32307693362236023
772,Max Domi,L,28,14.62526642505186,4.4758623695319155
773,Rafael Harvey-Pinard,L,24,14.623323994474253,3.6419379711304063
774,Jack Rathbone,D,24,14.619421491084283,0.8317409157752991
775,Brayden Pachal,D,24,14.611270971009956,1.4283273546417912
776,Logan O'Connor,R,27,14.604032019548736,7.381911468640471
777,Brandon Tanev,L,32,14.597301077018608,5.28909682008587
778,Teddy Blueger,C,29,14.591568515577274,4.021142698888687
779,James van Riemsdyk,L,34,14.590632578426899,7.637515084930007
780,Cole Perfetti,C,21,14.580508431992863,8.018416075332322
781,Jalen Chatfield,D,27,14.57733531379525,3.0113867965399734
782,Connor McMichael,C,22,14.576841963080652,4.476120972245628
783,Alexander Alexeyev,D,24,14.573893734165809,2.359576800322269
784,Juuso Parssinen,C,22,14.561776642842826,5.246243642357497
785,Conor Garland,R,27,14.55262620426926,7.17066865479375
786,Blake Wheeler,R,37,14.533316833683775,6.560978048597782
787,Dylan Guenther,R,20,14.52030031917065,8.350907321683252
788,Pierre Engvall,L,27,14.518709556843405,5.155089130230543
789,Ryan Johansen,C,31,14.513491888043841,7.100204887967338
790,Michael Kesselring,D,23,14.492088579254204,2.998610405227948
791,Tommy Novak,C,26,14.481949007166687,7.616110443254861
792,Colton White,D,26,14.470515857828739,0.32307693362236023
793,Dakota Mermis,D,29,14.447524250984172,1.6033246920457127
794,Radim Simek,D,31,14.446409318738954,0.3728729486465454
795,Jake Neighbours,L,21,14.422742195524325,9.4858636602645
796,Pierre-Olivier Joseph,D,24,14.37122338997009,0.6819967031478882
797,Josh Brown,D,29,14.36489195710881,1.2896365784832389
798,Kaapo Kakko,R,22,14.34977949157231,6.729239169133901
799,Nico Sturm,C,28,14.347960194055949,4.083466741687602
800,Matt Coronato,R,21,14.345613724792223,2.647619861693376
801,Vladislav Namestnikov,C,31,14.342686621595886,4.534052608519962
802,Kevin Gravel,D,31,14.342409976214876,0.3001352548599243
803,Connor Mackey,D,27,14.336011912864407,0.6413347721099854
804,Sean Kuraly,C,30,14.321133818777522,5.533843815691895
805,Isac Lundestrom,C,24,14.32037151327368,4.059277565824727
806,Cody Glass,C,24,14.303693519082346,2.640727146441254
807,Ridly Greig,C,21,14.292856168852074,6.352980363270813
808,Travis Boyd,C,30,14.28640960275542,6.094026724457187
809,Lucas Johansen,D,26,14.284220674260096,0.2849796414375305
810,Ben Harpur,D,28,14.278911665552203,0.32307693362236023
811,Matthew Knies,L,21,14.27731857566945,4.9590782514779255
812,Connor Brown,R,29,14.273929966270423,1.2039605379104614
813,Robby Fabbri,C,27,14.262095486040195,10.677653262404181
814,Kyle Okposo,R,35,14.253076595139728,7.002200136739039
815,Eric Staal,C,39,14.250880474607817,1.151712417602539
816,Jakub Zboril,D,26,14.225270196168163,0.419236958026886
817,Arnaud Durandeau,L,24,14.209958556130749,0.6178643107414246
818,Jon Merrill,D,31,14.206507150534396,1.714061038317088
819,Ryan McLeod,C,24,14.194142421440464,5.845124816729059
820,Brendan Gallagher,R,31,14.193992394032108,6.708417236016821
821,Jesperi Kotkaniemi,C,23,14.185849148109657,6.28073165895961
822,Thomas Bordeleau,C,21,14.161583774692955,5.080566393840294
823,Kent Johnson,C,21,14.13044303877428,5.450311108971864
824,Tyler Angle,C,23,14.121517187149273,3.295635223388672
825,Ville Heinola,D,22,14.111026110258962,0.47023269534111023
826,Anthony Mantha,R,29,14.109189002811853,10.674729333170658
827,David Kampf,C,28,14.104501086165634,3.197837639216785
828,Max Comtois,L,24,14.04084656853523,1.7890609502792358
829,Rem Pitlick,C,26,14.038378394646447,1.385887622833252
830,Marco Scandella,D,33,14.022699207888493,1.437018257933237
831,Andreas Johnsson,L,29,14.012017507825762,1.0258162021636963
832,Dominik Kubalik,L,28,14.00395171847521,7.499845247645787
833,Zac Jones,D,23,13.973632436294984,1.9573507264262144
834,Michael McLeod,C,25,13.960668394581374,6.264524913906958
835,Kyle Capobianco,D,26,13.943457042996355,0.8874118328094482
836,Beck Malenstyn,L,25,13.943407220600784,3.478172617719876
837,Nikita Nesterenko,C,22,13.927466386283923,1.1993606090545654
838,Joe Veleno,C,23,13.915200172898313,6.0358113489011425
839,Evgenii Dadonov,R,34,13.896583871162312,7.974184764028421
840,Jacob Peterson,C,24,13.89341144091468,1.766455054283142
841,Kailer Yamamoto,R,25,13.88826516657971,6.303945361843498
842,Luke Evangelista,R,21,13.878885745824096,6.298149539727484
843,Tanner Pearson,L,31,13.865216998198527,4.397845068976208
844,Casey Cizikas,C,32,13.85448686073729,4.868947194202528
845,Benoit-Olivier Groulx,C,23,13.845237496527538,0.6716539859771729
846,Victor Mete,D,25,13.838916541784187,0.32307693362236023
847,Libor Hajek,D,25,13.836298279363719,0.4113236367702484
848,Logan Stanley,D,25,13.829363622293728,0.5512220859527588
849,Ondrej Kase,R,28,13.8253652813933,1.6000245809555054
850,Chris Wideman,D,33,13.8230176585324,0.3187997043132782
851,Gustav Olofsson,D,29,13.79577318123838,0.2711070477962494
852,Cale Fleury,D,25,13.790630817836409,0.3399307429790497
853,Nick Bonino,C,35,13.775098886634554,2.180303677160579
854,Jesper Fast,R,32,13.7281686766882,4.619054782676047
855,Austin Strand,D,26,13.72791089611089,0.3300173282623291
856,Tomas Tatar,L,33,13.686047816487783,6.026105215948794
857,Sam Steel,C,25,13.675631871418346,5.1359068254992275
858,Phil Kessel,R,36,13.672720124252962,1.9325776100158691
859,Mac Hollowell,D,25,13.667372719367618,0.30690401792526245
860,Michael Stone,D,33,13.628928897993417,1.1743375062942505
861,Jakob Silfverberg,R,33,13.621149249512106,3.8850934267535204
862,Vladislav Kolyachonok,D,22,13.617937955770788,0.3948064148426056
863,Morgan Geekie,C,25,13.612906685660132,5.700285781432012
864,Josh Mahura,D,25,13.61173570236334,0.6546356081962585
865,Nick Ritchie,L,28,13.603492106784266,2.3773157596588135
866,Pavel Dorofeyev,L,23,13.602844057605493,8.657501356213178
867,Jack McBain,C,23,13.598275830436272,5.6154054314190125
868,Roland McKeown,D,27,13.558734063308522,0.30920520424842834
869,Jujhar Khaira,L,29,13.516185010145975,1.3305774927139282
870,Barclay Goodrow,R,30,13.501739594546402,1.9643717380549977
871,Radek Faksa,C,29,13.492008052966762,2.9615248131280367
872,Ty Dellandrea,C,23,13.490130837425147,3.2135018467599394
873,Nick Swaney,R,26,13.486213271655735,0.3225838541984558
874,Oskar Sundqvist,C,29,13.480966289798289,4.411775505019232
875,Dylan Coghlan,D,25,13.480696931844472,0.8459110856056213
876,Noel Acciari,C,32,13.470804816867897,3.879261994810615
877,Jeremy Davies,D,27,13.467433579436552,0.3234233558177948
878,Jesse Ylonen,R,24,13.429889462482866,1.4341349601745605
879,Ryan Donato,C,27,13.413134574429225,5.2591801142420636
880,Denis Gurianov,R,26,13.41260085851164,3.8901254225862867
881,Drew O'Connor,L,25,13.395429664477042,4.670850932172691
882,Tanner Jeannot,L,26,13.392781832022424,6.1284584980236865
883,Gabriel Carlsson,D,26,13.388539085085643,0.339389443397522
884,Warren Foegele,L,27,13.374830615034542,7.300382658760868
885,Tyler Tucker,D,23,13.36232953431044,2.03448714731593
886,Ross Colton,C,27,13.351071120021782,8.113153281076471
887,Colin Blackwell,C,30,13.349600850157517,4.25033357409203
