playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8471679,Carey Price,MTL,G,66,0.93343,44,16,6,1,66,0,130,1.96149,Price,4,1,1823,L,1953,9,,238593,94,0.942118,1530,1624,33,0.880866,244,277,3,0.942307,49,52
8471469,Pekka Rinne,NSH,G,64,0.92252,41,17,6,1,64,0,140,2.18137,Rinne,8,1,1667,L,1807,4,,231047,104,0.932114,1428,1532,32,0.862068,200,232,4,0.906976,39,43
8474651,Braden Holtby,WSH,G,73,0.92318,41,20,10,2,72,0,157,2.21778,Holtby,2,2,1887,L,2044,9,,254849,116,0.929268,1524,1640,38,0.888563,303,341,3,0.95238,60,63
8471750,Ben Bishop,TBL,G,62,0.91604,40,13,5,4,60,0,136,2.31884,Bishop,4,4,1484,L,1620,4,,211140,104,0.918559,1173,1277,27,0.91,273,300,5,0.88372,38,43
8470860,Jaroslav Halak,NYI,G,59,0.91392,38,17,4,1,59,0,144,2.43383,Halak,2,1,1529,L,1673,6,,212997,108,0.922134,1279,1387,35,0.857142,210,245,1,0.975609,40,41
8471227,Devan Dubnyk,"ARI,MIN",G,58,0.92923,36,14,4,2,55,0,115,2.07319,Dubnyk,2,2,1510,L,1625,6,,199692,87,0.93404,1232,1319,27,0.901818,248,275,1,0.967741,30,31
8471734,Jonathan Quick,LAK,G,72,0.91772,36,22,13,1,71,0,156,2.23696,Quick,18,1,1740,L,1896,6,,251055,117,0.925572,1455,1572,38,0.858736,231,269,1,0.981818,54,55
8475883,Frederik Andersen,ANA,G,54,0.91434,35,12,5,3,53,0,123,2.37626,Andersen,4,3,1313,L,1436,3,,186343,94,0.919931,1080,1174,26,0.882352,195,221,3,0.926829,38,41
8470140,Kari Lehtonen,DAL,G,65,0.90346,34,17,10,3,65,0,181,2.93697,Lehtonen,2,3,1694,L,1875,5,,221861,140,0.908556,1391,1531,38,0.867595,249,287,3,0.947368,54,57
8470594,Marc-Andre Fleury,PIT,G,64,0.92026,34,20,9,1,64,0,146,2.31931,Fleury,6,1,1685,L,1831,10,,226619,108,0.924895,1330,1438,30,0.912023,311,341,8,0.846153,44,52
8471695,Tuukka Rask,BOS,G,70,0.92242,34,21,13,0,67,0,156,2.3037,Rask,8,0,1855,L,2011,3,,243781,119,0.929669,1573,1692,35,0.871794,238,273,2,0.956521,44,46
8470645,Corey Crawford,CHI,G,57,0.92414,32,20,5,1,57,0,126,2.268,Crawford,8,1,1535,L,1661,2,,200000,98,0.930693,1316,1414,23,0.887254,181,204,5,0.88372,38,43
8474550,Antti Niemi,SJS,G,61,0.91441,31,23,7,3,61,0,155,2.59204,Niemi,0,3,1656,L,1811,5,,215274,117,0.921947,1382,1499,35,0.863281,221,256,3,0.946428,53,56
8468685,Henrik Lundqvist,NYR,G,46,0.92249,30,13,3,1,46,0,103,2.25333,Lundqvist,0,1,1226,L,1329,5,,164556,75,0.933035,1045,1120,25,0.856321,149,174,3,0.914285,32,35
8475683,Sergei Bobrovsky,CBJ,G,51,0.91789,30,17,3,2,49,0,134,2.68498,Bobrovsky,4,2,1498,L,1632,2,,179666,96,0.925291,1189,1285,36,0.884244,275,311,2,0.944444,34,36
8468011,Ryan Miller,VAN,G,45,0.91068,29,15,1,0,45,0,107,2.52605,Miller,0,0,1091,L,1198,6,,152491,88,0.912698,920,1008,18,0.890909,147,165,1,0.96,24,25
8466141,Roberto Luongo,FLA,G,61,0.92082,28,19,12,0,61,0,138,2.34681,Luongo,0,0,1605,L,1743,2,,211691,96,0.932299,1322,1418,39,0.864111,248,287,3,0.921052,35,38
