playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8476883,Andrei Vasilevskiy,TBL,G,42,0.92481,31,10,1,4,42,0,93,2.21111,Vasilevskiy,0,4,1144,L,1237,5,,151417,69,0.932551,954,1023,22,0.878453,159,181,2,0.939393,31,33
8475831,Philipp Grubauer,COL,G,40,0.92245,30,9,1,2,39,0,77,1.95194,Grubauer,0,2,916,L,993,7,,142012,59,0.923476,712,771,17,0.910052,172,189,1,0.969696,32,33
8470594,Marc-Andre Fleury,VGK,G,36,0.92821,26,10,0,1,36,0,71,1.98453,Fleury,2,1,918,L,989,6,,128796,60,0.929742,794,854,11,0.901785,101,112,0,1.0,23,23
8477465,Tristan Jarry,PIT,G,39,0.90909,25,9,3,4,38,0,100,2.74561,Jarry,8,4,1000,L,1100,2,,131118,75,0.9183,843,918,23,0.840277,121,144,2,0.947368,36,38
8476945,Connor Hellebuyck,WPG,G,45,0.9161,24,17,3,0,45,0,112,2.58181,Hellebuyck,0,0,1223,L,1335,4,,156169,88,0.919854,1010,1098,23,0.880208,169,192,1,0.977777,44,45
8474593,Jacob Markstrom,CGY,G,43,0.90439,22,19,2,0,43,0,111,2.67692,Markstrom,2,0,1050,L,1161,3,,149276,79,0.916046,862,941,27,0.84393,146,173,5,0.893617,42,47
8469608,Mike Smith,EDM,G,32,0.9229,21,6,2,2,30,0,71,2.307,Smith,6,2,850,L,921,3,,110793,58,0.924577,711,769,12,0.905511,115,127,1,0.96,24,25
8477424,Juuse Saros,NSH,G,36,0.9273,21,11,1,0,35,0,78,2.28092,Saros,2,0,995,L,1073,3,,123108,53,0.942076,862,915,24,0.822222,111,135,1,0.956521,22,23
8477970,Vitek Vanecek,WSH,G,37,0.90785,21,10,4,0,36,0,95,2.69441,Vanecek,0,0,936,L,1031,2,,126929,75,0.915349,811,886,16,0.866666,104,120,4,0.84,21,25
8473575,Semyon Varlamov,NYI,G,36,0.92941,19,11,4,1,35,0,72,2.04068,Varlamov,2,1,948,L,1020,7,,127016,57,0.934857,818,875,15,0.880952,111,126,0,1.0,19,19
8475660,Cam Talbot,MIN,G,33,0.91468,19,8,5,0,33,0,86,2.6307,Talbot,0,0,922,L,1008,2,,117687,68,0.918951,771,839,16,0.888888,128,144,2,0.92,23,25
8475683,Sergei Bobrovsky,FLA,G,31,0.90588,19,8,2,0,30,0,88,2.90674,Bobrovsky,0,0,847,L,935,0,,108988,65,0.91228,676,741,21,0.861842,131,152,2,0.95238,40,42
8476412,Jordan Binnington,STL,G,42,0.91,18,14,8,1,41,0,108,2.64741,Binnington,2,1,1092,L,1200,0,,146860,82,0.918326,922,1004,26,0.857923,157,183,0,1.0,13,13
8475789,Jack Campbell,TOR,G,22,0.92136,17,3,2,0,22,0,46,2.14886,Campbell,0,0,539,L,585,2,,77064,37,0.924643,454,491,6,0.913043,63,69,3,0.88,22,25
8480947,Kevin Lankinen,CHI,G,37,0.90946,17,14,5,2,37,0,109,3.00715,Lankinen,2,2,1095,L,1204,2,,130489,79,0.92209,935,1014,25,0.833333,125,150,5,0.875,35,40
8477967,Thatcher Demko,VAN,G,35,0.91494,16,18,1,0,35,0,99,2.84646,Demko,0,0,1065,L,1164,1,,125208,71,0.924708,872,943,26,0.864583,166,192,2,0.931034,27,29
8478039,Kaapo Kahkonen,MIN,G,24,0.90173,16,8,0,0,23,0,68,2.88447,Kahkonen,2,0,624,L,692,2,,84868,52,0.908289,515,567,15,0.854368,88,103,1,0.954545,21,22
8478048,Igor Shesterkin,NYR,G,35,0.9159,16,14,3,0,31,0,83,2.6224,Shesterkin,0,0,904,L,987,2,,113941,61,0.9257,760,821,22,0.84507,120,142,0,1.0,24,24
