playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8480382,Alexandar Georgiev,COL,G,63,0.89717,38,18,5,2,62,0,183,3.01818,Georgiev,4,2,1588,L,1770,2,,218277,133,0.90625,1276,1408,45,0.854368,264,309,5,0.90566,48,53
8476945,Connor Hellebuyck,WPG,G,60,0.92102,37,19,4,0,60,0,142,2.38833,Hellebuyck,2,0,1656,L,1798,5,,214040,100,0.932569,1383,1483,38,0.861313,236,274,4,0.902439,37,41
8475683,Sergei Bobrovsky,FLA,G,58,0.91477,36,17,4,2,58,0,135,2.37242,Bobrovsky,4,2,1449,L,1584,6,,204854,96,0.923322,1156,1252,35,0.875,245,280,4,0.923076,48,52
8478048,Igor Shesterkin,NYR,G,55,0.91282,36,17,2,1,55,0,141,2.58155,Shesterkin,6,1,1466,L,1606,4,,196626,112,0.918859,1257,1368,26,0.865979,168,194,3,0.931818,41,44
8479973,Stuart Skinner,EDM,G,59,0.90534,36,16,5,0,57,0,147,2.62394,Skinner,0,0,1406,L,1553,2,,201681,108,0.914893,1161,1269,36,0.854251,211,247,3,0.918918,34,37
8477424,Juuse Saros,NSH,G,64,0.90623,35,24,5,2,64,0,173,2.86373,Saros,2,2,1672,L,1845,3,,217478,132,0.912928,1384,1516,37,0.863468,234,271,4,0.931034,54,58
8477967,Thatcher Demko,VAN,G,51,0.91756,35,14,2,1,51,0,123,2.44704,Demko,0,1,1369,L,1492,5,,180953,92,0.923141,1105,1197,26,0.894736,221,247,5,0.895833,43,48
8479979,Jake Oettinger,DAL,G,54,0.90514,35,14,4,0,53,0,140,2.72322,Oettinger,2,0,1336,L,1476,3,,185075,112,0.906197,1082,1194,27,0.885593,209,236,1,0.97826,45,46
8476883,Andrei Vasilevskiy,TBL,G,52,0.89979,30,20,2,2,52,0,148,2.89924,Vasilevskiy,2,2,1329,L,1477,2,,183772,119,0.902698,1104,1223,25,0.88372,190,215,4,0.897435,35,39
8476412,Jordan Binnington,STL,G,57,0.91265,28,21,5,3,55,0,156,2.8437,Binnington,8,3,1630,L,1786,3,,197489,123,0.918489,1386,1509,30,0.871244,203,233,3,0.931818,41,44
8475660,Cam Talbot,LAK,G,54,0.91342,27,20,6,3,52,0,130,2.50311,Talbot,4,3,1361,L,1490,3,,186967,105,0.912863,1100,1205,22,0.913934,223,244,3,0.926829,38,41
8480045,Ukko-Pekka Luukkonen,BUF,G,54,0.9102,27,22,4,1,51,0,132,2.57039,Luukkonen,8,1,1338,L,1470,5,,184874,103,0.914664,1104,1207,25,0.891774,206,231,4,0.875,28,32
8478009,Ilya Sorokin,NYI,G,56,0.90884,25,19,12,2,55,0,167,3.01264,Sorokin,0,2,1655,L,1821,2,,199559,121,0.921619,1411,1531,45,0.818548,203,248,1,0.97619,41,42
8479292,Charlie Lindgren,WSH,G,50,0.91125,25,16,7,0,48,0,127,2.67145,Lindgren,0,0,1304,R,1431,6,,171143,100,0.914748,1073,1173,23,0.894009,194,217,4,0.902439,37,41
8480280,Jeremy Swayman,BOS,G,44,0.91608,25,10,8,1,43,0,108,2.52547,Swayman,0,1,1179,L,1287,3,,153951,81,0.921206,947,1028,25,0.886363,195,220,2,0.948717,37,39
8480313,Logan Thompson,VGK,G,46,0.90832,25,14,5,3,42,0,119,2.69895,Thompson,0,3,1179,R,1298,1,,158728,93,0.914678,997,1090,24,0.854545,141,165,2,0.953488,41,43
8474593,Jacob Markstrom,CGY,G,48,0.905,23,23,2,5,48,0,131,2.77628,Markstrom,0,5,1248,L,1379,2,,169867,97,0.914083,1032,1129,24,0.88,176,200,10,0.8,40,50
8478492,Ilya Samsonov,TOR,G,40,0.8896,23,7,8,1,40,0,120,3.12911,Samsonov,0,1,967,L,1087,3,,138058,89,0.898978,792,881,29,0.826347,138,167,2,0.948717,37,39
