playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8471469,Pekka Rinne,NSH,G,73,0.92289,43,18,8,5,72,0,166,2.38913,Rinne,0,5,1987,L,2153,5,,250132,131,0.928454,1700,1831,32,0.887719,253,285,3,0.918918,34,37
8470594,Marc-Andre Fleury,PIT,G,67,0.91346,42,17,4,2,64,0,153,2.35613,Fleury,4,2,1615,L,1768,3,,233773,124,0.9153,1340,1464,22,0.906382,213,235,7,0.89855,62,69
8468685,Henrik Lundqvist,NYR,G,62,0.92983,39,18,5,2,62,0,123,1.96616,Lundqvist,4,2,1630,L,1753,8,,225210,97,0.933287,1357,1454,25,0.904942,238,263,1,0.972222,35,36
8469608,Mike Smith,PHX,G,67,0.9303,38,18,10,2,67,0,144,2.21356,Smith,16,2,1922,L,2066,8,,234192,111,0.935614,1613,1724,29,0.903654,272,301,4,0.902439,37,41
8460703,Tim Thomas,BOS,G,59,0.92043,35,19,1,1,55,0,132,2.3631,Thomas,0,1,1527,L,1659,5,,201091,99,0.927472,1266,1365,32,0.871485,217,249,1,0.977777,44,45
8462147,Miikka Kiprusoff,CGY,G,70,0.92058,35,22,11,0,68,0,162,2.35465,Kiprusoff,0,0,1878,L,2040,4,,247680,124,0.927738,1592,1716,33,0.883392,250,283,5,0.878048,36,41
8470657,Jimmy Howard,DET,G,57,0.92045,35,17,4,1,57,0,119,2.12482,Howard,6,1,1377,L,1496,6,,201617,86,0.929101,1127,1213,27,0.888888,216,243,6,0.85,34,40
8471734,Jonathan Quick,LAK,G,69,0.9286,35,21,13,2,69,0,133,1.94661,Quick,6,2,1730,L,1863,10,,245966,99,0.933062,1380,1479,32,0.90778,315,347,2,0.945945,35,37
8474550,Antti Niemi,SJS,G,68,0.91474,34,22,9,0,68,0,159,2.42392,Niemi,2,0,1706,L,1865,6,,236146,117,0.926275,1470,1587,39,0.8375,201,240,3,0.921052,35,38
8467950,Craig Anderson,OTT,G,63,0.91392,33,22,6,4,60,0,165,2.8348,Anderson,4,4,1752,L,1917,3,,209538,122,0.919842,1400,1522,39,0.884615,299,338,4,0.929824,53,57
8468524,Ilya Bryzgalov,PHI,G,59,0.90926,33,16,7,2,57,0,141,2.47712,Bryzgalov,4,2,1413,L,1554,6,,204915,101,0.920784,1174,1275,36,0.845493,197,233,4,0.913043,42,46
8470140,Kari Lehtonen,DAL,G,59,0.92179,32,22,4,3,59,0,136,2.33355,Lehtonen,0,3,1603,L,1739,4,,209809,101,0.926115,1266,1367,34,0.899408,304,338,1,0.970588,33,34
8455710,Martin Brodeur,NJD,G,59,0.9076,31,21,4,4,59,0,136,2.40531,Brodeur,2,4,1336,L,1472,3,,203549,109,0.91102,1116,1225,18,0.910891,184,202,9,0.8,36,45
8466141,Roberto Luongo,VAN,G,55,0.91946,31,14,8,1,54,0,127,2.40957,Luongo,4,1,1450,L,1577,5,,189743,91,0.929347,1197,1288,33,0.869565,220,253,3,0.916666,33,36
