playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8462147,Miikka Kiprusoff,CGY,G,76,0.90301,45,24,5,3,76,0,209,2.83839,Kiprusoff,2,3,1946,L,2155,4,,265079,148,0.907384,1450,1598,48,0.898305,424,472,13,0.847058,72,85
8460705,Evgeni Nabokov,SJS,G,62,0.9098,41,12,8,1,62,0,150,2.44138,Nabokov,12,1,1513,L,1663,7,,221186,105,0.920273,1212,1317,38,0.872483,260,298,7,0.854166,41,48
8470320,Cam Ward,CAR,G,68,0.91583,39,23,5,1,68,0,160,2.44396,Ward,4,1,1741,L,1901,6,,235683,109,0.926401,1372,1481,46,0.870786,310,356,5,0.921875,59,64
8468685,Henrik Lundqvist,NYR,G,70,0.91629,38,25,7,2,70,0,168,2.42729,Lundqvist,0,2,1839,L,2007,3,,249166,125,0.920331,1444,1569,32,0.912568,334,366,11,0.847222,61,72
8473404,Niklas Backstrom,MIN,G,71,0.92277,37,24,8,0,71,0,159,2.33363,Backstrom,6,0,1900,L,2059,8,,245283,125,0.923453,1508,1633,30,0.918256,337,367,4,0.932203,55,59
8460703,Tim Thomas,BOS,G,54,0.9327,36,11,7,1,54,0,114,2.09892,Thomas,6,1,1580,L,1694,5,,195529,79,0.940151,1241,1320,31,0.905487,297,328,4,0.913043,42,46
8470594,Marc-Andre Fleury,PIT,G,62,0.91243,35,18,7,1,61,0,162,2.6696,Fleury,8,1,1688,L,1850,4,,218459,111,0.921885,1310,1421,42,0.883656,319,361,9,0.867647,59,68
8468011,Ryan Miller,BUF,G,59,0.91821,34,18,6,0,58,0,145,2.52656,Miller,4,0,1628,L,1773,5,,206605,101,0.926545,1274,1375,42,0.878962,305,347,2,0.960784,49,51
8460612,Marty Turco,DAL,G,74,0.89814,33,31,10,5,74,0,203,2.81472,Turco,18,5,1790,L,1993,3,,259635,144,0.908045,1422,1566,57,0.845528,312,369,2,0.965517,56,58
8466141,Roberto Luongo,VAN,G,54,0.91958,33,13,7,1,54,0,124,2.33882,Luongo,4,1,1418,L,1542,9,,190865,74,0.935986,1082,1156,47,0.857575,283,330,3,0.946428,53,56
8473461,Steve Mason,CBJ,G,61,0.91556,33,20,7,0,61,0,140,2.29281,Mason,2,0,1518,R,1658,10,,219817,95,0.92496,1171,1266,40,0.884726,307,347,5,0.888888,40,45
8460535,Jose Theodore,WSH,G,57,0.90012,32,17,5,3,55,0,157,2.86618,Theodore,6,3,1415,R,1572,2,,197196,101,0.91323,1063,1164,53,0.853185,308,361,3,0.93617,44,47
8462047,Martin Biron,PHI,G,55,0.91501,29,19,5,4,53,0,146,2.75773,Biron,0,4,1572,L,1718,2,,190591,113,0.917518,1257,1370,32,0.899371,286,318,1,0.966666,29,30
8471469,Pekka Rinne,NSH,G,52,0.91707,29,15,4,1,49,0,119,2.38063,Rinne,6,1,1316,L,1435,7,,179952,89,0.926141,1116,1205,25,0.867021,163,188,5,0.880952,37,42
8460806,Dwayne Roloson,EDM,G,63,0.915,28,24,9,1,62,0,166,2.76908,Roloson,10,1,1787,L,1953,1,,215811,111,0.926049,1390,1501,49,0.8775,351,400,6,0.884615,46,52
8462152,Chris Mason,STL,G,57,0.91645,27,21,7,1,51,0,129,2.40753,Mason,0,1,1415,L,1544,6,,192894,85,0.927038,1080,1165,39,0.885294,301,340,5,0.871794,34,39
8458568,Chris Osgood,DET,G,46,0.88658,26,9,8,2,44,0,137,3.08707,Osgood,8,2,1071,L,1208,2,,159763,92,0.902335,850,942,41,0.828451,198,239,4,0.851851,23,27
8460712,Tomas Vokoun,FLA,G,59,0.9256,26,23,6,1,55,0,138,2.49093,Vokoun,2,1,1717,R,1855,6,,199443,98,0.93527,1416,1514,36,0.884984,277,313,4,0.857142,24,28
8468524,Ilya Bryzgalov,PHX,G,65,0.90621,26,31,6,2,63,0,187,2.9842,Bryzgalov,4,2,1807,L,1994,3,,225588,130,0.918444,1464,1594,54,0.832298,268,322,3,0.961538,75,78
8459140,Nikolai Khabibulin,CHI,G,42,0.91946,25,8,7,2,40,0,96,2.33458,Khabibulin,8,2,1096,L,1192,3,,148035,61,0.933114,851,912,32,0.866108,207,239,3,0.926829,38,41
8466339,Scott Clemmensen,NJD,G,40,0.91739,25,13,1,0,39,0,94,2.39395,Clemmensen,2,0,1044,L,1138,2,,141356,65,0.928806,848,913,26,0.870646,175,201,3,0.875,21,24
8469152,Ty Conklin,DET,G,40,0.909,25,11,2,0,37,0,94,2.51109,Conklin,4,0,939,L,1033,6,,134762,65,0.919053,738,803,29,0.856435,173,202,0,1.0,28,28
8471679,Carey Price,MTL,G,52,0.90548,23,16,10,1,49,0,143,2.82645,Price,4,1,1370,L,1513,1,,182136,94,0.920406,1087,1181,44,0.843416,237,281,5,0.90196,46,51
8473972,Jonas Hiller,ANA,G,46,0.91865,23,15,1,0,38,0,99,2.38909,Hiller,0,0,1118,R,1217,4,,149178,59,0.934371,840,899,36,0.876712,256,292,4,0.846153,22,26
8462117,Vesa Toskala,TOR,G,53,0.89064,22,17,11,0,53,0,166,3.25871,Toskala,2,0,1352,L,1518,1,,183385,116,0.902521,1074,1190,44,0.84,231,275,6,0.886792,47,53
8471734,Jonathan Quick,LAK,G,44,0.91416,21,18,2,1,41,0,103,2.47705,Quick,0,1,1097,L,1200,4,,149694,68,0.926247,854,922,33,0.869047,219,252,2,0.923076,24,26
8469514,Peter Budaj,COL,G,56,0.89941,20,29,5,1,55,0,154,2.85902,Budaj,0,1,1377,L,1531,2,,193912,111,0.908264,1099,1210,40,0.858156,242,282,3,0.923076,36,39
8469658,Cristobal Huet,CHI,G,41,0.90892,20,15,4,0,40,0,99,2.52662,Huet,2,0,988,L,1087,3,,141058,68,0.915527,737,805,29,0.882591,218,247,2,0.942857,33,35
8455710,Martin Brodeur,NJD,G,31,0.91609,19,9,3,0,30,0,73,2.4151,Brodeur,4,0,797,L,870,5,,108815,45,0.932533,622,667,28,0.847826,156,184,0,1.0,19,19
8462044,Jean-Sebastien Giguere,ANA,G,46,0.90031,19,18,6,0,44,0,127,3.09995,Giguere,4,0,1147,L,1274,2,,147486,84,0.910352,853,937,41,0.867313,268,309,2,0.928571,26,28
8470140,Kari Lehtonen,ATL,G,46,0.91054,19,22,3,1,45,0,134,3.06373,Lehtonen,6,1,1364,L,1498,3,,157455,88,0.922942,1054,1142,40,0.867109,261,301,6,0.890909,49,55
8470860,Jaroslav Halak,MTL,G,34,0.91457,18,14,1,0,33,0,92,2.85891,Halak,0,0,985,L,1077,1,,115848,66,0.922169,782,848,21,0.891752,173,194,5,0.857142,30,35
8458988,Manny Fernandez,BOS,G,28,0.91024,16,8,3,0,27,0,71,2.59113,Fernandez,2,0,720,L,791,1,,98644,46,0.927672,590,636,22,0.837037,113,135,3,0.85,17,20
8467913,Alex Auld,OTT,G,43,0.91148,16,18,7,0,38,0,101,2.47404,Auld,2,0,1040,L,1141,1,,146966,69,0.920871,803,872,29,0.877118,207,236,3,0.90909,30,33
8470880,Brian Elliott,OTT,G,31,0.90203,16,8,3,0,30,0,77,2.77139,Elliott,0,0,709,L,786,1,,100022,50,0.920382,578,628,26,0.811594,112,138,1,0.95,19,20
8467511,Antero Niittymaki,PHI,G,32,0.91235,15,8,6,1,29,0,83,2.7592,Niittymaki,2,1,864,L,947,1,,108292,49,0.927083,623,672,34,0.861224,211,245,0,1.0,30,30
8467950,Craig Anderson,FLA,G,31,0.92425,15,7,5,1,27,0,74,2.71415,Anderson,2,1,903,L,977,3,,98152,54,0.928286,699,753,18,0.91,182,200,2,0.916666,22,24
8469608,Mike Smith,TBL,G,41,0.91575,14,18,9,1,40,0,108,2.62204,Smith,23,1,1174,L,1282,2,,148281,66,0.931321,895,961,38,0.859259,232,270,4,0.921568,47,51
8469732,Joey MacDonald,NYI,G,49,0.90088,14,26,6,1,46,0,157,3.37356,MacDonald,6,1,1427,L,1584,1,,167538,115,0.906882,1120,1235,38,0.877022,271,309,4,0.9,36,40
8459308,Manny Legace,STL,G,29,0.8849,13,9,2,0,28,0,77,3.18112,Legace,0,0,592,L,669,0,,87139,57,0.893058,476,533,17,0.855932,101,118,3,0.833333,15,18
8460704,Johan Hedberg,ATL,G,33,0.88571,13,12,3,0,26,0,100,3.49497,Hedberg,2,0,775,L,875,0,,103005,60,0.907692,590,650,37,0.819512,168,205,3,0.85,17,20
8462052,Brian Boucher,SJS,G,22,0.91651,12,6,3,0,20,0,47,2.1837,Boucher,2,0,516,L,563,2,,77483,32,0.925058,395,427,12,0.889908,97,109,3,0.888888,24,27
8462161,Brent Johnson,WSH,G,21,0.90846,12,6,2,1,19,0,53,2.81129,Johnson,4,1,526,L,579,0,,67869,33,0.922897,395,428,17,0.874074,118,135,3,0.8125,13,16
8467453,Andrew Raycroft,COL,G,31,0.89234,12,16,0,0,27,0,90,3.13509,Raycroft,2,0,746,L,836,0,,103346,64,0.905465,613,677,23,0.832116,114,137,3,0.863636,19,22
8468540,Dan Ellis,NSH,G,35,0.90031,11,19,4,0,33,0,96,2.93172,Ellis,2,0,867,L,963,3,,117883,59,0.919398,673,732,34,0.830845,167,201,3,0.9,27,30
8469675,Martin Gerber,"OTT,TOR",G,26,0.90237,10,14,1,1,26,0,78,3.02977,Gerber,16,1,721,L,799,1,,92680,58,0.908372,575,633,18,0.866666,117,135,2,0.935483,29,31
8471186,Yann Danis,NYI,G,31,0.90996,10,17,3,0,29,0,84,2.86344,Danis,0,0,849,L,933,2,,105607,55,0.922752,657,712,28,0.854166,164,192,1,0.965517,28,29
8468550,Mikael Tellqvist,"PHX,BUF",G,21,0.91181,9,6,1,0,16,0,47,2.74457,Tellqvist,0,0,486,L,533,0,,61649,31,0.926365,390,421,15,0.836956,77,92,1,0.95,19,20
8464999,Mathieu Garon,"EDM,PIT",G,19,0.89442,8,9,0,0,16,0,53,3.11591,Garon,0,0,449,R,502,0,,61234,31,0.917553,345,376,20,0.821428,92,112,2,0.857142,12,14
8467391,Jason LaBarbera,"LAK,VAN",G,28,0.90059,8,10,6,0,24,0,67,2.77902,LaBarbera,2,0,607,L,674,2,,86793,46,0.912213,478,524,17,0.871212,115,132,4,0.777777,14,18
8473975,Erik Ersberg,LAK,G,28,0.90015,8,11,5,0,25,0,65,2.64048,Ersberg,2,0,586,L,651,0,,88620,46,0.910331,467,513,17,0.853448,99,116,2,0.90909,20,22
