playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8475683,Sergei Bobrovsky,FLA,G,54,0.91251,39,7,3,0,53,0,137,2.66695,Bobrovsky,4,0,1429,L,1566,3,,184930,106,0.916006,1156,1262,26,0.898832,231,257,5,0.893617,42,47
8476883,Andrei Vasilevskiy,TBL,G,63,0.91648,39,18,5,1,63,0,156,2.48886,Vasilevskiy,6,1,1712,L,1868,2,,225645,116,0.924528,1421,1537,38,0.860805,235,273,2,0.965517,56,58
8477424,Juuse Saros,NSH,G,67,0.91789,38,25,3,0,67,0,173,2.64007,Saros,0,0,1934,L,2107,4,,235902,123,0.926698,1555,1678,46,0.874659,321,367,4,0.935483,58,62
8474593,Jacob Markstrom,CGY,G,63,0.92189,37,15,9,3,63,0,137,2.22412,Markstrom,10,3,1617,L,1754,9,,221750,107,0.926359,1346,1453,29,0.880658,214,243,1,0.982758,57,58
8475311,Darcy Kuemper,COL,G,57,0.92132,37,12,4,0,57,0,138,2.54085,Kuemper,2,0,1616,L,1754,5,,195525,104,0.927526,1331,1435,33,0.88,242,275,1,0.977272,43,44
8478048,Igor Shesterkin,NYR,G,53,0.93464,36,13,4,1,52,0,106,2.0713,Shesterkin,2,1,1516,L,1622,6,,184232,88,0.933884,1243,1331,18,0.928853,235,253,0,1.0,38,38
8475883,Frederik Andersen,CAR,G,52,0.92243,35,14,3,4,51,0,111,2.16875,Andersen,0,4,1320,L,1431,4,,184253,92,0.923269,1107,1199,18,0.902173,166,184,1,0.979166,47,48
8477465,Tristan Jarry,PIT,G,58,0.91934,34,18,6,2,56,0,138,2.42446,Jarry,2,2,1573,L,1711,4,,204911,115,0.921286,1346,1461,18,0.904761,171,189,5,0.918032,56,61
8477967,Thatcher Demko,VAN,G,64,0.91459,33,22,7,2,61,0,168,2.72384,Demko,2,2,1799,L,1967,1,,222039,118,0.927518,1510,1628,44,0.840579,232,276,6,0.904761,57,63
8475660,Cam Talbot,MIN,G,49,0.91129,32,12,4,1,48,0,132,2.76499,Talbot,2,1,1356,L,1488,3,,171863,97,0.919301,1105,1202,33,0.860759,204,237,2,0.959183,47,49
