playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8476883,Andrei Vasilevskiy,TBL,G,52,0.91713,35,14,3,4,52,0,133,2.55613,Vasilevskiy,4,4,1472,L,1605,3,,187314,98,0.924904,1207,1305,31,0.867521,203,234,4,0.939393,62,66
8476945,Connor Hellebuyck,WPG,G,58,0.92204,31,21,5,2,56,0,140,2.56994,Hellebuyck,0,2,1656,L,1796,6,,196113,112,0.926797,1418,1530,27,0.875,189,216,1,0.98,49,50
8476412,Jordan Binnington,STL,G,50,0.91188,30,13,7,1,50,0,126,2.56472,Binnington,4,1,1304,L,1430,3,,176861,90,0.921807,1061,1151,32,0.858407,194,226,4,0.924528,49,53
8475883,Frederik Andersen,TOR,G,52,0.90932,29,13,7,0,52,0,143,2.85365,Andersen,0,0,1434,L,1577,3,,180400,109,0.917486,1212,1321,30,0.857819,181,211,4,0.911111,41,45
8470594,Marc-Andre Fleury,VGK,G,49,0.90493,27,16,5,0,48,0,133,2.77073,Fleury,8,0,1266,L,1399,5,,172806,98,0.915151,1057,1155,34,0.845454,186,220,1,0.958333,23,24
8471679,Carey Price,MTL,G,58,0.90883,27,25,6,0,58,0,160,2.79084,Price,6,0,1595,L,1755,4,,206389,124,0.913528,1310,1434,34,0.876811,242,276,2,0.955555,43,45
8471695,Tuukka Rask,BOS,G,41,0.92851,26,8,6,2,41,0,85,2.12342,Rask,0,2,1104,L,1189,5,,144107,57,0.938775,874,931,23,0.886138,179,202,5,0.910714,51,56
8474651,Braden Holtby,WSH,G,48,0.89747,25,14,6,1,47,0,142,3.10589,Holtby,4,1,1243,L,1385,0,,164590,108,0.905594,1036,1144,30,0.850746,171,201,4,0.9,36,40
8479394,Carter Hart,PHI,G,43,0.91363,24,13,3,0,40,0,95,2.41952,Hart,0,0,1005,L,1100,1,,141350,74,0.920344,855,929,19,0.849206,107,126,2,0.955555,43,45
8479496,David Rittich,CGY,G,48,0.90663,24,17,6,1,48,0,138,2.96565,Rittich,6,1,1340,L,1478,2,,167518,106,0.913043,1113,1219,25,0.882075,187,212,7,0.851063,40,47
8474593,Jacob Markstrom,VAN,G,43,0.9176,23,16,4,1,43,0,117,2.7509,Markstrom,4,1,1303,L,1420,2,,153113,89,0.924512,1090,1179,26,0.875598,183,209,2,0.9375,30,32
8475683,Sergei Bobrovsky,FLA,G,50,0.89966,23,19,6,0,49,0,151,3.22881,Bobrovsky,0,0,1354,L,1505,1,,168359,120,0.902912,1116,1236,28,0.871559,190,218,3,0.941176,48,51
8478406,Mackenzie Blackwood,NJD,G,47,0.9146,22,14,8,1,43,0,124,2.77196,Blackwood,0,1,1328,L,1452,3,,161041,93,0.924081,1132,1225,25,0.864864,160,185,6,0.857142,36,42
8471750,Ben Bishop,DAL,G,44,0.9199,21,16,4,2,43,0,103,2.49816,Bishop,2,2,1183,L,1286,2,,148429,80,0.92417,975,1055,22,0.88601,171,193,1,0.973684,37,38
8475852,Petr Mrazek,CAR,G,40,0.90467,21,16,2,0,38,0,104,2.68851,Mrazek,4,0,987,L,1091,3,,139259,79,0.911534,814,893,23,0.867052,150,173,2,0.92,23,25
