playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8474651,Braden Holtby,WSH,G,66,0.92175,48,9,7,1,66,0,141,2.20244,Holtby,6,1,1661,L,1802,3,,230471,107,0.928091,1381,1488,31,0.883018,234,265,3,0.938775,46,49
8471734,Jonathan Quick,LAK,G,68,0.91813,40,23,5,3,68,0,149,2.21589,Quick,10,3,1671,L,1820,5,,242069,105,0.927983,1353,1458,42,0.875,294,336,2,0.923076,24,26
8474889,Martin Jones,SJS,G,65,0.91753,37,23,4,0,65,0,143,2.26632,Jones,0,0,1591,L,1734,6,,227152,106,0.925404,1315,1421,34,0.873134,234,268,3,0.933333,42,45
8466141,Roberto Luongo,FLA,G,62,0.92171,35,19,6,2,60,0,141,2.34879,Luongo,4,2,1660,L,1801,4,,216111,92,0.936507,1357,1449,46,0.851132,263,309,3,0.930232,40,43
8468685,Henrik Lundqvist,NYR,G,65,0.91975,35,21,7,4,64,0,156,2.4812,Lundqvist,4,4,1788,L,1944,4,,226342,107,0.93395,1513,1620,46,0.840277,242,288,3,0.916666,33,36
8470594,Marc-Andre Fleury,PIT,G,58,0.92072,35,17,6,1,58,0,132,2.28733,Fleury,2,1,1533,L,1665,5,,207753,100,0.927113,1272,1372,30,0.880478,221,251,2,0.95238,40,42
8470645,Corey Crawford,CHI,G,58,0.92374,35,18,5,1,58,0,131,2.36558,Crawford,2,1,1587,L,1718,7,,199359,95,0.932719,1317,1412,36,0.873684,249,285,0,1.0,21,21
8471750,Ben Bishop,TBL,G,61,0.92643,35,21,4,1,60,0,123,2.05878,Bishop,4,1,1549,L,1672,6,,215078,94,0.930933,1267,1361,25,0.907749,246,271,4,0.9,36,40
8471469,Pekka Rinne,NSH,G,66,0.90768,34,21,10,2,66,0,161,2.47986,Rinne,6,2,1583,L,1744,4,,233722,121,0.916146,1322,1443,39,0.852272,225,264,1,0.972972,36,37
8471227,Devan Dubnyk,MIN,G,67,0.91798,32,26,6,0,66,0,150,2.33076,Dubnyk,8,0,1679,L,1829,5,,231684,107,0.930247,1427,1534,40,0.842519,214,254,3,0.926829,38,41
8467950,Craig Anderson,OTT,G,60,0.91592,31,23,5,2,60,0,161,2.77815,Anderson,0,2,1754,L,1915,4,,208628,121,0.924422,1480,1601,39,0.86219,244,283,1,0.967741,30,31
8471695,Tuukka Rask,BOS,G,64,0.91531,31,22,8,1,62,0,157,2.56113,Rask,0,1,1697,L,1854,4,,220683,119,0.923815,1443,1562,36,0.857707,217,253,2,0.948717,37,39
8471239,Cory Schneider,NJD,G,58,0.9236,27,25,6,0,58,0,122,2.14509,Schneider,0,0,1475,L,1597,4,,204746,87,0.932818,1208,1295,30,0.88372,228,258,5,0.886363,39,44
8473575,Semyon Varlamov,COL,G,57,0.91365,27,25,3,0,57,0,148,2.81064,Varlamov,6,0,1566,L,1714,2,,189565,110,0.922752,1314,1424,34,0.858921,207,241,4,0.918367,45,49
8475852,Petr Mrazek,DET,G,54,0.92058,27,16,6,2,49,0,115,2.33062,Mrazek,2,2,1333,L,1448,4,,177635,84,0.929054,1100,1184,29,0.874458,202,231,2,0.939393,31,33
8474596,Jake Allen,STL,G,47,0.91984,26,15,3,0,44,0,101,2.34577,Allen,0,0,1159,L,1260,6,,155002,76,0.926213,954,1030,21,0.892307,174,195,4,0.885714,31,35
8470140,Kari Lehtonen,DAL,G,43,0.90633,25,10,2,3,39,0,105,2.76414,Lehtonen,2,3,1016,L,1121,2,,136751,82,0.911159,841,923,19,0.886904,149,168,4,0.866666,26,30
8474550,Antti Niemi,DAL,G,48,0.90529,25,13,7,2,43,0,118,2.66728,Niemi,2,2,1128,L,1246,3,,159263,82,0.92138,961,1043,25,0.853801,146,171,11,0.65625,21,32
8470320,Cam Ward,CAR,G,52,0.90915,23,17,10,0,51,0,122,2.40942,Ward,0,0,1221,L,1343,1,,182284,97,0.916017,1058,1155,22,0.861635,137,159,3,0.896551,26,29
8470880,Brian Elliott,STL,G,42,0.92991,23,8,6,0,38,0,78,2.06805,Elliott,2,0,1035,L,1113,4,,135780,58,0.933789,818,876,20,0.906103,193,213,0,1.0,24,24
8471306,Thomas Greiss,NYI,G,41,0.92481,23,11,4,1,38,0,90,2.36069,Greiss,2,1,1107,L,1197,1,,137248,67,0.932932,932,999,20,0.885057,154,174,3,0.875,21,24
