playerId,goalieFullName,teamAbbrevs,positionCode,gamesPlayed,savePct,wins,losses,otLosses,assists,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,lastName,penaltyMinutes,points,saves,shootsCatches,shotsAgainst,shutouts,ties,timeOnIce,evGoalsAgainst,evSavePct,evSaves,evShotsAgainst,ppGoalsAgainst,ppSavePct,ppSaves,ppShotsAgainst,shGoalsAgainst,shSavePct,shSaves,shShotsAgainst
8474651,Braden Holtby,WSH,G,63,0.92485,42,13,6,0,63,0,127,2.07055,Holtby,0,0,1563,L,1690,9,,220810,95,0.934618,1358,1453,30,0.847715,167,197,2,0.95,38,40
8475660,Cam Talbot,EDM,G,73,0.91922,42,22,8,0,73,0,171,2.38938,Talbot,4,0,1946,L,2117,7,,257640,129,0.926662,1630,1759,39,0.876971,278,317,3,0.926829,38,41
8475683,Sergei Bobrovsky,CBJ,G,63,0.93149,41,17,5,0,63,0,127,2.05553,Bobrovsky,8,0,1727,L,1854,7,,222424,97,0.93754,1456,1553,29,0.890566,236,265,1,0.972222,35,36
8471227,Devan Dubnyk,MIN,G,65,0.92345,40,19,5,0,63,0,141,2.25119,Dubnyk,10,0,1701,L,1842,5,,225480,110,0.929214,1444,1554,29,0.885375,224,253,2,0.942857,33,35
8471679,Carey Price,MTL,G,62,0.92307,37,20,5,1,62,0,138,2.23292,Price,4,1,1656,L,1794,3,,222488,97,0.934767,1390,1487,35,0.86692,228,263,6,0.863636,38,44
8471695,Tuukka Rask,BOS,G,65,0.9149,37,20,5,2,64,0,137,2.23394,Rask,0,2,1473,L,1610,8,,220775,107,0.919123,1216,1323,28,0.888,222,250,2,0.945945,35,37
8474889,Martin Jones,SJS,G,65,0.91188,35,23,6,0,65,0,152,2.39977,Jones,0,0,1573,L,1725,2,,228021,118,0.915774,1283,1401,32,0.884057,244,276,2,0.958333,46,48
8474596,Jake Allen,STL,G,61,0.91481,33,20,5,1,60,0,138,2.42224,Allen,4,1,1482,L,1620,4,,205099,110,0.918518,1240,1350,24,0.900414,217,241,4,0.862068,25,29
8475883,Frederik Andersen,TOR,G,66,0.91764,33,16,14,1,66,0,169,2.66888,Andersen,16,1,1883,L,2052,4,,227960,133,0.921948,1571,1704,31,0.894197,262,293,5,0.90909,50,55
8470645,Corey Crawford,CHI,G,55,0.91839,32,18,4,1,55,0,138,2.55015,Crawford,2,1,1553,L,1691,2,,194812,100,0.928418,1297,1397,35,0.862745,220,255,3,0.923076,36,39
8476899,Matt Murray,PIT,G,49,0.92344,32,10,4,2,47,0,111,2.40798,Murray,0,2,1339,L,1450,4,,165948,80,0.932489,1105,1185,25,0.879227,182,207,6,0.896551,52,58
8468685,Henrik Lundqvist,NYR,G,57,0.9103,31,20,4,1,55,0,148,2.74037,Lundqvist,0,1,1502,L,1650,2,,194426,116,0.918021,1299,1415,27,0.862944,170,197,5,0.868421,33,38
8471469,Pekka Rinne,NSH,G,61,0.91804,31,19,9,0,61,0,144,2.42167,Rinne,4,0,1613,L,1757,3,,214067,106,0.927496,1356,1462,34,0.866666,221,255,4,0.9,36,40
8469514,Peter Budaj,"LAK,TBL",G,60,0.91513,30,21,3,1,55,0,120,2.17636,Budaj,0,1,1294,L,1414,7,,198496,89,0.924061,1083,1172,28,0.864734,179,207,3,0.914285,32,35
