,PlayerID,Player,Team,Position,Headshot,Team Logo,playerStripped,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
0,8474563,Drew Doughty,LAK,D,https://assets.nhle.com/mugs/nhl/20172018/LAK/8474563.png,https://assets.nhle.com/logos/nhl/svg/LAK_20112012-20182019_light.svg,drewdoughty,34,1989-12-08,London,ON,CAN,CAN,73,210,2008,L.A,1,2,2
1,8470600,Ryan Suter,MIN,D,https://assets.nhle.com/mugs/nhl/20172018/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,ryansuter,38,1985-01-21,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
2,8474578,Erik Karlsson,OTT,D,https://assets.nhle.com/mugs/nhl/20172018/OTT/8474578.png,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,erikkarlsson,33,1990-05-31,Landsbro,,SWE,SWE,72,190,2008,OTT,1,15,15
3,8477499,Rasmus Ristolainen,BUF,D,https://assets.nhle.com/mugs/nhl/20172018/BUF/8477499.png,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,rasmusristolainen,29,1994-10-27,Turku,,FIN,FIN,76,221,2013,BUF,1,8,8
4,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20172018/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,victorhedman,32,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
5,8474565,Alex Pietrangelo,STL,D,https://assets.nhle.com/mugs/nhl/20172018/STL/8474565.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,alexpietrangelo,33,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
6,8473446,Erik Johnson,COL,D,https://assets.nhle.com/mugs/nhl/20172018/COL/8473446.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,erikjohnson,35,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,STL,1,1,1
7,8470642,Shea Weber,MTL,D,https://assets.nhle.com/mugs/nhl/20172018/MTL/8470642.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,sheaweber,38,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,NSH,2,19,49
8,8471724,Kris Letang,PIT,D,https://assets.nhle.com/mugs/nhl/20172018/PIT/8471724.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,krisletang,36,1987-04-24,Montreal,QC,CAN,CAN,72,201,2005,PIT,3,1,62
9,8470613,Brent Burns,SJS,D,https://assets.nhle.com/mugs/nhl/20172018/SJS/8470613.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,brentburns,38,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
10,8475764,Cam Fowler,ANA,D,https://assets.nhle.com/mugs/nhl/20172018/ANA/8475764.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,camfowler,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
11,8470966,Mark Giordano,CGY,D,https://assets.nhle.com/mugs/nhl/20172018/CGY/8470966.png,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,markgiordano,40,1983-10-03,Toronto,ON,CAN,CAN,72,205,-,-,-,-,-
12,8474590,John Carlson,WSH,D,https://assets.nhle.com/mugs/nhl/20172018/WSH/8474590.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,johncarlson,33,1990-01-10,Natick,MA,USA,USA,75,215,2008,WSH,1,27,27
13,8477495,Seth Jones,CBJ,D,https://assets.nhle.com/mugs/nhl/20172018/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,sethjones,29,1994-10-03,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
14,8474716,Jared Spurgeon,MIN,D,https://assets.nhle.com/mugs/nhl/20172018/MIN/8474716.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,jaredspurgeon,34,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,NYI,6,5,156
15,8471735,Keith Yandle,FLA,D,https://assets.nhle.com/mugs/nhl/20172018/FLA/8471735.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,keithyandle,37,1986-09-09,Boston,MA,USA,USA,73,192,2005,PHX,4,14,105
16,8474600,Roman Josi,NSH,D,https://assets.nhle.com/mugs/nhl/20172018/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,romanjosi,33,1990-06-01,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
17,8470834,Dustin Byfuglien,WPG,D,https://assets.nhle.com/mugs/nhl/20172018/WPG/8470834.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,dustinbyfuglien,38,1985-03-27,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
18,8471303,Alexander Edler,VAN,D,https://assets.nhle.com/mugs/nhl/20172018/VAN/8471303.png,https://assets.nhle.com/logos/nhl/svg/VAN_20072008-20182019_light.svg,alexedler,37,1986-04-21,Ostersund,,SWE,SWE,76,210,2004,VAN,3,26,91
19,8478500,Ivan Provorov,PHI,D,https://assets.nhle.com/mugs/nhl/20172018/PHI/8478500.png,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,ivanprovorov,26,1997-01-13,Yaroslavl,,RUS,RUS,73,201,2015,PHI,1,7,7
20,8474056,P.K. Subban,NSH,D,https://assets.nhle.com/mugs/nhl/20172018/NSH/8474056.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,pksubban,34,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,MTL,2,13,43
21,8475906,John Klingberg,DAL,D,https://assets.nhle.com/mugs/nhl/20172018/DAL/8475906.png,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,johnklingberg,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
22,8470281,Duncan Keith,CHI,D,https://assets.nhle.com/mugs/nhl/20172018/CHI/8470281.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,duncankeith,40,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
