,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
472,Brandon Pirri,"ANA, FLA",R,32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
473,Stefan Elliott,"ARI, NSH",D,32,1991-01-30,Vancouver,BC,CAN,CAN,73,190,2009,COL,2,19,49
474,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
475,Richard Panik,CHI,R,32,1991-02-07,Martin,,SVK,SVK,73,203,2009,T.B,2,22,52
476,Drew Shore,CGY,C,32,1991-01-29,Denver,CO,USA,USA,75,209,2009,FLA,2,14,44
477,Mattias Ekholm,NSH,D,33,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
478,Marcus Foligno,BUF,L,32,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
479,Sami Vatanen,ANA,D,32,1991-06-03,Jyväskylä,,FIN,FIN,70,185,2009,ANA,4,15,106
480,Linden Vey,VAN,R,32,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,L.A,4,5,96
481,Craig Smith,NSH,R,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
482,Chris Wideman,OTT,D,33,1990-01-07,St. Louis,MO,USA,USA,70,181,2009,OTT,4,9,100
483,Casey Cizikas,NYI,C,32,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
484,David Savard,CBJ,D,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
485,Nicolas Deslauriers,BUF,L,32,1991-02-22,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
486,Cody Eakin,DAL,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
487,Kevin Connauton,"ARI, CBJ",D,33,1990-02-23,Edmonton,AB,CAN,CAN,74,205,2009,VAN,3,22,83
488,Michael Latta,WSH,C,32,1991-05-25,Kitchener,ON,CAN,CAN,72,188,2009,NSH,3,11,72
489,Andrej Nestrasil,CAR,C,32,1991-02-22,Prague,,CZE,CZE,75,200,2009,DET,3,14,75
490,Garrett Wilson,FLA,L,32,1991-03-16,Barrie,ON,CAN,CAN,74,218,2009,FLA,4,16,107
491,Corban Knight,FLA,C,33,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
492,Gabriel Bourque,NSH,L,33,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
493,Seth Helgeson,N.J,D,33,1990-10-08,Faribault,MN,USA,USA,76,219,2009,N.J,4,23,114
494,Byron Froese,TOR,C,32,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
495,Ben Chiarot,WPG,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
496,Erik Haula,MIN,"C, L",32,1991-03-23,Pori,,FIN,FIN,71,191,2009,MIN,7,1,182
497,Tyler Randell,BOS,R,32,1991-06-15,Scarborough,ON,CAN,CAN,73,198,2009,BOS,6,25,176
498,Curtis McKenzie,DAL,L,32,1991-02-22,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
499,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
500,Phil Varone,"BUF, OTT",C,33,1990-12-04,Vaughan,ON,CAN,CAN,70,193,2009,S.J,5,26,147
501,Marcus Kruger,CHI,C,33,1990-05-27,Stockholm,,SWE,SWE,72,186,2009,CHI,5,28,149
502,Jordan Nolan,L.A,C,34,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
503,Nic Dowd,L.A,C,33,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
504,Craig Cunningham,ARI,L,33,1990-09-13,Trail,BC,CAN,CAN,70,184,2010,BOS,4,7,97
505,Brandon Manning,PHI,D,33,1990-06-04,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
506,Brenden Dillon,S.J,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
507,Andrew Agozzino,COL,L,32,1991-01-03,Kleinburg,ON,CAN,CAN,70,187,-,-,-,-,-
508,Radko Gudas,PHI,D,33,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
509,Ryan Stanton,WSH,D,34,1989-07-20,St. Albert,AB,CAN,CAN,73,205,-,-,-,-,-
510,Nate Prosser,MIN,D,37,1986-05-07,Elk River,MN,USA,USA,74,201,-,-,-,-,-
511,Matt Irwin,BOS,D,36,1987-11-29,Victoria,BC,CAN,CAN,74,200,-,-,-,-,-
512,Brandon Bollig,CGY,L,36,1987-01-31,St. Charles,MO,USA,USA,74,220,-,-,-,-,-
513,Dave Dziurzynski,OTT,L,34,1989-10-06,Lloydminster,AB,CAN,CAN,75,224,-,-,-,-,-
514,Christopher Tanev,VAN,D,33,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
515,Mats Zuccarello,NYR,R,36,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
516,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,,SWE,SWE,72,192,2010,DET,2,21,51
517,Oscar Lindberg,NYR,C,32,1991-10-29,Skellefteå,,SWE,SWE,73,202,2010,PHX,2,27,57
518,Martin Marincin,TOR,D,31,1992-02-18,Kosice,,SVK,SVK,77,217,2010,EDM,2,16,46
519,Jason Zucker,MIN,L,31,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,MIN,2,29,59
520,Tyler Toffoli,L.A,C,31,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
521,Ryan Spooner,BOS,C,31,1992-01-30,Ottawa,ON,CAN,CAN,70,191,2010,BOS,2,15,45
522,Johan Larsson,BUF,C,31,1992-07-25,Lau,,SWE,SWE,71,206,2010,MIN,2,26,56
523,Stephen Johns,DAL,D,31,1992-04-18,Ellwood City,PA,USA,USA,76,225,2010,CHI,2,30,60
524,Greg McKegg,FLA,C,31,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,TOR,3,2,62
525,Connor Brickley,FLA,C,31,1992-02-25,Everett,MA,USA,USA,72,203,2010,FLA,2,20,50
526,Jordan Weal,"L.A, PHI",C,31,1992-04-15,North Vancouver,BC,CAN,CAN,70,181,2010,L.A,3,10,70
527,Evgeny Kuznetsov,WSH,C,31,1992-05-19,Chelyabinsk,,RUS,RUS,74,207,2010,WSH,1,26,26
528,Charlie Coyle,MIN,C,31,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
529,Patrik Nemeth,DAL,D,31,1992-02-08,Stockholm,,SWE,SWE,76,230,2010,DAL,2,11,41
530,Christian Thomas,"ARI, MTL",L,31,1992-05-26,Toronto,ON,CAN,CAN,69,175,2010,NYR,2,10,40
531,Jon Merrill,N.J,D,31,1992-02-03,Oklahoma City,OK,USA,USA,75,204,2010,N.J,2,8,38
532,Justin Faulk,CAR,D,31,1992-03-20,South St.Paul,MN,USA,USA,72,214,2010,CAR,2,7,37
533,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
534,Alex Petrovic,FLA,D,31,1992-03-03,Edmonton,AB,CAN,CAN,76,220,2010,FLA,2,6,36
535,John McFarland,FLA,L,31,1992-04-02,Richmond Hill,ON,CAN,CAN,72,211,2010,FLA,2,3,33
536,Brett Bulmer,MIN,R,31,1992-04-26,Prince George,BC,CAN,CAN,76,212,2010,MIN,2,9,39
537,Devante Smith-Pelly,"MTL, N.J",R,31,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
538,Brandon Gormley,COL,D,31,1992-02-18,Murray River,PE,CAN,CAN,74,188,2010,PHX,1,13,13
539,Nick Bjugstad,FLA,C,31,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
540,Beau Bennett,PIT,R,32,1991-11-27,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
541,Derek Forbort,L.A,D,31,1992-03-04,Duluth,MN,USA,USA,76,208,2010,L.A,1,15,15
542,Kevin Hayes,NYR,C,31,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,CHI,1,24,24
543,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
544,Vladimir Tarasenko,STL,R,32,1991-12-13,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
545,Austin Watson,NSH,L,31,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
546,Jaden Schwartz,STL,L,31,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,STL,1,14,14
547,Quinton Howden,FLA,C,31,1992-01-21,Winnipeg,MB,CAN,CAN,74,189,2010,FLA,1,25,25
548,Emerson Etem,"NYR, VAN",L,31,1992-06-16,Long Beach,CA,USA,USA,73,212,2010,ANA,1,29,29
549,Riley Sheahan,DET,C,32,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,DET,1,21,21
550,Petter Granberg,NSH,D,31,1992-08-27,Gallivare,,SWE,SWE,75,200,2010,TOR,4,26,116
551,Tye McGinn,T.B,L,33,1990-07-29,Fergus,ON,CAN,CAN,75,218,2010,PHI,4,29,119
552,Chris Wagner,"ANA, COL",C,32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
553,Morgan Ellis,MTL,D,31,1992-04-30,Summerside,PE,CAN,CAN,73,211,2010,MTL,4,27,117
554,Jeff Skinner,CAR,L,31,1992-05-16,Toronto,ON,CAN,CAN,71,197,2010,CAR,1,7,7
555,Zach Hyman,TOR,C,31,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
556,Alexander Burmistrov,WPG,C,32,1991-10-21,Kazan,,RUS,RUS,73,180,2010,ATL,1,8,8
557,Erik Gudbranson,FLA,D,31,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,FLA,1,3,3
558,Taylor Hall,EDM,L,32,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
559,Brett Connolly,BOS,R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
560,Ryan Johansen,"CBJ, NSH",C,31,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,CBJ,1,4,4
561,Tyler Seguin,DAL,C,31,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
562,Dylan McIlrath,NYR,D,31,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,NYR,1,10,10
563,Mark Pysyk,BUF,D,31,1992-01-11,Sherwood Park,AB,CAN,CAN,73,198,2010,BUF,1,23,23
564,Jarred Tinordi,"ARI, MTL",D,31,1992-02-20,Burnsville,MN,USA,USA,78,229,2010,MTL,1,22,22
565,Mikael Granlund,MIN,C,31,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
566,Nino Niederreiter,MIN,R,31,1992-09-08,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
567,Teemu Pulkkinen,DET,L,31,1992-01-02,Vantaa,,FIN,FIN,70,185,2010,DET,4,21,111
568,Joakim Nordstrom,CAR,L,31,1992-02-25,Stockholm,,SWE,SWE,73,194,2010,CHI,3,30,90
569,Michael Chaput,CBJ,C,31,1992-04-09,Ile Bizard,QC,CAN,CAN,74,199,2010,PHI,3,29,89
570,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
571,Julian Melchiori,WPG,D,32,1991-12-06,Richmond Hill,ON,CAN,CAN,77,222,2010,ATL,3,27,87
572,Stanislav Galiev,WSH,R,31,1992-01-17,Moscow,,RUS,RUS,73,197,2010,WSH,3,26,86
573,Joonas Donskoi,S.J,R,31,1992-04-13,Raahe,,FIN,FIN,72,185,2010,FLA,4,9,99
574,John Ramage,CBJ,D,32,1991-02-07,Mississauga,ON,CAN,CAN,72,188,2010,CGY,4,13,103
575,Tom Kuhnhackl,PIT,R,31,1992-01-21,Landshut,,DEU,DEU,74,196,2010,PIT,4,20,110
576,Alex Friesen,VAN,C,32,1991-01-30,St. Catharines,ON,CAN,CAN,69,186,2010,VAN,6,22,172
577,Sam Carrick,TOR,C,31,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
578,Kenny Agostino,CGY,L,31,1992-04-30,Morristown,NJ,USA,USA,72,204,2010,PIT,5,20,140
579,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
580,Jesper Fast,NYR,R,32,1991-12-02,Nassjo,,SWE,SWE,73,191,2010,NYR,6,7,157
581,Kevin Gravel,L.A,D,31,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,L.A,5,28,148
582,Anthony Bitetto,NSH,D,33,1990-07-15,Island Park,NY,USA,USA,73,222,2010,NSH,6,18,168
583,Brandon Davidson,EDM,D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
584,Freddie Hamilton,CGY,C,31,1992-01-01,Toronto,ON,CAN,CAN,73,195,2010,S.J,5,9,129
585,Zach Trotman,BOS,D,33,1990-08-26,Carmel,IN,USA,USA,75,217,2010,BOS,7,30,210
586,John Klingberg,DAL,D,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
587,Micheal Ferland,CGY,L,31,1992-04-20,Swan River,MB,CAN,CAN,74,217,2010,CGY,5,13,133
588,Mark Stone,OTT,R,31,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
589,Marek Hrivik,NYR,L,32,1991-08-28,Cadca,,SVK,SVK,74,197,-,-,-,-,-
590,Michael Sgarbossa,ANA,C,31,1992-07-25,Campbellville,ON,CAN,CAN,72,179,-,-,-,-,-
591,Brody Sutter,CAR,C,32,1991-09-26,Viking,AB,CAN,CAN,77,203,2011,CAR,7,12,193
592,Ben Street,COL,C,36,1987-02-13,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
593,Mark Arcobello,TOR,R,35,1988-08-12,Milford,CT,USA,USA,68,174,-,-,-,-,-
594,Ryan Garbutt,"ANA, CHI",C,38,1985-08-12,Edmonton,AB,CAN,CAN,72,195,-,-,-,-,-
595,Kael Mouillierat,PIT,L,36,1987-12-09,Edmonton,AB,CAN,CAN,72,188,-,-,-,-,-
596,Harry Zolnierczyk,ANA,L,36,1987-09-01,Toronto,ON,CAN,CAN,71,180,-,-,-,-,-
597,Taylor Fedun,VAN,D,35,1988-06-04,Edmonton,AB,CAN,CAN,73,200,-,-,-,-,-
598,Matt Read,PHI,R,37,1986-06-14,Ilderton,ON,CAN,CAN,70,188,-,-,-,-,-
599,Kevan Miller,BOS,D,36,1987-11-15,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
600,Paul Thompson,N.J,R,35,1988-11-30,Methuen,MA,USA,USA,73,200,-,-,-,-,-
601,Mike Sislo,N.J,R,35,1988-01-20,Superior,WI,USA,USA,71,190,-,-,-,-,-
602,Justin Fontaine,MIN,R,36,1987-11-06,Bonnyville,AB,CAN,CAN,70,174,-,-,-,-,-
603,Jyrki Jokipakka,"CGY, DAL",D,32,1991-08-20,Tampere,,FIN,FIN,75,215,2011,DAL,7,14,195
604,Ryan Dzingel,OTT,L,31,1992-03-09,Wheaton,IL,USA,USA,72,190,2011,OTT,7,23,204
605,Alexey Marchenko,DET,D,31,1992-01-02,Moscow,,RUS,RUS,75,210,2011,DET,7,24,205
606,Ondrej Palat,T.B,L,32,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
607,Scott Wilson,PIT,L,31,1992-04-24,Oakville,ON,CAN,CAN,71,177,2011,PIT,7,28,209
608,Nikita Nesterov,T.B,D,30,1993-03-28,Chelyabinsk,,RUS,RUS,71,191,2011,T.B,5,27,148
609,Frank Corrado,TOR,D,30,1993-03-26,Toronto,ON,CAN,CAN,72,205,2011,VAN,5,29,150
610,Josh Manson,ANA,D,32,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,ANA,6,9,160
611,Max McCormick,OTT,R,31,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
612,Josh Archibald,PIT,R,31,1992-10-06,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
613,Dylan DeMelo,S.J,D,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
614,Iiro Pakarinen,EDM,R,32,1991-08-25,Loviisa,,FIN,FIN,73,212,2011,FLA,7,3,184
615,Tyler Graovac,MIN,C,30,1993-04-27,Brampton,ON,CAN,CAN,77,208,2011,MIN,7,10,191
616,Johnny Gaudreau,CGY,L,30,1993-08-13,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
617,Michael Mersch,L.A,L,31,1992-10-02,Park Ridge,IL,USA,USA,74,215,2011,L.A,4,19,110
618,Tobias Rieder,ARI,R,30,1993-01-10,Landshut,,DEU,DEU,71,189,2011,EDM,4,23,114
619,Fredrik Claesson,OTT,D,31,1992-11-24,Stockholm,,SWE,SWE,73,196,2011,OTT,5,5,126
620,Blake Pietila,N.J,L,30,1993-02-20,Milford,MI,USA,USA,71,200,2011,N.J,5,8,129
621,Darren Dietz,MTL,D,30,1993-07-17,Medicine Hat,AB,CAN,CAN,73,201,2011,MTL,5,17,138
622,Andrew Shaw,CHI,C,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
623,Max Friberg,ANA,R,31,1992-11-20,Skovde,,SWE,SWE,71,200,2011,ANA,5,22,143
624,Shane Prince,"NYI, OTT",L,31,1992-11-16,Rochester,NY,USA,USA,71,193,2011,OTT,2,31,61
625,Andrey Pedan,VAN,D,30,1993-07-03,Kaunas,,LTU,LTU,77,213,2011,NYI,3,2,63
626,Vincent Trocheck,FLA,C,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
627,Adam Lowry,WPG,C,30,1993-03-29,St. Louis,MO,USA,USA,78,208,2011,WPG,3,6,67
628,Nick Cousins,PHI,C,30,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
629,Michael Paliotta,CBJ,D,30,1993-04-06,Westport,CT,USA,USA,76,207,2011,CHI,3,9,70
630,Logan Shaw,FLA,C,31,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,FLA,3,15,76
631,Daniel Catenacci,BUF,C,30,1993-03-09,Richmond Hill,ON,CAN,CAN,70,193,2011,BUF,3,16,77
632,Klas Dahlbeck,ARI,D,32,1991-07-06,Katrineholm,,SWE,SWE,75,207,2011,CHI,3,18,79
633,Andy Andreoff,L.A,L,32,1991-05-17,Pickering,ON,CAN,CAN,73,208,2011,L.A,3,19,80
634,Nick Shore,L.A,C,31,1992-09-26,Denver,CO,USA,USA,73,198,2011,L.A,3,21,82
635,Alan Quine,NYI,C,30,1993-02-25,Belleville,ON,CAN,CAN,72,203,2013,NYI,6,15,166
636,Josh Leivo,TOR,L,30,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
637,Alexandre Grenier,VAN,R,32,1991-09-05,Laval,QC,CAN,CAN,77,200,2011,VAN,3,29,90
638,Kyle Rau,FLA,C,31,1992-10-24,Eden Prairie,MN,USA,USA,69,171,2011,FLA,3,30,91
639,Jean-Gabriel Pageau,OTT,C,31,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,OTT,4,5,96
640,Mike Reilly,MIN,D,30,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
641,Reid Boucher,N.J,C,30,1993-09-08,Lansing,MI,USA,USA,70,195,2011,N.J,4,8,99
642,Ty Rattie,STL,R,30,1993-02-05,Calgary,AB,CAN,CAN,71,183,2011,STL,2,2,32
643,Rocco Grimaldi,FLA,C,30,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,FLA,2,3,33
644,Scott Mayfield,NYI,D,31,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
645,Tomas Jurco,DET,L,30,1992-12-28,Kosice,,SVK,SVK,74,197,2011,DET,2,5,35
646,Adam Clendening,"EDM, PIT",D,31,1992-10-26,Niagara Falls,NY,USA,USA,72,194,2011,CHI,2,6,36
647,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
648,Alex Khokhlachev,BOS,C,30,1993-09-09,Moscow,,RUS,RUS,70,181,2011,BOS,2,10,40
649,Dmitrij Jaskin,STL,R,30,1993-03-23,Omsk,,RUS,CZE,74,216,2011,STL,2,11,41
650,Victor Rask,CAR,C,30,1993-03-01,Leksand,,SWE,SWE,74,199,2011,CAR,2,12,42
651,Brandon Saad,CBJ,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
652,Brett Ritchie,DAL,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
653,Markus Granlund,"CGY, VAN",C,30,1993-04-16,Oulu,,FIN,FIN,72,180,2011,CGY,2,15,45
654,Joel Edmundson,STL,D,30,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,STL,2,16,46
655,Matt Nieto,S.J,L,31,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
656,Xavier Ouellet,DET,D,30,1993-07-29,Bayonne,,FRA,FRA,72,197,2011,DET,2,18,48
657,Miikka Salomaki,NSH,R,30,1993-03-09,Raahe,,FIN,FIN,71,203,2011,NSH,2,22,52
658,William Karlsson,CBJ,C,30,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
659,Scott Harrington,TOR,D,30,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,PIT,2,24,54
660,Lucas Lessio,MTL,L,30,1993-01-23,Maple,ON,CAN,CAN,73,212,2011,PHX,2,26,56
661,Tyler Wotherspoon,CGY,D,30,1993-03-12,Burnaby,BC,CAN,CAN,74,207,2011,CGY,2,27,57
662,Nikita Kucherov,T.B,R,30,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
663,Ryan Nugent-Hopkins,EDM,C,30,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
664,Gabriel Landeskog,COL,L,31,1992-11-23,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
665,Jonathan Huberdeau,FLA,L,30,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
666,Adam Larsson,N.J,D,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
667,Ryan Strome,NYI,"C, R",30,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
668,Mika Zibanejad,OTT,C,30,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
669,Mark Scheifele,WPG,C,30,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
670,Sean Couturier,PHI,C,31,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
671,Dougie Hamilton,CGY,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
672,Jonas Brodin,MIN,D,30,1993-07-12,Karlstad,,SWE,SWE,74,196,2011,MIN,1,10,10
673,Ryan Murphy,CAR,D,30,1993-03-31,Aurora,ON,CAN,CAN,71,175,2011,CAR,1,12,12
674,Sven Baertschi,VAN,L,31,1992-10-05,Bern,,CHE,CHE,71,190,2011,CGY,1,13,13
675,Jamie Oleksiak,DAL,D,30,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
676,J.T. Miller,NYR,L,30,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
677,Joel Armia,WPG,R,30,1993-05-31,Pori,,FIN,FIN,75,216,2011,BUF,1,16,16
678,Nathan Beaulieu,MTL,D,31,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,MTL,1,17,17
679,Mark McNeill,CHI,C,30,1993-02-22,Langley,BC,CAN,CAN,74,214,2011,CHI,1,18,18
680,Oscar Klefbom,EDM,D,30,1993-07-20,Karlstad,,SWE,SWE,75,216,2011,EDM,1,19,19
681,Connor Murphy,ARI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
682,Stefan Noesen,ANA,R,30,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
683,Joe Morrow,BOS,D,31,1992-12-09,Edmonton,AB,CAN,CAN,72,196,2011,PIT,1,23,23
684,Matt Puempel,OTT,L,30,1993-01-24,Windsor,ON,CAN,CAN,73,205,2011,OTT,1,24,24
685,Stuart Percy,TOR,D,30,1993-05-18,Oakville,ON,CAN,CAN,73,187,2011,TOR,1,25,25
686,Phillip Danault,"CHI, MTL",L,30,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
687,Vladislav Namestnikov,T.B,C,31,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
688,Rickard Rakell,ANA,C,30,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
689,Seth Griffith,BOS,C,30,1993-01-04,Wallaceburg,ON,CAN,CAN,69,190,2012,BOS,5,10,131
690,Turner Elson,CGY,C,31,1992-09-13,New Westminster,BC,CAN,CAN,72,193,-,-,-,-,-
691,Colin Miller,BOS,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
692,Jonathan Marchessault,T.B,C,32,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,183,-,-,-,-,-
693,Kurtis Gabriel,MIN,R,30,1993-04-20,Newmarket,ON,CAN,CAN,76,212,2013,MIN,3,20,81
694,Barclay Goodrow,S.J,R,30,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
695,Cole Schneider,BUF,L,33,1990-08-26,Williamsville,NY,USA,USA,73,199,-,-,-,-,-
696,Bobby Farnham,"N.J, PIT",R,34,1989-01-21,North Andover,MA,USA,USA,70,190,-,-,-,-,-
697,Brian O'Neill,N.J,R,35,1988-06-01,Yardley,PA,USA,USA,69,175,-,-,-,-,-
698,Brad Hunt,EDM,D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
699,Torey Krug,BOS,D,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
700,J.T. Brown,T.B,R,33,1990-07-02,Burnsville,MN,USA,USA,70,182,-,-,-,-,-
701,Matt Tennyson,S.J,D,33,1990-04-23,Minneapolis,MN,USA,USA,74,205,-,-,-,-,-
702,Brian Flynn,MTL,C,35,1988-07-26,Lynnfield,MA,USA,USA,73,185,-,-,-,-,-
703,Jeremy Welsh,STL,C,35,1988-04-30,Bayfield,ON,CAN,CAN,75,210,-,-,-,-,-
704,Luke Glendening,DET,C,34,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
705,Yanni Gourde,T.B,C,32,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
706,Ryan Murray,CBJ,D,30,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,CBJ,1,2,2
707,Alex Galchenyuk,MTL,C,29,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
708,Griffin Reinhart,EDM,D,29,1994-01-24,North Vancouver,BC,CAN,CAN,76,212,2012,NYI,1,4,4
