,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
472,Kenny Agostino,STL,L,31,1992-04-30,Morristown,NJ,USA,USA,72,204,2010,PIT,5,20,140
473,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
474,Jesper Fast,NYR,R,32,1991-12-02,Nassjo,,SWE,SWE,73,191,2010,NYR,6,7,157
475,Kevin Gravel,L.A,D,31,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,L.A,5,28,148
476,Anthony Bitetto,NSH,D,33,1990-07-15,Island Park,NY,USA,USA,73,222,2010,NSH,6,18,168
477,Brandon Davidson,"EDM, MTL",D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
478,Freddie Hamilton,CGY,C,31,1992-01-01,Toronto,ON,CAN,CAN,73,195,2010,S.J,5,9,129
479,John Klingberg,DAL,D,31,1992-08-14,Gothenburg,,SWE,SWE,75,190,2010,DAL,5,11,131
480,Micheal Ferland,CGY,L,31,1992-04-20,Swan River,MB,CAN,CAN,74,217,2010,CGY,5,13,133
481,Mark Stone,OTT,R,31,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
482,Marek Hrivik,NYR,L,32,1991-08-28,Cadca,,SVK,SVK,74,197,-,-,-,-,-
483,Michael Sgarbossa,"ANA, FLA",C,31,1992-07-25,Campbellville,ON,CAN,CAN,72,179,-,-,-,-,-
484,Erik Burgdoerfer,BUF,D,35,1988-12-11,Abington,PA,USA,USA,73,207,-,-,-,-,-
485,Ben Street,DET,C,36,1987-02-13,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
486,Ryan Garbutt,ANA,C,38,1985-08-12,Edmonton,AB,CAN,CAN,72,195,-,-,-,-,-
487,Harry Zolnierczyk,NSH,L,36,1987-09-01,Toronto,ON,CAN,CAN,71,180,-,-,-,-,-
488,Steve Oleksy,PIT,D,37,1986-02-04,Chesterfield,MI,USA,USA,72,188,-,-,-,-,-
489,Taylor Fedun,BUF,D,35,1988-06-04,Edmonton,AB,CAN,CAN,73,200,-,-,-,-,-
490,Matt Read,PHI,R,37,1986-06-14,Ilderton,ON,CAN,CAN,70,188,-,-,-,-,-
491,Kevan Miller,BOS,D,36,1987-11-15,Los Angeles,CA,USA,USA,74,210,-,-,-,-,-
492,Cory Conacher,T.B,C,34,1989-12-14,Burlington,ON,CAN,CAN,68,185,-,-,-,-,-
493,Paul Thompson,FLA,R,35,1988-11-30,Methuen,MA,USA,USA,73,200,-,-,-,-,-
494,Patrick Cannone,MIN,C,37,1986-08-09,Bayport,NY,USA,USA,71,199,-,-,-,-,-
495,Jyrki Jokipakka,"CGY, OTT",D,32,1991-08-20,Tampere,,FIN,FIN,75,215,2011,DAL,7,14,195
496,Matthew Peca,T.B,C,30,1993-04-27,Petawawa,ON,CAN,CAN,70,181,2011,T.B,7,20,201
497,Ryan Dzingel,OTT,"C, L",31,1992-03-09,Wheaton,IL,USA,USA,72,190,2011,OTT,7,23,204
498,Alexey Marchenko,"DET, TOR",D,31,1992-01-02,Moscow,,RUS,RUS,75,210,2011,DET,7,24,205
499,Ondrej Palat,T.B,L,32,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
500,Scott Wilson,PIT,"C, L",31,1992-04-24,Oakville,ON,CAN,CAN,71,177,2011,PIT,7,28,209
501,Nikita Nesterov,"MTL, T.B",D,30,1993-03-28,Chelyabinsk,,RUS,RUS,71,191,2011,T.B,5,27,148
502,Frank Corrado,"PIT, TOR",D,30,1993-03-26,Toronto,ON,CAN,CAN,72,205,2011,VAN,5,29,150
503,Rob O'Gara,BOS,D,30,1993-07-06,Massapequa,NY,USA,USA,76,214,2011,BOS,5,30,151
504,Lukas Sedlak,CBJ,C,30,1993-02-25,Ceské Budejovice,,CZE,CZE,72,205,2011,CBJ,6,7,158
505,Josh Manson,ANA,D,32,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,ANA,6,9,160
506,Max McCormick,OTT,R,31,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
507,Josh Archibald,PIT,R,31,1992-10-06,Regina,SK,CAN,CAN,70,176,2011,PIT,6,23,174
508,Dylan DeMelo,S.J,D,30,1993-05-01,London,ON,CAN,CAN,72,195,2011,S.J,6,28,179
509,Iiro Pakarinen,EDM,R,32,1991-08-25,Loviisa,,FIN,FIN,73,212,2011,FLA,7,3,184
510,Tyler Graovac,MIN,C,30,1993-04-27,Brampton,ON,CAN,CAN,77,208,2011,MIN,7,10,191
511,Johnny Gaudreau,CGY,L,30,1993-08-13,Salem,NJ,USA,USA,69,165,2011,CGY,4,13,104
512,Tobias Rieder,ARI,"C, R",30,1993-01-10,Landshut,,DEU,DEU,71,189,2011,EDM,4,23,114
513,Fredrik Claesson,OTT,D,31,1992-11-24,Stockholm,,SWE,SWE,73,196,2011,OTT,5,5,126
514,Blake Pietila,N.J,L,30,1993-02-20,Milford,MI,USA,USA,71,200,2011,N.J,5,8,129
515,Sean Kuraly,BOS,C,30,1993-01-20,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
516,Andrew Shaw,MTL,C,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
517,Shane Prince,NYI,L,31,1992-11-16,Rochester,NY,USA,USA,71,193,2011,OTT,2,31,61
518,Vincent Trocheck,FLA,C,30,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
519,Joseph Cramarossa,"ANA, VAN",C,31,1992-10-26,Toronto,ON,CAN,CAN,73,190,2011,ANA,3,4,65
520,TJ Tynan,CBJ,C,31,1992-02-25,Orland Park,IL,USA,USA,68,165,2011,CBJ,3,5,66
521,Adam Lowry,WPG,"C, L",30,1993-03-29,St. Louis,MO,USA,USA,78,208,2011,WPG,3,6,67
522,Nick Cousins,PHI,C,30,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
523,Blake Coleman,N.J,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
524,Logan Shaw,ANA,C,31,1992-10-05,Glace Bay,NS,CAN,CAN,75,208,2011,FLA,3,15,76
525,Klas Dahlbeck,CAR,D,32,1991-07-06,Katrineholm,,SWE,SWE,75,207,2011,CHI,3,18,79
526,Andy Andreoff,L.A,L,32,1991-05-17,Pickering,ON,CAN,CAN,73,208,2011,L.A,3,19,80
527,Nick Shore,L.A,C,31,1992-09-26,Denver,CO,USA,USA,73,198,2011,L.A,3,21,82
528,Alan Quine,NYI,C,30,1993-02-25,Belleville,ON,CAN,CAN,72,203,2013,NYI,6,15,166
529,Josh Leivo,TOR,L,30,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,TOR,3,25,86
530,Alexandre Grenier,VAN,R,32,1991-09-05,Laval,QC,CAN,CAN,77,200,2011,VAN,3,29,90
531,Kyle Rau,FLA,C,31,1992-10-24,Eden Prairie,MN,USA,USA,69,171,2011,FLA,3,30,91
532,Dillon Simpson,EDM,D,30,1993-02-10,Edmonton,AB,CAN,CAN,74,204,2011,EDM,4,1,92
533,Robbie Russo,DET,D,30,1993-02-15,Westmont,IL,USA,USA,72,190,2011,NYI,4,4,95
534,Jean-Gabriel Pageau,OTT,C,31,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,OTT,4,5,96
535,Mike Reilly,MIN,D,30,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
536,Reid Boucher,"N.J, NSH, VAN",C,30,1993-09-08,Lansing,MI,USA,USA,70,195,2011,N.J,4,8,99
537,Joseph LaBate,VAN,C,30,1993-04-16,Burnsville,MN,USA,USA,77,210,2011,VAN,4,10,101
538,Ty Rattie,"CAR, STL",R,30,1993-02-05,Calgary,AB,CAN,CAN,71,183,2011,STL,2,2,32
539,Rocco Grimaldi,COL,C,30,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,FLA,2,3,33
540,Scott Mayfield,NYI,D,31,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
541,Tomas Jurco,"CHI, DET",L,30,1992-12-28,Kosice,,SVK,SVK,74,197,2011,DET,2,5,35
542,Adam Clendening,NYR,D,31,1992-10-26,Niagara Falls,NY,USA,USA,72,194,2011,CHI,2,6,36
543,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
544,Dmitrij Jaskin,STL,R,30,1993-03-23,Omsk,,RUS,CZE,74,216,2011,STL,2,11,41
545,Victor Rask,CAR,C,30,1993-03-01,Leksand,,SWE,SWE,74,199,2011,CAR,2,12,42
546,Brandon Saad,CBJ,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
547,Brett Ritchie,DAL,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
548,Markus Granlund,VAN,C,30,1993-04-16,Oulu,,FIN,FIN,72,180,2011,CGY,2,15,45
549,Joel Edmundson,STL,D,30,1993-06-28,Brandon,MB,CAN,CAN,77,221,2011,STL,2,16,46
550,Matt Nieto,"COL, S.J",L,31,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
551,Xavier Ouellet,DET,D,30,1993-07-29,Bayonne,,FRA,FRA,72,197,2011,DET,2,18,48
552,Miikka Salomaki,NSH,R,30,1993-03-09,Raahe,,FIN,FIN,71,203,2011,NSH,2,22,52
553,William Karlsson,CBJ,C,30,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
554,Scott Harrington,CBJ,D,30,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,PIT,2,24,54
555,Ryan Sproul,DET,D,30,1993-01-13,Mississauga,ON,CAN,CAN,76,205,2011,DET,2,25,55
556,Tyler Wotherspoon,CGY,D,30,1993-03-12,Burnaby,BC,CAN,CAN,74,207,2011,CGY,2,27,57
557,Nikita Kucherov,T.B,R,30,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
558,Ryan Nugent-Hopkins,EDM,C,30,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
559,Gabriel Landeskog,COL,L,31,1992-11-23,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
560,Jonathan Huberdeau,FLA,L,30,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,FLA,1,3,3
561,Adam Larsson,EDM,D,31,1992-11-12,Skellefteå,,SWE,SWE,75,209,2011,N.J,1,4,4
562,Ryan Strome,NYI,R,30,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
563,Mika Zibanejad,NYR,C,30,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
564,Mark Scheifele,WPG,C,30,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
565,Sean Couturier,PHI,C,31,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
566,Dougie Hamilton,CGY,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
567,Jonas Brodin,MIN,D,30,1993-07-12,Karlstad,,SWE,SWE,74,196,2011,MIN,1,10,10
568,Duncan Siemens,COL,D,30,1993-09-07,Edmonton,AB,CAN,CAN,75,210,2011,COL,1,11,11
569,Ryan Murphy,CAR,D,30,1993-03-31,Aurora,ON,CAN,CAN,71,175,2011,CAR,1,12,12
570,Sven Baertschi,VAN,L,31,1992-10-05,Bern,,CHE,CHE,71,190,2011,CGY,1,13,13
571,Jamie Oleksiak,DAL,D,30,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,DAL,1,14,14
572,J.T. Miller,NYR,"C, L",30,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,NYR,1,15,15
573,Joel Armia,WPG,R,30,1993-05-31,Pori,,FIN,FIN,75,216,2011,BUF,1,16,16
574,Nathan Beaulieu,MTL,D,31,1992-12-05,Strathroy,ON,CAN,CAN,74,200,2011,MTL,1,17,17
575,Mark McNeill,DAL,C,30,1993-02-22,Langley,BC,CAN,CAN,74,214,2011,CHI,1,18,18
576,Oscar Klefbom,EDM,D,30,1993-07-20,Karlstad,,SWE,SWE,75,216,2011,EDM,1,19,19
577,Connor Murphy,ARI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
578,Stefan Noesen,"ANA, N.J",R,30,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
579,Joe Morrow,BOS,D,31,1992-12-09,Edmonton,AB,CAN,CAN,72,196,2011,PIT,1,23,23
580,Matt Puempel,"NYR, OTT",L,30,1993-01-24,Windsor,ON,CAN,CAN,73,205,2011,OTT,1,24,24
581,Phillip Danault,MTL,L,30,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
582,Vladislav Namestnikov,T.B,C,31,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
583,Nicklas Jensen,NYR,R,30,1993-03-06,Herning,,DNK,DNK,75,216,2011,VAN,1,29,29
584,Rickard Rakell,ANA,"C, R",30,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
585,Seth Griffith,"FLA, TOR",C,30,1993-01-04,Wallaceburg,ON,CAN,CAN,69,190,2012,BOS,5,10,131
586,Samuel Henley,COL,C,30,1993-07-25,Val-d'Or,QC,CAN,CAN,76,210,-,-,-,-,-
587,Colin Miller,BOS,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
588,Ben Thomson,N.J,L,30,1993-01-16,Brampton,ON,CAN,CAN,75,205,2012,N.J,4,5,96
589,Jonathan Marchessault,FLA,C,32,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,183,-,-,-,-,-
590,Kurtis Gabriel,MIN,R,30,1993-04-20,Newmarket,ON,CAN,CAN,76,212,2013,MIN,3,20,81
591,Zack Mitchell,MIN,R,30,1993-01-07,Orangeville,ON,CAN,CAN,73,188,-,-,-,-,-
592,Barclay Goodrow,S.J,R,30,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
593,Cole Schneider,BUF,L,33,1990-08-26,Williamsville,NY,USA,USA,73,199,-,-,-,-,-
594,Bobby Farnham,MTL,R,34,1989-01-21,North Andover,MA,USA,USA,70,190,-,-,-,-,-
595,Brad Hunt,"NSH, STL",D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
596,Torey Krug,BOS,D,32,1991-04-12,Livonia,MI,USA,USA,69,194,-,-,-,-,-
597,Karl Stollery,N.J,D,36,1987-11-21,Camrose,AB,CAN,CAN,71,180,-,-,-,-,-
598,Spencer Abbott,CHI,L,35,1988-04-30,Hamilton,ON,CAN,CAN,69,170,-,-,-,-,-
599,J.T. Brown,T.B,R,33,1990-07-02,Burnsville,MN,USA,USA,70,182,-,-,-,-,-
600,Matt Tennyson,CAR,D,33,1990-04-23,Minneapolis,MN,USA,USA,74,205,-,-,-,-,-
601,Brian Flynn,MTL,C,35,1988-07-26,Lynnfield,MA,USA,USA,73,185,-,-,-,-,-
602,Luke Glendening,DET,C,34,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
603,Yanni Gourde,T.B,C,32,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
604,Ryan Murray,CBJ,D,30,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,CBJ,1,2,2
605,Alex Galchenyuk,MTL,C,29,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
606,Morgan Rielly,TOR,D,29,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
607,Hampus Lindholm,ANA,D,29,1994-01-20,Helsingborg,,SWE,SWE,76,215,2012,ANA,1,6,6
608,Nail Yakupov,STL,R,30,1993-10-06,Nizhnekamsk,,RUS,RUS,71,195,2012,EDM,1,1,1
609,Matt Dumba,MIN,D,29,1994-07-25,Regina,SK,CAN,CAN,72,181,2012,MIN,1,7,7
610,Pontus Aberg,NSH,L,30,1993-09-23,Stockholm,,SWE,SWE,71,194,2012,NSH,2,7,37
611,Phillip Di Giuseppe,CAR,L,30,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,CAR,2,8,38
612,Nicolas Kerdiles,ANA,L,29,1994-01-11,Lewisville,TX,USA,USA,74,200,2012,ANA,2,6,36
613,Brendan Gaunce,VAN,C,29,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,VAN,1,26,26
614,Brady Skjei,NYR,D,29,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
615,Tanner Pearson,L.A,L,31,1992-08-10,Kitchener,ON,CAN,CAN,73,201,2012,L.A,1,30,30
616,Scott Laughton,PHI,C,29,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012,PHI,1,20,20
617,Mark Jankowski,CGY,C,29,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,CGY,1,21,21
618,Olli Maatta,PIT,D,29,1994-08-22,Jyväskylä,,FIN,FIN,74,207,2012,PIT,1,22,22
619,Michael Matheson,FLA,D,29,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,193,2012,FLA,1,23,23
620,Jordan Schmaltz,STL,D,30,1993-10-08,Madison,WI,USA,USA,74,196,2012,STL,1,25,25
621,Zemgus Girgensons,BUF,C,29,1994-01-05,Riga,,LVA,LVA,74,200,2012,BUF,1,14,14
622,Cody Ceci,OTT,D,29,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
623,Tom Wilson,WSH,R,29,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
624,Tomas Hertl,S.J,C,30,1993-11-12,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
625,Teuvo Teravainen,CAR,L,29,1994-09-11,Helsinki,,FIN,FIN,71,191,2012,CHI,1,18,18
626,Derrick Pouliot,PIT,D,29,1994-01-16,Estevan,SK,CAN,CAN,72,196,2012,PIT,1,8,8
627,Jacob Trouba,WPG,D,29,1994-02-26,Rochester,MI,USA,USA,75,203,2012,WPG,1,9,9
628,Slater Koekkoek,T.B,D,29,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,T.B,1,10,10
629,Filip Forsberg,NSH,L,29,1994-08-13,Ostervala,,SWE,SWE,73,205,2012,WSH,1,11,11
630,Mikhail Grigorenko,COL,C,29,1994-05-16,Khabarovsk,,RUS,RUS,75,206,2012,BUF,1,12,12
631,Radek Faksa,DAL,C,29,1994-01-09,Vitkov,,CZE,CZE,75,225,2012,DAL,1,13,13
632,Matt Grzelcyk,BOS,D,29,1994-01-05,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
633,Colton Parayko,STL,D,30,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,STL,3,25,86
634,Oskar Sundqvist,PIT,C,29,1994-03-23,Boden,,SWE,SWE,75,220,2012,PIT,3,20,81
635,Esa Lindell,DAL,D,29,1994-05-23,Vantaa,,FIN,FIN,75,220,2012,DAL,3,13,74
636,Chandler Stephenson,WSH,C,29,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
637,Shayne Gostisbehere,PHI,D,30,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
638,Tanner Richard,T.B,C,30,1993-04-06,Markham,ON,CAN,CAN,72,192,2012,T.B,3,10,71
639,Devin Shore,DAL,C,29,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,DAL,2,31,61
640,Jujhar Khaira,EDM,L,29,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,EDM,3,2,63
641,Adam Pelech,NYI,D,29,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,NYI,3,4,65
642,Jimmy Vesey,NYR,L,30,1993-05-26,Boston,MA,USA,USA,75,202,2012,NSH,3,5,66
643,Chris Tierney,S.J,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
644,Jordan Martinook,ARI,L,31,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,PHX,2,28,58
645,Cristoval Nieves,NYR,C,29,1994-01-23,Syracuse,NY,USA,USA,75,214,2012,NYR,2,29,59
646,Damon Severson,N.J,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
647,Martin Frk,CAR,R,30,1993-10-05,Pelhrimov,,CZE,CZE,73,210,2012,DET,2,19,49
648,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
649,Jake McCabe,BUF,D,30,1993-10-12,Eau Claire,WI,USA,USA,73,204,2012,BUF,2,14,44
650,Brock McGinn,CAR,L,29,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
651,Connor Carrick,TOR,D,29,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,WSH,5,16,137
652,Charles Hudon,MTL,L,29,1994-06-23,Alma,QC,CAN,CAN,70,190,2012,MTL,5,1,122
653,Taylor Leier,PHI,L,29,1994-02-15,Saskatoon,SK,CAN,CAN,71,180,2012,PHI,4,26,117
654,Jaccob Slavin,CAR,D,29,1994-05-01,Denver,CO,USA,USA,75,207,2012,CAR,4,29,120
655,Andreas Athanasiou,DET,C,29,1994-08-06,London,ON,CAN,CAN,74,190,2012,DET,4,19,110
656,Gemel Smith,DAL,C,29,1994-04-16,Toronto,ON,CAN,CAN,70,203,2012,DAL,4,13,104
657,Brett Kulak,CGY,D,29,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
658,Cedric Paquette,T.B,C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
659,Josh Anderson,CBJ,R,29,1994-05-07,Burlington,ON,CAN,CAN,75,218,2012,CBJ,4,4,95
660,Daniel O'Regan,S.J,C,29,1994-01-30,Berlin,,DEU,USA,70,180,2012,S.J,5,17,138
661,Paul LaDue,L.A,D,31,1992-09-06,Grand Forks,ND,USA,USA,75,205,2012,L.A,6,30,181
662,Matthew Benning,EDM,D,29,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,BOS,6,24,175
663,Petteri Lindbohm,STL,D,30,1993-09-23,Helsinki,,FIN,FIN,75,198,2012,STL,6,25,176
664,Vinnie Hinostroza,CHI,"C, L",29,1994-04-03,Chicago,IL,USA,USA,70,183,2012,CHI,6,18,169
665,Riley Barber,WSH,R,29,1994-02-07,Pittsburgh,PA,USA,USA,72,199,2012,WSH,6,16,167
666,Christoph Bertschy,MIN,C,29,1994-04-05,Fribourg,,CHE,CHE,70,185,2012,MIN,6,7,158
667,Jake Dotchin,T.B,D,29,1994-03-24,Cambridge,ON,CAN,CAN,75,210,2012,T.B,6,10,161
668,Joseph Blandisi,N.J,L,29,1994-07-18,Markham,ON,CAN,CAN,72,184,2012,COL,6,11,162
669,Connor Brown,TOR,R,29,1994-01-14,Toronto,ON,CAN,CAN,72,181,2012,TOR,6,5,156
670,Ben Hutton,VAN,D,30,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,VAN,5,26,147
671,Jaycob Megna,ANA,D,31,1992-12-10,Plantation,FL,USA,USA,78,220,2012,ANA,7,29,210
672,Brady Austin,BUF,D,30,1993-06-16,Bobcaygeon,ON,CAN,CAN,76,230,2012,BUF,7,12,193
673,Liam O'Brien,WSH,C,29,1994-07-29,Halifax,NS,CAN,CAN,73,213,-,-,-,-,-
674,Evan McEneny,VAN,D,29,1994-05-22,Hamilton,ON,CAN,CAN,74,203,-,-,-,-,-
675,Jayson Megna,VAN,C,33,1990-02-01,Fort Lauderdale,FL,USA,USA,73,195,-,-,-,-,-
676,Andrej Sustr,T.B,D,33,1990-11-29,Plzen,,CZE,CZE,79,217,-,-,-,-,-
677,Buddy Robinson,OTT,R,32,1991-09-30,Bellmawr,NJ,USA,USA,78,232,-,-,-,-,-
678,Tim Schaller,BOS,C,33,1990-11-16,Merrimack,NH,USA,USA,74,204,-,-,-,-,-
679,Danny DeKeyser,DET,D,33,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
680,Nate Schmidt,WSH,D,32,1991-07-16,St. Cloud,MN,USA,USA,72,195,-,-,-,-,-
681,Carter Rowney,PIT,R,34,1989-05-10,Grand Prairie,AB,CAN,CAN,74,208,-,-,-,-,-
682,Chad Ruhwedel,PIT,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
683,Michael Raffl,PHI,L,35,1988-12-01,Villach,,AUT,AUT,73,205,-,-,-,-,-
684,Anton Blidh,BOS,L,28,1995-03-14,Molnlycke,,SWE,SWE,73,197,2013,BOS,6,29,180
685,Joel Vermin,T.B,R,31,1992-02-05,Bern,,CHE,CHE,71,192,2013,T.B,7,5,186
686,MacKenzie Weegar,FLA,D,29,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
687,Tyler Motte,CHI,"C, L",28,1995-03-10,St. Clair,MI,USA,USA,70,192,2013,CHI,4,30,121
688,Jonny Brodzinski,L.A,C,30,1993-06-19,Ham Lake,MN,USA,USA,72,212,2013,L.A,5,27,148
689,Sean Malone,BUF,C,28,1995-04-30,Buffalo,NY,USA,USA,72,197,2013,BUF,6,8,159
690,Hudson Fasching,BUF,R,28,1995-07-28,Milwaukee,WI,USA,USA,75,204,2013,L.A,4,27,118
691,John Hayden,CHI,L,28,1995-02-14,Chicago,IL,USA,USA,75,223,2013,CHI,3,13,74
692,Pavel Buchnevich,NYR,"L, R",28,1995-04-17,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
693,Jake Guentzel,PIT,C,29,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
694,Anthony Duclair,ARI,L,28,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,NYR,3,19,80
695,Sven Andrighetto,"COL, MTL",R,30,1993-03-21,Zurich,,CHE,CHE,70,188,2013,MTL,3,25,86
696,Anton Slepyshev,EDM,L,29,1994-05-13,Penza,,RUS,RUS,74,221,2013,EDM,3,27,88
697,Oliver Bjorkstrand,CBJ,R,28,1995-04-10,Herning,,DNK,DNK,72,175,2013,CBJ,3,28,89
698,Peter Cehlarik,BOS,L,28,1995-08-02,Zilina,,SVK,SVK,74,202,2013,BOS,3,29,90
699,Miles Wood,N.J,L,28,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,N.J,4,9,100
700,Nick Paul,OTT,L,28,1995-03-20,Mississauga,ON,CAN,CAN,75,223,2013,DAL,4,10,101
701,Andrew Copp,WPG,C,29,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013,WPG,4,13,104
702,Ben Harpur,OTT,D,28,1995-01-12,Hamilton,ON,CAN,CAN,78,231,2013,OTT,4,17,108
703,Andre Burakovsky,WSH,L,28,1995-02-09,Klagenfurt,,AUT,SWE,75,209,2013,WSH,1,23,23
704,Hunter Shinkaruk,CGY,C,29,1994-10-13,Calgary,AB,CAN,CAN,70,181,2013,VAN,1,24,24
705,Michael McCarron,MTL,R,28,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,MTL,1,25,25
706,Shea Theodore,ANA,D,28,1995-08-03,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
707,Marko Dano,WPG,C,29,1994-11-30,Eisenstadt,,AUT,SVK,71,201,2013,CBJ,1,27,27
708,Jason Dickinson,DAL,C,28,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,DAL,1,29,29
