,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
470,Oskar Sundqvist,STL,C,29,1994-03-23,Boden,,SWE,SWE,75,220,2012,PIT,3,20,81
471,Esa Lindell,DAL,D,29,1994-05-23,Vantaa,,FIN,FIN,75,220,2012,DAL,3,13,74
472,Chandler Stephenson,WSH,C,29,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
473,Shayne Gostisbehere,PHI,D,30,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
474,Mackenzie MacEachern,STL,L,29,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,STL,3,6,67
475,Devin Shore,"ANA, DAL",C,29,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,DAL,2,31,61
476,Jujhar Khaira,EDM,L,29,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,EDM,3,2,63
477,Adam Pelech,NYI,D,29,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,NYI,3,4,65
478,Jimmy Vesey,NYR,L,30,1993-05-26,Boston,MA,USA,USA,75,202,2012,NSH,3,5,66
479,Chris Tierney,OTT,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
480,Jordan Martinook,CAR,L,31,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,PHX,2,28,58
481,Boo Nieves,NYR,C,29,1994-01-23,Syracuse,NY,USA,USA,75,214,2012,NYR,2,29,59
482,Damon Severson,N.J,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
483,Martin Frk,DET,R,30,1993-10-05,Pelhrimov,,CZE,CZE,73,210,2012,DET,2,19,49
484,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
485,Teddy Blueger,PIT,C,29,1994-08-15,Riga,,LVA,LVA,72,185,2012,PIT,2,22,52
486,Jake McCabe,BUF,D,30,1993-10-12,Eau Claire,WI,USA,USA,73,204,2012,BUF,2,14,44
487,Brock McGinn,CAR,L,29,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
488,Connor Carrick,"DAL, N.J",D,29,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,WSH,5,16,137
489,Charles Hudon,MTL,L,29,1994-06-23,Alma,QC,CAN,CAN,70,190,2012,MTL,5,1,122
490,Dominic Toninato,COL,C,29,1994-03-09,Duluth,MN,USA,USA,74,191,2012,TOR,5,5,126
491,Trevor Carrick,CAR,D,29,1994-07-04,Stouffville,ON,CAN,CAN,74,171,2012,CAR,4,24,115
492,Jaccob Slavin,CAR,D,29,1994-05-01,Denver,CO,USA,USA,75,207,2012,CAR,4,29,120
493,Andreas Athanasiou,DET,C,29,1994-08-06,London,ON,CAN,CAN,74,190,2012,DET,4,19,110
494,Gemel Smith,"BOS, DAL",C,29,1994-04-16,Toronto,ON,CAN,CAN,70,203,2012,DAL,4,13,104
495,Brett Kulak,MTL,D,29,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
496,Kevin Roy,ANA,L,30,1993-05-20,Greenfield Park,QC,CAN,CAN,69,170,2012,ANA,4,6,97
497,Cedric Paquette,T.B,C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
498,Erik Gustafsson,CHI,D,31,1992-03-14,Nynashamn,,SWE,SWE,72,197,2012,EDM,4,2,93
499,Josh Anderson,CBJ,R,29,1994-05-07,Burlington,ON,CAN,CAN,75,218,2012,CBJ,4,4,95
500,Danny O'Regan,BUF,C,29,1994-01-30,Berlin,,DEU,USA,70,180,2012,S.J,5,17,138
501,Paul LaDue,L.A,D,31,1992-09-06,Grand Forks,ND,USA,USA,75,205,2012,L.A,6,30,181
502,Matthew Benning,EDM,D,29,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,BOS,6,24,175
503,Vinnie Hinostroza,ARI,C,29,1994-04-03,Chicago,IL,USA,USA,70,183,2012,CHI,6,18,169
504,Jake Dotchin,ANA,D,29,1994-03-24,Cambridge,ON,CAN,CAN,75,210,2012,T.B,6,10,161
505,Joseph Blandisi,"ANA, PIT",C,29,1994-07-18,Markham,ON,CAN,CAN,72,184,2012,COL,6,11,162
506,Connor Brown,TOR,R,29,1994-01-14,Toronto,ON,CAN,CAN,72,181,2012,TOR,6,5,156
507,Ben Hutton,VAN,D,30,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,VAN,5,26,147
508,Alexander Kerfoot,COL,C,29,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,N.J,5,29,150
509,Jaycob Megna,ANA,D,31,1992-12-10,Plantation,FL,USA,USA,78,220,2012,ANA,7,29,210
510,Christian Djoos,WSH,D,29,1994-08-06,Gothenburg,,SWE,SWE,72,180,2012,WSH,7,14,195
511,Joakim Ryan,S.J,D,30,1993-06-17,Rumson,NJ,USA,USA,71,185,2012,S.J,7,17,198
512,Kurtis MacDermid,L.A,D,29,1994-03-25,Sauble Beach,ON,CAN,CAN,77,233,-,-,-,-,-
513,Ashton Sautner,VAN,D,29,1994-05-27,Flin Flon,MB,CAN,CAN,73,195,-,-,-,-,-
514,Andrej Sustr,ANA,D,33,1990-11-29,Plzen,,CZE,CZE,79,217,-,-,-,-,-
515,Tim Schaller,VAN,C,33,1990-11-16,Merrimack,NH,USA,USA,74,204,-,-,-,-,-
516,Danny DeKeyser,DET,D,33,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
517,Nate Schmidt,VGK,D,32,1991-07-16,St. Cloud,MN,USA,USA,72,195,-,-,-,-,-
518,Carter Rowney,ANA,"C, R",34,1989-05-10,Grand Prairie,AB,CAN,CAN,74,208,-,-,-,-,-
519,Chad Ruhwedel,PIT,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
520,Michael Raffl,PHI,L,35,1988-12-01,Villach,,AUT,AUT,73,205,-,-,-,-,-
521,Anton Blidh,BOS,L,28,1995-03-14,Molnlycke,,SWE,SWE,73,197,2013,BOS,6,29,180
522,John Gilmour,NYR,D,30,1993-05-17,Montreal,QC,CAN,CAN,72,188,2013,CGY,7,17,198
523,Andreas Johnsson,TOR,L,29,1994-11-21,Gävle,,SWE,SWE,70,195,2013,TOR,7,21,202
524,Tyler Lewington,WSH,D,29,1994-12-05,Edmonton,AB,CAN,CAN,74,195,2013,WSH,7,23,204
525,MacKenzie Weegar,FLA,D,29,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
526,Tyler Motte,VAN,C,28,1995-03-10,St. Clair,MI,USA,USA,70,192,2013,CHI,4,30,121
527,Will Butcher,N.J,D,28,1995-01-06,Sun Prairie,WI,USA,USA,70,195,2013,COL,5,2,123
528,Saku Maenalanen,CAR,R,29,1994-05-29,Kemi,,FIN,FIN,76,214,2013,NSH,5,4,125
529,Connor Clifton,BOS,D,28,1995-04-28,Long Branch,NJ,USA,USA,71,190,2013,PHX,5,12,133
530,Luke Johnson,CHI,C,29,1994-09-19,Grand Forks,ND,USA,USA,71,174,2013,CHI,5,13,134
531,Jonny Brodzinski,L.A,L,30,1993-06-19,Ham Lake,MN,USA,USA,72,212,2013,L.A,5,27,148
532,Josh Brown,FLA,D,29,1994-01-21,London,ON,CAN,CAN,77,220,2013,FLA,6,1,152
533,Tyrell Goulbourne,PHI,L,29,1994-01-26,Edmonton,AB,CAN,CAN,71,195,2013,PHI,3,11,72
534,John Hayden,CHI,R,28,1995-02-14,Chicago,IL,USA,USA,75,223,2013,CHI,3,13,74
535,Pavel Buchnevich,NYR,R,28,1995-04-17,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
536,Jake Guentzel,PIT,"C, L",29,1994-10-06,Omaha,NE,USA,USA,71,180,2013,PIT,3,16,77
537,Mattias Janmark,DAL,C,31,1992-12-08,Stockholm,,SWE,SWE,73,205,2013,DET,3,18,79
538,Anthony Duclair,"CBJ, OTT",L,28,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,NYR,3,19,80
539,Sven Andrighetto,COL,R,30,1993-03-21,Zurich,,CHE,CHE,70,188,2013,MTL,3,25,86
540,Oliver Bjorkstrand,CBJ,R,28,1995-04-10,Herning,,DNK,DNK,72,175,2013,CBJ,3,28,89
541,Peter Cehlarik,BOS,L,28,1995-08-02,Zilina,,SVK,SVK,74,202,2013,BOS,3,29,90
542,Miles Wood,N.J,L,28,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,N.J,4,9,100
543,Nick Paul,OTT,L,28,1995-03-20,Mississauga,ON,CAN,CAN,75,223,2013,DAL,4,10,101
544,Andrew Copp,WPG,C,29,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013,WPG,4,13,104
545,Ben Harpur,OTT,D,28,1995-01-12,Hamilton,ON,CAN,CAN,78,231,2013,OTT,4,17,108
546,Ryan Graves,COL,D,28,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,NYR,4,19,110
547,Andre Burakovsky,WSH,L,28,1995-02-09,Klagenfurt,,AUT,SWE,75,209,2013,WSH,1,23,23
548,Shea Theodore,VGK,D,28,1995-08-03,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
549,Marko Dano,COL,C,29,1994-11-30,Eisenstadt,,AUT,SVK,71,201,2013,CBJ,1,27,27
550,Jason Dickinson,DAL,C,28,1995-07-04,Georgetown,ON,CAN,CAN,74,200,2013,DAL,1,29,29
551,Ryan Hartman,"NSH, PHI",R,29,1994-09-20,Hilton Head Isl.,SC,USA,USA,72,197,2013,CHI,1,30,30
552,Ian McCoshen,FLA,D,28,1995-08-05,Anaheim,CA,USA,USA,75,210,2013,FLA,2,1,31
553,Adam Erne,T.B,L,28,1995-04-20,New Haven,CT,USA,USA,73,212,2013,T.B,2,3,33
554,Jacob de la Rose,DET,"C, L",28,1995-05-20,Arvika,,SWE,SWE,75,215,2013,MTL,2,4,34
555,J.T. Compher,COL,L,28,1995-04-08,Northbrook,IL,USA,USA,72,190,2013,BUF,2,5,35
556,Valentin Zykov,"CAR, EDM, VGK",L,28,1995-05-15,St. Petersburg,,RUS,RUS,73,220,2013,L.A,2,7,37
557,Laurent Dauphin,ARI,C,28,1995-03-27,Repentigny,QC,CAN,CAN,72,186,2013,PHX,2,9,39
558,Remi Elie,BUF,L,28,1995-04-16,Cornwall,ON,CAN,CAN,73,215,2013,DAL,2,10,40
559,Robert Hagg,PHI,D,28,1995-02-08,Uppsala,,SWE,SWE,74,210,2013,PHI,2,11,41
560,Steven Santini,N.J,D,28,1995-03-07,Bronxville,NY,USA,USA,74,209,2013,N.J,2,12,42
561,Nic Petan,"TOR, WPG","C, L",28,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,WPG,2,13,43
562,Dillon Heatherington,DAL,D,28,1995-05-09,Calgary,AB,CAN,CAN,76,215,2013,CBJ,2,20,50
563,Carl Dahlstrom,CHI,D,28,1995-01-28,Stockholm,,SWE,SWE,76,231,2013,CHI,2,21,51
564,Justin Bailey,PHI,R,28,1995-07-01,Buffalo,NY,USA,USA,76,214,2013,BUF,2,22,52
565,Madison Bowey,"DET, WSH",D,28,1995-04-22,Winnipeg,MB,CAN,CAN,73,207,2013,WSH,2,23,53
566,Artturi Lehkonen,MTL,L,28,1995-07-04,Piikkio,,FIN,FIN,71,179,2013,MTL,2,25,55
567,William Carrier,VGK,L,28,1994-12-20,LaSalle,QC,CAN,CAN,74,218,2013,STL,2,27,57
568,Tyler Bertuzzi,DET,L,28,1995-02-24,Sudbury,ON,CAN,CAN,73,186,2013,DET,2,28,58
569,Zach Sanford,STL,L,29,1994-11-09,Salem,MA,USA,USA,76,206,2013,WSH,2,31,61
570,Brett Pesce,CAR,D,29,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,CAR,3,5,66
571,Nathan MacKinnon,COL,C,28,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,COL,1,1,1
572,Aleksander Barkov,FLA,C,28,1995-09-02,Tampere,,FIN,FIN,75,215,2013,FLA,1,2,2
573,Jonathan Drouin,MTL,"C, L",28,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,198,2013,T.B,1,3,3
574,Seth Jones,CBJ,D,29,1994-10-03,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
575,Elias Lindholm,CGY,C,29,1994-12-02,Boden,,SWE,SWE,73,202,2013,CAR,1,5,5
576,Sean Monahan,CGY,C,29,1994-10-12,Brampton,ON,CAN,CAN,74,196,2013,CGY,1,6,6
577,Darnell Nurse,EDM,D,28,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
578,Rasmus Ristolainen,BUF,D,29,1994-10-27,Turku,,FIN,FIN,76,221,2013,BUF,1,8,8
579,Bo Horvat,VAN,C,28,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
580,Valeri Nichushkin,DAL,R,28,1995-03-04,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
581,Samuel Morin,PHI,D,28,1995-07-12,Lac-Beauport,QC,CAN,CAN,78,202,2013,PHI,1,11,11
582,Max Domi,MTL,"C, L",28,1995-03-02,Winnipeg,MB,CAN,CAN,70,194,2013,PHX,1,12,12
583,Josh Morrissey,WPG,D,28,1995-03-28,Calgary,AB,CAN,CAN,72,185,2013,WPG,1,13,13
584,Alexander Wennberg,CBJ,C,29,1994-09-22,Stockholm,,SWE,SWE,74,190,2013,CBJ,1,14,14
585,Ryan Pulock,NYI,D,29,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,NYI,1,15,15
586,Nikita Zadorov,COL,D,28,1995-04-16,Moscow,,RUS,RUS,78,248,2013,BUF,1,16,16
587,Curtis Lazar,CGY,C,28,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,OTT,1,17,17
588,Mirco Mueller,N.J,D,28,1995-03-21,Winterthur,,CHE,CHE,75,210,2013,S.J,1,18,18
589,Kerby Rychel,CGY,L,29,1994-10-07,Torrance,CA,USA,CAN,73,213,2013,CBJ,1,19,19
590,Anthony Mantha,DET,R,29,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,DET,1,20,20
591,Frederik Gauthier,TOR,C,28,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,TOR,1,21,21
592,Jean-Sebastien Dea,"N.J, PIT",C,29,1994-02-08,Laval,QC,CAN,CAN,71,174,-,-,-,-,-
593,Ross Johnston,NYI,L,29,1994-02-18,Charlottetown,PE,CAN,CAN,77,230,-,-,-,-,-
594,Colby Cave,"BOS, EDM",C,28,1994-12-26,Battleford,SK,CAN,CAN,73,200,-,-,-,-,-
595,Dakota Mermis,ARI,D,29,1994-01-05,Alton,IL,USA,USA,72,195,-,-,-,-,-
596,Nathan Walker,WSH,L,29,1994-02-07,Cardiff,,GBR,AUS,69,187,2014,WSH,3,29,89
597,Josh Currie,EDM,R,31,1992-10-29,Charlottetown,PE,CAN,CAN,70,172,-,-,-,-,-
598,Joel Hanley,DAL,D,32,1991-06-08,Keswick,ON,CAN,CAN,71,190,-,-,-,-,-
599,Conor Sheary,BUF,L,31,1992-06-08,Winchester,MA,USA,USA,69,179,-,-,-,-,-
600,Trevor van Riemsdyk,CAR,D,32,1991-07-24,Middletown,NJ,USA,USA,75,191,-,-,-,-,-
601,Ryan Carpenter,VGK,C,32,1991-01-18,Oviedo,FL,USA,USA,73,198,-,-,-,-,-
602,Christian Folin,"MTL, PHI",D,32,1991-02-09,Gothenburg,,SWE,SWE,75,204,-,-,-,-,-
603,Jordan Oesterle,ARI,D,31,1992-06-25,Dearborn Heights,MI,USA,USA,72,187,-,-,-,-,-
604,Jake Chelios,DET,D,32,1991-03-08,Bloomfield Hills,MI,USA,USA,74,185,-,-,-,-,-
605,Daniel Carr,VGK,L,32,1991-11-01,Sherwood Park,AB,CAN,CAN,72,186,-,-,-,-,-
606,Garnet Hathaway,CGY,R,32,1991-11-23,Kennebunkport,ME,USA,USA,75,208,-,-,-,-,-
607,Frederick Gaudreau,NSH,C,30,1993-05-01,Bromont,QC,CAN,CAN,72,184,-,-,-,-,-
608,Melker Karlsson,S.J,C,33,1990-07-18,Lycksele,,SWE,SWE,72,180,-,-,-,-,-
609,Pierre-Edouard Bellemare,VGK,"C, L",38,1985-03-06,Le Blanc-Mesnil,,FRA,FRA,71,198,-,-,-,-,-
610,Tomas Nosek,VGK,L,31,1992-09-01,Pardubice,,CZE,CZE,75,205,-,-,-,-,-
611,Aaron Ekblad,FLA,D,27,1996-02-07,Windsor,ON,CAN,CAN,76,215,2014,FLA,1,1,1
612,Sam Reinhart,BUF,C,28,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,BUF,1,2,2
613,Leon Draisaitl,EDM,C,28,1995-10-27,Cologne,,DEU,DEU,74,208,2014,EDM,1,3,3
614,Sam Bennett,CGY,C,27,1996-06-20,Holland Landing,ON,CAN,CAN,73,195,2014,CGY,1,4,4
615,Michael Dal Colle,NYI,L,27,1996-06-20,Richmond Hill,ON,CAN,CAN,75,195,2014,NYI,1,5,5
616,Jake Virtanen,VAN,R,27,1996-08-17,New Westminster,BC,CAN,CAN,73,226,2014,VAN,1,6,6
617,Haydn Fleury,CAR,D,27,1996-07-08,Carlyle,SK,CAN,CAN,76,208,2014,CAR,1,7,7
618,William Nylander,TOR,R,27,1996-05-01,Calgary,AB,CAN,SWE,72,204,2014,TOR,1,8,8
619,Nikolaj Ehlers,WPG,L,27,1996-02-14,Aalborg,,DNK,DNK,72,169,2014,WPG,1,9,9
620,Nick Ritchie,ANA,L,28,1995-12-05,Orangeville,ON,CAN,CAN,75,236,2014,ANA,1,10,10
621,Kevin Fiala,"MIN, NSH",L,27,1996-07-22,St. Gallen,,CHE,CHE,70,204,2014,NSH,1,11,11
622,Brendan Perlini,"ARI, CHI",L,27,1996-04-27,Guildford,,GBR,GBR,75,211,2014,ARI,1,12,12
623,Jakub Vrana,WSH,L,27,1996-02-28,Prague,,CZE,CZE,72,190,2014,WSH,1,13,13
624,Julius Honka,DAL,D,28,1995-12-03,Jyväskylä,,FIN,FIN,71,180,2014,DAL,1,14,14
625,Dylan Larkin,DET,C,27,1996-07-30,Waterford,MI,USA,USA,73,198,2014,DET,1,15,15
626,Sonny Milano,CBJ,L,27,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,CBJ,1,16,16
627,Travis Sanheim,PHI,D,27,1996-03-29,Elkhorn,MB,CAN,CAN,75,181,2014,PHI,1,17,17
628,Alex Tuch,VGK,R,27,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,MIN,1,18,18
629,Tony DeAngelo,NYR,D,28,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,T.B,1,19,19
630,Nick Schmaltz,"ARI, CHI",C,27,1996-02-23,Madison,WI,USA,USA,72,181,2014,CHI,1,20,20
631,Robby Fabbri,STL,C,27,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,STL,1,21,21
632,Kasperi Kapanen,TOR,R,27,1996-07-23,Kuopio,,FIN,FIN,73,194,2014,PIT,1,22,22
633,Jared McCann,"FLA, PIT",C,27,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,VAN,1,24,24
634,David Pastrnak,BOS,R,27,1996-05-25,Havirov,,CZE,CZE,73,195,2014,BOS,1,25,25
635,Nikita Scherbak,L.A,R,27,1995-12-30,Moscow,,RUS,RUS,74,192,2014,MTL,1,26,26
636,Nikolay Goldobin,VAN,R,28,1995-10-07,Moscow,,RUS,RUS,71,196,2014,S.J,1,27,27
637,Joshua Ho-Sang,NYI,R,27,1996-01-22,Toronto,ON,CAN,CAN,72,173,2014,NYI,1,28,28
638,Adrian Kempe,L.A,C,27,1996-09-13,Kramfors,,SWE,SWE,74,200,2014,L.A,1,29,29
639,John Quenneville,N.J,C,27,1996-04-16,Edmonton,AB,CAN,CAN,73,195,2014,N.J,1,30,30
640,Brendan Lemieux,"NYR, WPG",L,27,1996-03-15,Denver,CO,USA,USA,73,215,2014,BUF,2,1,31
641,Jayce Hawryluk,FLA,C,27,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,FLA,2,2,32
642,Ivan Barbashev,STL,C,28,1995-12-14,Moscow,,RUS,RUS,73,195,2014,STL,2,3,33
643,Marcus Pettersson,"ANA, PIT",D,27,1996-05-08,Skellefteå,,SWE,SWE,75,177,2014,ANA,2,8,38
644,Andreas Englund,OTT,D,27,1996-01-21,Stockholm,,SWE,SWE,75,189,2014,OTT,2,10,40
645,Josh Jacobs,N.J,D,27,1996-02-15,Shelby Township,MI,USA,USA,74,200,2014,N.J,2,11,41
646,Vladislav Kamenev,COL,C,27,1996-08-12,Orsk,,RUS,RUS,74,194,2014,NSH,2,12,42
647,Nicolas Aube-Kubel,PHI,R,27,1996-05-10,Slave Lake,AB,CAN,CAN,72,207,2014,PHI,2,18,48
648,Brandon Montour,"ANA, BUF",D,29,1994-04-11,Brantford,ON,CAN,CAN,72,194,2014,ANA,2,25,55
649,Ryan Donato,"BOS, MIN",C,27,1996-04-09,Boston,MA,USA,USA,72,190,2014,BOS,2,26,56
650,Christian Dvorak,ARI,C,27,1996-02-02,Palos,IL,USA,USA,73,193,2014,ARI,2,28,58
651,Dominic Turgeon,DET,C,27,1996-02-25,Pointe-Claire,QC,CAN,CAN,74,200,2014,DET,3,3,63
652,Juho Lammikko,FLA,R,27,1996-01-29,Noormarkku,,FIN,FIN,74,191,2014,FLA,3,5,65
653,Warren Foegele,CAR,L,27,1996-04-01,Markham,ON,CAN,CAN,74,198,2014,CAR,3,7,67
654,Brayden Point,T.B,C,27,1996-03-13,Calgary,AB,CAN,CAN,71,180,2014,T.B,3,19,79
655,Louie Belpedio,MIN,D,27,1996-05-14,Skokie,IL,USA,USA,71,197,2014,MIN,3,20,80
656,Mark Friedman,PHI,D,27,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,PHI,3,26,86
657,Michael Amadio,L.A,C,27,1996-05-13,Sault Ste. Marie,ON,CAN,CAN,73,204,2014,L.A,3,30,90
658,Lucas Wallmark,CAR,C,28,1995-09-05,Umea,,SWE,SWE,72,178,2014,CAR,4,7,97
659,Chase De Leo,ANA,C,28,1995-10-25,La Mirada,CA,USA,USA,69,185,2014,WPG,4,9,99
660,Nelson Nogier,WPG,D,27,1996-05-27,Saskatoon,SK,CAN,CAN,74,191,2014,WPG,4,11,101
661,Christoffer Ehn,DET,C,27,1996-04-05,Skara,,SWE,SWE,75,195,2014,DET,4,16,106
662,Devon Toews,NYI,D,29,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,NYI,4,18,108
663,Viktor Arvidsson,NSH,"L, R",30,1993-04-08,Skellefteå,,SWE,SWE,70,185,2014,NSH,4,22,112
664,Danton Heinen,BOS,C,28,1995-07-05,Langley,BC,CAN,CAN,73,188,2014,BOS,4,26,116
665,Michael Bunting,ARI,L,28,1995-09-17,Scarborough,ON,CAN,CAN,72,192,2014,ARI,4,27,117
666,Gustav Forsling,CHI,D,27,1996-06-12,Linkoping,,SWE,SWE,72,186,2014,VAN,5,6,126
667,Clark Bishop,CAR,C,27,1996-03-29,St. John's,NL,CAN,CAN,73,197,2014,CAR,5,7,127
668,Oskar Lindblom,PHI,L,27,1996-08-15,Gävle,,SWE,SWE,73,191,2014,PHI,5,18,138
669,Anton Lindholm,COL,D,29,1994-11-29,Skellefteå,,SWE,SWE,71,191,2014,COL,5,24,144
670,Anders Bjork,BOS,L,27,1996-08-05,Mequon,WI,USA,USA,72,190,2014,BOS,5,26,146
671,Rourke Chartier,S.J,C,27,1996-04-03,Saskatoon,SK,CAN,CAN,71,190,2014,S.J,5,29,149
672,Kevin Labanc,S.J,R,28,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,S.J,6,21,171
673,Sammy Blais,STL,L,27,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,STL,6,26,176
674,Dylan Sikura,CHI,R,28,1995-06-01,Aurora,ON,CAN,CAN,71,170,2014,CHI,6,28,178
675,Victor Olofsson,BUF,L,28,1995-07-18,Ornskoldsvik,,SWE,SWE,71,181,2014,BUF,7,1,181
676,Ondrej Kase,ANA,R,28,1995-11-08,Kadan,,CZE,CZE,72,187,2014,ANA,7,25,205
677,Jacob Middleton,S.J,D,27,1996-01-02,Wainwright,AB,CAN,CAN,75,219,2014,L.A,7,30,210
678,Joe Hicketts,DET,D,27,1996-05-04,Kamloops,BC,CAN,CAN,68,180,-,-,-,-,-
679,Dryden Hunt,FLA,L,28,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,-,-,-,-,-
680,Andrew Mangiapane,CGY,L,27,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,CGY,6,15,166
681,Jack Rodewald,OTT,R,29,1994-02-14,Calgary,AB,CAN,CAN,74,189,-,-,-,-,-
682,Danick Martel,T.B,L,29,1994-12-12,Drummondville,QC,CAN,CAN,68,184,-,-,-,-,-
683,Frank Vatrano,FLA,C,29,1994-03-14,East Longmeadow,MA,USA,USA,71,197,-,-,-,-,-
684,Nikita Soshnikov,STL,R,30,1993-10-14,Nizhny Tagil,,RUS,RUS,71,190,-,-,-,-,-
685,Noah Hanifin,CGY,D,26,1997-01-25,Boston,MA,USA,USA,75,207,2015,CAR,1,5,5
686,Rasmus Andersson,CGY,D,27,1996-10-27,Malmö,,SWE,SWE,73,202,2015,CGY,2,23,53
687,Kyle Connor,WPG,L,27,1996-12-09,Shelby Twp.,MI,USA,USA,74,179,2015,WPG,1,17,17
688,Jonas Siegenthaler,WSH,D,26,1997-05-06,Zurich,,CHE,CHE,74,218,2015,WSH,2,27,57
689,Colin White,OTT,C,26,1997-01-30,Boston,MA,USA,USA,73,194,2015,OTT,1,21,21
690,Pavel Zacha,N.J,C,26,1997-04-06,Brno,,CZE,CZE,76,199,2015,N.J,1,6,6
691,Connor McDavid,EDM,C,26,1997-01-13,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
692,Jack Eichel,BUF,C,27,1996-10-28,North Chelmsford,MA,USA,USA,74,207,2015,BUF,1,2,2
693,Vince Dunn,STL,D,27,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,STL,2,26,56
694,Travis Dermott,TOR,D,26,1996-12-22,Newmarket,ON,CAN,CAN,72,202,2015,TOR,2,4,34
695,Anthony Richard,NSH,C,26,1996-12-20,Trois-Rivieres,QC,CAN,CAN,71,183,2015,NSH,4,9,100
696,Jordan Greenway,MIN,L,26,1997-02-16,Canton,NY,USA,USA,78,231,2015,MIN,2,20,50
697,Timo Meier,S.J,R,27,1996-10-08,Herisau,,CHE,CHE,73,220,2015,S.J,1,9,9
698,Jakub Zboril,BOS,D,26,1997-02-21,Brno,,CZE,CZE,73,201,2015,BOS,1,13,13
699,Erik Cernak,T.B,D,26,1997-05-28,Kosice,,SVK,SVK,76,224,2015,L.A,2,13,43
700,Jakob Forsbacka Karlsson,BOS,C,27,1996-10-31,Stockholm,,SWE,SWE,73,184,2015,BOS,2,15,45
701,Mikko Rantanen,COL,R,27,1996-10-29,Nousiainen,,FIN,FIN,76,215,2015,COL,1,10,10
702,A.J. Greer,COL,L,27,1996-12-14,Joliette,QC,CAN,CAN,75,208,2015,COL,2,9,39
703,Brendan Guhle,"ANA, BUF",D,26,1997-07-29,Edmonton,AB,CAN,CAN,74,197,2015,BUF,2,21,51
704,Sebastian Aho,CAR,"C, R",26,1997-07-26,Rauma,,FIN,FIN,72,176,2015,CAR,2,5,35
705,Oliver Kylington,CGY,D,26,1997-05-19,Stockholm,,SWE,SWE,72,183,2015,CGY,2,30,60
