,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
708,Matthew Phillips,CGY,C,25,1998-04-06,Calgary,AB,CAN,CAN,67,140,2016,CGY,6,15,166
709,Tanner Laczynski,PHI,C,26,1997-06-01,Minooka,IL,USA,USA,73,190,2016,PHI,6,18,169
710,Joachim Blichfeld,S.J,R,25,1998-07-17,Frederikshavn,,DNK,DNK,74,180,2016,S.J,7,29,210
711,Mikhail Maltsev,N.J,L,25,1998-03-12,St. Petersburg,,RUS,RUS,75,198,2016,N.J,4,11,102
712,Dylan Gambrell,S.J,C,27,1996-08-26,Bonney Lake,WA,USA,USA,71,185,2016,S.J,2,30,60
713,Rhett Gardner,DAL,C,27,1996-02-28,Moose Jaw,SK,CAN,CAN,75,210,2016,DAL,4,25,116
714,Jeremy Davies,NSH,D,27,1996-12-04,St-Anne-de-Bellevue,QC,CAN,CAN,71,180,2016,N.J,7,11,192
715,Dylan Coghlan,VGK,D,25,1998-02-19,Duncan,BC,CAN,CAN,74,208,-,-,-,-,-
716,Matt Luff,L.A,R,26,1997-05-05,Oakville,ON,CAN,CAN,74,196,-,-,-,-,-
717,Tanner Jeannot,NSH,L,26,1997-05-29,Estevan,SK,CAN,CAN,74,208,-,-,-,-,-
718,Mathieu Olivier,NSH,R,26,1997-02-11,Biloxi,MS,USA,USA,73,217,-,-,-,-,-
719,Trevor Moore,L.A,C,28,1995-03-31,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
720,Jeffrey Viel,S.J,L,26,1997-01-28,Rimouski,QC,CAN,CAN,74,205,-,-,-,-,-
721,Alex Barre-Boulet,T.B,C,26,1997-05-21,Montmagny,QC,CAN,CAN,70,180,-,-,-,-,-
722,Zack MacEwen,VAN,C,27,1996-07-08,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
723,Gerald Mayhew,MIN,C,30,1992-12-31,Wyandotte,MI,USA,USA,69,161,-,-,-,-,-
724,Zach Aston-Reese,PIT,"C, L",29,1994-08-10,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
725,Gavin Bayreuther,CBJ,D,29,1994-05-12,Canaan,NH,USA,USA,73,196,-,-,-,-,-
726,Vinni Lettieri,ANA,C,28,1995-02-06,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
727,Nolan Patrick,PHI,C,25,1998-09-19,Winnipeg,MB,CAN,CAN,74,201,2017,PHI,1,2,2
728,Juuso Valimaki,CGY,D,25,1998-10-06,Tampere,,FIN,FIN,74,205,2017,CGY,1,16,16
729,Kailer Yamamoto,EDM,R,25,1998-09-29,Spokane,WA,USA,USA,68,153,2017,EDM,1,22,22
730,Nicolas Hague,VGK,D,25,1998-12-05,Kitchener,ON,CAN,CAN,78,230,2017,VGK,2,3,34
731,Jonah Gadjovich,VAN,L,25,1998-10-12,Whitby,ON,CAN,CAN,74,209,2017,VAN,2,24,55
732,Conor Timmins,COL,D,25,1998-09-18,St. Catharines,ON,CAN,CAN,74,202,2017,COL,2,1,32
733,Mario Ferraro,S.J,D,25,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
734,Cal Foote,T.B,D,25,1998-12-13,Denver,CO,USA,USA,77,224,2017,T.B,1,14,14
735,Kole Lind,VAN,R,25,1998-10-16,Swift Current,SK,CAN,CAN,73,178,2017,VAN,2,2,33
736,Morgan Geekie,CAR,C,25,1998-07-20,Strathclair,MB,CAN,CAN,75,200,2017,CAR,3,5,67
737,Michael Rasmussen,DET,C,24,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
738,Jaret Anderson-Dolan,L.A,C,24,1999-09-12,Calgary,AB,CAN,CAN,71,200,2017,L.A,2,10,41
739,Cody Glass,VGK,C,24,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,VGK,1,6,6
740,Mikey Anderson,L.A,D,24,1999-05-25,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
741,Casey Mittelstadt,BUF,C,25,1998-11-22,Edina,MN,USA,USA,73,195,2017,BUF,1,8,8
742,Urho Vaakanainen,BOS,D,24,1999-01-01,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
743,Nico Hischier,N.J,C,24,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
744,Jesper Boqvist,N.J,C,25,1998-10-30,Falun,,SWE,SWE,72,180,2017,N.J,2,5,36
745,Kristian Vesalainen,WPG,L,24,1999-06-01,Helsinki,,FIN,FIN,75,207,2017,WPG,1,24,24
746,Adam Ruzicka,CGY,C,24,1999-05-11,Bratislava,,SVK,SVK,76,215,2017,CGY,4,16,109
747,Eeli Tolvanen,NSH,R,24,1999-04-22,Vihti,,FIN,FIN,70,191,2017,NSH,1,30,30
748,Klim Kostin,STL,C,24,1999-05-05,Penza,,RUS,RUS,75,215,2017,STL,1,31,31
749,Elias Pettersson,VAN,C,25,1998-11-12,Sundsvall,,SWE,SWE,74,176,2017,VAN,1,5,5
750,Gabriel Vilardi,L.A,C,24,1999-08-16,Kingston,ON,CAN,CAN,75,215,2017,L.A,1,11,11
751,Owen Tippett,FLA,R,24,1999-02-16,Peterborough,ON,CAN,CAN,73,207,2017,FLA,1,10,10
752,Nick Suzuki,MTL,C,24,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
753,Jack Studnicka,BOS,C,24,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,BOS,2,22,53
754,Robert Thomas,STL,C,24,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
755,MacKenzie Entwistle,CHI,R,24,1999-07-14,Georgetown,ON,CAN,CAN,75,184,2017,ARI,3,7,69
756,Jason Robertson,DAL,L,24,1999-07-22,Arcadia,CA,USA,USA,75,200,2017,DAL,2,8,39
757,Morgan Frost,PHI,C,24,1999-05-14,Aurora,ON,CAN,CAN,71,170,2017,PHI,1,27,27
758,Alex Formenton,OTT,L,24,1999-09-13,Barrie,ON,CAN,CAN,75,195,2017,OTT,2,16,47
759,Max Comtois,ANA,L,24,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
760,Henri Jokiharju,BUF,D,24,1999-06-17,Oulu,,FIN,FIN,72,200,2017,CHI,1,29,29
761,Miro Heiskanen,DAL,D,24,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
762,Aleksi Heponiemi,FLA,C,24,1999-01-09,Tampere,,FIN,FIN,70,155,2017,FLA,2,9,40
763,Martin Necas,CAR,C,24,1999-01-15,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
764,Timothy Liljegren,TOR,D,24,1999-04-30,Kristianstad,,SWE,SWE,73,192,2017,TOR,1,17,17
765,Alexander Chmelevski,S.J,C,24,1999-06-09,Newport Beach,CA,USA,USA,72,188,2017,S.J,6,30,185
766,Jack Rathbone,VAN,D,24,1999-05-20,Boston,MA,USA,USA,70,177,2017,VAN,4,2,95
767,Pierre-Olivier Joseph,PIT,D,24,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,ARI,1,23,23
768,David Farrance,NSH,D,24,1999-06-23,Rochester,NY,USA,USA,71,189,2017,NSH,3,30,92
769,Josh Norris,OTT,C,24,1999-05-05,Oxford,MI,USA,USA,74,195,2017,S.J,1,19,19
770,Cale Makar,COL,D,25,1998-10-30,Calgary,AB,CAN,CAN,71,187,2017,COL,1,4,4
771,Ian Mitchell,CHI,D,24,1999-01-18,St. Albert,AB,CAN,CAN,71,193,2017,CHI,2,26,57
772,Lias Andersson,L.A,C,25,1998-10-13,Smogen,,SWE,SWE,73,185,2017,NYR,1,7,7
773,Erik Brannstrom,OTT,D,24,1999-09-02,Eksjo,,SWE,SWE,70,185,2017,VGK,1,15,15
774,Alexandre Texier,CBJ,C,24,1999-09-13,St. Martin D'heres,,FRA,FRA,73,186,2017,CBJ,2,14,45
775,Filip Chytil,NYR,C,24,1999-09-05,Kromeriz,,CZE,CZE,74,204,2017,NYR,1,21,21
776,C.J. Smith,BUF,L,29,1994-12-01,Des Moines,IA,USA,USA,71,191,-,-,-,-,-
777,Alex Iafallo,L.A,L,29,1993-12-21,Eden,NY,USA,USA,72,200,-,-,-,-,-
778,David Kampf,CHI,C,28,1995-01-12,Chomutov,,CZE,CZE,74,197,-,-,-,-,-
779,Neal Pionk,WPG,D,28,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
780,Andreas Borgman,T.B,D,28,1995-06-18,Stockholm,,SWE,SWE,72,200,-,-,-,-,-
781,Radim Simek,S.J,D,31,1992-09-20,Mlada Boleslav,,CZE,CZE,72,204,-,-,-,-,-
782,Jan Rutta,T.B,D,33,1990-07-29,Písek,,CZE,CZE,75,204,-,-,-,-,-
783,Gustav Lindstrom,DET,D,25,1998-10-20,Ostervala,,SWE,SWE,74,186,2017,DET,2,7,38
784,Eetu Luostarinen,FLA,C,25,1998-09-02,Siilinjarvi,,FIN,FIN,75,190,2017,CAR,2,11,42
785,Alexander Volkov,"ANA, T.B",R,26,1997-08-02,Moscow,,RUS,RUS,73,195,2017,T.B,2,17,48
786,Jacob Bryson,BUF,D,26,1997-11-18,London,ON,CAN,CAN,69,176,2017,BUF,4,6,99
787,Maksim Sushko,PHI,R,24,1999-02-10,Drogichin,,BLR,BLR,72,206,2017,PHI,4,14,107
788,Emil Bemstrom,CBJ,C,24,1999-06-01,Nykoping,,SWE,SWE,72,195,2017,CBJ,4,24,117
789,Drake Batherson,OTT,R,25,1998-04-27,Fort Wayne,IN,USA,USA,75,200,2017,OTT,4,28,121
790,Drake Rymsha,L.A,C,25,1998-08-06,Huntington Woods,MI,USA,USA,72,187,2017,L.A,5,14,138
791,Sebastian Aho,NYI,D,27,1996-02-17,Umea,,SWE,SWE,70,186,2017,NYI,5,15,139
792,Marian Studenic,N.J,R,25,1998-10-28,Skalica,,SVK,SVK,73,190,2017,N.J,5,19,143
793,Ivan Chekhovich,S.J,L,24,1999-01-04,Yekaterinburg,,RUS,RUS,70,185,2017,S.J,7,26,212
794,Morgan Barron,NYR,C,25,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,NYR,6,19,174
795,Wyatt Kalynuk,CHI,D,26,1997-04-14,Brandon,MB,CAN,CAN,73,180,2017,PHI,7,10,196
796,Sheldon Dries,COL,C,29,1994-04-23,Macomb Township,WI,USA,USA,69,180,-,-,-,-,-
797,Sean Walker,L.A,D,29,1994-11-13,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
798,Alexander True,S.J,C,26,1997-07-17,Kobenhavn,,DNK,DNK,77,200,-,-,-,-,-
799,Parker Kelly,OTT,C,24,1999-05-14,Camrose,AB,CAN,CAN,72,190,-,-,-,-,-
800,Pius Suter,CHI,C,27,1996-05-24,Zurich,,CHE,CHE,71,179,-,-,-,-,-
801,Joey Keane,CAR,D,24,1999-07-02,Chicago,IL,USA,USA,72,187,2018,NYR,3,26,88
802,Austin Strand,L.A,D,26,1997-02-17,Calgary,AB,CAN,,75,215,-,-,-,-,-
803,Zach Whitecloud,VGK,D,27,1996-11-28,Brandon,MB,CAN,CAN,74,207,-,-,-,-,-
804,Kiefer Sherwood,COL,L,28,1995-03-31,Columbus,OH,USA,USA,72,194,-,-,-,-,-
805,Eric Robinson,CBJ,L,28,1995-06-14,BELLMAWR,NJ,USA,USA,74,205,-,-,-,-,-
806,Joel L'Esperance,DAL,C,28,1995-08-18,Brighton,MI,USA,USA,74,210,-,-,-,-,-
807,Sheldon Rempal,CAR,R,28,1995-08-07,Calgary,AB,CAN,CAN,70,165,-,-,-,-,-
808,Oliver Wahlstrom,NYI,R,23,2000-06-13,Portland,ME,USA,USA,74,204,2018,NYI,1,11,11
809,Joel Farabee,PHI,L,23,2000-02-25,Syracuse,NY,USA,USA,72,183,2018,PHI,1,14,14
810,Philipp Kurashev,CHI,C,24,1999-10-12,Munsingen,,CHE,CHE,72,190,2018,CHI,4,27,120
811,Quinn Hughes,VAN,D,24,1999-10-14,Orlando,FL,USA,USA,70,180,2018,VAN,1,7,7
812,Brady Tkachuk,OTT,L,24,1999-09-16,Scottsdale,AZ,USA,USA,76,221,2018,OTT,1,4,4
813,Ryan McLeod,EDM,C,24,1999-09-21,Mississauga,ON,CAN,CAN,74,207,2018,EDM,2,9,40
814,Evan Bouchard,EDM,D,24,1999-10-20,Oakville,ON,CAN,CAN,75,194,2018,EDM,1,10,10
815,Isac Lundestrom,ANA,C,24,1999-11-06,Gallivare,,SWE,SWE,72,193,2018,ANA,1,23,23
816,Mattias Samuelsson,BUF,D,23,2000-03-14,Philadelphia,PA,USA,USA,76,231,2018,BUF,2,1,32
817,Joe Veleno,DET,C,23,2000-01-13,Montreal,QC,CAN,CAN,73,203,2018,DET,1,30,30
818,Nicolas Beaudin,CHI,D,24,1999-10-09,Chateauguay,QC,CAN,CAN,71,168,2018,CHI,1,27,27
819,K'Andre Miller,NYR,D,23,2000-01-21,St. Paul,MN,USA,USA,77,215,2018,NYR,1,22,22
820,Filip Zadina,DET,R,24,1999-11-27,Pardubice,,CZE,CZE,72,190,2018,DET,1,6,6
821,Martin Kaut,COL,R,24,1999-10-02,Brno,,CZE,CZE,74,190,2018,COL,1,16,16
822,Jesperi Kotkaniemi,MTL,C,23,2000-07-06,Pori,,FIN,FIN,74,201,2018,MTL,1,3,3
823,Andrei Svechnikov,CAR,R,23,2000-03-26,Barnual,,RUS,RUS,74,195,2018,CAR,1,2,2
824,Alec Regula,CHI,D,23,2000-08-06,West Bloomfield,MI,USA,USA,76,208,2018,DET,3,5,67
825,Vitali Kravtsov,NYR,R,23,1999-12-23,Vladivostok,,RUS,RUS,75,186,2018,NYR,1,9,9
826,Rasmus Dahlin,BUF,D,23,2000-04-13,Trollhattan,,SWE,SWE,75,202,2018,BUF,1,1,1
827,Grigori Denisenko,FLA,L,23,2000-06-24,Novosibirsk,,RUS,RUS,71,186,2018,FLA,1,15,15
828,Rasmus Kupari,L.A,C,23,2000-03-15,Kotka,,FIN,FIN,74,200,2018,L.A,1,20,20
829,Ty Dellandrea,DAL,C,23,2000-07-21,Toronto,ON,CAN,CAN,73,195,2018,DAL,1,13,13
830,Barrett Hayton,ARI,C,23,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,ARI,1,5,5
831,Liam Foudy,CBJ,C,23,2000-02-04,Toronto,ON,CAN,CAN,74,188,2018,CBJ,1,18,18
832,Kevin Bahl,N.J,D,23,2000-06-27,New Westminster,BC,CAN,CAN,78,230,-,-,-,-,-
833,Noah Dobson,NYI,D,23,2000-01-07,Summerside,PE,CAN,CAN,76,194,2018,NYI,1,12,12
834,Adam Boqvist,CHI,D,23,2000-08-15,Falun,,SWE,SWE,72,182,2018,CHI,1,8,8
835,Rasmus Sandin,TOR,D,23,2000-03-07,Uppsala,,SWE,SWE,71,182,2018,TOR,1,29,29
836,Jacob Bernard-Docker,OTT,D,23,2000-06-30,Canmore,AB,CAN,CAN,72,190,2018,OTT,1,26,26
837,Ty Smith,N.J,D,23,2000-03-24,Lloydminster,AB,CAN,CAN,71,180,2018,N.J,1,17,17
838,Calen Addison,MIN,D,23,2000-04-11,Brandon,MB,CAN,CAN,71,173,2018,PIT,2,22,53
839,Jan Jenik,ARI,R,23,2000-09-15,Nymburk,,CZE,CZE,73,185,2018,ARI,3,3,65
840,Karson Kuhlman,BOS,C,28,1995-09-26,Esko,MN,USA,USA,70,184,-,-,-,-,-
841,Jordan Gross,ARI,D,28,1995-05-09,Maple Grove,MN,USA,USA,70,190,-,-,-,-,-
842,Par Lindholm,BOS,C,32,1991-10-05,Kusmark,,SWE,SWE,72,183,-,-,-,-,-
843,Juuso Riikola,PIT,D,30,1993-11-09,Joensuu,,FIN,,72,189,-,-,-,-,-
844,Dominik Kahun,EDM,C,28,1995-07-02,Plana,,CZE,DEU,71,175,-,-,-,-,-
845,Ilya Lyubushkin,ARI,D,29,1994-04-06,Moscow,,RUS,RUS,74,200,-,-,-,-,-
846,Antti Suomela,S.J,C,29,1994-03-17,Espoo,,FIN,FIN,72,180,-,-,-,-,-
847,Alexander Romanov,MTL,D,23,2000-01-06,Moscow,,RUS,RUS,73,215,2018,MTL,2,7,38
848,David Gustafsson,WPG,C,23,2000-04-11,Tingsryd,,SWE,SWE,74,212,2018,WPG,2,29,60
849,Jesse Ylonen,MTL,R,24,1999-10-03,Scottsdale,AZ,USA,USA,73,188,2018,MTL,2,4,35
850,Yegor Sharangovich,N.J,C,25,1998-06-06,Minsk,,BLR,BLR,74,196,2018,N.J,5,17,141
851,John Leonard,S.J,L,25,1998-08-07,Westwood,NJ,USA,USA,71,196,2018,S.J,6,27,182
852,Otto Leskinen,MTL,D,26,1997-02-06,Pieksämäki,,FIN,,71,187,-,-,-,-,-
853,Simon Benoit,ANA,D,25,1998-09-19,Laval,QC,CAN,CAN,75,203,-,-,-,-,-
854,Reese Johnson,CHI,C,25,1998-07-10,Regina,SK,CAN,CAN,73,193,-,-,-,-,-
855,Egor Zamula,PHI,D,23,2000-03-30,Chelyabinsk,,RUS,RUS,75,177,-,-,-,-,-
856,Logan O'Connor,COL,R,27,1996-08-14,Missouri City,TX,USA,USA,72,175,-,-,-,-,-
857,Taro Hirose,DET,L,27,1996-06-30,Calgary,AB,CAN,CAN,70,162,-,-,-,-,-
858,Brady Keeper,FLA,D,27,1996-06-05,Cross Lake,MB,CAN,CAN,74,197,-,-,-,-,-
859,Nico Sturm,MIN,C,28,1995-05-03,Augsburg,,DEU,DEU,75,209,-,-,-,-,-
860,Brogan Rafferty,VAN,D,28,1995-05-28,WEST DUNDEE,IL,USA,USA,72,195,-,-,-,-,-
861,Blake Lizotte,L.A,C,26,1997-12-13,Lindstrom,MN,USA,USA,69,170,-,-,-,-,-
862,Joel Kellman,S.J,C,29,1994-05-25,Karlskrona,,SWE,SWE,71,192,-,-,-,-,-
863,Nolan Foote,N.J,L,23,2000-11-29,Denver,CO,USA,USA,75,196,2019,T.B,1,27,27
864,Peyton Krebs,VGK,C,22,2001-01-26,Calgary,AB,CAN,CAN,72,187,2019,VGK,1,17,17
865,Kirby Dach,CHI,C,22,2001-01-21,Fort Saskatchewan,AB,CAN,CAN,76,212,2019,CHI,1,3,3
866,Bowen Byram,COL,D,22,2001-06-13,Cranbrook,BC,CAN,CAN,73,190,2019,COL,1,4,4
867,Dylan Cozens,BUF,C,22,2001-02-09,Whitehorse,YT,CAN,CAN,75,195,2019,BUF,1,7,7
868,Trevor Zegras,ANA,C,22,2001-03-20,Bedford,NY,USA,USA,72,185,2019,ANA,1,9,9
869,Nils Hoglander,VAN,L,22,2000-12-20,BOCKTRäSK,,SWE,SWE,69,185,2019,VAN,2,9,40
870,Cole Caufield,MTL,R,22,2001-01-02,Mosinee,WI,USA,USA,67,174,2019,MTL,1,15,15
871,Cam York,PHI,D,22,2001-01-05,Anaheim,CA,USA,USA,71,175,2019,PHI,1,14,14
872,Kaapo Kakko,NYR,R,22,2001-02-13,Turku,,FIN,FIN,74,206,2019,NYR,1,2,2
873,Jack Hughes,N.J,C,22,2001-05-14,Orlando,FL,USA,USA,71,175,2019,N.J,1,1,1
874,Arthur Kaliyev,L.A,R,22,2001-06-26,New York City,,USA,USA,74,210,2019,L.A,2,2,33
875,Ville Heinola,WPG,D,22,2001-02-03,Honkajoki,,FIN,FIN,71,181,2019,WPG,1,20,20
876,Connor McMichael,WSH,C,22,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,WSH,1,25,25
877,Nicholas Robertson,TOR,L,22,2001-09-11,Pasadena,CA,USA,USA,69,183,2019,TOR,2,22,53
878,Shane Pinto,OTT,C,23,2000-11-12,Franklin Square,NY,USA,USA,75,201,2019,OTT,2,1,32
879,Victor Soderstrom,ARI,D,22,2001-02-26,Gavle,,SWE,SWE,71,184,2019,ARI,1,11,11
880,Tobias Bjornfot,L.A,D,22,2001-04-06,Upplands Vasby,,SWE,SWE,72,200,2019,L.A,1,22,22
881,Alex Newhook,COL,C,22,2001-01-28,St. John's,NL,CAN,CAN,70,190,2019,COL,1,16,16
882,Ilya Mikheyev,TOR,R,29,1994-10-10,Omsk,,RUS,RUS,74,192,-,-,-,-,-
883,Arttu Ruotsalainen,BUF,C,26,1997-10-29,Oulu,,FIN,FIN,68,187,-,-,-,-,-
884,Olle Alsing,OTT,D,27,1996-05-01,Uppsala,,SWE,SWE,71,170,-,-,-,-,-
885,Joakim Nygard,EDM,L,30,1993-01-08,Stockholm,,SWE,SWE,72,179,-,-,-,-,-
886,Lean Bergmann,S.J,C,25,1998-10-04,Hemer,,DEU,DEU,74,205,-,-,-,-,-
887,Joel Kiviranta,DAL,L,27,1996-03-23,Vantaa,,FIN,FIN,71,185,-,-,-,-,-
888,Zac Jones,NYR,D,23,2000-10-18,Richmond,VA,USA,USA,70,178,2019,NYR,3,6,68
889,Tyce Thompson,N.J,R,24,1999-07-12,Calgary,AB,CAN,CAN,73,175,2019,N.J,4,3,96
890,Nikolai Knyzhov,S.J,D,26,1997-03-20,KEMEROVO,,RUS,RUS,75,222,-,-,-,-,-
891,Gaetan Haas,EDM,C,31,1992-01-31,Bonfol,,CHE,CHE,72,181,-,-,-,-,-
892,Drew O'Connor,PIT,L,25,1998-06-09,Chatham,NJ,USA,USA,75,200,-,-,-,-,-
893,Cole Smith,NSH,L,28,1995-10-28,Brainerd,MN,USA,USA,75,195,-,-,-,-,-
894,Marc Michaelis,VAN,L,28,1995-07-31,Mannheim,,DEU,DEU,71,187,-,-,-,-,-
895,Connor Mackey,CGY,D,27,1996-09-12,Tower Lakes,IL,USA,USA,74,197,-,-,-,-,-
896,Jack Ahcan,BOS,D,26,1997-05-18,Savage,MN,USA,USA,68,180,-,-,-,-,-
897,Alexis Lafrenière,NYR,L,22,2001-10-11,St-Eustache,QC,CAN,CAN,73,195,2020,NYR,1,1,1
898,Tim Stützle,OTT,L,21,2002-01-15,Viersen,,DEU,DEU,72,193,2020,OTT,1,3,3
899,Quinton Byfield,L.A,C,21,2002-08-19,Newmarket,ON,CAN,CAN,77,220,2020,L.A,1,2,2
900,Jamie Drysdale,ANA,D,21,2002-04-08,Toronto,ON,CAN,CAN,71,183,2020,ANA,1,6,6
901,Justin Richards,NYR,C,25,1998-03-17,Orlando,FL,USA,USA,71,190,-,-,-,-,-
902,Alexander Barabanov,"S.J, TOR",L,29,1994-06-17,St. Petersburg,,RUS,RUS,70,195,-,-,-,-,-
903,Mathias Brome,DET,L,29,1994-07-29,Orby,,SWE,SWE,72,183,-,-,-,-,-
904,Radim Zohorna,PIT,L,27,1996-04-29,Havlickuv,,CZE,CZE,78,220,-,-,-,-,-
905,Artem Zub,OTT,D,28,1995-10-03,Khabarovsk,,RUS,RUS,74,200,-,-,-,-,-
906,Mikko Lehtonen,"CBJ, TOR",D,29,1994-01-16,Turku,,FIN,FIN,72,196,-,-,-,-,-
907,Fredrik Handemark,S.J,C,30,1993-08-27,Bjorbo,,SWE,SWE,76,210,-,-,-,-,-
908,Brinson Pasichnuk,S.J,D,26,1997-11-24,Bonnyville,AB,CAN,CAN,72,205,-,-,-,-,-
909,Josh Dunne,CBJ,C,25,1998-12-08,O'Fallon,MO,USA,USA,76,211,-,-,-,-,-
910,Mike Hardman,CHI,L,24,1999-02-05,HANOVER,MA,USA,USA,74,205,-,-,-,-,-
911,Matt Kiersted,FLA,D,25,1998-04-14,ELK RIVER,MN,USA,USA,72,181,-,-,-,-,-
912,Jackson Cates,PHI,C,26,1997-09-28,STILLWATER,MN,USA,USA,72,190,-,-,-,-,-
