,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
235,Brian Fahey,WSH,D,42,1981-03-02,Glenview,IL,USA,USA,73,216,2000,COL,4,23,119
236,Matt Hendricks,WSH,L,42,1981-06-17,Blaine,MN,USA,USA,72,211,2000,NSH,5,1,131
237,David Koci,COL,L,42,1981-05-12,Prague,,CZE,CZE,78,238,2000,PIT,5,16,146
238,Travis Moen,MTL,L,41,1982-04-06,Stewart Valley,SK,CAN,CAN,74,215,2000,CGY,5,25,155
239,Greg Zanon,MIN,D,43,1980-06-05,Burnaby,BC,CAN,CAN,71,201,2000,OTT,5,26,156
240,John-Michael Liles,COL,D,43,1980-11-25,Indianapolis,IN,USA,USA,70,185,2000,COL,5,29,159
241,Darcy Hordichuk,FLA,L,43,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
242,Deryk Engelland,PIT,D,41,1982-04-03,Edmonton,AB,CAN,CAN,74,212,2000,N.J,6,27,194
243,Matthew Lombardi,NSH,C,41,1982-03-18,Montreal,QC,CAN,CAN,71,195,2002,CGY,3,27,90
244,Paul Gaustad,BUF,C,41,1982-02-03,Fargo,ND,USA,USA,77,227,2000,BUF,7,23,220
245,Antti Miettinen,MIN,R,43,1980-07-03,Hämeenlinna,,FIN,FIN,72,190,2000,DAL,7,27,224
246,Colton Orr,TOR,R,41,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
247,Jason Williams,DAL,C,43,1980-08-11,London,ON,CAN,CAN,71,192,-,-,-,-,-
248,Tyler Sloan,WSH,D,42,1981-03-15,Calgary,AB,CAN,CAN,76,214,-,-,-,-,-
249,Warren Peters,MIN,C,41,1982-07-10,Saskatoon,SK,CAN,CAN,72,195,-,-,-,-,-
250,Steve Montador,BUF,D,43,1979-12-21,Vancouver,BC,CAN,CAN,72,210,-,-,-,-,-
251,Raitis Ivanans,CGY,L,44,1979-01-03,Riga,,LVA,LVA,76,231,-,-,-,-,-
252,Ilya Kovalchuk,N.J,R,40,1983-04-15,Tver,,RUS,RUS,75,222,2001,ATL,1,1,1
253,Jason Spezza,OTT,C,40,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,OTT,1,2,2
254,Stephen Weiss,FLA,C,40,1983-04-03,Toronto,ON,CAN,CAN,71,190,2001,FLA,1,4,4
255,Mikko Koivu,MIN,C,40,1983-03-12,Turku,,FIN,FIN,75,213,2001,MIN,1,6,6
256,Mike Komisarek,TOR,D,41,1982-01-19,West Islip,NY,USA,USA,76,235,2001,MTL,1,7,7
257,Tuomo Ruutu,CAR,L,40,1983-02-16,Vantaa,,FIN,FIN,72,200,2001,CHI,1,9,9
258,Fredrik Sjostrom,TOR,L,40,1983-05-06,Färgelanda,,SWE,SWE,73,218,2001,PHX,1,11,11
259,Dan Hamhuis,VAN,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
260,Ales Hemsky,EDM,R,40,1983-08-13,Pardubice,,CZE,CZE,72,177,2001,EDM,1,13,13
261,Chuck Kobasew,MIN,R,41,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
262,R.J. Umberger,CBJ,C,41,1982-05-03,Pittsburgh,PA,USA,USA,74,214,2001,VAN,1,16,16
263,Carlo Colaiacovo,STL,D,40,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
264,Shaone Morrisonn,BUF,D,40,1982-12-23,Vancouver,BC,CAN,CAN,76,210,2001,BOS,1,19,19
265,Marcel Goc,NSH,C,40,1983-08-24,Calw,,DEU,DEU,73,197,2001,S.J,1,20,20
266,Colby Armstrong,TOR,R,41,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
267,Tim Gleason,CAR,D,40,1983-01-29,Clawson,MI,USA,USA,72,217,2001,OTT,1,23,23
268,Jeff Woywitka,DAL,D,40,1983-09-01,Vermilion,AB,CAN,CAN,75,227,2001,PHI,1,27,27
269,David Steckel,"N.J, WSH",C,41,1982-03-15,Milwaukee,WI,USA,USA,78,215,2001,L.A,1,30,30
270,Derek Roy,BUF,C,40,1983-05-04,Ottawa,ON,CAN,CAN,69,184,2001,BUF,2,2,32
271,Tim Jackman,CGY,R,42,1981-11-14,Minot,ND,USA,USA,74,188,2001,CBJ,2,8,38
272,Fedor Tyutin,CBJ,D,40,1983-07-19,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
273,Mike Cammalleri,MTL,L,41,1982-06-08,Toronto,ON,CAN,CAN,69,185,2001,L.A,2,19,49
274,Chris Thorburn,ATL,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
275,Noah Welch,ATL,D,41,1982-08-26,Brighton,MA,USA,USA,76,215,2001,PIT,2,24,54
276,Jason Pominville,BUF,R,41,1982-11-30,Repentigny,QC,CAN,USA,72,180,2001,BUF,2,25,55
277,Jay McClement,"COL, STL",C,40,1983-03-02,Kingston,ON,CAN,CAN,73,205,2001,STL,2,27,57
278,Tomas Plekanec,MTL,C,41,1982-10-31,Kladno,,CZE,CZE,71,190,2001,MTL,3,8,71
279,Jay Harrison,CAR,D,41,1982-11-03,Oshawa,ON,CAN,CAN,76,188,2001,TOR,3,19,82
280,Patrick Sharp,CHI,L,41,1981-12-27,Winnipeg,MB,CAN,CAN,73,200,2001,PHI,3,32,95
281,Jordin Tootoo,NSH,R,40,1983-02-02,Churchill,MB,CAN,CAN,69,195,2001,NSH,4,2,98
282,Christian Ehrhoff,VAN,D,41,1982-07-06,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
283,Richard Petiot,EDM,D,41,1982-08-20,Daysland,AB,CAN,CAN,75,215,2001,L.A,4,20,116
284,Kyle Wellwood,S.J,C,40,1983-05-16,Windsor,ON,CAN,CAN,70,181,2001,TOR,5,3,134
285,Colin Stuart,BUF,L,41,1982-07-08,Rochester,MN,USA,USA,74,205,2001,ATL,5,4,135
286,Joel Perrault,VAN,C,40,1983-04-06,Montreal,QC,CAN,CAN,74,212,2001,ANA,5,6,137
287,Cody McCormick,BUF,C,40,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
288,Kevin Bieksa,VAN,D,42,1981-06-16,Grimsby,ON,CAN,CAN,73,197,2001,VAN,5,20,151
289,Dennis Seidenberg,BOS,D,42,1981-07-18,Schwenningen,,DEU,DEU,72,199,2001,PHI,6,7,172
290,Ryane Clowe,S.J,L,41,1982-09-30,St. John's,NL,CAN,CAN,75,188,2001,S.J,6,10,175
291,Marek Zidlicky,MIN,D,46,1977-02-03,Most,,CZE,CZE,71,190,2001,NYR,6,11,176
292,Andrew Alberts,VAN,D,42,1981-06-30,Minneapolis,MN,USA,USA,77,218,2001,BOS,6,14,179
293,Jussi Jokinen,CAR,L,40,1983-04-01,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
294,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
295,Derek Boogaard,NYR,L,41,1982-06-23,Saskatoon,SK,CAN,CAN,79,265,2001,MIN,7,6,202
296,David Moss,CGY,R,41,1981-12-28,Livonia,MI,USA,USA,76,210,2001,CGY,7,24,220
297,Johnny Oduya,ATL,D,42,1981-10-01,Stockholm,,SWE,SWE,72,191,2001,WSH,7,25,221
298,Marek Svatos,"NSH, OTT",R,41,1982-06-17,Kosice,,SVK,SVK,70,185,2001,COL,7,31,227
299,Aaron Voros,ANA,L,42,1981-07-02,Vancouver,BC,CAN,CAN,74,210,2001,N.J,8,2,229
300,Ryan Hollweg,PHX,L,40,1983-04-23,Downey,CA,USA,USA,70,212,2001,NYR,8,11,238
301,Milan Jurcina,NYI,D,40,1983-06-07,Liptovsky Mikulas,,SVK,SVK,76,253,2001,BOS,8,14,241
302,Andrew Murray,CBJ,C,42,1981-11-06,Selkirk,MB,CAN,CAN,74,210,2001,CBJ,8,15,242
303,PA Parenteau,NYI,R,40,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,ANA,9,5,264
304,Brandon Segal,DAL,R,40,1983-07-12,Richmond,BC,CAN,CAN,74,215,2002,NSH,4,6,102
305,Vernon Fiddler,PHX,C,43,1980-05-09,Edmonton,AB,CAN,CAN,71,205,-,-,-,-,-
306,Zbynek Michalek,PIT,D,40,1982-12-23,Jindrichuv Hradec,,CZE,CZE,74,210,-,-,-,-,-
307,Marc-Andre Bergeron,T.B,D,43,1980-10-13,Trois-Rivieres,QC,CAN,CAN,69,190,-,-,-,-,-
308,Dennis Wideman,"FLA, WSH",D,40,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,BUF,8,12,241
309,Keith Aucoin,WSH,C,45,1978-11-06,Waltham,MA,USA,USA,68,171,-,-,-,-,-
310,Chad LaRose,CAR,R,41,1982-03-27,Fraser,MI,USA,USA,70,181,-,-,-,-,-
311,Zenon Konopka,NYI,C,42,1981-01-02,Niagara on the Lake,ON,CAN,CAN,72,213,-,-,-,-,-
312,Sheldon Brookbank,ANA,D,43,1980-10-03,Lanigan,SK,CAN,CAN,73,202,-,-,-,-,-
313,Matt Ellis,BUF,L,42,1981-08-31,Welland,ON,CAN,CAN,72,208,-,-,-,-,-
314,Tomas Fleischmann,"COL, WSH",L,39,1984-05-16,Koprivnice,,CZE,CZE,73,192,2002,DET,2,33,63
315,Rick Nash,CBJ,R,39,1984-06-16,Brampton,ON,CAN,CAN,76,211,2002,CBJ,1,1,1
316,Valtteri Filppula,DET,C,39,1984-03-20,Vantaa,,FIN,FIN,72,189,2002,DET,3,32,95
317,Keith Ballard,VAN,D,41,1982-11-26,Baudette,MN,USA,USA,71,204,2002,BUF,1,11,11
318,Adam Burish,DAL,R,40,1983-01-06,Madison,WI,USA,USA,73,195,2002,CHI,9,22,282
319,Ryan Craig,PIT,C,41,1982-01-06,Abbotsford,BC,CAN,CAN,74,213,2002,T.B,8,26,255
320,Petr Prucha,PHX,R,41,1982-09-14,Chrudim,,CZE,CZE,72,175,2002,NYR,8,11,240
321,Joe Callahan,FLA,D,40,1982-12-20,Brockton,MA,USA,USA,75,210,2002,PHX,3,7,70
322,Tom Gilbert,EDM,D,40,1983-01-10,Bloomington,MN,USA,USA,74,210,2002,COL,4,33,129
323,Scottie Upshall,"CBJ, PHX",R,40,1983-10-07,Fort McMurray,AB,CAN,CAN,72,200,2002,NSH,1,6,6
324,Trevor Daley,DAL,D,40,1983-10-09,Toronto,ON,CAN,CAN,71,199,2002,DAL,2,13,43
325,John Zeiler,L.A,R,41,1982-11-21,Jefferson Hills,PA,USA,USA,71,204,2002,PHX,5,1,132
326,Alexander Semin,WSH,R,39,1984-03-03,Krasnojarsk,,RUS,RUS,74,211,2002,WSH,1,13,13
327,Matt Greene,L.A,D,40,1983-05-13,Grand Ledge,MI,USA,USA,75,236,2002,EDM,2,14,44
328,Cam Janssen,STL,R,39,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
329,Nathan Oystrick,STL,D,40,1982-12-17,Regina,SK,CAN,CAN,71,213,2002,ATL,7,1,198
330,Joni Pitkanen,CAR,D,40,1983-09-19,Oulu,,FIN,FIN,75,220,2002,PHI,1,4,4
331,Frans Nielsen,NYI,C,39,1984-04-24,Herning,,DNK,DNK,73,186,2002,NYI,3,24,87
332,Jay Bouwmeester,CGY,D,40,1983-09-27,Edmonton,AB,CAN,CAN,76,206,2002,FLA,1,3,3
333,Pierre-Marc Bouchard,MIN,C,39,1984-04-27,Sherbrooke,QC,CAN,CAN,70,168,2002,MIN,1,8,8
334,Joey Crabb,TOR,R,40,1983-04-03,Anchorage,AK,USA,USA,73,188,2002,NYR,7,29,226
335,Boyd Gordon,WSH,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
336,Matt Stajan,CGY,C,39,1983-12-19,Mississauga,ON,CAN,CAN,73,195,2002,TOR,2,27,57
337,Gregory Campbell,BOS,C,39,1983-12-17,London,ON,CAN,CAN,72,188,2002,FLA,3,4,67
338,Max Talbot,PIT,C,39,1984-02-11,Lemoyne,QC,CAN,CAN,71,186,2002,PIT,8,5,234
339,Sean Bergenheim,T.B,L,39,1984-02-08,Helsinki,,FIN,FIN,71,201,2002,NYI,1,22,22
340,Eric Nystrom,MIN,L,40,1983-02-14,Syosset,NY,USA,USA,73,200,2002,CGY,1,10,10
341,Johnny Boychuk,BOS,D,39,1984-01-19,Edmonton,AB,CAN,CAN,74,227,2002,COL,2,31,61
342,David Van Der Gulik,COL,L,40,1983-04-20,Abbotsford,BC,CAN,CAN,70,173,2002,CGY,7,9,206
343,Steve Eminger,NYR,D,40,1983-10-31,Woodbridge,ON,CAN,CAN,74,207,2002,WSH,1,12,12
344,Jiri Hudler,DET,R,39,1984-01-04,Olomouc,,CZE,CZE,70,190,2002,DET,2,28,58
345,Greg Mauldin,COL,L,41,1982-06-10,Boston,MA,USA,USA,71,195,2002,,7,0,199
346,Joffrey Lupul,"ANA, TOR",L,40,1983-09-23,Fort Saskatchewan,AB,CAN,CAN,73,206,2002,ANA,1,7,7
347,James Wisniewski,"MTL, NYI",D,39,1984-02-21,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
348,Daniel Paille,BOS,L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
349,Kris Newbury,NYR,C,41,1982-02-19,Brampton,ON,CAN,CAN,71,205,2002,S.J,5,8,139
350,Alexander Steen,STL,L,39,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,TOR,1,24,24
351,Anton Babchuk,"CAR, CGY",D,39,1984-05-06,Kiev,,UKR,UKR,77,200,2002,CHI,1,21,21
352,Ian White,"CAR, CGY, S.J",D,39,1984-06-04,Steinbach,MB,CAN,CAN,70,191,2002,TOR,6,25,191
353,Chris Higgins,"FLA, VAN",L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
354,Ben Eager,"ATL, S.J",L,39,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
355,Duncan Keith,CHI,D,40,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,CHI,2,24,54
356,Tim Brent,TOR,C,39,1984-03-10,Cambridge,,CAN,CAN,72,188,2004,ANA,3,10,75
357,Jim Slater,ATL,C,41,1982-12-09,Lapeer,MI,USA,USA,72,195,2002,ATL,1,30,30
358,DJ King,WSH,L,39,1984-06-27,Meadow Lake,SK,CAN,CAN,75,231,2002,STL,6,24,190
359,Erik Christensen,NYR,C,39,1983-12-17,Edmonton,AB,CAN,CAN,73,200,2002,PIT,3,6,69
360,Patrick Dwyer,CAR,R,40,1983-06-22,Spokane,WA,USA,USA,71,175,2002,ATL,4,20,116
361,Ryan Whitney,EDM,D,40,1983-02-19,Boston,MA,USA,USA,76,209,2002,PIT,1,5,5
362,Aaron Rome,VAN,D,40,1983-09-27,Nesbitt,MB,CAN,CAN,73,220,2002,L.A,4,8,104
363,Nate Guenin,CBJ,D,41,1982-12-10,Aliquippa,PA,USA,USA,75,207,2002,NYR,4,31,127
364,Jonathan Ericsson,DET,D,39,1984-03-02,Karlskrona,,SWE,SWE,76,218,2002,DET,9,31,291
365,Patrick Rissmiller,"ATL, FLA",L,45,1978-10-26,Belmont,MA,USA,USA,76,225,-,-,-,-,-
366,Josh Gorges,MTL,D,39,1984-08-14,Kelowna,BC,CAN,CAN,73,204,-,-,-,-,-
367,Chris Campoli,"CHI, OTT",D,39,1984-07-09,Mississauga,ON,CAN,CAN,72,200,2004,NYI,7,34,227
368,Alexandre Burrows,VAN,L,42,1981-04-11,Pincourt,QC,CAN,CAN,73,197,-,-,-,-,-
369,Andre Benoit,OTT,D,39,1984-01-06,St. Albert,ON,CAN,CAN,71,190,-,-,-,-,-
370,Chris Kunitz,PIT,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
371,Freddy Meyer,ATL,D,42,1981-01-04,Sanbornville,NH,USA,USA,70,185,-,-,-,-,-
372,Jed Ortmeyer,MIN,R,45,1978-09-03,Omaha,NE,USA,USA,72,200,-,-,-,-,-
373,Eric Staal,CAR,C,39,1984-10-29,Thunder Bay,ON,CAN,CAN,76,195,2003,CAR,1,2,2
374,Nathan Horton,BOS,R,38,1985-05-29,Welland,ON,CAN,CAN,74,188,2003,FLA,1,3,3
375,Nikolay Zherdev,PHI,R,39,1984-11-05,Kiev,,UKR,RUS,74,203,2003,CBJ,1,4,4
376,Thomas Vanek,BUF,L,39,1984-01-19,Vienna,,AUT,AUT,74,214,2003,BUF,1,5,5
377,Milan Michalek,OTT,L,39,1984-12-07,Jindrichuv Hradec,,CZE,CZE,74,225,2003,S.J,1,6,6
378,Ryan Suter,NSH,D,38,1985-01-21,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
379,Braydon Coburn,PHI,D,38,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
380,Dion Phaneuf,TOR,D,38,1985-04-10,Edmonton,AB,CAN,CAN,75,222,2003,CGY,1,9,9
381,Andrei Kostitsyn,MTL,L,38,1985-02-03,Novopolotsk,,BLR,BLR,72,214,2003,MTL,1,10,10
382,Jeff Carter,PHI,C,38,1985-01-01,London,ON,CAN,CAN,75,219,2003,PHI,1,11,11
383,Hugh Jessiman,FLA,R,39,1984-03-28,New York City,NY,USA,USA,78,221,2003,NYR,1,12,12
384,Dustin Brown,L.A,R,39,1984-11-04,Ithaca,NY,USA,USA,72,205,2003,L.A,1,13,13
385,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
386,Steve Bernier,FLA,R,38,1985-03-31,Quebec City,QC,CAN,CAN,75,222,2003,S.J,1,16,16
387,Zach Parise,N.J,L,39,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,N.J,1,17,17
388,Eric Fehr,WSH,C,38,1985-09-07,Winkler,MB,CAN,CAN,76,209,2003,WSH,1,18,18
389,Ryan Getzlaf,ANA,C,38,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,ANA,1,19,19
390,Brent Burns,MIN,D,38,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
391,Mark Stuart,"ATL, BOS",D,39,1984-04-27,Rochester,MN,USA,USA,74,215,2003,BOS,1,21,21
392,Marc-Antoine Pouliot,T.B,C,38,1985-05-22,,QC,CAN,CAN,74,203,2003,EDM,1,22,22
393,Ryan Kesler,VAN,C,39,1984-08-31,Livonia,MI,USA,USA,74,206,2003,VAN,1,23,23
394,Mike Richards,PHI,C,38,1985-02-11,Kenora,ON,CAN,CAN,71,196,2003,PHI,1,24,24
395,Anthony Stewart,ATL,R,38,1985-01-05,LaSalle,QC,CAN,CAN,75,230,2003,FLA,1,25,25
396,Brian Boyle,NYR,C,38,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
397,Jeff Tambellini,VAN,L,39,1984-04-13,Calgary,AB,CAN,CAN,71,188,2003,L.A,1,27,27
398,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
399,Patrick Eaves,DET,R,39,1984-05-01,Calgary,AB,CAN,USA,70,203,2003,OTT,1,29,29
400,Shawn Belle,"COL, EDM",D,38,1985-01-03,Edmonton,AB,CAN,CAN,73,235,2003,STL,1,30,30
401,Loui Eriksson,DAL,L,38,1985-07-17,Gothenburg,,SWE,SWE,74,179,2003,DAL,2,3,33
402,Kevin Klein,NSH,D,39,1984-12-13,Kitchener,ON,CAN,CAN,73,206,2003,NSH,2,7,37
403,Matt Smaby,T.B,D,39,1984-10-14,Minneapolis,MN,USA,USA,78,230,2003,T.B,2,11,41
404,Patrice Bergeron,BOS,C,38,1985-07-24,Ancienne-Lorette,QC,CAN,CAN,73,196,2003,BOS,2,15,45
405,Matt Carle,PHI,D,39,1984-09-25,Anchorage,AK,USA,USA,72,197,2003,S.J,2,17,47
406,Shea Weber,NSH,D,38,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,NSH,2,19,49
407,B.J. Crombeen,STL,R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
408,Stefan Meyer,CGY,L,38,1985-07-20,Medicine Hat,AB,CAN,CAN,74,200,2003,FLA,2,25,55
409,Patrick O'Sullivan,"CAR, MIN",C,38,1985-02-01,Toronto,ON,CAN,USA,71,189,2003,MIN,2,26,56
410,Jeremy Colliton,NYI,C,38,1985-01-13,Blackie,AB,CAN,CAN,74,214,2003,NYI,2,28,58
411,Maxim Lapierre,"ANA, MTL, VAN",C,38,1985-03-29,Saint-Léonard,QC,CAN,CAN,74,215,2003,MTL,2,31,61
412,David Backes,STL,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
413,David Liffiton,COL,D,39,1984-10-18,Windsor,ON,CAN,CAN,74,210,2003,COL,2,33,63
414,Jean-Francois Jacques,EDM,L,38,1985-04-29,Montreal,QC,CAN,CAN,75,231,2003,EDM,2,38,68
415,Colin Fraser,EDM,C,38,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
416,Daniel Carcillo,PHI,L,38,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
417,Clarke MacArthur,TOR,L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
418,Ryan O'Byrne,"COL, MTL",D,39,1984-07-19,Victoria,BC,CAN,CAN,77,234,2003,MTL,3,11,79
419,Alexandre Picard,MTL,D,38,1985-07-05,Gatineau,QC,CAN,CAN,75,215,2003,PHI,3,17,85
420,Ryan Potulny,"CHI, OTT",C,39,1984-09-05,Grand Forks,ND,USA,USA,72,182,2003,PHI,3,19,87
421,Alexander Sulzer,"FLA, NSH",D,39,1984-05-30,Kaufbeuren,,DEU,DEU,73,198,2003,NSH,3,24,92
422,Zack Stortini,EDM,R,38,1985-09-11,Elliot Lake,ON,CAN,CAN,74,219,2003,EDM,3,26,94
423,Philippe Dupuis,COL,C,38,1985-04-24,Laval,QC,CAN,CAN,72,196,2003,CBJ,4,3,104
424,Jan Hejda,CBJ,D,45,1978-06-18,Prague,,CZE,CZE,76,230,2003,BUF,4,5,106
425,Corey Locke,OTT,C,39,1984-05-08,Toronto,ON,CAN,CAN,69,175,2003,MTL,4,12,113
426,Guillaume Desbiens,VAN,R,38,1985-04-20,Alma,QC,CAN,CAN,74,210,2003,ATL,4,15,116
427,Paul Bissonnette,PHX,L,38,1985-03-11,Welland,ON,CAN,CAN,74,216,2003,PIT,4,20,121
428,Corey Potter,PIT,D,39,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
429,Alexandre Bolduc,VAN,C,38,1985-06-26,Montreal,QC,CAN,CAN,75,200,2003,STL,4,26,127
430,Kyle Quincey,COL,D,38,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,DET,4,31,132
431,Tyson Strachan,STL,D,39,1984-10-30,Melfort,SK,CAN,CAN,75,210,2003,CAR,5,1,137
432,Brett Sterling,PIT,L,39,1984-04-24,Los Angeles,CA,USA,USA,67,175,2003,ATL,5,9,145
433,Lee Stempniak,PHX,R,40,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,STL,5,12,148
434,Nigel Dawes,"ATL, MTL",L,38,1985-02-09,Winnipeg,MB,CAN,CAN,69,200,2003,NYR,5,13,149
435,John Mitchell,TOR,C,38,1985-01-22,Oakville,ON,CAN,CAN,73,204,2003,TOR,5,22,158
436,Brad Richardson,L.A,R,38,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
437,Marc Methot,CBJ,D,38,1985-06-21,Ottawa,ON,CAN,CAN,76,230,2003,CBJ,6,1,168
438,Bruno Gervais,NYI,D,39,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,NYI,6,15,182
439,Nate Thompson,T.B,C,39,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,BOS,6,16,183
440,Francis Wathier,DAL,L,39,1984-12-07,St. Isidore,ON,CAN,CAN,76,210,2003,DAL,6,18,185
441,Drew Miller,DET,L,39,1984-02-17,Dover,NJ,USA,USA,74,183,2003,ANA,6,19,186
442,Drew Bagnall,MIN,D,40,1983-10-26,Oakbank,MB,CAN,CAN,75,220,2003,DAL,6,28,195
443,Joe Pavelski,S.J,C,39,1984-07-11,Plover,WI,USA,USA,71,200,2003,S.J,7,8,205
444,Dylan Reese,NYI,D,39,1984-08-29,Pittsburgh,PA,USA,USA,73,205,2003,NYR,7,12,209
445,Kyle Brodziak,MIN,C,39,1984-05-25,St. Paul,AB,CAN,CAN,74,205,2003,EDM,7,17,214
446,Mathieu Roy,T.B,D,40,1983-08-10,St. Georges,QC,CAN,CAN,74,210,2003,EDM,7,18,215
447,Jeremy Williams,NYR,R,39,1984-01-26,Regina,SK,CAN,CAN,72,191,2003,TOR,7,23,220
448,Jay Rosehill,TOR,L,38,1985-07-16,Olds,AB,CAN,CAN,75,215,2003,T.B,7,30,227
449,Toby Enstrom,ATL,D,39,1984-11-05,Nordingra,,SWE,SWE,70,180,2003,ATL,8,10,239
450,Dustin Byfuglien,ATL,D,38,1985-03-27,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
451,Shane O'Brien,NSH,D,40,1983-08-09,Port Hope,ON,CAN,CAN,75,230,2003,ANA,8,21,250
452,Matt Moulson,NYI,L,40,1983-11-01,North York,ON,CAN,CAN,73,188,2003,PIT,9,2,263
453,Tanner Glass,VAN,L,40,1983-11-29,Regina,SK,CAN,CAN,73,213,2003,FLA,9,4,265
454,Troy Bodie,"ANA, CAR",R,38,1985-01-25,Portage La Prairie,MB,CAN,CAN,77,226,2003,EDM,9,17,278
455,Chris Porter,STL,L,39,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
456,David Jones,COL,R,39,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
457,Clayton Stoner,MIN,D,38,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
458,Steve MacIntyre,EDM,L,43,1980-08-08,Brock,SK,CAN,CAN,77,250,-,-,-,-,-
459,Randy Jones,T.B,D,42,1981-07-23,Quispamsis,NB,CAN,CAN,74,210,-,-,-,-,-
460,David Clarkson,N.J,R,39,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
461,Mark Giordano,CGY,D,40,1983-10-03,Toronto,ON,CAN,CAN,72,205,-,-,-,-,-
462,Darryl Boyce,TOR,C,39,1984-07-07,Summerside,PE,CAN,CAN,72,200,-,-,-,-,-
463,Bryan Rodney,CAR,D,39,1984-04-22,London,ON,CAN,CAN,72,195,-,-,-,-,-
464,Danny Syvret,"ANA, PHI",D,38,1985-06-13,Millgrove,ON,CAN,CAN,72,205,2005,EDM,3,20,81
465,Garrett Stafford,PHX,D,43,1980-01-28,Los Angeles,CA,USA,USA,73,207,-,-,-,-,-
466,Curtis Glencross,CGY,L,40,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
467,Brett Lebda,TOR,D,41,1982-01-15,Buffalo Grove,IL,USA,USA,69,195,-,-,-,-,-
468,Dustin Penner,"EDM, L.A",R,41,1982-09-28,Winkler,MB,CAN,CAN,76,247,-,-,-,-,-
469,Alex Ovechkin,WSH,L,38,1985-09-17,Moscow,,RUS,RUS,75,238,2004,WSH,1,1,1
470,Evgeni Malkin,PIT,C,37,1986-07-31,Magnitogorsk,,RUS,RUS,75,195,2004,PIT,1,2,2
