playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8471215,Evgeni Malkin,PIT,C,82,35,78,113,19,70,0.42365,4,Malkin,2,80,17,1.37804,14,41,2,2,0.12068,L,290,1351.0243,0.9512,39,0.4756,0.426829,80,0.9756,0.975609,0.5731,0.378,3.536585,110784,47,31,27,0.0,1.843,,,5.4,9,1.185,18,2.37,0.122,114,15.015,27332,0.785,333.317,,0,1.357,,,1.357,0,0.0,0,0.0,0.222,,6.107,,0.15569,64.695,78147,953.01219,,,1945,23.71951,56.95835
8471214,Alex Ovechkin,WSH,L,79,56,54,110,36,63,0.25,10,Ovechkin,2,72,8,1.3924,19,46,1,1,0.10606,R,528,1380.2784,0.6835,32,0.405,0.70886,243,3.0759,0.911392,0.405,0.2784,6.683544,109042,32,22,27,0.0,2.665,,,6.452,15,2.103,12,1.683,0.106,179,25.107,25666,0.887,324.886,,0,0.817,,,0.817,0,0.0,0,0.0,0.111,,7.355,,0.12772,55.759,78971,999.63291,,,1694,21.44303,64.36953
8471675,Sidney Crosby,PIT,C,77,33,70,103,26,62,0.51331,3,Crosby,1,76,3,1.33766,7,40,0,1,0.13865,L,238,1316.5324,0.909,42,0.5454,0.428571,80,1.0389,0.987012,0.6623,0.2467,3.090909,101373,51,19,33,0.0,1.014,,,5.799,24,3.479,9,1.304,0.104,67,9.713,24831,0.754,322.48,,1,0.0,,,0.814,1,0.814,0,0.0,0.0,,6.515,,0.13769,57.402,72122,936.64935,,,1834,23.81818,55.27426
8467514,Pavel Datsyuk,DET,C,81,32,65,97,20,59,0.56035,3,Datsyuk,0,22,34,1.19753,11,36,1,2,0.12903,L,248,1152.7777,0.8024,33,0.4074,0.395061,76,0.9382,0.271604,0.4567,0.3456,3.061728,93375,37,28,25,0.0,2.405,,,7.874,13,2.843,12,2.624,0.177,62,13.56,16459,0.501,203.197,,1,0.461,,,0.923,1,0.461,0,0.0,0.125,,3.694,,0.25157,96.246,69120,853.33333,,,2027,25.02469,46.06561
8470610,Zach Parise,NJD,L,82,45,49,94,31,61,0.44628,8,Parise,3,24,30,1.14634,14,30,0,3,0.12362,L,364,1125.439,0.5975,17,0.2073,0.54878,65,0.7926,0.292682,0.3048,0.2926,4.439024,92286,25,24,16,0.0,2.778,,,5.953,8,1.587,8,1.587,0.142,98,19.448,18140,0.598,221.219,,3,0.0,,,6.171,1,2.057,2,4.114,0.0,,4.114,,0.05549,21.341,72396,882.87804,,,1767,21.54878,52.2275
8469454,Ilya Kovalchuk,ATL,L,79,43,48,91,31,54,0.35714,6,Kovalchuk,1,50,-12,1.15189,12,36,0,1,0.15636,R,275,1308.3544,0.6075,15,0.1898,0.544303,43,0.5443,0.632911,0.3797,0.2278,3.481012,103360,30,18,24,0.0,1.57,,,4.711,12,1.57,12,1.57,0.117,102,13.349,27507,0.835,348.189,,1,0.0,,,3.252,1,3.252,0,0.0,0.0,,9.756,,0.03331,14.012,74746,946.15189,,,1557,19.70886,66.38407
8470612,Ryan Getzlaf,ANA,C,81,25,66,91,16,54,0.50177,2,Getzlaf,0,121,5,1.12345,9,37,0,0,0.11013,R,227,1207.8271,0.8148,43,0.5308,0.308641,134,1.6543,1.493827,0.4197,0.395,2.802469,97834,34,32,28,0.0,1.674,,,6.882,11,2.046,17,3.162,0.132,68,12.649,19353,0.658,238.925,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,3.553,,0.05424,25.012,76455,943.88888,,,1882,23.23456,51.98405
8462042,Jarome Iginla,CGY,R,82,35,54,89,25,57,0.52495,4,Iginla,0,37,-2,1.08536,10,32,0,0,0.1211,R,289,1296.7682,0.6585,15,0.1829,0.426829,82,1.0,0.451219,0.4268,0.2317,3.52439,106335,35,19,22,0.0,1.491,,,4.772,12,1.789,10,1.491,0.144,69,10.291,24137,0.674,294.353,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,4.142,,0.02512,10.597,81329,991.81707,,,1940,23.65853,54.81185
8462118,Marc Savard,BOS,C,82,25,63,88,16,56,0.49883,5,Savard,0,70,25,1.07317,9,30,0,2,0.11737,L,213,1172.1097,0.7682,19,0.2317,0.304878,25,0.3048,0.853658,0.4512,0.317,2.59756,96113,37,26,21,0.0,1.778,,,5.928,9,1.778,12,2.371,0.173,52,10.276,18216,0.606,222.146,,2,0.0,,,0.905,2,0.905,0,0.0,0.0,,3.623,,0.26509,96.939,69948,853.02439,,,1877,22.89024,51.20564
8473563,Nicklas Backstrom,WSH,C,82,22,66,88,8,46,0.48676,1,Backstrom,0,46,16,1.07317,14,42,0,0,0.12643,L,174,1196.6219,0.8048,46,0.5609,0.268292,52,0.6341,0.560975,0.5,0.3048,2.121951,98123,41,25,28,0.0,2.655,,,7.967,17,3.224,11,2.086,0.325,43,8.157,18977,0.629,231.426,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,5.867,,0.11818,52.378,74851,912.81707,,,1734,21.14634,56.58765
8466138,Joe Thornton,SJS,C,82,25,61,86,14,51,0.55444,3,Thornton,1,56,16,1.04878,11,35,0,0,0.17985,L,139,1167.7439,0.7439,24,0.2926,0.304878,81,0.9878,0.682926,0.4512,0.2926,1.695121,95755,37,24,24,0.0,2.16,,,6.875,12,2.357,12,2.357,0.268,41,8.054,18326,0.541,223.487,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,2.967,,0.04168,14.792,76216,929.46341,,,2048,24.9756,46.75537
8470604,Jeff Carter,PHI,C,82,46,38,84,29,56,0.48289,12,Carter,3,68,23,1.02439,13,24,4,4,0.1345,R,342,1257.2804,0.4634,53,0.6463,0.560975,54,0.6585,0.829268,0.2804,0.1829,4.170731,103097,23,15,11,0.0,3.483,,,6.43,6,1.607,5,1.339,0.228,57,15.272,13436,0.457,163.853,,0,0.958,,,0.958,0,0.0,0,0.0,0.117,,8.145,,0.38842,183.256,74634,910.17073,,,2224,27.12195,46.35656
8469500,Michael Cammalleri,CGY,L,81,39,43,82,20,48,0.60326,6,Cammalleri,1,44,-2,1.01234,19,34,0,0,0.15294,L,255,1053.3827,0.5308,19,0.2345,0.481481,22,0.2716,0.543209,0.2716,0.2592,3.148148,85324,22,21,15,0.0,3.473,,,6.216,8,1.462,7,1.279,0.237,80,14.626,19690,0.55,243.086,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,0.0,,0.00813,3.432,65356,806.86419,,,1740,21.48148,49.03678
8467875,Daniel Sedin,VAN,L,82,31,51,82,22,58,0.4,7,Sedin,0,36,24,1.0,9,24,0,0,0.10877,L,285,1127.5975,0.6219,15,0.1829,0.378048,13,0.1585,0.439024,0.3902,0.2317,3.475609,92463,32,19,15,0.0,1.652,,,4.405,8,1.468,7,1.284,0.105,85,15.603,19611,0.56,239.158,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,1.709,,0.05999,25.682,70746,862.75609,,,1945,23.71951,47.53881
8467876,Henrik Sedin,VAN,C,82,22,60,82,18,56,0.49633,8,Sedin,2,48,22,1.0,4,26,0,0,0.15384,L,143,1171.4878,0.7317,16,0.1951,0.268292,18,0.2195,0.585365,0.378,0.3536,1.743902,96062,31,29,22,0.0,0.726,,,4.723,9,1.635,13,2.361,0.129,31,5.632,19815,0.565,241.646,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,1.908,,0.10746,46.0,72475,883.84146,,,2027,24.71951,47.39121
8466378,Martin St. Louis,TBL,R,82,30,50,80,21,52,0.46666,3,St. Louis,1,14,4,0.9756,7,25,2,3,0.1145,L,262,1277.1585,0.6097,48,0.5853,0.365853,17,0.2073,0.170731,0.3292,0.2804,3.195121,104727,27,23,18,0.0,1.108,,,3.957,10,1.582,8,1.266,0.085,82,12.979,22743,0.686,277.353,,1,0.846,,,1.269,1,0.423,0,0.0,0.166,,5.078,,0.22244,103.743,73477,896.06097,,,2108,25.70731,49.68074
