playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8471215,Evgeni Malkin,PIT,C,75,50,59,109,38,75,0.4752,9,Malkin,1,70,18,1.45333,12,34,0,0,0.14749,L,339,1261.4133,0.7866,41,0.5466,0.666666,29,0.3866,0.933333,0.6133,0.1733,4.52,94606,46,13,22,8.80913,2.202,159,29.18,6.239,18,3.303,4,0.734,0.114,105,19.269,19616,0.798,261.546,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,185,0.00754,2.466,74805,997.4,1977,123.5625,1644,21.92,57.54622
8474564,Steven Stamkos,TBL,C,82,60,37,97,48,72,0.45476,12,Stamkos,5,66,7,1.18292,12,25,0,0,0.19801,R,303,1321.2195,0.4512,37,0.4512,0.731707,109,1.3292,0.804878,0.3048,0.1463,3.695121,108340,25,12,13,6.54615,2.31,118,22.719,4.813,9,1.732,4,0.77,0.15,80,15.402,18698,0.713,228.024,3.96185,0,0.0,5,6.603,0.0,0,0.0,0,0.0,0.0,2,2.641,2726,0.10113,33.243,86916,1059.95121,1998,95.14285,2016,24.58536,53.74007
8473512,Claude Giroux,PHI,R,77,28,65,93,22,53,0.53661,5,Giroux,2,29,6,1.20779,6,38,0,2,0.1157,R,242,1292.6493,0.8441,44,0.5714,0.363636,70,0.909,0.376623,0.4805,0.3636,3.142857,99534,37,28,32,8.76057,1.194,89,17.72,7.565,17,3.384,15,2.986,0.111,54,10.751,18081,0.595,234.818,6.61125,2,0.0,21,7.307,0.695,2,0.695,0,0.0,0.0,12,4.175,10346,0.36566,134.363,71107,923.46753,1913,106.27777,1949,25.31168,51.06926
8469455,Jason Spezza,OTT,C,80,34,50,84,24,60,0.5347,2,Spezza,0,36,11,1.05,10,24,0,0,0.14655,R,232,1195.2875,0.625,23,0.2875,0.425,28,0.35,0.45,0.35,0.275,2.9,95623,28,22,14,8.66987,2.223,71,15.783,5.335,3,0.666,11,2.445,0.185,54,12.004,16194,0.63,202.425,7.10059,0,0.0,5,8.875,0.0,0,0.0,0,0.0,0.0,2,3.55,2028,0.06802,25.35,77401,967.5125,1859,88.5238,2091,26.1375,45.73075
8469454,Ilya Kovalchuk,NJD,L,77,37,46,83,24,49,0.35135,5,Kovalchuk,0,33,-9,1.07792,10,29,3,5,0.11935,R,310,1429.2597,0.5974,18,0.2337,0.480519,27,0.3506,0.428571,0.3376,0.2597,4.025974,110053,26,20,19,7.022,1.633,129,21.066,4.735,10,1.633,9,1.469,0.116,86,14.044,22045,0.914,286.298,2.82963,2,2.122,28,19.807,3.537,2,1.414,0,0.0,0.166,18,12.733,5089,0.20746,66.09,82921,1076.8961,2570,128.5,1927,25.02597,57.11105
8473548,Phil Kessel,TOR,R,82,37,45,82,27,59,0.32142,6,Kessel,0,20,-10,1.0,10,23,0,0,0.12542,R,295,1203.3048,0.5487,21,0.256,0.451219,12,0.1463,0.243902,0.317,0.2317,3.59756,98671,26,19,13,7.22056,2.188,75,16.41,5.032,5,1.094,8,1.75,0.188,53,11.596,16453,0.636,200.646,0.0,0,0.0,2,16.438,0.0,0,0.0,0,0.0,0.0,1,8.219,438,0.01862,5.341,81780,997.31707,1412,74.31578,1874,22.85365,52.65261
8471707,James Neal,PIT,L,80,40,41,81,22,51,0.26666,4,Neal,0,87,6,1.0125,18,30,0,0,0.12158,L,329,1148.0625,0.5125,15,0.1875,0.5,108,1.35,1.0875,0.2625,0.25,4.1125,91845,21,20,12,8.78235,3.436,135,25.774,5.727,5,0.954,7,1.336,0.189,95,18.137,18856,0.693,235.7,0.0,0,0.0,2,81.819,0.0,0,0.0,0,0.0,0.0,3,122.729,88,0.00337,1.1,72901,911.2625,1694,99.64705,1681,21.0125,54.63712
8475166,John Tavares,NYI,C,82,31,50,81,24,56,0.51324,8,Tavares,1,26,-6,0.9878,7,25,0,0,0.10839,L,286,1234.0975,0.6097,23,0.2804,0.378048,27,0.3292,0.317073,0.439,0.1707,3.487804,101196,36,14,18,8.30343,1.614,74,17.068,5.766,13,2.998,5,1.153,0.116,60,13.839,15608,0.648,190.341,0.0,0,0.0,2,15.286,0.0,0,0.0,0,0.0,0.0,2,15.286,471,0.01998,5.743,85117,1038.01219,2035,96.90476,1777,21.67073,56.94766
8467876,Henrik Sedin,VAN,C,82,14,67,81,6,54,0.50076,6,Sedin,0,52,23,0.9878,8,27,0,0,0.12389,L,113,1145.2804,0.817,17,0.2073,0.170731,32,0.3902,0.634146,0.5365,0.2804,1.378048,93913,44,23,19,7.98182,1.596,47,9.378,5.387,14,2.793,5,0.997,0.285,28,5.587,18041,0.655,220.012,7.94704,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,453,0.0158,5.524,75419,919.7439,2477,103.20833,2034,24.80487,46.17158
8460542,Patrik Elias,NJD,C,81,26,52,78,16,45,0.44119,3,Elias,0,16,-8,0.96296,8,29,2,4,0.15853,L,164,1191.1851,0.6419,26,0.3209,0.320987,61,0.753,0.19753,0.395,0.2469,2.024691,96486,32,20,21,7.67136,1.704,49,10.441,6.179,11,2.344,10,2.13,0.258,31,6.605,16894,0.648,208.567,2.92343,2,0.835,15,6.264,1.67,2,0.835,0,0.0,0.222,9,3.758,8620,0.32942,106.419,70972,876.19753,2232,101.45454,2076,25.62962,46.47687
8474578,Erik Karlsson,OTT,D,81,19,59,78,16,50,0.0,5,Karlsson,0,42,16,0.96296,3,28,0,0,0.07279,R,261,1519.0123,0.7283,65,0.8024,0.234567,60,0.7407,0.518518,0.4444,0.2839,3.222222,123040,36,23,25,7.4164,0.57,101,19.206,5.324,18,3.422,7,1.331,0.051,58,11.029,18931,0.729,233.716,6.59824,0,0.0,3,3.958,0.0,0,0.0,0,0.0,0.0,2,2.639,2728,0.08944,33.679,101381,1251.61728,2681,127.66666,2202,27.18518,55.87647
8466148,Marian Hossa,CHI,R,81,29,48,77,18,54,0.33333,4,Hossa,0,20,18,0.95061,9,20,2,3,0.11693,L,248,1197.8765,0.5925,40,0.4938,0.358024,73,0.9012,0.246913,0.395,0.1975,3.061728,97028,32,16,11,5.85632,2.108,75,17.568,4.685,10,2.342,1,0.234,0.152,59,13.82,15368,0.549,189.728,9.06904,1,0.824,16,6.595,1.236,1,0.412,0,0.0,0.285,7,2.885,8733,0.38366,107.814,72927,900.33333,1868,88.95238,2111,26.06172,45.96305
8458537,Ray Whitney,PHX,L,82,24,53,77,16,57,0.26666,1,Whitney,0,28,26,0.93902,8,20,0,0,0.12972,R,185,1118.756,0.6463,10,0.1219,0.292682,28,0.3414,0.341463,0.439,0.2073,2.256097,91738,36,17,12,5.42489,1.549,74,14.337,3.874,6,1.162,6,1.162,0.17,47,9.106,18581,0.73,226.597,60.0006,0,0.0,1,30.0,0.0,0,0.0,0,0.0,0.0,0,0.0,120,0.00482,1.463,73037,890.69512,2070,94.0909,1712,20.87804,53.58528
8466138,Joe Thornton,SJS,C,82,18,59,77,14,53,0.56092,2,Thornton,0,31,17,0.93902,4,23,0,1,0.11538,L,156,1228.1585,0.7195,26,0.317,0.219512,42,0.5121,0.378048,0.3536,0.3658,1.902439,100709,29,30,19,7.78612,0.865,49,10.597,4.974,9,1.946,10,2.162,0.129,31,6.704,16645,0.616,202.987,4.85362,1,0.0,5,3.466,0.693,1,0.693,0,0.0,0.0,2,1.386,5192,0.23964,63.317,78872,961.85365,2415,109.77272,2217,27.03658,45.4258
8468483,Marian Gaborik,NYR,R,82,41,35,76,31,55,0.0,7,Gaborik,3,34,15,0.92682,10,21,0,0,0.14855,L,276,1170.9512,0.4268,40,0.4878,0.5,63,0.7682,0.414634,0.2804,0.1463,3.365853,96018,23,12,11,6.54285,2.044,97,19.833,4.293,8,1.635,3,0.613,0.142,70,14.312,17607,0.633,214.719,7.36198,0,0.0,2,14.723,0.0,0,0.0,0,0.0,0.0,2,14.723,489,0.01885,5.963,77922,950.26829,1917,100.89473,1847,22.52439,51.98592
8474586,Jordan Eberle,EDM,R,78,34,42,76,24,56,0.44444,4,Eberle,0,10,4,0.97435,10,20,0,0,0.18888,R,180,1055.8333,0.5384,24,0.3076,0.435897,45,0.5769,0.128205,0.3461,0.1923,2.307692,82355,27,15,10,8.17427,2.554,58,14.815,5.108,6,1.532,4,1.021,0.208,48,12.261,14093,0.575,180.679,0.0,0,0.0,1,4.301,0.0,0,0.0,0,0.0,0.0,1,4.301,837,0.02841,10.73,67425,864.42307,1089,72.6,1689,21.65384,48.75962
8471685,Anze Kopitar,LAK,C,82,25,51,76,15,46,0.53808,2,Kopitar,0,20,12,0.92682,8,26,2,4,0.10869,L,230,1280.3292,0.6219,53,0.6463,0.304878,72,0.878,0.243902,0.2926,0.3292,2.804878,104987,24,27,18,7.11036,1.723,82,17.668,5.602,4,0.861,14,3.016,0.166,48,10.342,16708,0.579,203.756,4.24028,2,0.652,19,6.197,1.304,2,0.652,0,0.0,0.153,13,4.24,11037,0.36198,134.597,77242,941.9756,2440,101.66666,2059,25.10975,50.98931
8466378,Martin St. Louis,TBL,R,77,25,49,74,21,58,0.43902,3,St. Louis,1,16,-3,0.96103,4,16,0,0,0.13513,L,185,1357.961,0.6363,39,0.5064,0.324675,17,0.2207,0.207792,0.3896,0.2467,2.402597,104563,30,19,12,6.60588,0.825,49,10.115,3.302,6,1.238,6,1.238,0.114,35,7.225,17439,0.71,226.48,3.64373,0,0.0,4,7.287,0.0,0,0.0,0,0.0,0.0,3,5.465,1976,0.07999,25.662,85148,1105.81818,1717,90.36842,1847,23.98701,56.61234
