playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8478402,Connor McDavid,EDM,C,80,44,79,123,34,78,0.53728,9,McDavid,4,45,28,1.5375,10,44,0,1,0.14012,L,314,1323.975,0.9875,26,0.325,0.55,75,0.9375,0.5625,0.6125,0.375,3.925,105918,49,30,34,10.67591,2.014,96,19.337,8.863,20,4.028,14,2.82,0.126,79,15.913,17872,0.805,223.4,3.70752,1,0.0,0,0.0,3.707,1,3.707,0,0.0,0.0,0,0.0,971,0.03955,12.137,87075,1088.4375,2107,131.6875,1757,21.9625,60.28343
8476346,Johnny Gaudreau,CGY,L,82,40,75,115,34,90,1.0,9,Gaudreau,2,26,64,1.40243,6,25,0,0,0.15267,L,262,1114.4878,0.9146,9,0.1097,0.487804,10,0.1219,0.317073,0.6341,0.2804,3.195121,91388,52,23,19,9.92419,1.488,97,24.066,6.202,9,2.232,10,2.481,0.077,77,19.104,14510,0.617,176.951,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,286,0.01111,3.487,76592,934.04878,1355,79.70588,1807,22.03658,50.57443
8476456,Jonathan Huberdeau,FLA,L,80,30,85,115,22,72,0.33333,7,Huberdeau,2,54,35,1.4375,5,38,3,5,0.13513,L,222,1165.475,1.0625,28,0.35,0.375,99,1.2375,0.675,0.6625,0.4,2.775,93238,53,32,33,10.36819,1.016,68,13.824,7.725,20,4.065,13,2.642,0.102,49,9.961,17708,0.725,221.35,6.55439,2,1.228,15,6.144,2.048,2,0.819,0,0.0,0.214,14,5.735,8788,0.35052,109.85,66742,834.275,1868,84.90909,1839,22.9875,50.70038
8477934,Leon Draisaitl,EDM,C,80,55,55,110,30,68,0.53401,11,Draisaitl,1,40,17,1.375,24,41,1,1,0.19784,L,278,1340.95,0.6875,25,0.3125,0.6875,53,0.6625,0.5,0.4125,0.275,3.475,107276,33,22,17,10.55603,4.691,141,27.562,8.014,7,1.368,10,1.954,0.25,96,18.766,18416,0.834,230.2,7.93301,0,0.793,16,12.692,0.793,0,0.0,0,0.0,0.083,12,9.519,4538,0.18566,56.725,84322,1054.025,1893,126.2,1827,22.8375,58.71702
8478864,Kirill Kaprizov,MIN,L,81,47,61,108,33,77,0.55555,5,Kaprizov,2,34,27,1.33333,14,31,0,0,0.16262,L,289,1146.4691,0.753,29,0.358,0.580246,73,0.9012,0.419753,0.4814,0.2716,3.567901,92864,39,22,17,8.95633,3.134,90,20.151,6.941,8,1.791,9,2.015,0.191,73,16.345,16078,0.634,198.493,18.18181,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,198,0.00772,2.444,76588,945.53086,2118,96.27272,1576,19.45679,58.92385
8479318,Auston Matthews,TOR,C,73,60,46,106,44,77,0.56224,10,Matthews,2,18,20,1.45205,16,29,0,0,0.17241,L,348,1236.5479,0.6301,62,0.8493,0.821917,67,0.9178,0.246575,0.3561,0.2739,4.767123,90268,26,20,13,12.22591,4.252,107,28.438,7.707,8,2.126,5,1.328,0.213,75,19.933,13545,0.731,185.547,0.0,0,0.0,2,25.0,0.0,0,0.0,0,0.0,0.0,1,12.5,288,0.01393,3.945,76435,1047.05479,1547,96.6875,1669,22.86301,54.08508
8474564,Steven Stamkos,TBL,C,81,42,64,106,26,70,0.51029,11,Stamkos,3,36,24,1.30864,16,36,0,0,0.17427,R,241,1108.9876,0.7901,31,0.3827,0.518518,93,1.1481,0.444444,0.5308,0.2592,2.975308,89828,43,21,20,10.39076,3.197,134,26.776,7.193,12,2.397,8,1.598,0.153,104,20.781,18016,0.713,222.419,11.35647,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1902,0.07683,23.481,69910,863.08641,1151,60.57894,1788,22.07407,50.23937
8479314,Matthew Tkachuk,CGY,L,82,42,62,104,30,75,0.46511,6,Tkachuk,0,68,57,1.26829,12,29,0,0,0.166,L,253,1073.9634,0.756,20,0.2439,0.512195,93,1.1341,0.829268,0.4756,0.2804,3.085365,88065,39,23,17,9.80857,3.018,107,26.91,7.293,11,2.766,6,1.509,0.164,73,18.359,14314,0.609,174.56,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,148,0.00574,1.804,73603,897.59756,552,32.47058,1787,21.79268,49.28091
8476468,J.T. Miller,VAN,C,80,32,67,99,24,59,0.54095,6,Miller,3,47,15,1.2375,8,38,0,2,0.15533,L,206,1264.6125,0.8375,56,0.7,0.4,172,2.15,0.5875,0.45,0.3875,2.575,101169,36,31,30,11.33501,1.813,72,16.322,8.614,18,4.08,12,2.72,0.153,52,11.788,15880,0.684,198.5,8.609,2,0.0,14,5.021,0.717,1,0.358,1,0.358,0.0,10,3.587,10036,0.45492,125.45,75253,940.6625,1768,93.05263,2069,25.8625,48.89753
8478483,Mitch Marner,TOR,R,72,35,62,97,26,68,0.55555,5,Marner,1,16,23,1.34722,6,25,3,4,0.15625,R,224,1252.9722,0.8611,31,0.4305,0.486111,75,1.0416,0.222222,0.5,0.3611,3.111111,90214,36,26,19,10.73105,1.609,70,18.779,6.706,10,2.682,9,2.414,0.111,54,14.486,13419,0.708,186.375,7.93227,1,1.252,31,12.942,1.669,1,0.417,0,0.0,0.136,22,9.184,8623,0.42936,119.763,68172,946.83333,1017,78.23076,1744,24.22222,51.72821
