playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8471675,Sidney Crosby,PIT,C,80,36,68,104,25,66,0.52517,5,Crosby,1,46,18,1.3,11,38,0,0,0.13899,L,259,1318.3375,0.85,28,0.35,0.45,47,0.5875,0.575,0.425,0.425,3.2375,105467,34,34,27,9.79496,1.924,92,16.091,6.646,10,1.749,17,2.973,0.15,73,12.768,20582,0.788,257.275,2.9752,0,0.0,1,1.487,0.0,0,0.0,0,0.0,0.0,1,1.487,2420,0.09876,30.25,82465,1030.8125,1591,99.4375,1917,23.9625,55.01669
8470612,Ryan Getzlaf,ANA,C,77,31,56,87,26,64,0.49043,7,Getzlaf,1,31,28,1.12987,5,23,0,0,0.15196,R,204,1277.1168,0.7272,87,1.1298,0.402597,110,1.4285,0.402597,0.4545,0.2727,2.64935,98338,35,21,18,6.57011,1.059,82,17.379,4.874,13,2.755,5,1.059,0.094,53,11.232,16986,0.639,220.597,5.12507,0,0.0,10,3.66,0.0,0,0.0,0,0.0,0.0,4,1.464,9834,0.39006,127.714,71518,928.80519,1882,110.70588,1943,25.23376,50.61142
8473512,Claude Giroux,PHI,R,82,28,58,86,21,49,0.52897,7,Giroux,1,46,7,1.04878,7,37,0,0,0.12556,R,223,1226.0731,0.7073,46,0.5609,0.341463,90,1.0975,0.560975,0.317,0.3902,2.719512,100538,26,32,30,8.98047,1.366,95,18.546,7.223,11,2.147,19,3.709,0.111,63,12.299,18440,0.636,224.878,7.7536,0,0.0,13,10.079,0.0,0,0.0,0,0.0,0.0,6,4.652,4643,0.1427,56.621,77455,944.57317,1748,102.82352,2062,25.14634,48.75751
8475794,Tyler Seguin,DAL,C,80,37,47,84,26,59,0.41506,8,Seguin,0,18,16,1.05,11,25,0,0,0.12585,R,294,1160.8625,0.5875,24,0.3,0.4625,48,0.6,0.225,0.4125,0.175,3.675,92869,33,14,14,6.77628,2.192,135,26.905,4.982,9,1.793,5,0.996,0.127,86,17.14,18063,0.621,225.787,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,255,0.01077,3.187,74551,931.8875,1542,96.375,1874,23.425,49.55656
8470621,Corey Perry,ANA,R,81,43,39,82,35,64,0.36,9,Perry,1,65,32,1.01234,8,18,0,0,0.15357,R,280,1168.8765,0.4814,28,0.3456,0.530864,81,1.0,0.802469,0.3333,0.1481,3.45679,94679,27,12,10,6.75224,1.688,101,21.311,3.798,5,1.055,5,1.055,0.121,66,13.926,17061,0.613,210.629,8.02675,0,0.0,7,9.364,0.0,0,0.0,0,0.0,0.0,7,9.364,2691,0.10109,33.222,74927,925.02469,1750,102.94117,1879,23.19753,50.38797
8473548,Phil Kessel,TOR,R,82,37,43,80,29,60,0.14285,6,Kessel,0,27,-5,0.9756,8,20,0,0,0.12131,R,305,1239.9756,0.5243,30,0.3658,0.451219,25,0.3048,0.329268,0.3658,0.1585,3.719512,101678,30,13,12,6.53315,1.866,88,20.532,4.666,8,1.866,4,0.933,0.112,71,16.566,15429,0.599,188.158,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,143,0.00541,1.743,86106,1050.07317,1725,78.40909,2009,24.5,50.61124
8475791,Taylor Hall,EDM,L,75,27,53,80,20,62,0.45679,1,Hall,1,44,-15,1.06666,7,17,0,1,0.108,L,250,1200.8266,0.7066,41,0.5466,0.36,54,0.72,0.586666,0.3333,0.3733,3.333333,90062,25,28,10,8.05876,1.762,77,19.391,4.281,3,0.755,7,1.762,0.12,58,14.606,14295,0.556,190.6,2.13777,1,0.0,7,14.964,2.137,0,0.0,1,2.137,0.0,3,6.413,1684,0.0655,22.453,74083,987.77333,1331,83.1875,1908,25.44,47.2023
8471214,Alex Ovechkin,WSH,L,78,51,28,79,27,39,0.66666,10,Ovechkin,3,48,-35,1.01282,24,39,0,1,0.13212,R,386,1232.7179,0.3589,22,0.282,0.653846,204,2.6153,0.615384,0.2179,0.141,4.948717,96152,17,11,15,9.62403,3.666,197,30.094,5.957,7,1.069,8,1.222,0.175,137,20.928,23566,0.932,302.128,0.0,1,0.0,1,61.02,61.02,1,61.02,0,0.0,0.0,1,61.02,59,0.00226,0.756,72527,929.83333,2510,92.96296,1700,21.79487,56.56
8470794,Joe Pavelski,SJS,C,82,41,38,79,24,46,0.5597,3,Pavelski,0,32,23,0.96341,16,31,1,2,0.18222,R,225,1191.0121,0.4634,68,0.8292,0.5,47,0.5731,0.390243,0.3414,0.1219,2.743902,97663,28,10,15,8.32466,3.329,102,21.227,6.451,13,2.705,2,0.416,0.246,65,13.527,17298,0.608,210.951,6.42939,1,0.459,12,5.51,0.918,1,0.459,0,0.0,0.125,8,3.673,7839,0.36112,95.597,72526,884.46341,2022,87.91304,2221,27.08536,43.97253
8473994,Jamie Benn,DAL,L,81,34,45,79,28,57,0.52827,3,Benn,1,64,21,0.9753,5,19,1,3,0.12186,L,279,1149.1358,0.5555,60,0.7407,0.419753,118,1.4567,0.790123,0.2839,0.2716,3.444444,93080,23,22,14,6.85983,1.008,92,18.561,3.833,8,1.614,6,1.21,0.09,55,11.096,17843,0.603,220.283,4.02234,2,1.005,15,15.083,3.016,2,2.011,0,0.0,0.125,8,8.044,3580,0.14757,44.197,71657,884.65432,1514,89.05882,2029,25.04938,45.87481
