playerId,skaterFullName,teamAbbrevs,positionCode,gamesPlayed,goals,assists,points,evGoals,evPoints,faceoffWinPct,gameWinningGoals,lastName,otGoals,penaltyMinutes,plusMinus,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shootsCatches,shots,timeOnIcePerGame,assistsPerGame,blockedShots,blocksPerGame,goalsPerGame,hits,hitsPerGame,penaltyMinutesPerGame,primaryAssistsPerGame,secondaryAssistsPerGame,shotsPerGame,timeOnIce,totalPrimaryAssists,totalSecondaryAssists,ppAssists,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,ppGoalsAgainstPer60,shAssists,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,evTimeOnIce,evTimeOnIcePerGame,otTimeOnIce,otTimeOnIcePerOtGame,shifts,shiftsPerGame,timeOnIcePerShift
8471214,Alex Ovechkin,WSH,L,82,65,47,112,43,75,0.38888,11,Ovechkin,2,40,28,1.36585,22,37,0,0,0.14573,R,446,1375.0609,0.5731,44,0.5365,0.792682,220,2.6829,0.487804,0.439,0.1341,5.439024,112755,36,11,15,0.0,2.866,,,4.821,12,1.563,3,0.39,0.176,125,16.289,27625,0.834,336.89,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,0.0,,0.02267,9.621,84341,1028.54878,,,1750,21.34146,64.43142
8471215,Evgeni Malkin,PIT,C,82,47,59,106,30,66,0.39325,5,Malkin,0,78,16,1.29268,17,40,0,0,0.17279,L,272,1279.2804,0.7195,40,0.4878,0.57317,49,0.5975,0.951219,0.4634,0.256,3.317073,104901,38,21,23,0.0,2.471,,,5.815,13,1.889,10,1.453,0.184,92,13.375,24762,0.658,301.975,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,3.609,,0.11356,48.658,76149,928.64634,,,1984,24.19512,52.87348
8462042,Jarome Iginla,CGY,R,82,50,48,98,35,65,0.55056,9,Iginla,2,83,27,1.19512,15,33,0,0,0.14792,R,338,1286.2073,0.5853,10,0.1219,0.609756,98,1.1951,1.012195,0.3414,0.2439,4.121951,105469,28,20,18,0.0,2.51,,,5.522,10,1.673,8,1.338,0.157,95,15.898,21512,0.638,262.341,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,4.635,,0.06329,28.414,81627,995.45121,,,2019,24.62195,52.23823
8467514,Pavel Datsyuk,DET,C,82,31,66,97,20,56,0.54381,6,Datsyuk,0,20,41,1.18292,10,40,1,1,0.11742,L,264,1283.0,0.8048,42,0.5121,0.378048,40,0.4878,0.243902,0.5365,0.2682,3.219512,105206,44,22,30,0.0,1.667,,,6.668,18,3.0,12,2.0,0.156,64,10.669,21594,0.597,263.341,,0,0.406,,,0.406,0,0.0,0,0.0,0.125,,3.253,,0.25539,107.951,74760,911.70731,,,2136,26.04878,49.25374
8466138,Joe Thornton,SJS,C,82,29,67,96,18,59,0.52861,5,Thornton,2,59,18,1.17073,11,37,0,0,0.16292,L,178,1272.3536,0.817,31,0.378,0.353658,60,0.7317,0.719512,0.4878,0.3292,2.170731,104333,40,27,26,0.0,1.684,,,5.666,11,1.684,15,2.297,0.177,62,9.495,23507,0.64,286.67,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,1.268,,0.09415,34.621,77988,951.07317,,,2017,24.59756,51.72682
8468083,Henrik Zetterberg,DET,C,75,43,49,92,26,55,0.55041,7,Zetterberg,0,34,30,1.22666,16,36,1,1,0.12011,L,358,1324.24,0.6533,16,0.2133,0.573333,31,0.4133,0.453333,0.3733,0.28,4.773333,99318,28,21,20,0.0,2.79,,,6.279,12,2.093,8,1.395,0.149,107,18.662,20640,0.613,275.2,,0,0.369,,,0.369,0,0.0,0,0.0,0.062,,5.916,,0.30569,129.8,68943,919.24,,,1994,26.58666,49.80842
8467329,Vincent Lecavalier,TBL,C,81,40,52,92,29,59,0.48773,7,Lecavalier,0,89,-17,1.1358,10,29,1,4,0.12578,L,318,1377.0987,0.6419,21,0.2592,0.493827,112,1.3827,1.098765,0.3333,0.3086,3.925925,111545,27,25,19,0.0,1.775,,,5.148,8,1.42,11,1.952,0.116,86,15.268,20277,0.721,250.333,,3,0.474,,,1.897,3,1.423,0,0.0,0.1,,4.744,,0.25215,93.679,83680,1033.08641,,,2014,24.86419,55.3848
8469455,Jason Spezza,OTT,C,76,34,58,92,23,59,0.50449,6,Spezza,0,66,26,1.21052,11,33,0,0,0.1619,R,210,1240.1052,0.7631,18,0.2368,0.447368,18,0.2368,0.868421,0.4736,0.2894,2.763157,94248,36,22,22,0.0,2.001,,,6.005,10,1.819,12,2.183,0.211,52,9.463,19781,0.662,260.276,,0,0.0,,,0.0,0,0.0,0,0.0,0.0,,2.379,,0.04412,19.907,72954,959.92105,,,1698,22.3421,55.5053
8460621,Daniel Alfredsson,OTT,R,70,40,49,89,24,55,0.53846,5,Alfredsson,1,34,15,1.27142,9,25,7,9,0.18433,R,217,1337.0571,0.7,30,0.4285,0.571428,55,0.7857,0.485714,0.4,0.3,3.1,93594,28,21,16,0.0,1.789,,,4.971,9,1.789,7,1.392,0.136,66,13.125,18102,0.635,258.6,,2,2.136,,,2.747,1,0.305,1,0.305,0.291,,7.325,,0.3714,168.485,63698,909.97142,,,1708,24.4,54.79742
8469454,Ilya Kovalchuk,ATL,L,79,52,35,87,34,55,0.4375,4,Kovalchuk,1,52,-12,1.10126,16,30,2,2,0.18374,R,283,1290.1645,0.443,25,0.3164,0.658227,40,0.5063,0.658227,0.3291,0.1139,3.582278,101923,26,9,14,0.0,2.123,,,3.982,11,1.46,3,0.398,0.139,115,15.264,27121,0.88,343.303,,0,3.825,,,3.825,0,0.0,0,0.0,0.666,,5.738,,0.05702,23.822,72920,923.03797,,,1589,20.11392,64.14285
