Label,Coefficient
Y-3 ATOI,0.07835548671020919
Y-2 ATOI,0.10080691699114912
Y-1 ATOI,0.7596873669974812
Y-0 Age,-1.2112721502824928
Y-0 Age^2,0.035076312808124656
Y-0 Age^3,-0.00036987992607452727
Intercept,15.629295374808962
