teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
13,Florida Panthers,82,44,30,8,96,0.58536,245,243,34.41463,34.60975,0.188755,0.801763,0.507448,2.96341,2.9878,0.845814,0.168674,41,20172018,7,,38,3
21,Colorado Avalanche,82,43,30,9,95,0.57926,255,236,29.65853,33.30487,0.219594,0.832714,0.442212,2.87804,3.10975,0.858736,0.175675,41,20172018,5,,35,2
19,St. Louis Blues,82,44,32,6,94,0.57317,223,222,32.64634,29.7317,0.154471,0.796537,0.506002,2.70731,2.71951,0.818181,0.117886,41,20172018,4,,33,3
25,Dallas Stars,82,42,32,8,92,0.56097,231,222,31.21951,29.84146,0.192622,0.80783,0.525077,2.70731,2.81707,0.83274,0.151639,38,20172018,6,,33,4
20,Calgary Flames,82,37,35,10,84,0.51219,216,243,33.64634,31.14634,0.159851,0.817844,0.49367,2.96341,2.63414,0.843866,0.133828,35,20172018,3,,28,2
12,Carolina Hurricanes,82,36,35,11,83,0.50609,225,253,33.90243,28.86585,0.1841,0.77487,0.540641,3.08536,2.7439,0.790575,0.158995,33,20172018,2,,30,3
2,New York Islanders,82,35,37,10,80,0.4878,261,293,31.36585,35.58536,0.232,0.731915,0.488717,3.57317,3.18292,0.753191,0.188,32,20172018,2,,25,3
22,Edmonton Oilers,82,36,40,6,78,0.4756,229,262,33.41463,32.12195,0.147619,0.767347,0.486882,3.19512,2.79268,0.812244,0.123809,31,20172018,1,,24,5
3,New York Rangers,82,34,39,9,77,0.46951,228,263,30.95121,35.34146,0.211618,0.813766,0.492765,3.20731,2.78048,0.834008,0.190871,31,20172018,3,,24,3
16,Chicago Blackhawks,82,33,39,10,76,0.46341,228,254,34.06097,32.89024,0.159851,0.79149,0.492528,3.09756,2.78048,0.812765,0.133828,32,20172018,2,,26,1
23,Vancouver Canucks,82,31,40,11,73,0.44512,218,259,30.04878,32.20731,0.214574,0.782609,0.495205,3.15853,2.65853,0.807971,0.174089,31,20172018,4,,25,0
17,Detroit Red Wings,82,30,39,13,73,0.44512,212,254,30.36585,31.86585,0.175213,0.775194,0.48852,3.09756,2.58536,0.810077,0.153846,25,20172018,4,,22,5
8,Montréal Canadiens,82,29,40,13,71,0.43292,207,258,32.76829,32.31707,0.212244,0.741445,0.475481,3.14634,2.52439,0.76806,0.187755,27,20172018,4,,24,2
53,Arizona Coyotes,82,29,41,12,70,0.42682,206,251,29.87804,32.21951,0.168724,0.8,0.477397,3.06097,2.51219,0.808888,0.127572,27,20172018,5,,20,2
9,Ottawa Senators,82,28,43,11,67,0.40853,219,284,30.67073,33.07317,0.165991,0.761703,0.502918,3.46341,2.67073,0.778723,0.1417,26,20172018,2,,18,2
7,Buffalo Sabres,82,25,45,12,62,0.37804,198,278,31.18292,32.69512,0.190661,0.778724,0.515323,3.39024,2.41463,0.817021,0.15175,24,20172018,3,,19,1
