teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
18,Nashville Predators,82,53,18,11,117,0.71341,261,204,32.20731,32.42682,0.212454,0.819398,0.53301,2.4878,3.18292,0.852842,0.194139,47,20172018,11,,42,6
52,Winnipeg Jets,82,52,20,10,114,0.69512,273,216,32.2317,31.86585,0.233576,0.817519,0.524035,2.63414,3.32926,0.850364,0.208029,48,20172018,7,,43,4
14,Tampa Bay Lightning,82,54,23,5,113,0.68902,290,234,32.68292,32.71951,0.23913,0.761195,0.48222,2.85365,3.53658,0.794776,0.22826,48,20172018,8,,42,6
6,Boston Bruins,82,50,20,12,112,0.68292,267,211,32.96341,29.25609,0.235521,0.836735,0.507483,2.57317,3.25609,0.873469,0.196911,47,20172018,4,,41,3
54,Vegas Golden Knights,82,51,24,7,109,0.66463,268,225,32.75609,30.7439,0.209677,0.814346,0.489071,2.7439,3.26829,0.848101,0.189516,47,20172018,5,,39,4
15,Washington Capitals,82,49,26,7,105,0.64024,256,238,29.01219,31.86585,0.225409,0.802974,0.504086,2.90243,3.12195,0.817843,0.192622,46,20172018,3,,38,3
10,Toronto Maple Leafs,82,49,26,7,105,0.64024,270,230,32.19512,33.85365,0.25,0.813853,0.518218,2.80487,3.29268,0.831168,0.227678,42,20172018,8,,37,7
30,Minnesota Wild,82,45,26,11,101,0.61585,250,229,30.19512,31.32926,0.204166,0.8125,0.49804,2.79268,3.04878,0.838235,0.179166,42,20172018,6,,38,3
24,Anaheim Ducks,82,44,25,13,101,0.61585,231,209,30.18292,33.12195,0.17757,0.832117,0.512615,2.54878,2.81707,0.868613,0.158878,40,20172018,9,,35,4
28,San Jose Sharks,82,45,27,10,100,0.60975,247,226,32.95121,30.34146,0.206225,0.848215,0.512522,2.75609,3.01219,0.883928,0.194552,40,20172018,6,,35,5
5,Pittsburgh Penguins,82,47,29,6,100,0.60975,270,248,34.42682,31.13414,0.261538,0.8,0.50254,3.02439,3.29268,0.822641,0.25,45,20172018,4,,33,2
26,Los Angeles Kings,82,45,29,8,98,0.59756,237,202,31.02439,30.93902,0.204166,0.85,0.497338,2.46341,2.89024,0.86923,0.1875,43,20172018,8,,34,2
4,Philadelphia Flyers,82,42,26,14,98,0.59756,249,236,32.08536,29.85365,0.206896,0.757848,0.532626,2.87804,3.03658,0.7713,0.168582,40,20172018,3,,31,2
1,New Jersey Devils,82,44,29,9,97,0.59146,243,240,31.69512,31.90243,0.214285,0.81783,0.469877,2.92682,2.96341,0.864341,0.190476,39,20172018,2,,33,5
29,Columbus Blue Jackets,82,45,30,7,97,0.59146,236,226,33.67073,31.30487,0.171806,0.761683,0.484066,2.75609,2.87804,0.780373,0.140969,39,20172018,5,,30,6
