teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
3,New York Rangers,82,53,22,7,113,0.68902,248,187,31.4878,29.4878,0.168103,0.842554,0.467358,2.28048,3.02439,0.880851,0.142241,49,20142015,11,,43,4
8,Montréal Canadiens,82,50,22,10,110,0.67073,214,184,28.46341,30.12195,0.164609,0.836576,0.520873,2.2439,2.60975,0.863813,0.148148,43,20142015,9,,37,7
19,St. Louis Blues,82,51,24,7,109,0.66463,239,197,30.91463,27.2317,0.223107,0.836576,0.534257,2.40243,2.91463,0.844357,0.203187,42,20142015,10,,37,9
24,Anaheim Ducks,82,51,24,7,109,0.66463,228,221,29.9756,28.86585,0.157446,0.810219,0.516455,2.69512,2.78048,0.843065,0.131914,43,20142015,4,,35,8
14,Tampa Bay Lightning,82,50,24,8,108,0.65853,259,206,29.60975,27.89024,0.187943,0.836576,0.497066,2.51219,3.15853,0.863813,0.166666,47,20142015,5,,43,3
18,Nashville Predators,82,47,25,10,104,0.63414,226,202,31.87804,28.25609,0.162162,0.807693,0.489024,2.46341,2.75609,0.824786,0.142857,41,20142015,5,,33,6
16,Chicago Blackhawks,82,48,28,6,102,0.62195,220,186,33.86585,30.20731,0.176245,0.834124,0.520489,2.26829,2.68292,0.848341,0.149425,39,20142015,5,,36,9
23,Vancouver Canucks,82,48,29,5,101,0.61585,236,220,29.91463,29.82926,0.193277,0.857143,0.466653,2.68292,2.87804,0.879699,0.184873,42,20142015,9,,36,6
15,Washington Capitals,82,45,26,11,101,0.61585,237,199,29.5,28.87804,0.253164,0.812031,0.512497,2.42682,2.89024,0.827067,0.236286,40,20142015,9,,35,5
2,New York Islanders,82,47,28,7,101,0.61585,245,224,33.79268,28.30487,0.187265,0.779817,0.492213,2.7317,2.9878,0.825688,0.176029,40,20142015,6,,34,7
30,Minnesota Wild,82,46,28,8,100,0.60975,227,198,30.75609,27.62195,0.158536,0.863248,0.498698,2.41463,2.76829,0.880341,0.146341,42,20142015,8,,38,4
17,Detroit Red Wings,82,43,25,14,100,0.60975,231,211,29.62195,28.31707,0.238095,0.809028,0.514656,2.57317,2.81707,0.819444,0.210884,39,20142015,6,,32,4
