teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
23,Vancouver Canucks,82,51,22,9,111,0.67682,241,191,31.5,30.80487,0.197916,0.86014,0.52155,2.32926,2.93902,0.884615,0.184027,43,20112012,9,,36,8
19,St. Louis Blues,82,49,22,11,109,0.66463,206,155,30.63414,26.70731,0.166666,0.858157,0.504208,1.89024,2.51219,0.882978,0.155555,45,20112012,15,,42,4
3,New York Rangers,82,51,24,7,109,0.66463,222,182,28.51219,27.81707,0.157142,0.861539,0.499453,2.21951,2.70731,0.892307,0.142857,47,20112012,10,,39,4
5,Pittsburgh Penguins,82,51,25,6,108,0.65853,273,218,33.89024,27.40243,0.197231,0.877778,0.504337,2.65853,3.32926,0.918518,0.162629,42,20112012,3,,40,9
18,Nashville Predators,82,48,26,8,104,0.63414,232,205,27.57317,30.76829,0.216,0.836066,0.489971,2.5,2.82926,0.856557,0.2,43,20112012,5,,40,5
4,Philadelphia Flyers,82,47,26,9,103,0.62804,260,225,32.20731,28.40243,0.197014,0.818182,0.483108,2.7439,3.17073,0.83699,0.170149,43,20112012,6,,37,4
6,Boston Bruins,82,49,29,4,102,0.62195,260,199,32.35365,29.76829,0.172,0.834616,0.545247,2.42682,3.17073,0.865384,0.168,40,20112012,8,,38,9
17,Detroit Red Wings,82,48,28,6,102,0.62195,239,200,32.17073,26.9756,0.161073,0.817519,0.515867,2.43902,2.91463,0.824817,0.124161,39,20112012,7,,36,9
1,New Jersey Devils,82,48,28,6,102,0.62195,216,205,27.4756,26.81707,0.172284,0.895753,0.47068,2.5,2.63414,0.953667,0.123595,36,20112012,7,,32,12
16,Chicago Blackhawks,82,45,26,11,101,0.61585,241,231,31.5,28.57317,0.151624,0.781116,0.505499,2.81707,2.93902,0.811158,0.140794,38,20112012,0,,34,7
27,Phoenix Coyotes,82,42,27,13,97,0.59146,210,194,29.62195,31.62195,0.135458,0.855422,0.501512,2.36585,2.56097,0.879518,0.111553,36,20112012,8,,33,6
28,San Jose Sharks,82,43,29,10,96,0.58536,219,205,33.81707,28.56097,0.211111,0.768889,0.53325,2.5,2.67073,0.782222,0.196296,34,20112012,6,,31,9
26,Los Angeles Kings,82,40,27,15,95,0.57926,188,170,30.59756,27.41463,0.16955,0.870308,0.515171,2.07317,2.29268,0.901023,0.162629,34,20112012,11,,31,6
13,Florida Panthers,82,38,26,18,94,0.57317,197,216,29.67073,30.54878,0.185314,0.79498,0.505782,2.63414,2.40243,0.811715,0.164335,32,20112012,4,,31,6
15,Washington Capitals,82,42,32,8,92,0.56097,218,226,27.9878,30.18292,0.167346,0.81579,0.49958,2.75609,2.65853,0.827067,0.12653,38,20112012,8,,31,4
9,Ottawa Senators,82,41,31,10,92,0.56097,243,236,31.39024,32.03658,0.181481,0.81613,0.501328,2.87804,2.96341,0.845161,0.155555,35,20112012,4,,30,6
20,Calgary Flames,82,37,29,16,90,0.54878,199,217,27.53658,30.82926,0.176923,0.843284,0.461698,2.64634,2.42682,0.854477,0.153846,34,20112012,4,,32,3
25,Dallas Stars,82,42,35,5,89,0.54268,204,218,28.2317,30.81707,0.135245,0.828383,0.491142,2.65853,2.4878,0.844884,0.12295,35,20112012,5,,31,7
7,Buffalo Sabres,82,39,32,11,89,0.54268,211,223,29.2317,31.35365,0.170542,0.817121,0.495248,2.71951,2.57317,0.836575,0.14341,32,20112012,7,,27,7
21,Colorado Avalanche,82,41,35,6,88,0.53658,199,218,31.5,29.58536,0.183856,0.830325,0.516288,2.65853,2.42682,0.848375,0.165919,32,20112012,6,,25,9
52,Winnipeg Jets,82,37,35,10,84,0.51219,221,242,30.13414,30.12195,0.179282,0.80137,0.49034,2.95121,2.69512,0.811643,0.14741,33,20112012,6,,27,4
