teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
12,Carolina Hurricanes,82,40,31,11,91,0.55487,231,234,30.69512,33.2317,0.158959,0.8125,0.446163,2.85365,2.81707,0.838235,0.141618,35,20102011,4,,29,5
19,St. Louis Blues,82,38,33,11,87,0.53048,236,228,30.18292,27.7317,0.186379,0.817205,0.47309,2.78048,2.87804,0.842293,0.182795,34,20102011,10,,31,4
30,Minnesota Wild,82,39,35,8,86,0.52439,203,228,26.19512,32.01219,0.181506,0.827923,0.507481,2.78048,2.4756,0.850649,0.157534,36,20102011,5,,31,3
10,Toronto Maple Leafs,82,37,34,11,85,0.51829,213,245,28.78048,30.9756,0.159509,0.774546,0.504575,2.9878,2.59756,0.792727,0.134969,32,20102011,3,,30,5
1,New Jersey Devils,82,38,39,5,81,0.4939,171,207,28.58536,26.2439,0.143459,0.834025,0.511823,2.52439,2.08536,0.846473,0.109704,35,20102011,9,,28,3
29,Columbus Blue Jackets,82,34,35,13,81,0.4939,210,250,30.56097,29.84146,0.139534,0.802548,0.511865,3.04878,2.56097,0.821656,0.10299,29,20102011,6,,24,5
11,Atlanta Thrashers,82,34,36,12,80,0.4878,218,262,31.4756,32.17073,0.183391,0.775439,0.487347,3.19512,2.65853,0.796491,0.148788,29,20102011,5,,19,5
9,Ottawa Senators,82,32,40,10,74,0.45121,190,245,29.03658,31.20731,0.175097,0.836735,0.508425,2.9878,2.31707,0.857142,0.159533,30,20102011,5,,28,2
2,New York Islanders,82,30,39,13,73,0.44512,225,258,29.36585,31.95121,0.172185,0.832259,0.501439,3.14634,2.7439,0.880645,0.149006,26,20102011,2,,19,4
13,Florida Panthers,82,30,40,12,72,0.43902,191,222,30.40243,31.81707,0.131086,0.846442,0.519292,2.70731,2.32926,0.861423,0.112359,26,20102011,7,,20,4
21,Colorado Avalanche,82,30,44,8,68,0.41463,221,287,29.19512,31.81707,0.184905,0.761147,0.506339,3.5,2.69512,0.786624,0.143396,24,20102011,1,,18,6
22,Edmonton Oilers,82,25,45,12,62,0.37804,191,260,26.68292,31.67073,0.144736,0.769471,0.441552,3.17073,2.32926,0.794392,0.138157,23,20102011,4,,21,2
