teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
17,Detroit Red Wings,82,54,21,7,115,0.70121,252,179,34.39024,23.53658,0.207161,0.840337,0.532691,2.18292,3.07317,0.854341,0.189258,49,20072008,9,,47,5
28,San Jose Sharks,82,49,23,10,108,0.65853,216,187,29.60975,24.15853,0.187165,0.858065,0.511748,2.28048,2.63414,0.880645,0.163101,43,20072008,7,,40,6
8,Montréal Canadiens,82,47,25,10,104,0.63414,257,216,29.06097,31.57317,0.240641,0.824562,0.489873,2.63414,3.13414,0.847953,0.23262,42,20072008,6,,37,5
5,Pittsburgh Penguins,82,47,27,8,102,0.62195,240,212,27.67073,30.76829,0.203703,0.809524,0.461062,2.58536,2.92682,0.82633,0.177248,40,20072008,8,,39,7
24,Anaheim Ducks,82,47,27,8,102,0.62195,197,184,27.32926,28.04878,0.166204,0.830883,0.501621,2.2439,2.40243,0.85049,0.146814,39,20072008,4,,35,8
1,New Jersey Devils,82,46,29,7,99,0.60365,198,193,28.80487,27.52439,0.15625,0.828026,0.503966,2.35365,2.41463,0.847133,0.134375,38,20072008,4,,31,8
30,Minnesota Wild,82,44,28,10,98,0.59756,220,210,27.04878,30.10975,0.189349,0.851516,0.472987,2.56097,2.68292,0.860606,0.159763,41,20072008,5,,35,3
25,Dallas Stars,82,45,30,7,97,0.59146,237,204,26.67073,26.06097,0.18079,0.855933,0.504049,2.4878,2.89024,0.892655,0.158192,40,20072008,5,,37,5
3,New York Rangers,82,42,27,13,97,0.59146,205,190,31.45121,25.90243,0.164864,0.845482,0.522979,2.31707,2.5,0.857142,0.148648,34,20072008,12,,30,8
4,Philadelphia Flyers,82,42,29,11,95,0.57926,245,227,28.76829,31.81707,0.218181,0.832475,0.493061,2.76829,2.9878,0.865979,0.202597,39,20072008,6,,36,3
21,Colorado Avalanche,82,44,31,7,95,0.57926,224,216,28.64634,27.28048,0.146268,0.813954,0.477864,2.63414,2.7317,0.820598,0.131343,37,20072008,3,,33,7
9,Ottawa Senators,82,43,31,8,94,0.57317,258,242,30.13414,29.95121,0.182926,0.810527,0.516588,2.95121,3.14634,0.857894,0.164634,40,20072008,3,,37,3
20,Calgary Flames,82,42,30,10,94,0.57317,226,224,28.2439,28.4756,0.167613,0.814911,0.495246,2.7317,2.75609,0.838046,0.144886,39,20072008,2,,36,3
15,Washington Capitals,82,43,31,8,94,0.57317,238,227,30.95121,27.54878,0.187861,0.805158,0.511618,2.76829,2.90243,0.819484,0.164739,39,20072008,3,,32,4
6,Boston Bruins,82,41,29,12,94,0.57317,206,215,28.52439,30.46341,0.175548,0.786145,0.491381,2.62195,2.51219,0.813253,0.156739,35,20072008,6,,32,6
12,Carolina Hurricanes,82,43,33,6,92,0.56097,250,246,32.54878,28.87804,0.188095,0.788733,0.494021,3.0,3.04878,0.8,0.157142,41,20072008,4,,36,2
18,Nashville Predators,82,41,32,9,91,0.55487,227,224,29.57317,29.75609,0.148044,0.853732,0.505037,2.7317,2.76829,0.874626,0.120111,38,20072008,10,,33,3
7,Buffalo Sabres,82,39,31,12,90,0.54878,251,233,30.21951,28.36585,0.180327,0.831832,0.48644,2.84146,3.06097,0.858858,0.158469,35,20072008,5,,30,4
16,Chicago Blackhawks,82,40,34,8,88,0.53658,234,231,28.02439,28.60975,0.158904,0.82078,0.523435,2.81707,2.85365,0.864935,0.142465,35,20072008,4,,31,5
23,Vancouver Canucks,82,39,33,10,88,0.53658,207,206,27.46341,28.86585,0.170731,0.826087,0.486836,2.51219,2.52439,0.847826,0.151761,33,20072008,6,,29,6
22,Edmonton Oilers,82,41,35,6,88,0.53658,220,247,26.29268,31.37804,0.165697,0.846995,0.50489,3.01219,2.68292,0.86612,0.136627,26,20072008,4,,22,15
