teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
21,Colorado Avalanche,56,39,13,4,82,0.73214,197,132,34.58928,25.41071,0.227053,0.830509,0.516228,2.35714,3.51785,0.836158,0.21256,39,20202021,8,,35,0
54,Vegas Golden Knights,56,40,14,2,82,0.73214,190,122,32.66071,27.26785,0.17816,0.868056,0.495164,2.17857,3.39285,0.895833,0.166666,39,20202021,7,,30,1
12,Carolina Hurricanes,56,36,12,8,80,0.71428,175,134,32.03571,28.23214,0.256097,0.852273,0.538686,2.39285,3.125,0.892045,0.219512,32,20202021,6,,27,4
13,Florida Panthers,56,37,14,5,79,0.70535,188,151,34.89285,30.03571,0.205263,0.79762,0.501801,2.69642,3.35714,0.821428,0.18421,36,20202021,3,,26,1
5,Pittsburgh Penguins,56,37,16,3,77,0.6875,193,155,30.07142,29.98214,0.236842,0.774194,0.492948,2.76785,3.44642,0.812903,0.210526,34,20202021,5,,29,3
10,Toronto Maple Leafs,56,35,14,7,77,0.6875,186,148,31.26785,27.82142,0.2,0.784723,0.510902,2.64285,3.32142,0.805555,0.154838,34,20202021,3,,29,1
15,Washington Capitals,56,36,15,5,77,0.6875,188,161,29.41071,28.78571,0.248366,0.839507,0.492022,2.875,3.35714,0.851851,0.196078,33,20202021,4,,29,3
14,Tampa Bay Lightning,56,36,17,3,75,0.66964,180,145,30.21428,28.26785,0.222222,0.841531,0.501119,2.58928,3.21428,0.857923,0.205555,35,20202021,6,,29,1
30,Minnesota Wild,56,35,16,5,75,0.66964,180,159,28.30357,30.44642,0.175757,0.807454,0.465194,2.83928,3.21428,0.819875,0.157575,34,20202021,4,,27,1
6,Boston Bruins,56,33,16,7,73,0.65178,164,134,33.32142,27.07142,0.21875,0.859551,0.55254,2.39285,2.92857,0.910112,0.18125,29,20202021,6,,25,4
22,Edmonton Oilers,56,35,19,2,72,0.64285,183,154,29.89285,30.66071,0.275862,0.824676,0.504198,2.75,3.26785,0.837662,0.252873,35,20202021,3,,31,0
2,New York Islanders,56,32,17,7,71,0.63392,152,125,28.98214,28.39285,0.1875,0.837038,0.513717,2.23214,2.71428,0.866666,0.1875,28,20202021,10,,24,4
18,Nashville Predators,56,31,23,2,64,0.57142,151,154,29.98214,31.30357,0.1761,0.755814,0.516989,2.75,2.69642,0.790697,0.163522,26,20202021,5,,21,5
