teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
52,Winnipeg Jets,56,30,23,3,63,0.5625,170,152,29.66071,30.58928,0.229813,0.80537,0.504565,2.71428,3.03571,0.825503,0.21118,30,20202021,5,,24,0
19,St. Louis Blues,56,27,20,9,63,0.5625,167,167,28.96428,29.82142,0.232258,0.777778,0.533227,2.98214,2.98214,0.812865,0.225806,25,20202021,1,,19,2
3,New York Rangers,56,27,23,6,60,0.53571,176,155,28.69642,29.71428,0.206703,0.822486,0.444811,2.76785,3.14285,0.869822,0.184357,26,20202021,5,,24,1
25,Dallas Stars,56,23,19,14,60,0.53571,156,148,30.33928,27.10714,0.235668,0.79085,0.518334,2.64285,2.78571,0.810457,0.210191,21,20202021,4,,17,2
8,Montréal Canadiens,56,24,21,11,59,0.52678,158,165,31.17857,28.19642,0.192052,0.784884,0.483943,2.94642,2.82142,0.837209,0.178807,23,20202021,1,,20,1
4,Philadelphia Flyers,56,25,23,8,58,0.51785,160,197,30.21428,29.21428,0.191616,0.730539,0.540254,3.51785,2.85714,0.736526,0.155688,22,20202021,3,,17,3
20,Calgary Flames,56,26,27,3,55,0.49107,155,160,30.16071,28.16071,0.182857,0.802326,0.499513,2.85714,2.76785,0.813953,0.142857,25,20202021,4,,22,1
16,Chicago Blackhawks,56,24,25,7,55,0.49107,159,184,29.19642,33.71428,0.217142,0.768212,0.463446,3.28571,2.83928,0.788079,0.177142,22,20202021,4,,15,2
53,Arizona Coyotes,56,24,26,6,54,0.48214,150,174,27.46428,30.46428,0.207865,0.808384,0.490669,3.10714,2.67857,0.820359,0.185393,21,20202021,4,,19,3
9,Ottawa Senators,56,23,28,5,51,0.45535,155,189,29.69642,32.125,0.155172,0.789474,0.47387,3.375,2.76785,0.830409,0.126436,21,20202021,2,,18,2
23,Vancouver Canucks,56,23,29,4,50,0.44642,148,187,29.08928,33.39285,0.174193,0.797815,0.523402,3.33928,2.64285,0.830601,0.148387,20,20202021,1,,17,3
26,Los Angeles Kings,56,21,28,7,49,0.4375,142,169,28.33928,31.17857,0.189349,0.836478,0.506205,3.01785,2.53571,0.855345,0.171597,20,20202021,2,,19,1
28,San Jose Sharks,56,21,28,7,49,0.4375,146,196,30.03571,31.98214,0.141025,0.804348,0.484157,3.5,2.60714,0.831521,0.115384,16,20202021,2,,15,5
17,Detroit Red Wings,56,19,27,10,48,0.42857,125,168,27.28571,31.89285,0.114093,0.787097,0.500822,3.0,2.23214,0.787096,0.087248,17,20202021,2,,16,2
29,Columbus Blue Jackets,56,18,26,12,48,0.42857,134,184,29.01785,32.41071,0.153846,0.789474,0.453119,3.28571,2.39285,0.834586,0.136752,15,20202021,2,,12,3
1,New Jersey Devils,56,19,30,7,45,0.40178,145,189,28.78571,31.01785,0.141935,0.70946,0.465723,3.375,2.58928,0.729729,0.109677,19,20202021,3,,15,0
24,Anaheim Ducks,56,17,30,9,43,0.38392,124,177,26.78571,30.57142,0.08943,0.798781,0.510262,3.16071,2.21428,0.810975,0.04878,15,20202021,4,,11,2
7,Buffalo Sabres,56,15,34,7,37,0.33035,134,196,28.42857,33.73214,0.20979,0.776979,0.495905,3.5,2.39285,0.812949,0.174825,11,20202021,0,,11,4
