teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
3,New York Rangers,82,55,23,4,114,0.69512,278,226,31.4878,29.4878,0.264227,0.844828,0.522617,2.75609,3.39024,0.87931,0.239837,51,20232024,6,,43,4
25,Dallas Stars,82,52,21,9,113,0.68902,294,232,31.56097,28.65853,0.241666,0.820084,0.540144,2.82926,3.58536,0.870292,0.225,48,20232024,4,,40,4
12,Carolina Hurricanes,82,52,23,7,111,0.67682,277,211,33.32926,25.62195,0.269076,0.864342,0.525654,2.57317,3.37804,0.906976,0.236947,50,20232024,8,,44,2
52,Winnipeg Jets,82,52,24,6,110,0.67073,259,198,30.34146,29.62195,0.1875,0.771301,0.475866,2.41463,3.15853,0.784753,0.166666,52,20232024,8,,46,0
13,Florida Panthers,82,52,24,6,110,0.67073,265,198,33.70731,27.79268,0.235074,0.824743,0.512679,2.41463,3.2317,0.852233,0.201492,49,20232024,8,,42,3
23,Vancouver Canucks,82,50,23,9,109,0.66463,279,221,28.39024,28.57317,0.226562,0.791339,0.521312,2.69512,3.40243,0.818897,0.199218,50,20232024,7,,44,0
6,Boston Bruins,82,47,20,15,109,0.66463,263,221,29.25609,30.53658,0.222222,0.824627,0.495045,2.69512,3.20731,0.850746,0.19753,43,20232024,5,,36,4
21,Colorado Avalanche,82,50,25,7,107,0.65243,302,252,32.9878,29.80487,0.244604,0.799243,0.47944,3.07317,3.68292,0.825757,0.223021,48,20232024,4,,42,2
22,Edmonton Oilers,82,49,27,6,104,0.63414,292,236,33.75609,28.13414,0.263374,0.794574,0.532288,2.87804,3.56097,0.821705,0.242798,47,20232024,4,,39,2
10,Toronto Maple Leafs,82,46,26,10,102,0.62195,298,261,32.57317,29.82926,0.239495,0.768908,0.534512,3.18292,3.63414,0.794117,0.20168,41,20232024,5,,33,5
18,Nashville Predators,82,47,30,5,99,0.60365,266,248,32.21951,30.57317,0.215613,0.769231,0.503536,3.02439,3.2439,0.79757,0.197026,44,20232024,4,,38,3
26,Los Angeles Kings,82,44,27,11,99,0.60365,254,210,31.90243,28.0,0.225806,0.84585,0.505976,2.56097,3.09756,0.889328,0.19758,42,20232024,7,,37,2
14,Tampa Bay Lightning,82,45,29,8,98,0.59756,288,267,29.28048,29.63414,0.28629,0.833334,0.517539,3.25609,3.51219,0.8547,0.262096,42,20232024,4,,37,3
54,Vegas Golden Knights,82,45,29,8,98,0.59756,263,243,31.07317,30.32926,0.20238,0.793428,0.501952,2.96341,3.20731,0.83568,0.170634,41,20232024,3,,34,4
2,New York Islanders,82,39,27,16,94,0.57317,245,258,30.12195,32.75609,0.203463,0.714933,0.51265,3.14634,2.9878,0.76018,0.190476,38,20232024,5,,29,1
19,St. Louis Blues,82,43,33,6,92,0.56097,234,248,28.90243,32.14634,0.18,0.790698,0.499003,3.02439,2.85365,0.84186,0.152,38,20232024,4,,31,5
15,Washington Capitals,82,40,31,11,91,0.55487,216,252,26.4878,30.52439,0.20614,0.7897,0.466535,3.07317,2.63414,0.802575,0.18421,36,20232024,7,,32,4
17,Detroit Red Wings,82,41,32,9,91,0.55487,275,273,28.96341,32.40243,0.230769,0.795834,0.505829,3.32926,3.35365,0.825,0.194139,38,20232024,4,,27,3
5,Pittsburgh Penguins,82,38,32,12,88,0.53658,253,248,32.7439,30.2317,0.152671,0.806585,0.546383,3.02439,3.08536,0.82716,0.10687,36,20232024,8,,32,2
30,Minnesota Wild,82,39,34,9,87,0.53048,248,260,30.13414,29.71951,0.227106,0.745248,0.473127,3.17073,3.02439,0.756653,0.186813,36,20232024,6,,32,3
4,Philadelphia Flyers,82,38,33,11,87,0.53048,231,258,33.02439,27.13414,0.122047,0.834025,0.496789,3.14634,2.81707,0.900414,0.106299,34,20232024,5,,30,4
7,Buffalo Sabres,82,39,37,6,84,0.51219,244,243,30.90243,29.29268,0.165919,0.798354,0.450241,2.96341,2.9756,0.82716,0.121076,37,20232024,5,,33,2
1,New Jersey Devils,82,38,39,5,81,0.4939,264,281,30.68292,29.9756,0.224489,0.806585,0.535349,3.42682,3.21951,0.81893,0.187755,38,20232024,1,,33,0
20,Calgary Flames,82,38,39,5,81,0.4939,253,267,31.36585,29.7317,0.178571,0.808164,0.496267,3.25609,3.08536,0.853061,0.13492,38,20232024,2,,32,0
55,Seattle Kraken,82,34,35,13,81,0.4939,214,232,28.62195,29.15853,0.206611,0.788289,0.475171,2.82926,2.60975,0.815315,0.169421,31,20232024,5,,28,3
9,Ottawa Senators,82,37,41,4,78,0.4756,250,281,31.7317,29.65853,0.180212,0.751021,0.509871,3.42682,3.04878,0.779591,0.15901,32,20232024,2,,25,5
53,Arizona Coyotes,82,36,41,5,77,0.46951,254,274,27.71951,31.68292,0.219917,0.763158,0.450821,3.34146,3.09756,0.789473,0.190871,34,20232024,7,,28,2
8,Montréal Canadiens,82,30,36,16,76,0.46341,232,281,27.67073,33.39024,0.174603,0.764493,0.514563,3.42682,2.82926,0.789855,0.126984,26,20232024,2,,20,4
29,Columbus Blue Jackets,82,27,43,12,66,0.40243,234,298,29.9756,34.41463,0.150943,0.762712,0.472216,3.63414,2.85365,0.783898,0.122641,24,20232024,1,,21,3
24,Anaheim Ducks,82,27,50,5,59,0.35975,203,293,26.75609,32.51219,0.178723,0.724243,0.466475,3.57317,2.4756,0.760606,0.157446,26,20232024,1,,21,1
16,Chicago Blackhawks,82,23,53,6,52,0.31707,178,289,26.25609,32.69512,0.165957,0.757576,0.462608,3.52439,2.17073,0.770562,0.131914,22,20232024,1,,17,1
28,San Jose Sharks,82,19,54,9,47,0.28658,180,326,25.2317,35.13414,0.201923,0.753969,0.490405,3.9756,2.19512,0.765873,0.163461,18,20232024,2,,14,1
