teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
15,Washington Capitals,82,54,15,13,121,0.7378,313,227,32.84146,30.91463,0.252396,0.787975,0.51512,2.76829,3.81707,0.800632,0.226837,49,20092010,3,,43,5
28,San Jose Sharks,82,51,20,11,113,0.68902,257,209,31.7317,31.35365,0.210355,0.850153,0.556118,2.54878,3.13414,0.874617,0.181229,44,20092010,3,,43,7
16,Chicago Blackhawks,82,52,22,8,112,0.68292,262,203,34.12195,25.09756,0.17687,0.852831,0.523958,2.4756,3.19512,0.901886,0.163265,43,20092010,11,,37,9
27,Phoenix Coyotes,82,50,25,7,107,0.65243,211,196,30.51219,29.59756,0.146496,0.845426,0.499561,2.39024,2.57317,0.854889,0.124203,36,20092010,8,,31,14
23,Vancouver Canucks,82,49,28,5,103,0.62804,268,218,30.90243,29.5,0.20923,0.815625,0.513718,2.65853,3.26829,0.84375,0.190769,45,20092010,5,,41,4
1,New Jersey Devils,82,48,27,7,103,0.62804,216,186,29.9878,26.9878,0.186813,0.828452,0.494344,2.26829,2.63414,0.85774,0.168498,42,20092010,9,,40,6
17,Detroit Red Wings,82,44,24,14,102,0.62195,223,207,33.37804,29.42682,0.192182,0.838952,0.510917,2.52439,2.71951,0.868913,0.188925,38,20092010,4,,33,6
5,Pittsburgh Penguins,82,47,28,7,101,0.61585,249,235,32.78048,28.65853,0.171779,0.840979,0.492848,2.86585,3.03658,0.862385,0.147239,39,20092010,1,,33,8
26,Los Angeles Kings,82,46,27,9,101,0.61585,231,211,29.13414,27.56097,0.208469,0.802632,0.506107,2.57317,2.81707,0.815789,0.188925,36,20092010,5,,32,10
7,Buffalo Sabres,82,45,27,10,100,0.60975,231,201,31.56097,31.37804,0.175718,0.866198,0.486387,2.45121,2.81707,0.880281,0.166134,41,20092010,5,,35,4
18,Nashville Predators,82,47,29,6,100,0.60975,217,221,30.58536,29.21951,0.164335,0.771318,0.491894,2.69512,2.64634,0.790697,0.143356,39,20092010,8,,33,8
21,Colorado Avalanche,82,43,30,9,95,0.57926,237,228,27.89024,32.06097,0.180645,0.801981,0.477398,2.78048,2.89024,0.828382,0.151612,36,20092010,8,,34,7
9,Ottawa Senators,82,44,32,6,94,0.57317,220,233,29.70731,28.53658,0.168965,0.842768,0.49333,2.84146,2.68292,0.861635,0.155172,39,20092010,6,,34,5
6,Boston Bruins,82,39,30,13,91,0.55487,196,191,31.69512,29.81707,0.166037,0.863971,0.526077,2.32926,2.39024,0.886029,0.150943,29,20092010,10,,25,10
20,Calgary Flames,82,40,32,10,90,0.54878,201,203,28.65853,28.92682,0.160447,0.822951,0.479939,2.4756,2.45121,0.84918,0.152985,37,20092010,4,,35,3
