teamId,teamFullName,gamesPlayed,wins,losses,otLosses,points,pointPct,goalsFor,goalsAgainst,shotsForPerGame,shotsAgainstPerGame,powerPlayPct,penaltyKillPct,faceoffWinPct,goalsAgainstPerGame,goalsForPerGame,penaltyKillNetPct,powerPlayNetPct,regulationAndOtWins,seasonId,teamShutouts,ties,winsInRegulation,winsInShootout
6,Boston Bruins,82,65,12,5,135,0.82317,301,174,32.96341,29.84146,0.222222,0.872792,0.544854,2.12195,3.67073,0.90106,0.193548,61,20222023,7,,54,4
12,Carolina Hurricanes,82,52,21,9,113,0.68902,262,210,34.78048,26.0,0.197628,0.84375,0.528568,2.56097,3.19512,0.886718,0.173913,48,20222023,9,,39,4
1,New Jersey Devils,82,52,22,8,112,0.68292,289,222,34.40243,28.2317,0.21875,0.826087,0.512613,2.70731,3.52439,0.865217,0.183035,50,20222023,4,,39,2
10,Toronto Maple Leafs,82,50,21,11,111,0.67682,278,220,32.04878,29.51219,0.260162,0.818549,0.530917,2.68292,3.39024,0.850806,0.227642,49,20222023,5,,42,1
54,Vegas Golden Knights,82,51,22,9,111,0.67682,267,225,31.54878,30.89024,0.202898,0.774359,0.522547,2.7439,3.25609,0.825641,0.183574,46,20222023,3,,38,5
22,Edmonton Oilers,82,50,23,9,109,0.66463,325,256,33.58536,31.36585,0.323636,0.769785,0.508183,3.12195,3.96341,0.834532,0.298181,50,20222023,2,,45,0
21,Colorado Avalanche,82,51,24,7,109,0.66463,274,223,33.25609,30.96341,0.24521,0.790323,0.46708,2.71951,3.34146,0.814516,0.226053,45,20222023,6,,36,6
25,Dallas Stars,82,47,21,14,108,0.65853,281,215,31.91463,29.90243,0.25,0.834711,0.547534,2.62195,3.42682,0.876033,0.230468,43,20222023,6,,39,4
3,New York Rangers,82,47,22,13,107,0.65243,273,216,31.4878,29.32926,0.240816,0.81166,0.490672,2.63414,3.32926,0.847533,0.220408,43,20222023,4,,37,4
26,Los Angeles Kings,82,47,25,10,104,0.63414,274,254,32.41463,27.91463,0.252788,0.758365,0.533245,3.09756,3.34146,0.784386,0.21933,41,20222023,3,,37,6
30,Minnesota Wild,82,46,25,11,103,0.62804,239,219,30.91463,31.12195,0.214285,0.820313,0.476825,2.67073,2.91463,0.875,0.20238,39,20222023,5,,34,7
55,Seattle Kraken,82,46,28,8,100,0.60975,289,252,30.45121,27.01219,0.19753,0.76695,0.453156,3.07317,3.52439,0.792372,0.160493,46,20222023,3,,37,0
14,Tampa Bay Lightning,82,46,30,6,98,0.59756,280,252,31.96341,31.4878,0.253571,0.796935,0.516375,3.07317,3.41463,0.823754,0.214285,43,20222023,6,,38,3
52,Winnipeg Jets,82,46,33,3,95,0.57926,246,224,30.31707,30.32926,0.192592,0.824268,0.489356,2.7317,3.0,0.853556,0.17037,45,20222023,4,,36,1
2,New York Islanders,82,42,31,9,93,0.56707,242,217,30.78048,31.02439,0.157657,0.821918,0.517256,2.64634,2.95121,0.849315,0.126126,41,20222023,8,,36,1
20,Calgary Flames,82,38,27,17,93,0.56707,258,247,35.95121,27.31707,0.198412,0.825926,0.503481,3.01219,3.14634,0.855555,0.174603,36,20222023,1,,31,2
13,Florida Panthers,82,42,32,8,92,0.56097,288,272,36.81707,31.7439,0.22826,0.759451,0.489062,3.31707,3.51219,0.780068,0.195652,40,20222023,3,,36,2
18,Nashville Predators,82,42,32,8,92,0.56097,223,236,29.5,33.28048,0.176,0.825455,0.522261,2.87804,2.71951,0.847272,0.152,36,20222023,2,,29,6
5,Pittsburgh Penguins,82,40,31,11,91,0.55487,261,263,34.36585,32.76829,0.217241,0.790875,0.52064,3.20731,3.18292,0.809885,0.2,39,20222023,2,,31,1
7,Buffalo Sabres,82,42,33,7,91,0.55487,293,297,32.5,33.04878,0.2342,0.730089,0.451186,3.62195,3.57317,0.769911,0.208178,39,20222023,2,,30,3
9,Ottawa Senators,82,39,35,8,86,0.52439,259,270,33.4878,31.36585,0.235294,0.800676,0.514472,3.29268,3.15853,0.831081,0.199346,37,20222023,3,,31,2
23,Vancouver Canucks,82,38,37,7,83,0.50609,270,296,29.7317,30.81707,0.227106,0.71605,0.494883,3.60975,3.29268,0.777777,0.175824,32,20222023,1,,24,6
19,St. Louis Blues,82,37,38,7,81,0.4939,260,298,28.54878,32.34146,0.193277,0.723503,0.484889,3.63414,3.17073,0.75576,0.134453,34,20222023,4,,27,3
17,Detroit Red Wings,82,35,37,10,80,0.4878,237,275,28.19512,30.43902,0.211111,0.783133,0.491293,3.35365,2.89024,0.803212,0.166666,32,20222023,4,,28,3
15,Washington Capitals,82,35,37,10,80,0.4878,253,261,31.08536,31.07317,0.212244,0.818585,0.495408,3.18292,3.08536,0.836283,0.179591,33,20222023,5,,27,2
4,Philadelphia Flyers,82,31,38,13,75,0.45731,220,276,29.46341,31.52439,0.155555,0.746782,0.457323,3.36585,2.68292,0.793991,0.115555,29,20222023,3,,26,2
53,Arizona Coyotes,82,28,40,14,70,0.42682,225,295,25.84146,35.04878,0.189075,0.746082,0.458899,3.59756,2.7439,0.761755,0.163865,25,20222023,4,,20,3
8,Montréal Canadiens,82,31,45,6,68,0.41463,227,305,27.28048,33.57317,0.161016,0.727273,0.484794,3.71951,2.76829,0.756363,0.148305,26,20222023,1,,21,5
28,San Jose Sharks,82,22,44,16,60,0.36585,233,315,29.45121,32.19512,0.183856,0.823771,0.509872,3.84146,2.84146,0.840163,0.12556,21,20222023,4,,16,1
16,Chicago Blackhawks,82,26,49,7,59,0.35975,202,299,26.95121,33.63414,0.163793,0.761905,0.526963,3.64634,2.46341,0.792207,0.120689,24,20222023,2,,18,2
29,Columbus Blue Jackets,82,25,48,9,59,0.35975,213,329,29.25609,35.41463,0.183035,0.751055,0.486339,4.01219,2.59756,0.772151,0.142857,24,20222023,0,,15,1
24,Anaheim Ducks,82,23,47,12,58,0.35365,206,335,28.36585,39.10975,0.157205,0.721429,0.467368,4.08536,2.51219,0.725,0.126637,20,20222023,1,,13,3
