,PlayerID,Player,Team,Position,Headshot,Team Logo,Jersey Number,playerStripped,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
158,8480796,Martin Fehérváry,WSH,D,https://assets.nhle.com/mugs/nhl/20252026/WSH/8480796.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,42,martinfehervary,75.0,1446:37,19:17,48.28,71.46,40.32,36.33,50.39,41.89,23.89,31.73,42.95,2.65,3.4,43.84,2.81,4.05,40.92,23.52,34.84,40.3,10.87,14.89,42.19,1.16,1.91,37.84,11.11,89.28,1.004,2.99,10.53,13.73,40.6,17.87,10.12,16.51,28.12,26.46
159,8475172,Nazem Kadri,COL,C,https://assets.nhle.com/mugs/nhl/20252026/COL/8475172.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,91,nazemkadri,74.0,1427:01,19:17,71.81,51.0,58.47,50.88,38.3,57.05,33.8,25.86,56.66,3.2,3.11,50.67,4.12,3.03,57.65,35.91,25.82,58.17,15.89,10.76,59.62,1.6,1.18,57.58,9.45,87.97,0.974,15.14,9.67,5.34,39.19,73.92,31.53,16.44,12.49,71.63
160,8474151,Ryan McDonagh,TBL,D,https://assets.nhle.com/mugs/nhl/20252026/TBL/8474151.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,27,ryanmcdonagh,42.0,809:42,19:16,49.57,63.65,43.78,36.83,45.94,44.49,22.9,31.2,42.33,3.04,3.11,49.40,3.04,3.45,46.84,24.08,30.46,44.16,10.0,12.15,45.15,1.78,1.7,51.06,13.27,90.02,1.033,6.08,12.97,15.19,41.27,28.57,14.15,18.01,28.01,33.57
161,8479420,Tage Thompson,BUF,C,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479420.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,72,tagethompson,76.0,1464:52,19:16,69.1,52.59,56.78,51.49,39.57,56.55,32.07,26.66,54.6,4.46,3.11,58.92,4.25,3.04,58.35,33.01,24.78,57.12,14.38,10.98,56.7,2.17,1.56,58.24,13.92,88.33,1.022,15.11,12.45,7.78,36.21,66.01,27.77,16.67,14.38,65.89
162,8476906,Shayne Gostisbehere,CAR,D,https://assets.nhle.com/mugs/nhl/20252026/CAR/8476906.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,4,shaynegostisbehere,49.0,943:34,19:15,79.23,41.52,65.61,59.26,31.41,65.36,38.15,19.39,66.3,4.77,2.54,65.22,4.32,2.56,62.78,38.53,21.05,64.67,15.77,9.92,61.39,1.72,1.21,58.70,12.50,86.89,0.994,15.58,10.17,3.56,39.74,81.40,33.64,17.17,9.54,77.91
163,8478439,Travis Konecny,PHI,R,https://assets.nhle.com/mugs/nhl/20252026/PHI/8478439.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,11,traviskonecny,72.0,1386:13,19:15,59.77,56.22,51.53,44.28,40.82,52.03,29.3,26.06,52.93,3.77,2.73,58.00,3.84,3.01,56.06,32.07,27.18,54.13,13.42,9.65,58.16,1.43,1.21,54.10,12.85,89.53,1.024,12.68,11.38,7.14,42.2,63.97,22.98,16.01,14.46,61.39
164,8477939,William Nylander,TOR,R,https://assets.nhle.com/mugs/nhl/20252026/TOR/8477939.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,88,willnylander,59.0,1133:06,19:12,63.54,54.38,53.88,48.4,40.72,54.31,32.3,28.28,53.32,4.87,3.97,55.09,4.22,3.14,57.39,33.84,27.22,55.42,15.67,11.33,58.04,2.44,1.54,61.33,15.08,85.96,1.01,15.2,11.38,5.4,37.54,73.78,30.5,16.63,13.82,68.82
165,8478493,Joel Eriksson Ek,MIN,C,https://assets.nhle.com/mugs/nhl/20252026/MIN/8478493.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,14,joelerikssonek,66.0,1267:12,19:12,68.32,56.91,54.56,51.61,41.95,55.16,33.19,27.32,54.85,4.5,2.7,62.50,4.48,3.42,56.75,34.23,28.08,54.94,14.68,11.93,55.16,2.08,0.9,69.84,13.55,90.12,1.037,12.03,12.07,12.5,27.51,49.03,26.23,17.85,23.44,52.81
166,8480873,Rasmus Sandin,WSH,D,https://assets.nhle.com/mugs/nhl/20252026/WSH/8480873.png,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,38,rasmussandin,69.0,1324:33,19:11,53.09,61.7,46.25,38.41,42.49,47.48,24.78,27.59,47.32,2.76,3.03,47.66,2.89,2.96,49.39,25.32,28.09,47.41,10.92,11.91,47.82,1.31,1.49,46.77,11.15,89.0,1.002,6.48,9.92,8.97,41.9,41.94,17.35,16.08,18.84,47.93
167,8484153,Leo Carlsson,ANA,C,https://assets.nhle.com/mugs/nhl/20252026/ANA/8484153.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,91,leocarlsson,64.0,1225:18,19:08,76.44,50.88,60.04,56.8,38.98,59.3,36.63,24.73,59.7,4.41,3.67,54.55,4.65,3.41,57.73,38.88,27.57,58.51,17.14,12.83,57.19,1.91,1.86,50.65,12.03,85.15,0.972,13.17,12.88,6.95,38.0,65.45,27.23,18.26,12.88,67.89
168,8482113,Anton Lundell,FLA,C,https://assets.nhle.com/mugs/nhl/20252026/FLA/8482113.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,15,antonlundell,64.0,1225:43,19:09,63.54,51.79,55.09,46.89,40.34,53.76,29.13,26.04,52.8,3.67,3.67,50.00,3.85,3.68,51.13,31.38,24.72,55.93,13.12,11.11,54.14,1.62,1.71,48.53,12.61,85.9,0.985,11.6,13.61,13.8,36.22,45.66,21.68,19.14,22.52,49.06
169,8479442,Troy Stecher,TOR,D,https://assets.nhle.com/mugs/nhl/20252026/TOR/8479442.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,28,troystecher,59.0,1128:16,19:07,47.28,68.49,40.84,35.15,51.64,40.5,23.61,33.87,41.07,2.29,2.87,44.33,2.56,3.71,40.79,23.82,34.99,40.51,10.26,14.25,41.87,1.17,1.01,53.66,9.68,91.52,1.012,5.0,11.65,10.9,54.3,31.44,11.91,16.49,20.42,36.84
170,8477942,Kevin Fiala,LAK,L,https://assets.nhle.com/mugs/nhl/20252026/LAK/8477942.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,22,kevinfiala,56.0,1070:48,19:07,70.27,45.89,60.49,49.81,33.28,59.95,31.32,21.01,59.85,3.03,2.3,56.84,4.01,2.43,62.3,35.08,22.92,60.48,14.85,9.86,60.09,1.91,1.06,64.15,9.66,89.07,0.987,11.99,9.81,5.77,35.19,67.51,27.68,16.31,13.56,67.12
171,8480246,Nick Perbix,NSH,D,https://assets.nhle.com/mugs/nhl/20252026/NSH/8480246.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,48,nickperbix,72.0,1374:31,19:05,48.58,65.3,42.66,34.05,50.68,40.19,22.92,34.18,40.14,2.14,3.75,36.30,2.39,3.81,38.53,21.52,32.13,40.11,9.25,15.28,37.72,1.09,2.05,34.72,9.33,89.02,0.983,5.54,10.65,12.05,47.27,31.51,14.93,18.64,28.07,34.72
172,8476454,Ryan Nugent-Hopkins,EDM,C,https://assets.nhle.com/mugs/nhl/20252026/EDM/8476454.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,93,ryannugenthopkins,66.0,1259:31,19:05,68.84,57.26,54.59,51.59,43.16,54.45,35.3,28.49,55.34,5.0,3.72,57.38,4.84,3.54,57.76,39.25,30.3,56.44,18.39,11.67,61.17,2.72,2.05,57.00,14.17,86.96,1.011,13.2,9.72,7.86,37.35,62.67,25.58,14.24,14.48,63.85
173,8478851,Alexandre Carrier,MTL,D,https://assets.nhle.com/mugs/nhl/20252026/MTL/8478851.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,45,alexandrecarrier,73.0,1393:03,19:04,47.08,69.56,40.36,33.68,49.01,40.73,21.62,31.92,40.39,2.67,4.26,38.51,2.69,4.1,39.63,22.01,34.93,38.65,9.26,15.42,37.52,1.03,1.9,35.29,12.35,86.64,0.99,3.96,10.68,13.01,45.57,23.35,11.03,17.75,27.35,28.73
174,8477950,Tony DeAngelo,NYI,D,https://assets.nhle.com/mugs/nhl/20252026/NYI/8477950.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,77,anthonydeangelo,72.0,1372:06,19:03,64.41,52.78,54.96,46.83,39.36,54.34,29.82,25.41,54.0,2.8,2.58,52.03,2.99,3.22,48.13,30.22,26.67,53.11,11.02,13.38,45.16,1.31,1.36,49.18,9.38,89.85,0.992,8.31,10.45,7.17,47.36,53.67,21.86,16.79,15.13,59.1
175,8483485,Denton Mateychuk,CBJ,D,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8483485.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,5,dentonmateychuk,69.0,1314:33,19:03,57.37,61.12,48.42,42.04,44.91,48.35,28.21,29.17,49.16,2.97,3.24,47.79,3.08,3.32,48.12,28.25,29.53,48.89,11.23,13.01,46.33,1.28,1.32,49.12,10.52,88.89,0.994,7.35,11.32,10.13,38.89,42.04,16.61,17.39,20.45,44.83
176,8476483,Rickard Rakell,PIT,R,https://assets.nhle.com/mugs/nhl/20252026/PIT/8476483.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,67,rickardrakell,55.0,1047:30,19:02,66.9,53.56,55.54,49.72,39.87,55.5,32.65,24.74,56.89,4.47,3.15,58.65,4.33,3.41,55.98,35.46,27.44,56.38,16.44,11.91,57.98,2.06,1.49,58.06,13.68,87.27,1.01,15.24,14.32,5.61,33.22,73.08,30.82,19.65,13.92,68.89
177,8479343,Clayton Keller,UTA,R,https://assets.nhle.com/mugs/nhl/20252026/UTA/8479343.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg?season=20252026,9,claytonkeller,75.0,1427:45,19:02,70.39,42.4,62.41,52.15,30.93,62.77,34.54,19.79,63.57,4.58,2.4,65.66,4.12,2.57,61.57,35.17,20.72,62.93,15.51,9.33,62.44,2.14,1.09,66.23,13.26,87.9,1.012,15.8,11.6,5.0,39.25,75.96,30.76,16.6,11.22,73.27
178,8478013,Jake Walman,EDM,D,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478013.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,96,jakewalman,47.0,894:24,19:01,57.63,62.46,47.99,42.06,45.21,48.19,28.51,27.71,50.72,3.02,3.82,44.12,2.88,3.36,46.19,26.7,33.54,44.32,11.54,13.95,45.26,1.01,1.48,40.54,10.59,86.2,0.968,8.59,10.93,8.05,47.56,51.61,20.66,16.44,15.76,56.72
179,8480023,Robert Thomas,STL,C,https://assets.nhle.com/mugs/nhl/20252026/STL/8480023.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg?season=20252026,18,robertthomas,57.0,1082:42,18:59,57.3,52.7,52.09,41.45,39.62,51.13,27.71,27.1,50.56,4.05,2.77,59.35,3.58,3.11,53.49,32.64,25.6,56.04,13.19,10.7,55.22,1.44,1.27,53.06,14.60,89.78,1.044,13.85,10.47,13.52,37.24,50.61,24.55,14.74,21.67,53.12
180,8475798,Mikael Granlund,ANA,C,https://assets.nhle.com/mugs/nhl/20252026/ANA/8475798.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,64,mikaelgranlund,52.0,989:43,19:01,66.2,59.23,52.78,51.04,43.77,53.84,34.25,29.34,53.86,3.52,3.82,47.93,4.2,3.94,51.57,32.74,30.01,52.17,15.34,13.22,53.72,1.58,1.45,52.00,10.27,86.98,0.972,11.82,11.28,11.58,37.46,50.52,23.82,15.34,20.91,53.25
181,8471685,Anze Kopitar,LAK,C,https://assets.nhle.com/mugs/nhl/20252026/LAK/8471685.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,11,anzekopitar,60.0,1139:16,18:59,66.31,52.82,55.66,47.08,37.66,55.56,29.44,25.17,53.91,3.48,2.53,57.89,3.67,2.83,56.46,30.23,24.81,54.93,12.11,10.59,53.36,2.11,1.11,65.57,11.81,89.96,1.018,14.06,8.85,11.06,36.23,55.97,28.07,14.33,21.38,56.76
182,8477949,Alex Tuch,BUF,R,https://assets.nhle.com/mugs/nhl/20252026/BUF/8477949.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,89,alextuch,73.0,1383:49,18:57,59.66,64.86,47.91,45.14,48.26,48.33,27.97,32.61,46.17,4.03,3.69,52.25,3.5,4.19,45.52,27.36,32.43,45.76,12.01,13.57,46.95,1.78,1.56,53.25,14.42,88.7,1.031,11.88,14.05,14.57,38.55,44.92,19.55,18.04,23.8,45.1
183,8480012,Elias Pettersson,VAN,C,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480012.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,40,eliaspetterssonC,67.0,1270:04,18:57,64.53,58.34,52.52,48.8,42.99,53.17,31.23,28.16,52.59,3.45,3.87,47.10,4.3,3.5,55.14,34.67,28.11,55.23,16.91,11.67,59.17,1.8,1.65,52.05,11.04,86.24,0.973,14.31,11.05,11.29,34.3,55.90,28.77,14.5,19.79,59.24
184,8482093,Seth Jarvis,CAR,C,https://assets.nhle.com/mugs/nhl/20252026/CAR/8482093.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,24,sethjarvis,67.0,1269:33,18:56,77.89,44.14,63.83,58.98,34.12,63.35,37.57,23.25,61.77,4.54,2.93,60.76,4.58,2.88,61.41,37.1,23.63,61.09,14.08,10.78,56.65,1.61,1.47,52.31,12.08,87.4,0.995,16.4,9.88,5.53,36.86,74.78,30.25,14.75,12.38,70.95
185,8479982,Conor Timmins,BUF,D,https://assets.nhle.com/mugs/nhl/20252026/BUF/8479982.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,21,conortimmins,36.0,681:28,18:55,44.73,75.81,37.11,33.81,54.94,38.1,21.57,36.54,37.12,2.03,4.05,33.33,2.26,4.13,35.35,21.48,36.19,37.25,9.24,15.32,37.63,1.23,2.29,35.00,9.39,88.92,0.983,5.72,12.41,15.76,44.9,26.64,13.74,18.23,29.85,31.52
186,8478444,Brock Boeser,VAN,R,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478444.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,6,brockboeser,68.0,1284:57,18:53,61.96,55.99,52.53,46.13,43.1,51.7,29.88,28.3,51.36,3.36,4.11,45.00,3.89,3.5,52.67,31.99,27.55,53.73,14.24,12.19,53.89,1.63,1.87,46.67,11.25,85.48,0.967,14.52,10.6,8.55,34.27,62.96,27.46,14.62,16.53,62.42
187,8476887,Filip Forsberg,NSH,L,https://assets.nhle.com/mugs/nhl/20252026/NSH/8476887.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,9,filipforsberg,75.0,1415:46,18:52,71.2,50.3,58.6,52.21,39.16,57.14,34.2,25.6,57.19,3.9,2.59,60.13,4.22,3.1,57.67,34.24,24.41,58.38,14.88,10.17,59.39,1.78,1.23,59.15,11.40,89.9,1.013,12.84,13.18,5.59,38.27,69.66,28.14,19.45,16.49,63.06
188,8475151,Kyle Palmieri,NYI,C,https://assets.nhle.com/mugs/nhl/20252026/NYI/8475151.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,21,kylepalmieri,25.0,471:55,18:52,67.38,50.48,57.17,49.2,37.13,57.0,34.2,24.67,58.1,3.05,2.8,52.17,4.38,3.5,55.56,33.69,26.83,55.67,13.22,13.1,50.24,1.14,1.02,52.94,8.92,88.66,0.976,14.49,9.54,9.15,36.87,61.29,26.06,13.86,15.26,63.08
189,8480014,Gabriel Vilardi,WPG,C,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480014.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,13,gabrielvilardi,75.0,1415:28,18:52,62.61,50.65,55.28,47.98,38.28,55.63,30.65,26.24,53.87,4.11,3.09,57.06,3.97,3.03,56.75,34.38,23.82,59.07,15.01,10.68,58.42,2.16,1.65,56.67,13.42,88.21,1.016,14.24,9.33,5.09,35.56,73.68,28.1,13.48,10.51,72.78
190,8475167,Victor Hedman,TBL,D,https://assets.nhle.com/mugs/nhl/20252026/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,77,victorhedman,33.0,622:37,18:52,62.25,55.03,53.08,43.65,42.02,50.96,28.24,29.78,48.67,3.18,2.99,51.56,3.62,3.23,52.84,29.78,27.66,51.85,12.53,11.18,52.85,1.64,0.96,62.96,11.26,89.97,1.012,7.32,10.89,6.26,48.95,53.90,21.01,16.29,13.4,61.06
191,8480426,Charle-Edouard D'Astous,TBL,D,https://assets.nhle.com/mugs/nhl/20252026/TBL/8480426.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,51,charleedouarddastous,63.0,1188:07,18:51,58.73,49.64,54.19,41.86,36.76,53.24,27.07,24.75,52.24,3.08,3.28,48.41,3.22,2.6,55.3,30.1,23.23,56.44,13.43,9.65,58.21,1.87,1.26,59.68,11.38,86.73,0.981,8.08,12.17,6.31,47.07,56.14,17.47,18.33,14.29,55.01
192,8470613,Brent Burns,COL,D,https://assets.nhle.com/mugs/nhl/20252026/COL/8470613.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,84,brentburns,74.0,1395:33,18:51,65.95,60.02,52.35,47.21,43.98,51.77,32.07,28.42,53.02,3.4,2.67,56.03,3.42,3.07,52.76,29.92,29.15,50.66,12.12,11.74,50.81,1.5,1.29,53.85,10.59,90.62,1.012,5.85,11.61,11.69,49.14,33.33,17.37,18.96,24.42,41.56
193,8482720,Matthew Knies,TOR,L,https://assets.nhle.com/mugs/nhl/20252026/TOR/8482720.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,23,mattknies,73.0,1375:19,18:50,56.58,62.25,47.61,42.49,45.76,48.15,28.88,31.11,48.15,3.49,3.75,48.19,3.65,3.62,50.21,31.72,31.32,50.31,13.52,12.48,52.01,1.66,1.66,50.00,12.08,87.94,1.0,12.52,9.99,7.72,39.26,61.85,24.74,14.35,17.54,58.51
194,8482078,Lucas Raymond,DET,L,https://assets.nhle.com/mugs/nhl/20252026/DET/8482078.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg?season=20252026,23,lucasraymond,73.0,1375:01,18:50,68.07,48.65,58.32,50.88,34.91,59.31,32.77,22.78,58.99,4.49,2.53,63.98,4.42,2.65,62.56,36.13,23.61,60.48,15.58,9.64,61.76,2.23,0.96,69.86,13.72,88.89,1.026,13.57,13.57,8.42,35.13,61.71,25.92,17.76,17.85,59.22
195,8480893,Kirill Marchenko,CBJ,R,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8480893.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,86,kirillmarchenko,70.0,1317:55,18:49,70.34,50.58,58.17,52.45,38.11,57.92,34.83,25.95,57.3,4.05,2.37,63.12,4.13,2.85,59.13,35.69,23.95,59.85,13.79,11.15,55.29,1.59,1.0,61.40,11.63,90.88,1.025,16.07,12.43,4.42,33.05,78.44,30.55,18.12,11.11,73.33
196,8482667,William Eklund,SJS,L,https://assets.nhle.com/mugs/nhl/20252026/SJS/8482667.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,72,willeklund,70.0,1315:40,18:47,65.76,51.58,56.04,46.74,37.67,55.38,31.47,24.72,56.01,3.51,3.97,46.95,3.81,3.19,54.44,34.66,25.13,57.97,15.32,11.26,57.63,1.96,1.82,51.81,11.16,83.95,0.951,11.49,9.44,7.94,36.21,59.15,23.85,13.86,15.96,59.91
197,8479407,Jesper Bratt,NJD,L,https://assets.nhle.com/mugs/nhl/20252026/NJD/8479407.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,63,jesperbratt,75.0,1408:10,18:46,77.04,48.36,61.43,55.52,36.39,60.41,38.01,23.73,61.56,3.96,3.2,55.36,4.8,2.97,61.78,42.18,25.22,62.58,18.15,11.46,61.29,1.96,1.66,54.12,10.43,86.54,0.97,13.04,10.69,5.97,41.37,68.61,27.82,14.74,12.14,69.62
198,8481533,Trevor Zegras,PHI,C,https://assets.nhle.com/mugs/nhl/20252026/PHI/8481533.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,46,trevorzegras,76.0,1426:22,18:46,64.91,48.71,57.13,48.71,36.22,57.36,30.79,23.26,56.96,3.87,2.82,57.86,4.19,2.68,60.98,36.64,23.93,60.49,16.45,9.04,64.52,1.81,1.18,60.56,12.57,87.88,1.005,12.28,10.18,5.26,41.56,70.02,24.14,14.68,10.52,69.66
199,8478854,Ryan Shea,PIT,D,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478854.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,5,ryanshea,75.0,1407:33,18:46,54.35,65.52,45.34,40.71,47.74,46.02,26.22,30.9,45.9,3.37,3.24,50.97,2.97,3.4,46.68,27.07,32.14,45.72,11.85,13.04,47.6,1.62,1.58,50.67,12.85,89.52,1.024,4.6,9.34,8.87,44.25,34.18,14.07,16.03,21.36,39.71
200,8484166,Adam Fantilli,CBJ,C,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8484166.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,19,adamfantilli,76.0,1425:10,18:45,68.5,52.25,56.73,50.18,38.98,56.28,33.43,25.85,56.39,3.66,3.12,54.04,4.03,2.83,58.73,34.77,25.09,58.09,13.77,11.66,54.14,1.43,1.09,56.67,10.96,87.95,0.989,13.94,11.03,4.17,35.7,76.98,27.74,16.08,10.78,72.02
201,8481596,Shane Pinto,OTT,C,https://assets.nhle.com/mugs/nhl/20252026/OTT/8481596.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,12,shanepinto,65.0,1218:33,18:44,54.06,55.89,49.17,40.57,39.69,50.55,26.44,24.87,51.54,3.1,3.69,45.65,3.35,3.22,50.97,27.62,26.74,50.82,12.11,10.54,53.48,1.62,1.87,46.48,11.73,85.15,0.969,8.32,14.53,15.76,45.2,34.56,13.25,19.1,26.05,33.71
202,8476979,Erik Gustafsson,DET,D,https://assets.nhle.com/mugs/nhl/20252026/DET/8476979.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg?season=20252026,56,erikgustafsson,2.0,37:28,18:44,54.42,52.82,50.75,41.62,38.42,52.0,24.01,20.81,53.57,0.0,3.2,0.00,2.75,2.93,48.46,27.21,17.61,60.71,11.2,11.2,50.0,0.0,1.6,0.00,0.00,84.62,0.846,12.81,9.6,9.6,40.02,57.14,33.61,16.01,12.81,72.41
203,8475692,Mats Zuccarello,MIN,R,https://assets.nhle.com/mugs/nhl/20252026/MIN/8475692.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,36,matszuccarello,55.0,1029:55,18:43,73.75,49.81,59.69,56.33,36.18,60.89,36.06,24.53,59.52,4.08,2.74,59.83,4.83,2.54,65.54,40.72,22.95,63.95,16.78,10.19,62.2,1.81,1.81,50.00,11.31,88.84,1.001,13.4,10.19,4.66,30.93,74.19,31.11,16.49,12.0,72.16
204,8476967,Brett Kulak,COL,D,https://assets.nhle.com/mugs/nhl/20252026/COL/8476967.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,27,brettkulak,75.0,1402:46,18:42,49.74,58.68,45.88,35.8,42.0,46.01,23.35,25.02,48.28,2.18,2.61,45.54,2.49,2.99,45.45,21.34,29.56,41.93,8.98,12.23,42.34,1.11,1.07,50.98,9.34,89.57,0.989,5.77,10.39,7.01,46.02,45.15,14.37,16.38,15.95,47.39
205,8474586,Jordan Eberle,SEA,R,https://assets.nhle.com/mugs/nhl/20252026/SEA/8474586.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,7,jordaneberle,72.0,1335:51,18:33,62.97,51.34,55.09,47.3,37.41,55.83,31.08,22.91,57.57,3.86,2.52,60.56,3.9,2.91,57.26,30.36,22.77,57.14,12.94,10.11,56.14,1.8,0.99,64.52,12.43,89.02,1.014,14.69,12.58,6.6,38.27,68.99,25.92,16.12,13.07,66.47
206,8478414,Timo Meier,NJD,R,https://assets.nhle.com/mugs/nhl/20252026/NJD/8478414.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,28,timomeier,70.0,1298:31,18:33,74.62,53.0,58.47,53.6,38.17,58.41,35.12,25.78,57.66,3.0,2.96,50.39,4.36,3.01,59.15,36.64,25.6,58.87,16.5,11.46,59.01,1.39,1.66,45.45,8.55,88.53,0.971,10.58,13.4,8.59,36.36,55.18,20.84,17.97,18.07,53.56
207,8477989,Christian Dvorak,PHI,C,https://assets.nhle.com/mugs/nhl/20252026/PHI/8477989.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,22,christiandvorak,75.0,1387:03,18:29,54.03,61.56,46.74,40.79,45.64,47.2,26.39,29.29,47.4,3.37,3.76,47.27,3.55,3.74,48.69,28.94,31.84,47.62,13.19,12.2,51.96,1.34,1.34,50.00,12.79,87.15,0.999,10.9,10.17,13.5,41.53,44.68,19.55,14.62,23.4,45.52
208,8483493,Frank Nazar,CHI,C,https://assets.nhle.com/mugs/nhl/20252026/CHI/8483493.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg?season=20252026,91,franknazar,60.0,1109:06,18:29,54.8,56.42,49.27,40.95,43.06,48.74,26.02,28.67,47.58,2.92,3.08,48.65,3.09,3.66,45.79,28.4,30.02,48.61,11.74,13.58,46.37,1.89,1.51,55.56,11.23,89.25,1.005,12.93,10.01,8.66,38.08,59.90,24.02,15.2,16.93,58.65
209,8476441,Joel Edmundson,LAK,D,https://assets.nhle.com/mugs/nhl/20252026/LAK/8476441.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,6,joeledmundson,75.0,1386:21,18:29,54.19,65.83,45.15,38.52,47.48,44.79,24.06,30.6,44.02,2.38,3.29,41.98,2.55,3.55,41.86,23.15,32.63,41.51,9.91,14.24,41.04,1.13,1.43,44.07,9.89,89.25,0.991,8.92,9.74,12.2,45.05,42.21,19.3,17.01,24.93,43.64
210,8477935,Sam Bennett,FLA,C,https://assets.nhle.com/mugs/nhl/20252026/FLA/8477935.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,9,sambennett,72.0,1330:33,18:28,73.95,49.65,59.83,53.3,38.96,57.77,34.0,25.52,57.12,4.19,3.34,55.69,4.66,3.27,58.78,39.32,24.67,61.45,18.4,11.23,62.1,2.12,1.44,59.49,12.33,86.93,0.993,12.72,12.4,6.99,40.36,64.53,25.3,18.62,13.89,64.56
211,8479314,Matthew Tkachuk,FLA,L,https://assets.nhle.com/mugs/nhl/20252026/FLA/8479314.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,19,matttkachuk,28.0,517:13,18:28,81.32,44.2,64.79,59.74,36.42,62.12,37.0,24.71,59.96,4.29,3.13,57.81,5.76,3.25,63.91,45.01,22.74,66.44,21.46,10.79,66.55,1.86,1.51,55.17,11.60,87.32,0.989,11.48,13.34,7.19,36.89,61.49,27.38,19.95,12.88,68.01
