,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,TOI,Points,ArtRoss,Rocket,Goals_90PI_low,Goals_90PI_high,Assists_90PI_low,Assists_90PI_high,Points_90PI_low,Points_90PI_high,P_10G,P_20G,P_30G,P_40G,P_50G,P_60G,P_25A,P_50A,P_75A,P_100A,P_50P,P_75P,P_100P,P_125P,P_150P
0,8478402,Connor McDavid,C,EDM,28,81.98599383965066,48.587307278843504,87.05945576075902,1889.9262854933522,135.64676303960252,0.5853301627949515,0.028534845436253887,48.0,53.468035915725316,86.0,95.43406752556851,134.0,146.79833587196052,1.0,1.0,1.0,1.0,0.39893908907993414,0.0003658313517468447,1.0,1.0,1.0,0.0074995427108103165,1.0,1.0,1.0,1.0,0.021035302725443572
1,8476453,Nikita Kucherov,R,TBL,32,75.98516893450972,44.555509601040974,87.1141070061103,1544.5991648273655,131.66961660715128,0.28900676788000734,0.004207060545088714,44.0,50.563996364672995,86.0,98.83618081851081,130.0,146.80199636163732,1.0,1.0,1.0,1.0,0.09127492226083775,0.0,1.0,1.0,1.0,0.040973111395646605,1.0,1.0,1.0,1.0,0.027071520029266508
2,8477492,Nathan MacKinnon,C,COL,30,80.98597169315424,53.64182619117977,74.90409565410562,1802.9097342555515,128.5459218452854,0.1252972379732943,0.8008048289738431,53.0,59.80710330216001,74.0,84.54976601952478,127.0,142.78995990139805,1.0,1.0,1.0,1.0,1.0,0.058715931955368575,1.0,1.0,0.6204499725626487,0.0,1.0,1.0,1.0,1.0,0.007133711359063472
3,8484801,Macklin Celebrini,C,SJS,19,81.97189902427772,45.05993899506805,69.57413846064729,1756.6414171176796,114.63407745571534,0.0003658313517468447,0.002012072434607646,44.0,50.17137771733536,67.99999999999999,76.70099772806947,112.0,125.47555281820611,1.0,1.0,1.0,1.0,0.07408084872873605,0.0,1.0,1.0,0.11980976769709165,0.0,1.0,1.0,1.0,0.06566672763855863,0.0
4,8476460,Mark Scheifele,C,WPG,32,81.98590504634225,36.44188822661027,67.8176218930227,1766.0093366012452,104.25951011963298,0.0,0.0,36.0,40.30991799885134,67.0,73.2685284638195,103.0,112.06921276077007,1.0,1.0,1.0,0.0932869946954454,0.0,0.0,1.0,1.0,0.025425278946405706,0.0,1.0,1.0,1.0,0.0,0.0
5,8480039,Martin Necas,C,COL,26,78.98591617577848,38.47077012261443,62.77143764556685,1698.0643999909653,101.24220776818129,0.0,0.0,37.99999999999999,43.00053831670991,61.99999999999999,70.15241558063177,100.0,111.03349690377276,1.0,1.0,1.0,0.39784159502469363,0.00018291567587342235,0.0,1.0,1.0,0.00310956648984818,0.0,1.0,1.0,1.0,0.00018291567587342235,0.0
6,8480018,Nick Suzuki,C,MTL,26,82.0,29.0,72.0,1707.2833333333,101.0,0.0,0.0,28.999999999999996,30.63479894082159,72.0,76.05881116341914,101.0,106.69361010424072,1.0,1.0,0.3107737333089446,0.0,0.0,0.0,1.0,1.0,0.15108834827144688,0.0,1.0,1.0,1.0,0.0,0.0
7,8477956,David Pastrnak,R,BOS,29,77.0,29.0,71.0,1590.5,100.0,0.0,0.0,28.999999999999996,36.134515531822,71.0,79.47808111827783,100.0,111.98325026325584,1.0,1.0,0.4984452167550759,0.007316627034936894,0.0,0.0,1.0,1.0,0.314432046826413,0.0,1.0,1.0,1.0,0.0007316627034936894,0.0
8,8477934,Leon Draisaitl,C,EDM,30,65.96597055059723,35.51707505619859,62.91692649845391,1423.236517532798,98.4340015546525,0.0,0.0,35.0,42.81028669409209,61.99999999999999,72.69797950868508,97.0,112.09244782637002,1.0,1.0,1.0,0.19169562831534662,0.0009145783793671117,0.0,1.0,1.0,0.028169014084507043,0.0,1.0,1.0,0.6555697823303457,0.0012804097311139564,0.0
9,8480027,Jason Robertson,L,DAL,26,81.98586044184215,45.53331748435661,51.5851981638463,1663.3360551953065,97.1185156482029,0.0,0.0007316627034936894,45.0,50.084776825898835,50.99999999999999,57.247836807660796,96.0,105.6470003447719,1.0,1.0,1.0,1.0,0.07755624657033108,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3886958112310225,0.0,0.0
10,8478398,Kyle Connor,L,WPG,29,81.98579327410414,39.47964735997008,53.649201408780016,1766.4685444529741,93.12884876875009,0.0,0.0,39.0,43.29086843731465,52.99999999999999,58.66320253695326,92.0,100.23303682941271,1.0,1.0,1.0,0.5436253886958112,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07042253521126761,0.0,0.0
11,8480803,Evan Bouchard,D,EDM,26,81.98600489997055,21.256895035866734,71.86962181381959,2026.1017559961338,93.12651684968633,0.0,0.0,20.999999999999996,23.955724825483987,71.0,79.12516561862348,92.0,101.79630088960687,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2833363819279312,0.0,1.0,1.0,0.1097494055240534,0.0,0.0
12,8478403,Jack Eichel,C,VGK,29,73.9827968815919,27.360901908676848,61.80170082832749,1569.9857529893798,89.16260273700433,0.0,0.0,26.999999999999996,32.66645060359376,60.99999999999999,71.1789835685949,88.0,100.76355665682024,1.0,1.0,0.2677885494786903,0.00018291567587342235,0.0,0.0,1.0,1.0,0.012255350283519298,0.0,1.0,1.0,0.0760929211633437,0.0,0.0
13,8477404,Jake Guentzel,C,TBL,31,81.98575957240551,38.455839294820024,50.600169876215105,1659.8822238880311,89.05600917103513,0.0,0.0,38.0,42.79038778116343,50.0,55.41490451768698,88.0,96.48412906188707,1.0,1.0,1.0,0.3630876166087434,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.01316992866288641,0.0,0.0
14,8478864,Kirill Kaprizov,L,MIN,28,78.0,45.0,44.0,1727.45,89.0,0.0,0.008048289738430584,44.99999999999999,51.514146297460634,43.99999999999999,50.88045276785176,89.0,99.81099832708324,1.0,1.0,1.0,1.0,0.13791841960856047,0.0,1.0,0.10462776659959759,0.0,0.0,1.0,1.0,0.05670385952076093,0.0,0.0
