,PlayerID,Player,Team,Position,Age,ATOI,GP,Gper1kChunk,A1per1kChunk,A2per1kChunk
0,8480069.0,Cale Makar,COL,D,27.0,1.3650480275634367,3.5502932527532876,0.4077289710929272,0.9036505144651398,0.6291031037966792
1,8474563.0,Drew Doughty,LAK,D,36.0,2.2605162972917263,5.241345318309846,0.4108263287435013,0.6020947542895068,0.62772232709495
2,8480839.0,Rasmus Dahlin,BUF,D,25.0,0.9176471900789402,1.9071033907836143,0.2902819503983679,0.46553063877313405,0.36511138526387915
3,8480800.0,Quinn Hughes,MIN,D,26.0,1.3355843286752584,3.4542250535064816,0.3372169348406312,1.0595996522216529,0.7180949035987533
4,8474578.0,Erik Karlsson,PIT,D,35.0,1.4851376218627976,4.682746837535569,0.2545806354531722,0.6400996305484771,0.6658351205671105
5,8480036.0,Miro Heiskanen,DAL,D,26.0,1.1556588166574264,2.932777992752291,0.24761787049672418,0.44598056007671266,0.45629756974450847
6,8474600.0,Roman Josi,NSH,D,35.0,1.311088679985966,5.270561908527965,0.5663263163106778,0.8152652678413077,0.6825254946193731
7,8478038.0,Devon Toews,COL,D,31.0,0.7760683404520532,2.974656635396612,0.252132823577244,0.4975231476928001,0.4832475149183879
8,8478469.0,Thomas Chabot,OTT,D,28.0,1.1329908469981447,3.5481784433935215,0.40435731961721055,0.6489549314037784,0.5431435323931545
9,8471724.0,Kris Letang,PIT,D,38.0,1.438870822428084,2.736127156055524,0.2323084188881441,0.3837967826445124,0.3454605015459041
10,8476875.0,Mike Matheson,MTL,D,31.0,1.711514212426734,1.9375997805781116,0.14920519929443346,0.35018843382380754,0.2969988924311283
11,8477495.0,Seth Jones,FLA,D,31.0,0.9485329578736176,3.0028388458131596,0.38366003657009007,0.6610411083020734,0.6533390826108747
12,8479323.0,Adam Fox,NYR,D,27.0,1.0592474678546886,5.150421587295667,0.6663272275116914,1.512040982889876,1.2480640655241957
13,8477504.0,Josh Morrissey,WPG,D,30.0,0.6731333668170698,2.332323275357435,0.21061874406413658,0.6611244908608888,0.4843260824045477
14,8475764.0,Cam Fowler,STL,D,34.0,0.9839991953969747,0.7084907119398365,0.07639038398892654,0.14256017403341248,0.11533622336952429
15,8477986.0,Brandon Montour,SEA,D,31.0,1.052412839504636,4.815729458862586,0.5986471298014543,0.8087911743293495,0.662533641256778
16,8478397.0,Rasmus Andersson,VGK,D,29.0,0.9236522514912707,0.7299567990763535,0.09403825159785946,0.17279386032636365,0.1574958965158833
17,8474565.0,Alex Pietrangelo,VGK,D,35.0,1.0718715874036706,,,,
18,8479410.0,Mikhail Sergachev,UTA,D,27.0,1.6457768175430942,2.372682881885031,0.19178108243274622,0.42987972095428345,0.3481380678716155
19,8482671.0,Owen Power,BUF,D,23.0,0.8145464642450917,0.8680896719041213,0.10750141894964677,0.16969351217125,0.15366774486320062
20,8475167.0,Victor Hedman,TBL,D,35.0,1.2757561846826873,7.461953926295338,0.6660806238938517,1.5491113310245466,1.44694964048157
21,8478407.0,Vince Dunn,SEA,D,29.0,0.9061219205468667,1.7167044940402574,0.17014958830599414,0.3201932601286577,0.26422423258120054
22,8476457.0,Adam Larsson,SEA,D,33.0,1.2264489811439423,1.0591050122114742,0.07611251057366214,0.1437377484378173,0.13291116686382928
23,8478460.0,Zach Werenski,CBJ,D,28.0,1.9140941870047286,4.585633092530142,0.43218490924436553,0.5747981236758466,0.45659243815939504
24,8477498.0,Darnell Nurse,EDM,D,30.0,0.852655356719256,0.6524962775551988,0.08962461542629,0.10961931854997818,0.10580138690818225
25,8478055.0,Gustav Forsling,FLA,D,29.0,1.042923846281767,0.8093403104826867,0.13053389332542314,0.14903106351850323,0.13698280697119056
26,8477932.0,Aaron Ekblad,FLA,D,29.0,0.9590229683140081,2.5645943701613696,0.35571745640295677,0.42013983322591536,0.4314965541067571
27,8474590.0,John Carlson,ANA,D,35.0,1.39718474283015,3.218285940515461,0.3869378685401199,0.6312388567522077,0.49907799328403935
28,8475753.0,Justin Faulk,DET,D,33.0,0.992345237348698,1.757125069946216,0.16107455626339512,0.35502068208883164,0.2671473803388186
29,8470613.0,Brent Burns,COL,D,40.0,1.8974906561198972,1.509258987326346,0.12699546265405118,0.15940234845061865,0.13349209408391807
30,8476854.0,Hampus Lindholm,BOS,D,31.0,1.600982025631148,7.219314373651117,0.45974785897704257,0.6916207955447184,0.5691827402452717
31,8481542.0,Moritz Seider,DET,D,24.0,1.1539818784592366,0.6859154491977002,0.08645252471447298,0.14845060409678654,0.135642055529081
32,8478500.0,Ivan Provorov,CBJ,D,28.0,0.892893170887342,0.0,0.0,0.0,0.0
33,8476892.0,Colton Parayko,STL,D,32.0,0.846531230188718,1.4967383171263327,0.29126100243953135,0.24904473363821794,0.240032552615322
34,8476463.0,Jonas Brodin,MIN,D,32.0,1.4614736656100156,3.4964771166705724,0.2379612381344505,0.430059410589222,0.6176713073435822
35,8479345.0,Jakob Chychrun,WSH,D,27.0,0.9412866335523563,1.2354998884997668,0.18474793260756575,0.19403725430994645,0.19581948591070422
36,8478396.0,Noah Hanifin,VGK,D,28.0,0.7666375045264007,2.4668215016652875,0.29582166750669614,0.5749768337797813,0.39737614086388434
37,8475200.0,Dmitry Orlov,SJS,D,34.0,1.6122781483765354,0.965772394563125,0.09112667185217654,0.15821183129479804,0.1605004346063593
38,8475233.0,David Savard,MTL,D,35.0,1.2870240613558486,,,,
39,8478402.0,Connor McDavid,EDM,C,28.0,0.7715775665807858,1.3899740629098722,0.3930882313031821,0.7235449572957183,0.35072393118943496
40,8473507.0,Jeff Petry,MIN,D,38.0,1.3854759820544038,6.678553592062696,0.21319183515473775,0.5794954510181436,0.503488365725915
41,8477492.0,Nathan MacKinnon,COL,C,30.0,1.301661701159111,2.6123130307016424,0.447844380698387,0.7542504443976045,0.49548295488339367
42,8479325.0,Charlie McAvoy,BOS,D,28.0,0.8261363203146007,2.4873100302396023,0.27817162672668705,0.5551123646349385,0.5633840614341464
43,8478420.0,Mikko Rantanen,DAL,R,29.0,0.7405109613293576,6.523561331664102,1.3207576455468417,1.1429034991028553,0.806169447895895
44,8480807.0,Mattias Samuelsson,BUF,D,25.0,1.030054131996381,1.9045685757944977,0.10171353381372658,0.15962726436762173,0.1379945626206272
45,8477950.0,Tony DeAngelo,NYI,D,30.0,3.1245217133659255,3.844381775516995,0.3023429089860909,0.402607589328069,0.33192316013527284
46,8477488.0,Brett Pesce,NJD,D,31.0,0.843319300656097,6.38275692516108,0.3499460107680104,0.5999015656029227,0.6002447226849685
47,8476958.0,Jaccob Slavin,CAR,D,31.0,0.9639629002313022,3.654550306844907,0.3350329296628556,0.7186580676257452,0.7745585473971306
48,8478882.0,Vladislav Gavrikov,NYR,D,30.0,1.2573837776224905,0.5379440707765817,0.050238034321698,0.11081167806117354,0.09490795867529014
49,8480817.0,K'Andre Miller,CAR,D,25.0,0.8840295513660567,2.2218746158912297,0.18321437185694167,0.3690868742664708,0.37424001434371246
50,8480145.0,Neal Pionk,WPG,D,30.0,1.289042874638918,4.451097177562522,0.46284547487402183,0.7424674241203755,0.7291506997655306
